,slug,page_rank,btw_cent,deg_cent,x,y,description,language,commits,prog_go,prog_ruby,prog_cpp,prog_csharp,prog_clang,prog_objc,prog_objcpp,prog_rust,prog_perl,prog_swift,prog_haskell,prog_groovy,prog_clojure,prog_ocaml,prog_dotnet,prog_vbdotnet,prog_fsharp,prog_fortran,prog_commonlisp,prog_coq,prog_gen_all,prog_python,prog_scala,prog_rlang,prog_matlab,prog_stata,prog_sas,prog_julia,prog_stat_all,prog_javascript,prog_java,prog_typescript,prog_php,prog_html,prog_css,prog_dart,prog_kotlin,prog_lua,prog_coffeescript,prog_dm,prog_erlang,prog_elixer,prog_jsonnet,prog_elm,prog_webassembly,prog_purescript,prog_web_all,sys_general,sys_os,sys_windows,sys_linux,sys_mac,sys_modern,sys_bsd,sys_android,sys_solaris,sys_virtual,sys_handheld,sys_emulapi,sys_grouping,sys_other,system_all,topics_ai,topics_dataviz,app_cryptocurrency,app_blockchain_all,app_business_all,app_database_all
265,HeroTransitions/Hero,0.0009917970673843425,4.821191321966535e-05,0.012048192771084338,-13.442678,8.113247,elegant transition library for ios & tvos,Swift,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
266,apache/flink,0.0008957832494339338,0.00032418191406082653,0.00963855421686747,14.351081,15.321084,apache flink,Java,19904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,bokeh/bokeh,0.001451175484883944,0.0011579257435567199,0.03132530120481928,-13.714513,-6.8837714,"interactive data visualization in the browser, from  python",Python,18178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
268,zxing/zxing,0.0007298928579946705,0.0,0.0024096385542168677,14.0135355,17.137957,"zxing (""zebra crossing"") barcode scanning library for java, android",Java,3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
269,gorhill/uBlock,0.0007351797362687544,5.000085246999307e-05,0.004819277108433735,17.331427,-10.835444,ublock origin - an efficient blocker for chromium and firefox. fast and lean.,JavaScript,7205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,johnpapa/angular-styleguide,0.0014544116649119446,0.0002575293684150771,0.04096385542168675,-1.425138,-3.2663577,angular style guide: a starting point for angular development teams to provide consistency through good practices.,,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,nicolargo/glances,0.0010866517137248133,0.0001404366978967595,0.02168674698795181,-13.435142,-8.294304,"glances an eye on your system. a top/htop alternative for gnu/linux, bsd, mac os and windows operating systems.",Python,3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0
272,lovell/sharp,0.0015351972532040735,0.0008368299885790274,0.04096385542168675,-0.32375133,-7.5005045,"high performance node.js image processing, the fastest module to resize jpeg, png, webp, avif and tiff images. uses the libvips library.",JavaScript,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,alibaba/arthas,0.0011894684349494124,0.0018852174613833218,0.014457831325301207,21.037441,12.831974,alibaba java diagnostic tool arthas/alibaba java诊断利器arthas,Java,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,marktext/marktext,0.0013871806837259253,0.005017637028158229,0.016867469879518072,-6.231646,18.157772,"📝a simple and elegant markdown editor, available for linux, macos and windows.",JavaScript,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
275,huggingface/transformers,0.0009516361594336138,6.432382543558544e-05,0.004819277108433735,-18.69621,-6.503002,🤗transformers: state-of-the-art natural language processing for pytorch and tensorflow 2.0.,Python,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
276,iamkun/dayjs,0.002497621647129544,0.007572783558219967,0.06746987951807229,-9.532957,1.5527436,⏰ day.js 2kb immutable date-time library alternative to moment.js with the same modern api,JavaScript,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,airyland/vux,0.0008210609433550967,1.2585522484120878e-05,0.016867469879518072,9.4492235,14.695103,mobile ui components based on vue & weui,Vue,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,go-kit/kit,0.00115489393653698,0.0009426425663447681,0.016867469879518072,-16.320185,-23.540154,a standard library for microservices.,Go,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,transloadit/uppy,0.0007414050716987341,3.648384316689694e-05,0.014457831325301207,3.743132,-1.7531022,the next open source file uploader for web browsers :dog: ,JavaScript,7249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,ageron/handson-ml,0.0030080462800380955,0.0,0.16144578313253014,8.701486,8.003397,a series of jupyter notebooks that walk you through the fundamentals of machine learning and deep learning in python using scikit-learn and tensorflow.,Jupyter Notebook,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,judasn/IntelliJ-IDEA-Tutorial,0.0006310536006789145,6.423729744788623e-05,0.004819277108433735,-21.05627,-19.628407,intellij idea 简体中文专题教程,,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,trailofbits/algo,0.003318394465312551,0.0019339778439380047,0.17349397590361448,10.039576,7.5684,set up a personal vpn in the cloud,Python,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,redisson/redisson,0.0030080462800380955,0.0,0.16144578313253014,9.393627,7.2141113,"redisson - redis java client with features of in-memory data grid. over 50 redis based java objects and services: set, multimap, sortedset, map, list, queue, deque, semaphore, lock, atomiclong, map reduce, publish / subscribe, bloom filter, spring cache, tomcat, scheduler, jcache api, hibernate, mybatis, rpc, local cache ...",Java,5318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,tabler/tabler,0.0014007640355590727,0.0,0.04819277108433735,0.18619812,12.224044,tabler is free and open-source html dashboard ui kit built on bootstrap,HTML,923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,dcloudio/uni-app,0.0030080462800380955,0.0,0.16144578313253014,7.83077,7.1581874,uni-app 是使用 vue 语法开发小程序、h5、app的统一框架,JavaScript,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,ApolloAuto/apollo,0.0030080462800380955,0.0,0.16144578313253014,8.593118,7.0611897,an open autonomous driving platform,C++,15136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,minio/minio,0.004014712699464131,0.011346760300135771,0.2,9.518722,10.565995,"high performance, kubernetes native object storage",Go,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
288,google/material-design-lite,0.0013215012015209623,0.0004980611537481368,0.03614457831325302,-5.963106,0.27271345,material design components in html/css/js,HTML,2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,apache/incubator-echarts,0.0008590633025026852,4.26885264501075e-05,0.02168674698795181,3.2271128,13.113045,"apache echarts (incubating) is a powerful, interactive charting and data visualization library for browser",TypeScript,5718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
290,h5bp/html5-boilerplate,0.0007788753549690219,9.167353942524407e-06,0.014457831325301207,-5.0757303,13.601586,"a professional front-end template for building fast, robust, and adaptable web apps or sites.",JavaScript,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,flutter/flutter,0.001778752080599127,0.0014159121941743993,0.06746987951807229,5.2997417,-9.763175,flutter makes it easy and fast to build beautiful apps for mobile and beyond.,Dart,17058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,MustangYM/WeChatExtension-ForMac,0.0011538621030028778,0.0012829104753006356,0.014457831325301207,19.598482,-11.136354,mac微信功能拓展/微信插件/微信小助手(a plugin for mac wechat),Objective-C,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
293,fatedier/frp,0.0005950054893896662,0.0,0.004819277108433735,-10.992633,-18.866179,a fast reverse proxy to help you expose a local server behind a nat or firewall to the internet.,Go,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,grpc/grpc,0.0010828049472458804,0.0007449201765967466,0.01927710843373494,20.120384,10.5182905,"the c based grpc (c++, python, ruby, objective-c, php, c#)",C++,42676,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,afollestad/material-dialogs,0.0009204836554251598,0.00028381056076735476,0.004819277108433735,-27.878302,-10.354026,"😍 a beautiful, fluid, and extensible dialogs api for kotlin & android.",Kotlin,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
296,microsoft/terminal,0.0007427816635479385,0.00028402034234066,0.012048192771084338,-3.3344512,10.417428,"the new windows terminal and the original windows console host, all in the same place!",C++,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
297,sahat/hackathon-starter,0.0012708557619763028,0.0006686832929666031,0.033734939759036145,-7.277568,0.2964447,a boilerplate for node.js web applications,JavaScript,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,balena-io/etcher,0.0009062280076744321,0.0006000254685241276,0.014457831325301207,17.407986,-12.468766,"flash os images to sd cards & usb drives, safely and easily.",TypeScript,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
299,algorithm-visualizer/algorithm-visualizer,0.0030080462800380955,0.0,0.16144578313253014,8.481371,6.1920676,:fireworks:interactive online platform that visualizes algorithms from code,JavaScript,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,ryanmcdermott/clean-code-javascript,0.0007428403992939319,3.7227865720880394e-05,0.012048192771084338,3.752786,-9.015893,:bathtub: clean code concepts adapted for javascript,JavaScript,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,rancher/rancher,0.0009772667243970695,0.00038301842243645214,0.014457831325301207,-12.262599,-22.65315,complete container management platform,Go,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,electron-react-boilerplate/electron-react-boilerplate,0.0008740831025123754,3.389929868532985e-05,0.01927710843373494,-1.0177605,-7.8186154,a foundation for scalable cross-platform apps,JavaScript,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,react-boilerplate/react-boilerplate,0.0005693127477227148,0.0,0.004819277108433735,-1.3626266,-11.801804,":fire: a highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices.",JavaScript,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,tonsky/FiraCode,0.0007004365192634476,3.301723145535987e-05,0.012048192771084338,-2.9083548,-19.71547,free monospaced font with programming ligatures,Clojure,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,facebookresearch/fastText,0.0007685144624608245,7.405954086001279e-05,0.004819277108433735,-19.037004,-5.625656,library for fast text representation and classification.,HTML,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,ccxt/ccxt,0.0006621979317277622,9.788238765528999e-06,0.004819277108433735,-4.772712,-8.838899,a javascript / python / php cryptocurrency trading api with support for more than 120 bitcoin/altcoin exchanges,JavaScript,27607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
307,alibaba/fastjson,0.0017437126330083173,0.006293209123251416,0.016867469879518072,23.40148,9.913847,a fast json parser/generator for java.  ,Java,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,t4t5/sweetalert,0.000619199559879919,4.850319151000135e-07,0.0072289156626506035,-4.6427875,2.0026002,"a beautiful replacement for javascript's ""alert""",TypeScript,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,mojs/mojs,0.0014435220094644128,0.0005545465313032016,0.04096385542168675,-2.3121593,5.8809824,the motion graphics toolbelt for the web,JavaScript,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Semantic-Org/Semantic-UI,0.000556015641157543,0.0,0.004819277108433735,12.7903595,1.3415202,semantic is a ui component framework based around useful principles from natural language.,JavaScript,6684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,validatorjs/validator.js,0.001598398471263638,0.0014290489165620852,0.04337349397590362,-1.9050709,-7.741715,string validation,JavaScript,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,react-hook-form/react-hook-form,0.0008655588440212873,0.0002696999779798476,0.014457831325301207,4.152756,-14.637486,📋 react hooks for forms validation (web + react native),TypeScript,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,ehang-io/nps,0.0007702596068507345,7.056798190440782e-05,0.0072289156626506035,17.592209,9.898459,"一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy server, with a powerful web management terminal.",Go,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,apache/kafka,0.0014181912038932231,0.0020729510104293214,0.024096385542168676,15.692598,18.595196,mirror of apache kafka,Java,6939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,d3/d3,0.0010747572584883076,0.00011721093248710718,0.026506024096385545,10.943292,-5.790835,"bring data to life with svg, canvas and html. :bar_chart::chart_with_upwards_trend::tada:",JavaScript,4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,dimsemenov/PhotoSwipe,0.0008648653457693896,8.984208080683796e-05,0.014457831325301207,-4.274323,6.965885,"javascript image gallery for mobile and desktop, modular, framework independent",JavaScript,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Wox-launcher/Wox,0.0017826079597622869,0.007407383355492748,0.012048192771084338,-27.089977,-11.502624,"launcher for windows, an alternative to alfred and launchy.",C#,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
318,mrdoob/three.js,0.0011632451394746183,0.0017995029260327554,0.02168674698795181,9.5030365,-13.504292,javascript 3d library.,JavaScript,31387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,juliangarnier/anime,0.0009005748663755752,2.7292231998136057e-05,0.02168674698795181,2.1555426,-4.1119432,javascript animation engine,JavaScript,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,jgthms/bulma,0.0007180142565648134,2.086808434834379e-05,0.012048192771084338,-7.729155,2.4455643,modern css framework based on flexbox,CSS,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,kataras/iris,0.0005717737071893501,1.0582514511273023e-06,0.004819277108433735,2.4987693,11.303687,"the fastest http/2 go web framework. aws lambda, grpc, mvc, unique router, websockets, sessions, test suite, dependency injection and more. a true successor of expressjs and laravel | 谢谢 https://github.com/kataras/iris/issues/1329 |",Go,1665,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,skylot/jadx,0.0011178450592139954,0.002516846247562864,0.0072289156626506035,-28.710676,-10.878051,dex to java decompiler,Java,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,xi-editor/xi-editor,0.0008036030082182958,0.00036962471207847066,0.012048192771084338,-6.701784,-10.968392,a modern editor with a backend written in rust.,Rust,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,trimstray/the-book-of-secret-knowledge,0.0010036018931107618,0.0001266612127021634,0.012048192771084338,20.01929,-10.81233,"a collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.",,859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
