ind_id,subject_id,image_name,image_name_2,outfits,outfits_comment,long,racial_group,index
63,20738759,2521127-10-0677.jpg,,,,"i am a soldier in the u.s. army; my outfit is stationed at camp atterbury, indiana. i do particularly notice that when negro soldiers go to the city (indianapolis), they are segregated; they are not allowed in so called withe theaters, or public restaurants; for such enjoyments as these, they are isolated in their own colored sections. we are all fighting for the same cause, and should enjoy the same privileges the country affords; but it is not so, and the sooner something is done about such situations, the more likely it will be that negro and whites will get along. do something about lynching; why they are even lynching soldiers, and still they expect them to fight and die for those by whom they are being lynched. let us all be really democratic.",black,68
64,20738761,2521127-10-0678.jpg,,,,after this war hope negro get better treatment than before. and when the negro soldier come home get good job. and we will have the right live where we get.,black,69
65,20738763,2521127-10-0679.jpg,,,,"i realize this questionnaire is to get the reaction of the negro soldier towards the government, the civilians, and how he feels towards other countries. i have only this to say that if the negro both now as a soldier and later as a civilian is given anywhere a near break he will be an asset to his country.  in other words treat him in all parts of the country and jobs or positions as equally as the white race it will be to the credit of the white race.",black,70
66,20738765,2521127-10-0680.jpg,,,,i have answered all questions to the best of my knowledge and i haven't any comments,black,71
67,20738767,2521127-10-0681.jpg,,,,we should have more negro office. we should have some office over a company that understand men. we should have an old office over our company. this camp is no where for a negro soldier to be we could have better bus service to here. we would like to have a negro company commado. the army said they would give you the job you are best outfit for but you cannot in this outfit. they will not even talk about it. i would like to be in phila q m tailoring or truck @ m. b. n. i am best outfit for that kind of work to help the war.,black,72
68,20738769,2521127-10-0682.jpg,,,,i don't think that it should make any difence between the human race the negro are as good as the and the white are the same tea ll are fighting for the same causes negro should be treated the same  as there   negro soldier are treated very  from the north  neather have i argud officers then write  from the negro  be treated but  should be treated like white peaples after all  at stake as will at the white man that is my idea,black,73
69,20738772,2521127-10-0683.jpg,,,,"to speak very frank both races are fighting for the same purpose. i can't see any reason why there should be any prejudice at all. all are human being's. a colored mans life means just as much to him as a white's. a negro soldier thinks just as much of his families as a white. that's one reason why this country has so many difficulties, they have a war within the united states. i can't understand why some of our distinguished leaders don't wake up and realize that ""all men are created equal,"" and should be treated likewise.",black,74
70,20738775,2521127-10-0684.jpg,,,,well we dont to fight. but we have to fight and we work hard to fight. i would like to be in all negro outfit and no white at all we like and we cant i due to part well i don't like the army at all,black,75
71,20738777,2521127-10-0685.jpg,,,,i think we should have all negro offers who under stand men would like it better,black,76
72,20738779,2521127-10-0686.jpg,,,,i wish i could get out of this company i am praying to god to help me get out we have some  people in here it will not be like this all ways god will answer my pray thank ,black,77
73,20738781,2521127-10-0687.jpg,,,,i have none except the negro should have their right an privileges to work where they want to - color should mean nothing.,black,78
74,20738787,2521127-10-0688.jpg,,,,the policy of separation as practiced in army and army camps make it seem to negro that they are in service for white people instead of serving along with them.,black,79
75,20738788,2521127-10-0689.jpg,,,,the colored man in the u.s. does not have a fair chance if the negro have hell at home and then have to go and fight he does not feel like making a good soldier he feels like he does not have anything to fight. when the negro is given a fair chance he will make a better man or soldier. when he feels that he has something to live for he will not mind dying for it. until the day comes that the white man does not look at the negro as a negro but as one of them and the negro does like wise that the day that the negro will feel that he has something to live for and he will not mind dying because he feels he has something to die for.,black,80
76,20738790,2521127-10-0690.jpg,,,,"i think it is fine, i hope it will work out some of the irrigularities in mood of the camps where negro soldiers are trained under white officers. i say this without any prejudice on my part.",black,81
77,20738791,2521127-10-0691.jpg,,,,i thought the questions were very good,black,82
78,20738793,2521127-10-0692.jpg,,,,some are from some the south and they like to treat a negro like they do down south in the army. therefore that will not work in the army.,black,83
79,20738796,2521127-10-0693.jpg,,,,the sooner the white people and colored people will get togeter and stop the gruge that has been since slavery time the better the 2 races will get along; then i don't thank there will be so many wars. i think you,black,84
112,20738859,2521127-10-0726.jpg,,,,"i only hope that this country will be as interested in freedom for its own different races, as it is in freedom for other races in foreign countries. guarantee freedom at home first then be an example for other people of the world.",black,85
81,20738800,2521127-10-0695.jpg,,,,"i think that since there is so much racial prejudice and hatred going on the negro soldier tends to feel as though he is just being """"used"""" by the white people as we have been in the past.  we are treated like """"hell"""" all of the time and when a war breaks out we are given a few privileges to build up our patriotism and we have to fight for """"our"""" country. even though deep down inside of every one of us we know that we are not fighting for a democracy that is equally beneficial to the negro as the other race.  we are all wondering that after the war will we still be barred from hotels, theaters, etc. segregated in trains and horses -- lynched in the south -- given lowly jobs that white doesn't want etc. and yet we have fought and given lives for this country. i doubt if there will ever be a true democracy here. it would be better if there were a law made that the u.s. majority of whites do not want negro around.",black,86
82,20738802,2521127-10-0696.jpg,,,,"some of these questions were rather difficult for me, because my idea of the army was some what different than i found. we have some good sergeant and officers.  we also have some that is going to cause some trouble sooner or later. although i believe the boys in my outfit are well behaved as any. one or two sergants + officers carries things a little to far at times. ",black,87
83,20738804,2521127-10-0697.jpg,,,,as a whole the negro will be more united after the war due to his training and cooperation with other soldiers and will have spirit to speak for and demand his rights.,black,88
84,20738806,2521127-10-0698.jpg,,,,i am glad to have a chance to express myself and get a chance to answer question which are very good question but i might have never thought of this hadn't i been given this chance so i am very much glade to get this chance so with my kindness i am thankful for the oportunity of expressing my mind.,black,89
85,20738808,2521127-10-0699.jpg,,,,to make better jobs along,black,90
86,20738810,2521127-10-0700.jpg,,,,advancement after a colored soldier has become a 2nd lieutenants seems very slow so i indifferent as to were i become an officer or not. i notice that negro soldiers with ability from 184th f.a. become officers of all rank from colonel down because the outfit was all colored. that is the only way possible for a young negro with ability to advanced. why should there be white senior officers of 100% negro enlisted personal and not even junior negro officers over white enlisted personal. i can't understand unless white man is consider more efficient to himself and places himself upon a throne even in the army of the u.s. the station hospital here has a table for negro to go over in the back of the mess and eat when there are white southern soldiers there who can't write their name of speak a word of english. the situation is inendible.,black,91
87,20738812,2521127-10-0701.jpg,,,,let us first after the war do: no segregation of any kind equal education substantial financial aid for all americans create jobs for all soldiers do away with old customs and values that are against the freedom of all americans give god a little more attention he is the answer to this questionnaire.,black,92
88,20738813,2521127-10-0702.jpg,,,,"i think the questionnaire was a very good idea. it give us a chance to express ourselves. in the american white knowing our opinion, i believe it will serve as an aide to we negro. also, about the transportation, i am afraid to leave camp sometimes because of the fact the bus may run late and i return a.w.o.>. what we need are more  or truck service.",black,93
89,20738815,2521127-10-0703.jpg,,,,,black,94
90,20738817,2521127-10-0704.jpg,,,,"i think soldiers or most of them ought to have or be stationed at a camp not more than 300 miles from their home town so they may get home at least every other week. if that is not possible, and are sent 1000 miles or more from home ought to get home at least for five days out of every other month. every , u.s.o., or p.x. ought to be mixed.",black,95
91,20738818,2521127-10-0705.jpg,,,,i feel like if the white and color in the united stake will be more loves together any serve th lord that we will overcome our enemy unless the lord be with us we will now comfort any thing white and color get along so bad together the lord will not look down on our down fall so if we can only get together and serve th lord with a fatiful and earnecy heart we will win this war if we stay apart we will fail because we or not pleasing the lord we are all one in his sight and want to ask as one why we live here on earth so i pray that the lord will bliss this country and deliver me from all sin.,black,96
92,20738820,2521127-10-0706.jpg,,,,it will just have to be better and i mean much much better for the colored people after this war. for after they are putting their life.ie at stake for no reason at all. they don't want no suffe. like was put before them after the war in 1918. that kind of sad jive will not be take this time. it will only be one answer you can give us. (better or none at all),black,97
93,20738821,2521127-10-0707.jpg,,,,"all hopes are, that a better living condition will be expected after this war, not for just a few or just for a race. - as all participant should be given there just rewards.- but it has long been experienced that, all of mans or a group of men (nations) gains have been hard to get.- and the same goes to minorities  in nations.-",black,98
94,20738824,2521127-10-0708.jpg,,,,____ if we work together then it well be better for all this is everybody war not one  so when we get together then we can work together eat together play together we can win the war and come back home and rego  but cant till we work together it well be mess and a hell to calm me myself i dont mine if we well work lake brother i well do all i can do for all not one but all so lest try and work lake brother so we can go home with  wife mother and farther good luck to all.,black,99
95,20738825,2521127-10-0709.jpg,,,,i think the people down south should be given a better chance. i all so think those of us should be given a chance to fly i think the people down south should be given the same privilges as the northern people. i all so think jim crowing should be done a way with i think we all should be one big family,black,100
113,20738862,2521127-10-0727.jpg,,,,"i don't any comments about this questionnaire. i think negro should have some parts in this as much as other, because it is there country all so.",black,101
138,20738915,2521127-10-0752.jpg,,,,"i don't think negro get a fair break in army camps for recreation. the u.s.o's are inadequate. the transportation in some camps and most railroads is very bad. the furloughs are not given prompt. the ratings are held up. in negro divisions where there are white officers, all eligible enlisted men are not given a chance to go to cs.",black,102
139,20738918,2521127-10-0753.jpg,,,,would like to be in the east artilley or in a another camp close to town. or close to home.,black,103
140,20738920,2521127-10-0754.jpg,,,,question no 3. i tried to volenter but was refuse so i was drafted,black,104
96,20738827,2521127-10-0710.jpg,,,,"why i would like to be stationed in the north is because i don't mind being in the army, and i don't mind giving my life for my country, so therefore the country must have some consideration for a man especially a married man. you see when a man is a long ways from home he can sit down and think a lot of things. i have a daughter at home in which i've never seen before. in another case, if you are from home and go into town get some kind of device you have lost that time alright if that man was stationed near home he can go home an come back just like he left he for, because he knows whats home. now my daughter was born two weeks after i came in the army i have not saw her yet, now things like that can really hurt a man i think thats the reason why you have so many a.w.o.l. in the army. he can be able to go home at least once a month and at least seven days out a month. he doesn't have to married officially to go home an see his mother or his family.",black,105
97,20738828,2521127-10-0711.jpg,,,,"i spent 2 months in training in alabama and could not go to a deacent show for the white soldiers went, and  civilian police really hate a colored man in uniform. was almost shot for no reason at all and can prove it. i was more or less proud of my uniform until then. i dont have any soldiering hart since then. what i do, i want to put my hart into, but i am living in constant fear that i will be sent south again, and if i am, i know i will be greeted with the same unfair pratcise as before. i would like to feel that my people all over the country will be benefited by my sacrifice.",black,106
98,20738831,2521127-10-0712.jpg,,,,why aren't more colored people given as much chance to get a higher rank in the armed forces when they have the ability to do so why colored soldiers get not treated just like the white in the south,black,107
99,20738833,2521127-10-0713.jpg,,,,if it was left up to me when the war were over. if we did not have it better i would start a war myself after putting my life up for a place that i were to call my country than would be run over. well what do you think that look like to me that i would have more to fight for than i go now. about a negro soldiers down south he is not much than a dog. to them white people down there making get off the street.,black,108
100,20738835,2521127-10-0714.jpg,,,,i don't like the infantry.,black,109
101,20738837,2521127-10-0715.jpg,,,,i know like the infantry volunteer for the cavalry and that is where i like to go please because i like to ride horse please,black,110
102,20738839,2521127-10-0716.jpg,,,,"in the company which i am a part we have the best in commission officers and men and i do believe that when the japs and germans see the 92 div. rolling along towards their fronts, they will know that their time to die has come. for we fight with a song on our lips which says, ""freedom for america for ever."" a company like our who believes in this cannot and will not be lost. in the company which i am a part we have the best in commission officers and men and i do believe that when the japs and germans see the 93 div. rolling along towards their front they will know that their time to die has come. for we fight with a song on our lips which says, ""freedom for america for ever."" a company like our who believes in this cannot and will not be lost.",black,111
103,20738842,2521127-10-0717.jpg,,,,my only comment is that the negro and the white race be on the same base one for all and all for one.,black,112
104,20738843,2521127-10-0718.jpg,,,,my opinion about this questionnaire is rather brief. but gave me a chance to express my opposition about some of the things i wanted to express. the white officers are most from the south see that make them hard to get along with then .,black,113
105,20738845,2521127-10-0719.jpg,,,,i dont like this camp here for i cannot stand thiscalm,black,114
106,20738847,2521127-10-0720.jpg,,,,i think when the war is over the negro peoples will or they should have a better chance then before. thire is sum parts of the united states the negro do not have a pasible chance. but i think it will be better after the war.,black,115
107,20738849,2521127-10-0721.jpg,,,,i know that if a man could see his family say about once every two months you would have lot better soldiers because a man would have his mind on what he was doing and would be able to do better. but the way it is now seeing your family once every six month if you are luck. and i don't think its right that has a camp of soldiers are between 185 to 200 miles from home they are able to go home on week end passes and the other men are nine and ten hundred miles from home and they can't even get a three day pass that is one reason there is so much awol in this camp not that he isn't a good soldier. one man goes home over the week end and tell a soldier how nice it was to be home he knows a week end pass is know good to him. so that is why there is so much a.w.o.l.,black,116
108,20738851,2521127-10-0722.jpg,,,,"concerning the treatment of negro soldiers after the war. i were a small boy at the close of world war no 1. during the time of war white people treated the colored pretty good. but after the war, some soldiers who had spent 18 months oversea weren't allowed to wear their uniforms on the streets down south. that may not happen this time. but as for riding street cars, buses, and trains i think the jim crow law will always rule. unless there be a american race war, which would spell disaster for our race they are too small in number to win. hoping i am wrong i ll quit here. this war will be over inside of two years. britain and russia will fight over india and africa",black,117
109,20738853,2521127-10-0723.jpg,,,,when we speak of america we dont think of color. i my self as an american born negro is a believer in the doctoring of the great president a lincoln. a government for its people by its people shall not perish from this earth. 76  when you have people of two or more colors it create fricton it will not work the average negro is happy as it is.,black,118
110,20738855,2521127-10-0724.jpg,,,,"1. the rights of negro to government jobs 2. the right of negro to vote in the south 3. the right of negro to build home where ever they please 4. fair employment in factory. 5. the right of officer, to go up as high as they can 6. no segation of children in school. 7. no sergation of negro in any part of america. 8. the equal rights for all people, regardless of race, color or creeds, rich or poor. then american will shine, as the land of freedom.",black,119
111,20738856,2521127-10-0725.jpg,,,,"one thing i notice when passing by the white soldiers division is they call names and seems to want to make trouble. that is the greater of them. some seems alright. and about the police matter. in some places they pick you up for a little of nothing and the first thing they do is beat you and calls you all sorts of names and in court or when your people come down to see you they  they did not't tough or called you all out of your name. and than too a lots of am white lieutenants act like they don't to get to close to you or even tough you. there isn't enough paper left to explain cause me and all the soldiers have more to say, than one slip of paper can hold.",black,120
