GEO_ID,NAME,PCT020001,PCT020002,PCT020003,PCT020004,PCT020005,PCT020006,PCT020007,PCT020008,PCT020009,PCT020010,PCT020011,PCT020012,PCT020013,PCT020014,PCT020015,PCT020016,PCT020017,PCT020018,PCT020019,PCT020020,PCT020021,PCT020022,PCT020023,PCT020024,PCT020025,PCT020026,PCT020027,PCT020028,PCT020029,PCT020030,PCT020031,PCT020032
0500000US51105,"Lee County, Virginia",1706,1670,1486,0,1486,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,36,0,0,0,0,36,0,0,36,0,0,0
0500000US51678,"Lexington city, Virginia",2567,52,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,2515,1112,1398,1398,0,5,0,3,0,0,0,2
0500000US51107,"Loudoun County, Virginia",1172,586,170,0,0,0,137,33,0,122,0,100,22,294,0,0,0,0,0,0,586,243,0,0,0,343,101,44,10,0,177,11
0500000US51109,"Louisa County, Virginia",211,95,0,0,0,0,0,0,0,7,7,0,0,88,0,0,0,0,0,0,116,0,0,0,0,116,0,99,0,0,17,0
0500000US51111,"Lunenburg County, Virginia",1203,1194,1173,0,0,1173,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9,0,0,0,0,9,0,9,0,0,0,0
0500000US51680,"Lynchburg city, Virginia",10198,1534,535,0,0,0,535,0,0,70,38,5,27,863,66,0,0,2,0,64,8664,8467,0,0,0,197,44,61,26,0,0,66
0500000US51113,"Madison County, Virginia",193,110,3,0,0,0,0,3,0,0,0,0,0,107,0,0,0,0,0,0,83,0,0,0,0,83,21,0,0,0,62,0
0500000US51683,"Manassas city, Virginia",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46,35,7,0,0,0,4
0500000US51685,"Manassas Park city, Virginia",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6
0500000US51690,"Martinsville city, Virginia",377,306,140,0,0,0,140,0,0,0,0,0,0,166,0,0,0,0,0,0,71,0,0,0,0,71,5,21,0,0,0,45
0500000US51115,"Mathews County, Virginia",94,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,34,0,8,8,0,26,0,26,0,0,0,0
0500000US51117,"Mecklenburg County, Virginia",1740,1677,1310,0,0,1181,129,0,0,0,0,0,0,367,0,0,0,0,0,0,63,0,0,0,0,63,0,56,0,0,7,0
0500000US51119,"Middlesex County, Virginia",393,350,235,0,0,0,235,0,0,0,0,0,0,115,0,0,0,0,0,0,43,0,0,0,0,43,0,11,6,0,26,0
0500000US51121,"Montgomery County, Virginia",9237,514,84,0,0,0,84,0,0,21,0,0,21,393,16,16,0,0,0,0,8723,8583,0,0,0,140,115,0,0,0,0,25
0500000US51125,"Nelson County, Virginia",102,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,42,0,0,0,0,42,0,0,0,0,32,10
0500000US51127,"New Kent County, Virginia",551,533,447,0,0,0,447,0,0,0,0,0,0,0,86,0,86,0,0,0,18,0,0,0,0,18,0,6,0,0,0,12
0500000US51700,"Newport News city, Virginia",7499,1555,611,0,0,0,611,0,0,175,15,98,62,633,136,0,0,2,0,134,5944,2790,2634,2634,0,520,109,232,9,22,28,120
0500000US51710,"Norfolk city, Virginia",32780,2746,1734,33,0,0,1353,0,348,65,5,0,60,924,23,13,10,0,0,0,30034,6488,22687,3408,19279,859,283,47,19,140,68,302
0500000US51131,"Northampton County, Virginia",326,272,148,148,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,54,0,0,0,0,54,0,21,0,0,33,0
0500000US51133,"Northumberland County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US51720,"Norton city, Virginia",68,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,28
0500000US51135,"Nottoway County, Virginia",1836,1821,1371,0,0,1371,0,0,0,0,0,0,0,159,291,291,0,0,0,0,15,0,0,0,0,15,0,0,0,0,2,13
0500000US51137,"Orange County, Virginia",601,558,379,0,0,0,379,0,0,0,0,0,0,179,0,0,0,0,0,0,43,0,0,0,0,43,26,4,0,0,13,0
0500000US51139,"Page County, Virginia",194,182,75,0,0,0,75,0,0,0,0,0,0,107,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,12
0500000US51141,"Patrick County, Virginia",203,191,31,0,0,0,31,0,0,0,0,0,0,160,0,0,0,0,0,0,12,0,0,0,0,12,0,12,0,0,0,0
0500000US51730,"Petersburg city, Virginia",1058,587,174,0,0,0,174,0,0,9,7,2,0,273,131,63,68,0,0,0,471,0,0,0,0,471,50,158,7,0,94,162
0500000US51143,"Pittsylvania County, Virginia",839,755,615,0,0,496,119,0,0,41,0,41,0,99,0,0,0,0,0,0,84,0,0,0,0,84,0,21,48,0,15,0
0500000US51735,"Poquoson city, Virginia",51,51,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US51740,"Portsmouth city, Virginia",3416,2541,1842,0,0,103,1739,0,0,218,148,70,0,454,27,0,0,0,0,27,875,0,587,338,249,288,160,76,13,39,0,0
0500000US51145,"Powhatan County, Virginia",2395,2361,2021,0,0,2021,0,0,0,340,0,0,340,0,0,0,0,0,0,0,34,0,0,0,0,34,0,3,0,0,31,0
0500000US51147,"Prince Edward County, Virginia",4318,982,725,0,0,0,725,0,0,19,0,0,19,238,0,0,0,0,0,0,3336,3289,0,0,0,47,0,47,0,0,0,0
0500000US51149,"Prince George County, Virginia",4772,4513,4495,0,3207,0,1288,0,0,18,0,0,18,0,0,0,0,0,0,0,259,0,247,247,0,12,0,8,4,0,0,0
0500000US51153,"Prince William County, Virginia",2520,1511,842,0,0,0,842,0,0,107,58,14,35,562,0,0,0,0,0,0,1009,0,736,736,0,273,127,53,4,0,24,65
0500000US51155,"Pulaski County, Virginia",960,905,691,0,0,0,691,0,0,0,0,0,0,207,7,0,7,0,0,0,55,0,0,0,0,55,0,0,0,0,0,55
0500000US51750,"Radford city, Virginia",2652,49,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,2603,2561,0,0,0,42,24,0,0,0,0,18
0500000US51157,"Rappahannock County, Virginia",35,27,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0
0500000US51760,"Richmond city, Virginia",12725,2884,1476,0,0,0,1476,0,0,77,34,22,21,1312,19,0,0,19,0,0,9841,8207,0,0,0,1634,265,454,313,0,11,591
0500000US51159,"Richmond County, Virginia",1792,1783,1651,0,0,1268,383,0,0,5,5,0,0,127,0,0,0,0,0,0,9,0,0,0,0,9,0,9,0,0,0,0
0500000US51770,"Roanoke city, Virginia",2126,1083,555,0,0,0,555,0,0,11,3,0,8,517,0,0,0,0,0,0,1043,84,0,0,0,959,611,87,14,0,0,247
0500000US51161,"Roanoke County, Virginia",2328,1719,832,0,0,0,832,0,0,14,14,0,0,873,0,0,0,0,0,0,609,482,0,0,0,127,0,7,107,0,13,0
0500000US51163,"Rockbridge County, Virginia",175,142,88,0,0,0,88,0,0,0,0,0,0,54,0,0,0,0,0,0,33,0,0,0,0,33,0,10,0,0,23,0
0500000US51165,"Rockingham County, Virginia",1471,398,125,0,0,0,0,125,0,0,0,0,0,273,0,0,0,0,0,0,1073,1009,0,0,0,64,0,61,0,0,3,0
0500000US51167,"Russell County, Virginia",434,222,160,0,0,0,0,160,0,10,10,0,0,52,0,0,0,0,0,0,212,0,0,0,0,212,0,200,12,0,0,0
0500000US51775,"Salem city, Virginia",1718,507,116,0,0,0,116,0,0,26,26,0,0,349,16,16,0,0,0,0,1211,1177,0,0,0,34,7,27,0,0,0,0
0500000US51169,"Scott County, Virginia",652,628,450,0,0,0,450,0,0,0,0,0,0,178,0,0,0,0,0,0,24,0,0,0,0,24,0,15,9,0,0,0
0500000US51171,"Shenandoah County, Virginia",427,349,91,0,0,0,91,0,0,0,0,0,0,258,0,0,0,0,0,0,78,0,0,0,0,78,0,37,0,0,30,11
0500000US51173,"Smyth County, Virginia",774,606,199,0,0,199,0,0,0,0,0,0,0,301,106,106,0,0,0,0,168,0,0,0,0,168,0,0,0,0,166,2
0500000US51175,"Southampton County, Virginia",1567,1554,1464,0,0,1283,81,100,0,0,0,0,0,90,0,0,0,0,0,0,13,0,0,0,0,13,0,0,13,0,0,0
0500000US51177,"Spotsylvania County, Virginia",524,413,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,111,0,0,0,0,111,0,55,56,0,0,0
0500000US51179,"Stafford County, Virginia",3593,1637,1418,0,0,0,1315,81,22,55,13,0,42,164,0,0,0,0,0,0,1956,0,1908,1908,0,48,0,48,0,0,0,0
0500000US51790,"Staunton city, Virginia",1185,458,0,0,0,0,0,0,0,42,0,37,5,277,139,139,0,0,0,0,727,594,0,0,0,133,74,4,0,0,16,39
0500000US51800,"Suffolk city, Virginia",1128,1029,762,0,0,0,762,0,0,0,0,0,0,267,0,0,0,0,0,0,99,0,0,0,0,99,15,67,3,0,12,2
0500000US51181,"Surry County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US51183,"Sussex County, Virginia",2593,2549,2443,0,0,2356,87,0,0,0,0,0,0,106,0,0,0,0,0,0,44,0,0,0,0,44,0,44,0,0,0,0
0500000US51185,"Tazewell County, Virginia",1645,1283,1023,0,0,1023,0,0,0,2,0,2,0,258,0,0,0,0,0,0,362,239,0,0,0,123,9,114,0,0,0,0
0500000US51810,"Virginia Beach city, Virginia",9253,2961,1358,0,0,0,1358,0,0,83,19,2,62,1520,0,0,0,0,0,0,6292,1073,4669,3307,1362,550,142,175,3,0,23,207
0500000US51187,"Warren County, Virginia",725,365,126,0,0,0,126,0,0,0,0,0,0,239,0,0,0,0,0,0,360,312,0,0,0,48,18,6,0,0,17,7
0500000US51191,"Washington County, Virginia",1627,746,617,0,0,0,617,0,0,2,2,0,0,127,0,0,0,0,0,0,881,641,0,0,0,240,0,224,0,0,0,16
0500000US51820,"Waynesboro city, Virginia",192,131,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,61,0,0,0,0,61,0,36,0,0,0,25
0500000US51193,"Westmoreland County, Virginia",70,58,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0
0500000US51830,"Williamsburg city, Virginia",4171,116,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,4055,4051,0,0,0,4,0,0,0,0,0,4
0500000US51840,"Winchester city, Virginia",976,157,0,0,0,0,0,0,0,32,32,0,0,125,0,0,0,0,0,0,819,747,0,0,0,72,23,34,7,0,0,8
0500000US51195,"Wise County, Virginia",3131,2238,2017,0,0,2017,0,0,0,0,0,0,0,221,0,0,0,0,0,0,893,669,0,0,0,224,0,29,17,0,178,0
0500000US51197,"Wythe County, Virginia",260,204,0,0,0,0,0,0,0,23,23,0,0,181,0,0,0,0,0,0,56,0,0,0,0,56,25,10,0,0,13,8
0500000US51199,"York County, Virginia",648,114,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,534,0,511,511,0,23,0,0,0,0,0,23
