"","source","target","weight"
"547","age","older",1
"548","age","paragraph",1
"549","age","partner",1
"550","age","personal",1
"551","age","service",1
"552","age","training",1
"553","age","varicose",1
"554","age","vein",1
"555","age","volunteer",1
"556","age","worry",1
"557","age","writer",1
"558","age","wrong",1
"559","age","year",1
"560","aged","father",1
"561","aged","mother",1
"562","aged","support",1
"563","aged","unable",1
"564","agency","control",1
"565","agency","set",1
"566","aggree","insertion",1
"567","aggressive","nation",1
"568","aggressive","quell",1
"569","agitate","professional",1
"570","agitate","reformer",1
"571","agree","army",1
"572","agree","hat",1
"573","agree","life",1
"574","agree","make",1
"575","agree","visor",1
"576","agreement","opinion",1
"577","agression","part",1
"578","agricultural","induction",1
"579","agricultural","infantry",1
"580","agricultural","man",1
"581","agricultural","prior",1
"582","agricultural","product",1
"583","agricultural","worker",1
"584","ahead","man",1
"585","ahead","train",1
"586","Äì¬†","questionnaire",1
"587","aid","bring",1
"588","aid","country",1
"589","aid","government",1
"590","aid","make",1
"591","aid","man",1
"592","aid","struggle",1
"593","aid","War",1
"594","ailment","ect",1
"595","aine","soldier",1
"596","aint","bunch",1
"597","air","act",1
"598","air","attack",1
"599","air","base",1
"600","air","corp",4
"601","air","corps",8
"602","air","craft",2
"603","air","crew",4
"604","air","day",1
"605","air","drill",2
"606","air","food",1
"607","air","force",4
"608","air","good",1
"609","air","ground",6
"610","air","kind",1
"611","air","mechanic",3
"612","air","ordnance",1
"613","air","place",1
"614","air","plant",1
"615","air","put",1
"616","air","raid",2
"617","air","service",1
"618","air","student",1
"619","air","tank",1
"620","air","work",1
"621","Air","base",1
"622","Air","experience",1
"623","aircraft","claim",1
"624","aircraft","engine",1
"625","aircraft","factory",1
"626","aircraft","know",1
"627","aircraft","maintance",1
"628","aircraft","maintenance",1
"629","aircraft","mechanic",1
"630","aircraft","school",1
"631","aircraft","sheetmetal",1
"632","aircraft","Sombody",1
"633","aircraft","trade",1
"634","aircraft","work",1
"635","aircraft","worker",2
"636","aire","main",1
"637","aire","plains",1
"638","airplane","average",1
"639","airplane","hour",1
"640","airplane","little",1
"641","airplane","part",1
"642","airplane","plant",1
"643","airplane","ship",1
"644","airplane","tank",1
"645","airs","whole",1
"646","algie","satdg",1
"647","algie","wood",1
"648","alike","action",1
"649","alike","army",1
"650","alike","get",1
"651","alive","combat",1
"652","alive","day",1
"653","alive","send",1
"654","allies","supervision",1
"655","alligence","important",1
"656","alligence","thing",1
"657","allocate","job",1
"658","allocate","service",1
"659","allotment","alone",1
"660","allotment","correspondence",1
"661","allotment","hold",1
"662","allotment","make",1
"663","allotment","start",1
"664","allotment","wife",1
"665","allow","ability",1
"666","allow","able",1
"667","allow","apply",1
"668","allow","aviation",1
"669","allow","blood",1
"670","allow","bus",1
"671","allow","buy",1
"672","allow","case",1
"673","allow","certain",1
"674","allow","choose",1
"675","allow","civilian",1
"676","allow","come",1
"677","allow","commissions",1
"678","allow","day",2
"679","allow","draw",1
"680","allow","drink",1
"681","allow","eat",1
"682","allow","enough",1
"683","allow","enter",1
"684","allow","equal",1
"685","allow","express",1
"686","allow","follow",1
"687","allow","free",1
"688","allow","furlough",4
"689","allow","get",2
"690","allow","great",1
"691","allow","happen",1
"692","allow","lapse",1
"693","allow","length",1
"694","allow","little",1
"695","allow","live",1
"696","allow","make",1
"697","allow","man",3
"698","allow","math",1
"699","allow","mix",2
"700","allow","much",1
"701","allow","negro",1
"702","allow","new",1
"703","allow","number",1
"704","allow","officr",1
"705","allow","person",1
"706","allow","political",1
"707","allow","poor",1
"708","allow","post",1
"709","allow","privledge",1
"710","allow","put",1
"711","allow","race",1
"712","allow","recruit",1
"713","allow","review",1
"714","allow","rights",1
"715","allow","run",1
"716","allow","sleep",1
"717","allow","soldier",3
"718","allow","speak",1
"719","allow","stand",1
"720","allow","street",1
"721","allow","take",1
"722","allow","terrorism",1
"723","allow","time",2
"724","allow","use",2
"725","allow","war",1
"726","allow","wear",2
"727","allow","wife",1
"728","allow","work",1
"729","allow","worn",1
"730","allow","yellow",1
"731","allowance","allowance",1
"732","allowance","increase",1
"733","allowances","hold",1
"734","allowances","knowledge",1
"735","allowances","make",1
"736","allowances","many",1
"737","allowances","Pvt",1
"738","allright","solider",1
"739","allway","credit",1
"740","allway","take",1
"741","ally","claim",1
"742","ally","color",1
"743","ally","financial",1
"744","ally","help",1
"745","ally","pay",1
"746","ally","people",1
"747","ally","soldier",1
"748","alone","capable",1
"749","alone","dictate",1
"750","alone","example",1
"751","alone","get",1
"752","alone","send",1
"753","along","rest",1
"754","alotment","allotment",1
"755","alotment","man",1
"756","alotment","married",1
"757","alotment","unclear",1
"758","alow","produce",1
"759","alowence","civilian",1
"760","alright","can",2
"761","alright","civilians",1
"762","alright","find",1
"763","alright","honest",1
"764","alright","lot",1
"765","alright","make",1
"766","alright","opinion",1
"767","alright","place",1
"768","alright","see",1
"769","alright","show",1
"770","alright","think",1
"771","alright","treat",1
"772","alter","decision",1
"773","alternate","feel",1
"774","altogeater","much",1
"775","altogeater","stress",1
"776","aly","ally",1
"777","aly","claim",1
"778","Aly","think",1
"779","ambiguos","paragraph",1
"780","ambiguos","question",1
"781","ambiguous","question",1
"782","ambition","hope",1
"783","ambition","influence",1
"784","ambition","less",1
"785","ambition","school",2
"786","ambition","today",1
"787","ambition","way",1
"788","ambition","work",1
"789","ambition","worrie",1
"790","ambitionless","hope",1
"791","ambitious","become",1
"792","ambitious","good",1
"793","ambitious","man",1
"794","ambitious","Privates",1
"795","ambitious","profit",1
"796","amerian","let",1
"797","amerian","living",1
"798","american","accept",1
"799","american","believe",1
"800","american","best",1
"801","american","born",1
"802","american","file",1
"803","american","interested",1
"804","american","jewish",1
"805","american","negro",1
"806","american","outlook",1
"807","american","parent",1
"808","american","people",1
"809","american","see",1
"810","american","soldier",5
"811","american","take",1
"812","american","thing",1
"813","american","think",2
"814","american","victory",1
"815","American","inborn",1
"816","American","sence",1
"817","amount","ability",1
"818","amount","available",1
"819","amount","Buss",1
"820","amount","different",1
"821","amount","distribution",1
"822","amount","extra",1
"823","amount","food",1
"824","amount","hiking",1
"825","amount","kind",1
"826","amount","politics",1
"827","amount","power",1
"828","amount","prevent",1
"829","amount","rest",1
"830","amount","sleep",1
"831","amount","soldiering",1
"832","amount","time",2
"833","amount","training",1
"834","amount","waste",1
"835","amount","work",1
"836","ample","man",1
"837","ample","opportunity",1
"838","ample","power",1
"839","amunition","change",1
"840","AMUS","Ment",1
"841","amusement","musical",1
"842","amusement","program",1
"843","analyze","assure",1
"844","andy","meal",1
"845","andy","time",1
"846","angel","world",1
"847","angles","stupid",1
"848","animal","get",1
"849","animal","hard",1
"850","animal","man",1
"851","animosity","people",1
"852","anixous","end",1
"853","anixous","war",1
"854","anotch","common",1
"855","anotch","soldier",1
"856","ans","contradict",1
"857","ans","one",1
"858","answer","airs",1
"859","answer","answer",1
"860","answer","apply",1
"861","answer","army",1
"862","answer","basis",1
"863","answer","bear",1
"864","answer","belief",1
"865","answer","best",1
"866","answer","bunch",1
"867","answer","case",1
"868","answer","check",1
"869","answer","civil",1
"870","answer","come",2
"871","answer","comment",1
"872","answer","conquer",1
"873","answer","crazy",1
"874","answer","degree",1
"875","answer","depend",1
"876","answer","fair",1
"877","answer","find",1
"878","answer","foregoing",1
"879","answer","give",3
"880","answer","great",1
"881","answer","honest",1
"882","answer","idea",1
"883","answer","instance",1
"884","answer","know",1
"885","answer","little",1
"886","answer","malice",1
"887","answer","many",3
"888","answer","mean",1
"889","answer","negro",1
"890","answer","no.",1
"891","answer","old",1
"892","answer","one",1
"893","answer","opinion",1
"894","answer","paragraph",1
"895","answer","person",1
"896","answer","pertain",2
"897","answer","provide",1
"898","answer","put",2
"899","answer","question",30
"900","answer","questionairre",1
"901","answer","questioneer",1
"902","answer","questioner",1
"903","answer","questionnaire",2
"904","answer","read",1
"905","answer","say",2
"906","answer","seem",2
"907","answer","select",1
"908","answer","true",1
"909","answer","truth",1
"910","answer","truthful",1
"911","answer","try",1
"912","answer","waiste",1
"913","answer","way",1
"914","answer","weight",1
"915","answer","writer",1
"916","answer","wrong",1
"917","answere","yes",1
"918","answerer","residence",1
"919","antagonism","officr",1
"920","anticipate","many",1
"921","anticipate","need",1
"922","anticipate","trouble",1
"923","antoher","camp",1
"924","antoher","unclear",1
"925","anxious","deed",1
"926","anxious","desire",1
"927","anxious","fight",2
"928","anxious","get",1
"929","anyplace","equal",1
"930","anyplace","number",1
"931","anytime","along",1
"932","anytime","call",1
"933","anytime","country",1
"934","Äôt","spperate",1
"935","appeal","orientation",1
"936","appear","man",1
"937","appear","many",1
"938","appear","trivial",1
"939","appear","young",1
"940","appearance","give",1
"941","appearance","skill",1
"942","appearance","uniformity",1
"943","appinion","army",1
"944","apple","army",1
"945","apple","polishing",1
"946","applicant","attend",1
"947","applicant","chosen",1
"948","applications","particular",1
"949","Applications","approve",1
"950","apply","aviation",2
"951","apply","cadet",2
"952","apply","deal",1
"953","apply","discharge",1
"954","apply","knowledge",1
"955","apply","officers",1
"956","apply","training",1
"957","appoint","one",1
"958","appoint","rank",1
"959","appoint","use",1
"960","appointment","field",1
"961","appointment","non-com",1
"962","appointment","whole",1
"963","appreciate","advantages",1
"964","appreciate","much",1
"965","appreciate","pass",1
"966","appreciate","peace",1
"967","approach","begin",1
"968","approach","think",1
"969","appropriate","soldier",1
"970","approx","man",1
"971","apptitude","work",1
"972","apt","favor",1
"973","apt","white",1
"974","aptitude","shove",1
"975","aquire","training",1
"976","aquire","want",1
"977","arangement","think",1
"978","arbitrary","measure",1
"979","arbitrary","slip",1
"980","arbitrary","take",1
"981","arbitrary","true",1
"982","area","army",1
"983","area","camp",2
"984","area","government",1
"985","area","live",1
"986","area","make",1
"987","area","send",1
"988","area","soldier",1
"989","area","treat",1
"990","arent","shape",1
"991","arent","take",1
"992","argument","cause",1
"993","argument","con",1
"994","argument","prove",1
"995","arise","combat",1
"996","arise","presence",1
"997","arise","unclear",1
"998","arize","fact",1
"999","arm","chinese",1
"1000","arm","determine",1
"1001","arm","physical",1
"1002","arm","training",1
"1003","armament","factory",1
"1004","armament","paragraph",1
"1005","armed","capacity",1
"1006","armed","feel",1
"1007","armed","force",18
"1008","armed","give",1
"1009","armed","good",1
"1010","armed","leader",1
"1011","armed","man",1
"1012","armed","maximum",1
"1013","armed","opinion",1
"1014","armed","order",1
"1015","armed","politician",1
"1016","armed","poor",1
"1017","armed","questionnaire",1
"1018","armed","service",4
"1019","armed","single",1
"1020","armed","think",1
"1021","armed","unclear",1
"1022","armed","win",1
"1023","armestic","handle",1
"1024","armestic","right",1
"1025","armistis","whip",1
"1026","armorer","deserve",1
"1027","army","1st",1
"1028","army","able",2
"1029","army","account",1
"1030","army","actual",1
"1031","army","adhere",1
"1032","army","administrative",1
"1033","army","affair",1
"1034","army","age",1
"1035","army","agree",1
"1036","army","air",1
"1037","army","allow",1
"1038","army","alright",2
"1039","army","alter",1
"1040","army","answer",1
"1041","army","anticipate",1
"1042","army","area",1
"1043","army","army",3
"1044","army","ask",2
"1045","army","assume",1
"1046","army","attach",1
"1047","army","attaine",1
"1048","army","authority",1
"1049","army","bad",3
"1050","army","band",1
"1051","army","basis",1
"1052","army","become",2
"1053","army","believe",1
"1054","army","best",1
"1055","army","better",7
"1056","army","bit",1
"1057","army","board",1
"1058","army","boy",4
"1059","army","bragg",1
"1060","army","branch",1
"1061","army","brush",1
"1062","army","bugler",1
"1063","army","bus",1
"1064","army","business",1
"1065","army","cake",1
"1066","army","camp",16
"1067","army","captain",1
"1068","army","career",3
"1069","army","cause",1
"1070","army","change",3
"1071","army","characteristic",1
"1072","army","check",2
"1073","army","cival",1
"1074","army","classification",1
"1075","army","classify",1
"1076","army","clean",1
"1077","army","clothes",1
"1078","army","colored",1
"1079","army","combat",1
"1080","army","come",1
"1081","army","commander",1
"1082","army","commission",2
"1083","army","Complement",1
"1084","army","condition",2
"1085","army","confusion",1
"1086","army","congress",1
"1087","army","conscience",1
"1088","army","consider",1
"1089","army","control",1
"1090","army","core",1
"1091","army","Corps",1
"1092","army","corrupt",1
"1093","army","country",1
"1094","army","course",1
"1095","army","cry",1
"1096","army","cut",1
"1097","army","day",2
"1098","army","deal",1
"1099","army","degree",1
"1100","army","deletion",1
"1101","army","democratic",1
"1102","army","depend",1
"1103","army","devote",1
"1104","army","different",1
"1105","army","disappoind",1
"1106","army","discharge",1
"1107","army","divide",1
"1108","army","draft",1
"1109","army","duck",1
"1110","army","duration",1
"1111","army","duty",1
"1112","army","educate",1
"1113","army","enough",1
"1114","army","enter",1
"1115","army","equal",1
"1116","army","evil",1
"1117","army","expense",1
"1118","army","experience",1
"1119","army","express",1
"1120","army","fact",1
"1121","army","fair",3
"1122","army","fall",1
"1123","army","family",2
"1124","army","feed",3
"1125","army","feel",6
"1126","army","field",1
"1127","army","fight",8
"1128","army","fill",1
"1129","army","find",3
"1130","army","fine",2
"1131","army","first",1
"1132","army","food",6
"1133","army","foreign",1
"1134","army","foremost",1
"1135","army","forget",1
"1136","army","form",1
"1137","army","foul",1
"1138","army","friendship",1
"1139","army","full",3
"1140","army","future",1
"1141","army","general",2
"1142","army","get",17
"1143","army","give",17
"1144","army","good",17
"1145","army","government",1
"1146","army","graduate",1
"1147","army","grand",1
"1148","army","great",6
"1149","army","gut",1
"1150","army","guy",1
"1151","army","half",1
"1152","army","hall",1
"1153","army","handle",1
"1154","army","harder",1
"1155","army","harmful",1
"1156","army","healthy",2
"1157","army","hell",1
"1158","army","help",4
"1159","army","high",2
"1160","army","higher",1
"1161","army","hill",1
"1162","army","hole",2
"1163","army","home",1
"1164","army","honest",1
"1165","army","hope",2
"1166","army","hour",1
"1167","army","house",1
"1168","army","ideal",1
"1169","army","illiterate",1
"1170","army","importance",1
"1171","army","important",2
"1172","army","improve",1
"1173","army","induction",1
"1174","army","insist",1
"1175","army","instance",1
"1176","army","interested",2
"1177","army","intermingl",1
"1178","army","job",3
"1179","army","keep",4
"1180","army","kind",2
"1181","army","know",3
"1182","army","large",1
"1183","army","last",1
"1184","army","leadership",1
"1185","army","learn",1
"1186","army","less",2
"1187","army","let",1
"1188","army","leveling",1
"1189","army","life",42
"1190","army","like",8
"1191","army","limited",1
"1192","army","little",5
"1193","army","live",2
"1194","army","look",1
"1195","army","lot",4
"1196","army","lower",1
"1197","army","loyalty",1
"1198","army","mail",1
"1199","army","main",1
"1200","army","majority",1
"1201","army","make",8
"1202","army","man",26
"1203","army","many",6
"1204","army","map",1
"1205","army","married",1
"1206","army","marry",2
"1207","army","mean",2
"1208","army","meat",1
"1209","army","medical",1
"1210","army","mention",1
"1211","army","mess",2
"1212","army","method",1
"1213","army","mind",1
"1214","army","money",2
"1215","army","mont",1
"1216","army","month",16
"1217","army","mood",1
"1218","army","morale",1
"1219","army","morel",1
"1220","army","move",1
"1221","army","much",2
"1222","army","navy",3
"1223","army","negro",1
"1224","army","new",1
"1225","army","next",1
"1226","army","non-combatant",2
"1227","army","notice",1
"1228","army","occupation",1
"1229","army","office",2
"1230","army","officer",3
"1231","army","officr",1
"1232","army","old",1
"1233","army","one",1
"1234","army","opinion",1
"1235","army","opportunity",1
"1236","army","order",1
"1237","army","organization",1
"1238","army","outfit",1
"1239","army","owe",1
"1240","army","paragraph",6
"1241","army","part",1
"1242","army","pay",1
"1243","army","Personnel",1
"1244","army","pilot",1
"1245","army","place",7
"1246","army","plax",2
"1247","army","plenty",1
"1248","army","police",1
"1249","army","policy",1
"1250","army","political",1
"1251","army","poor",1
"1252","army","porpous",1
"1253","army","position",1
