"","source","target","weight"
"162","ability","break",1
"163","ability","build",1
"164","ability","call",1
"165","ability","camp",1
"166","ability","cause",1
"167","ability","certain",1
"168","ability","chance",1
"169","ability","color",1
"170","ability","concern",1
"171","ability","conduct",1
"172","ability","deletion",1
"173","ability","desire",1
"174","ability","discontinue",1
"175","ability","envious",1
"176","ability","fact",1
"177","ability","feel",2
"178","ability","friendship",1
"179","ability","get",6
"180","ability","give",2
"181","ability","good",1
"182","ability","great",1
"183","ability","handle",1
"184","ability","intelligence",1
"185","ability","keep",1
"186","ability","kind",1
"187","ability","know",2
"188","ability","knowledge",1
"189","ability","land",1
"190","ability","lead",3
"191","ability","leader",3
"192","ability","leadership",1
"193","ability","leave",1
"194","ability","let",1
"195","ability","liberalism",1
"196","ability","lose",1
"197","ability","make",1
"198","ability","man",2
"199","ability","much",1
"200","ability","necessary",1
"201","ability","negro",1
"202","ability","non-commissioned",1
"203","ability","officer",1
"204","ability","operators",1
"205","ability","outfit",1
"206","ability","paragraph",1
"207","ability","part",1
"208","ability","place",1
"209","ability","promotions",1
"210","ability","question",1
"211","ability","questionnaire",1
"212","ability","radar",1
"213","ability","rise",1
"214","ability","school",1
"215","ability","seem",1
"216","ability","soldier",2
"217","ability","stamina",1
"218","ability","stupid",1
"219","ability","swear",1
"220","ability","tell",1
"221","ability","thing",1
"222","ability","think",1
"223","ability","time",1
"224","ability","unclear",3
"225","ability","war",1
"226","ability","way",2
"227","ability","white",1
"228","ability","willingness",1
"229","ability","work",1
"230","ability","world",1
"231","able","abide",1
"232","able","answere",1
"233","able","army",2
"234","able","benefit",1
"235","able","body",2
"236","able","bond",2
"237","able","bus",1
"238","able","buy",2
"239","able","camp",1
"240","able","carry",1
"241","able","certain",1
"242","able","comrade",1
"243","able","condition",1
"244","able","cooperate",1
"245","able","demand",2
"246","able","dress",1
"247","able","drill",1
"248","able","duty",2
"249","able","enter",1
"250","able","field",1
"251","able","fight",4
"252","able","furlough",2
"253","able","get",11
"254","able","good",1
"255","able","government",1
"256","able","handle",2
"257","able","help",1
"258","able","hike",1
"259","able","interest",1
"260","able","job",3
"261","able","keep",3
"262","able","kind",1
"263","able","know",1
"264","able","lead",1
"265","able","learn",2
"266","able","limt",1
"267","able","live",2
"268","able","look",1
"269","able","make",2
"270","able","man",2
"271","able","master",2
"272","able","mix",1
"273","able","much",1
"274","able","obtain",1
"275","able","oppress",1
"276","able","otherwise",1
"277","able","part",2
"278","able","pass",1
"279","able","people",1
"280","able","perform",2
"281","able","place",1
"282","able","reap",1
"283","able","rejoin",1
"284","able","remove",1
"285","able","rights",3
"286","able","see",4
"287","able","select",1
"288","able","share",1
"289","able","sick",1
"290","able","soldier",3
"291","able","soldiering",1
"292","able","solve",1
"293","able","speak",1
"294","able","spend",2
"295","able","stand",1
"296","able","take",2
"297","able","tell",1
"298","able","test",1
"299","able","thing",2
"300","able","think",1
"301","able","trait",1
"302","able","transfer",1
"303","able","unclear",3
"304","able","visit",1
"305","able","walk",2
"306","able","war",2
"307","able","white",1
"308","able","whole",1
"309","able","wife",2
"310","able","win",1
"311","able","work",6
"312","able","worship",1
"313","abole","buy",1
"314","abolish","discremination",1
"315","abolish","discriminatory",1
"316","abolish","practice",1
"317","abolish","prejudice",1
"318","abolish","putrid",1
"319","abolish","racial",1
"320","abolish","restaurant",1
"321","abolish","segregation",1
"322","abolish","soldier",1
"323","absence","man",1
"324","absent","check",1
"325","absent","organization",1
"326","absolute","chance",1
"327","absolute","freedom",1
"328","absolutely","crow",1
"329","absolutely","government",1
"330","absolutely","non",1
"331","absurd","question",1
"332","abuse","call",1
"333","abuse","citizen",1
"334","abuse","fellow",1
"335","abuse","ignorant",1
"336","abuse","language",1
"337","abuse","make",1
"338","abuse","man",2
"339","abuse","punishment",1
"340","abuse","soldier",2
"341","abuse","southern",1
"342","abuse","unfair",1
"343","abuse","way",1
"344","accept","appreciate",1
"345","accept","give",1
"346","accept","human",1
"347","accept","ideology",1
"348","accept","job",1
"349","accept","navy",1
"350","accept","opinion",1
"351","accept","people",1
"352","accept","realize",1
"353","accept","segration",1
"354","accept","total",2
"355","acceptiable","especiall",1
"356","access","freedom",1
"357","accommodation","camp",1
"358","accommodation","good",1
"359","accomodate","people",1
"360","accomodation","club",1
"361","accomodation","particular",1
"362","accomodation","service",1
"363","accompany","wars",1
"364","accomplish","abuse",1
"365","accomplish","aim",1
"366","accomplish","lot",1
"367","accomplish","mix",1
"368","accomplish","objective",1
"369","accomplish","peace",1
"370","accomplish","self",1
"371","accomplish","whole",1
"372","accord","14th",1
"373","accord","ability",3
"374","accord","adment",1
"375","accord","cent",1
"376","accord","color",1
"377","accord","condition",1
"378","accord","convenience",1
"379","accord","Democratic",1
"380","accord","know",1
"381","accord","law",1
"382","accord","nature",1
"383","accord","negro",1
"384","accord","opinion",2
"385","accord","opion",1
"386","accord","per",1
"387","accord","percentage",1
"388","accord","principle",1
"389","accord","race",1
"390","accord","thier",1
"391","accord","way",1
"392","accord","white",1
"393","account","age",1
"394","account","color",1
"395","account","command",1
"396","account","fact",1
"397","account","hatred",1
"398","account","Health",1
"399","account","japanese",1
"400","account","make",1
"401","account","policy",1
"402","account","soldier",1
"403","account","tran",1
"404","account","unfair",1
"405","account","vacancy",1
"406","account","white",1
"407","accoustain","way",1
"408","acct","color",1
"409","accuse","white",1
"410","accuse","woman",1
"411","accustom","accustom",1
"412","accustom","best",1
"413","accustom","condition",2
"414","accustom","lack",1
"415","accustom","man",1
"416","accustom","medical",1
"417","accustom","reaction",1
"418","Accustom","treat",1
"419","ace","hole",1
"420","ace","unclear",1
"421","acedental","unclear",1
"422","achieve","survey",1
"423","acknowledgment","lot",1
"424","acknowlege","wright",1
"425","Acord","negro",1
"426","acount","action",1
"427","acquaint","type",1
"428","acquainted","instance",1
"429","acquainted","many",1
"430","acre","cotton",1
"431","acre","home",1
"432","acre","land",1
"433","acre","take",1
"434","act","accord",1
"435","act","better",1
"436","act","careless",1
"437","act","carry",1
"438","act","civilain",1
"439","act","civilize",2
"440","act","color",1
"441","act","com",1
"442","act","duty",1
"443","act","expression",1
"444","act","fool",2
"445","act","force",1
"446","act","give",1
"447","act","good",1
"448","act","human",1
"449","act","lead",1
"450","act","life",1
"451","act","mean",1
"452","act","negro",1
"453","act","Negroe",1
"454","act","noncom",1
"455","act","opinion",1
"456","act","platoon",1
"457","act","Sgt",1
"458","act","situation",1
"459","act","solder",1
"460","act","soldier",1
"461","act","unclear",1
"462","act","way",2
"463","act","whole",1
"464","act","write",1
"465","action","benefit",1
"466","action","better",1
"467","action","colored",1
"468","action","combats",1
"469","action","duty",1
"470","action","friend",1
"471","action","lot",1
"472","action","man",1
"473","action","negro",1
"474","action","part",1
"475","action","right",1
"476","action","say",2
"477","action","speak",1
"478","action","take",3
"479","action","think",1
"480","action","treatment",1
"481","action","troops",1
"482","action","unclear",2
"483","action","want",1
"484","action","ward",1
"485","action","way",1
"486","action","white",1
"487","activate","future",1
"488","activate","near",1
"489","active","actual",1
"490","active","catch",1
"491","active","enough",1
"492","active","fighting",1
"493","active","man",1
"494","active","young",1
"495","activity","color",1
"496","activity","Cooperation",1
"497","activity","man",1
"498","activity","negro",1
"499","activity","night",1
"500","activity","poor",1
"501","activity","post",1
"502","activity","reason",1
"503","activity","rights",1
"504","activity","show",1
"505","activity","soldier",1
"506","activity","Whites",1
"507","actor","come",1
"508","actual","Army",1
"509","actual","battle",1
"510","actual","combact",1
"511","actual","combat",5
"512","actual","combat.",1
"513","actual","cooperation",1
"514","actual","enemy",1
"515","actual","experience",1
"516","actual","feeling",1
"517","actual","fighting",3
"518","actual","human",1
"519","actual","knowledge",1
"520","actual","let",1
"521","actual","need",1
"522","actual","negro",1
"523","actual","operation",1
"524","actual","theatre",1
"525","actual","unclear",1
"526","actual","unit",1
"527","actual","worth",1
"528","acute","look",1
"529","acute","problem",1
"530","adapt","living",1
"531","adapt","way",1
"532","adaptiveness","give",1
"533","add","better",1
"534","add","bus",1
"535","add","like",1
"536","add","man",1
"537","add","old",1
"538","add","previous",1
"539","add","produce",1
"540","add","question",2
"541","add","rights",1
"542","add","slow",1
"543","add","think",1
"544","address","boy",1
"545","address","Niggers",1
"546","address","solder",1
"547","address","soldier",1
"548","adequate","arm",1
"549","adequate","colo",1
"550","adequate","fire",1
"551","adequate","food",1
"552","adequate","keep",1
"553","adequate","soldier",1
"554","adequate","time",1
"555","adequate","training",1
"556","adequate","trouble",1
"557","adhere","certain",1
"558","adhere","letter",1
"559","adhere","tradition",1
"560","adjoining","room",1
"561","adjoining","sit",1
"562","adjust","almost",1
"563","adjust","civilian",1
"564","adjust","life",1
"565","adjust","new",1
"566","adjust","order",1
"567","adjust","thing",1
"568","adjustment","make",1
"569","Adjutant","department",1
"570","Adjutant","generals",1
"571","adment","fight",1
"572","administer","army",1
"573","administer","official",1
"574","administer","questionnaire",1
"575","administer","Questionnaire",1
"576","administration","army",1
"577","administrative","include",1
"578","administrative","procedure",1
"579","administrative","rights",1
"580","administrative","school",1
"581","administrative","soldier",1
"582","admiration","feel",1
"583","admire","say",1
"584","admit","barred",1
"585","admit","bring",1
"586","admit","need",1
"587","admit","negro",1
"588","admit","part",1
"589","adn","constitution",1
"590","adn","honor",1
"591","adopt","idea",1
"592","advanc","branch",1
"593","advanc","little",1
"594","advance","1st",2
"595","advance","ambition",1
"596","advance","army",2
"597","advance","Army",1
"598","advance","captain",1
"599","advance","consideration",1
"600","advance","differance",1
"601","advance","easy",1
"602","advance","father",1
"603","advance","field",1
"604","advance","hate",1
"605","advance","higher",1
"606","advance","life",1
"607","advance","logical",1
"608","advance","open",1
"609","advance","race",1
"610","advance","rank",1
"611","advance","self",1
"612","advance","St.",1
"613","advance","white",1
"614","advanced","Officer",1
"615","advancement","army",1
"616","advancement","colored",1
"617","advancement","come",1
"618","advancement","concerned",1
"619","advancement","depend",1
"620","advancement","Negro",1
"621","advancement","paragraph",1
"622","advancement","particular",1
"623","advancement","present",1
"624","advancement","seem",1
"625","advancement","slow",1
"626","advancement","soldier",2
"627","advancement","thing",1
"628","advancement","troops",1
"629","advancement","unit",1
"630","advancement","war",1
"631","advancing","level",1
"632","advancing","present",1
"633","advancing","race",1
"634","advantage","advance",1
"635","advantage","boy",1
"636","advantage","bring",1
"637","advantage","help",1
"638","advantage","life",1
"639","advantage","man",1
"640","advantage","negro",2
"641","advantage","race",1
"642","advantage","refuse",1
"643","advantage","service",1
"644","advantage","soldier",4
"645","advantage","unclear",2
"646","advantage","white",1
"647","advantages","answer",1
"648","advantages","South",1
"649","advent","war",1
"650","adverse","always",1
"651","adverse","condition",1
"652","adversive","condition",1
"653","advertisement","country",1
"654","advice","make",1
"655","advice","suggestion",1
"656","advice","try",1
"657","advisable","map",1
"658","advisable","thing",1
"659","aegan","race",1
"660","afeter","sea",1
"661","affacer","tank",1
"662","affair","anybody",1
"663","affair","count",1
"664","affair","exist",1
"665","affair","government",1
"666","affair","like",1
"667","affair","see",1
"668","affair","think",1
"669","affair","voice",1
"670","affair","want",1
"671","affect","help",1
"672","affect","majority",1
"673","affect","one",1
"674","affect","recognition",1
"675","affection","none",1
"676","afford","amusement",1
"677","afford","battle",1
"678","afford","expense",1
"679","afford","first",1
"680","afford","high",1
"681","afford","know",1
"682","afford","let",1
"683","afford","little",1
"684","afford","much",1
"685","afford","opportunity",3
"686","afford","race",1
"687","afford","tax",1
"688","afforde","soldier",1
"689","afforde","white",1
"690","affraid","camp",1
"691","affraid","leave",1
"692","affraid","war",1
"693","afrad","sit",1
"694","afraid","apply",1
"695","afraid","become",1
"696","afraid","caint",1
"697","afraid","die",3
"698","afraid","fight",1
"699","afraid","get",1
"700","afraid","give",1
"701","afraid","government",1
"702","afraid","happen",1
"703","afraid","major",1
"704","afraid","mess",1
"705","afraid","negro",1
"706","afraid","rank",1
"707","afraid","south",1
"708","afraid","talk",1
"709","afraid","thing",1
"710","afraid","trust",1
"711","afrao","man",1
"712","afriad","negro",1
"713","african","sad",1
"714","aft","bcause",1
"715","aft","dad",1
"716","aft","mother",1
"717","afternoon","get",1
"718","afternoon","officer",1
"719","Afternoon","deletion",1
"720","afterwood","soldier",1
"721","agane","[/unclear",1
"722","age","able",1
"723","age","ailment",1
"724","age","battle",1
"725","age","bein",1
"726","age","board",1
"727","age","compete",1
"728","age","condition",1
"729","age","draft",1
"730","age","fast",1
"731","age","feel",2
"732","age","get",1
"733","age","girl",1
"734","age","health",1
"735","age","keep",1
"736","age","let",3
"737","age","line",1
"738","age","man",1
"739","age","month",1
"740","age","old",1
"741","age","pace",1
"742","age","prejudice",1
"743","age","reason",1
"744","age","send",1
"745","age","take",1
"746","age","think",1
"747","age","unfit",1
"748","age","wife",1
"749","age","work",3
"750","age","worth",1
"751","age","wouldent",1
"752","age","year",2
"753","aged","grandmother",1
"754","agency","negro",1
"755","agent","condone",1
"756","agent","divide",1
"757","agent","government",1
"758","agent","soldier",1
"759","agent","stand",1
"760","agent","test",1
"761","agent","white",1
"762","agg","worken",1
"763","agree","downward",1
"764","agree","hate",1
"765","agree","health",1
"766","agree","keep",1
"767","agree","man",1
"768","agree","march",1
"769","agree","see",1
"770","agree","stop",1
"771","agree","trend",1
"772","ahead","country",1
"773","Äì¬","free",1
"774","Äì¬","hour",1
"775","aid","Axis",1
"776","aid","conflict",1
"777","aid","confusion",1
"778","aid","correcte",1
"779","aid","create",1
"780","aid","fault",1
"781","aid","give",1
"782","aid","negro",1
"783","aid","order",1
"784","aide","negro",1
"785","ail","get",1
"786","ailment","dischar",1
"787","ailment","feel",1
"788","ailment","paragraph",1
"789","ailment","service",1
"790","aim","benefit",1
"791","aim","fire",1
"792","aim","Negroe",1
"793","aim","paragraph",1
"794","aint","better",2
"795","aint","color",1
"796","aint","fight",1
"797","aint","fit",1
"798","aint","good",2
"799","aint","human",1
"800","aint","mind",1
"801","aint","negro",1
"802","air","age",1
"803","air","air",1
"804","air","base",4
"805","air","better",1
"806","air","bird",1
"807","air","boy",1
"808","air","certain",1
"809","air","chance",1
"810","air","colored",1
"811","air","corp",4
"812","air","corps",5
"813","air","Corps",1
"814","air","country",1
"815","air","craft",2
"816","air","eat",1
"817","air","factory",1
"818","air","fill",1
"819","air","flock",1
"820","air","force",8
"821","air","ground",1
"822","air","instance",1
"823","air","know",1
"824","air","man",1
"825","air","many",1
"826","air","mech",1
"827","air","mechanic",1
"828","air","navy",1
"829","air","Negro",1
"830","air","oxigen",1
"831","air","plane",2
"832","air","power",1
"833","air","question",1
"834","air","thing",1
"835","air","think",1
"836","air","unclear",1
"837","air","war",1
"838","air","work",1
"839","Air","Corps",2
"840","Air","give",1
"841","aircraft","engine",1
"842","aircraft","paragraph",1
"843","aire","superiority",1
"844","airforce","run",1
"845","airplace","mechanic",1
"846","airplace","paragraph",1
"847","airplane","big",1
"848","airplane","builders",1
"849","airplane","keep",1
"850","airplane","know",1
"851","airplane","large",1
"852","airplane","mechanic",1
"853","airplane","tank",1
"854","airplane","think",1
"855","airport","dining",1
"856","airport","fly",1
"857","airport","room",1
"858","airport","take",1
"859","ajust","army",1
"860","ake","fight",1
"861","ake","get",1
"862","ake","killing",1
"863","ake","nane",1
"864","alec","aleck",1
"865","alert","light",1
"866","alert","mount",1
"867","alert","talk",1
"868","aliby","fear",1
"869","alien","country",1
"870","alike","army",1
"871","alike","camps",1
"872","alike","cattle",1
"873","alike","colored",1
"874","alike","conduct",1
"875","alike","impossible",1
"876","alike","let",1
"877","alike","lie",1
"878","alike","much",1
"879","alike","people",2
"880","alike","picture",1
"881","alike","ready",1
"882","alike","sooner",1
"883","alike","uncle",1
"884","alike","unclear",1
"885","alike","use",1
"886","alike","victory",1
"887","alike","way",1
"888","ality","country",1
"889","alive","alive",1
"890","alive","cent",1
"891","alive","die",1
"892","alive","keep",1
"893","alive","remind",1
"894","alive","slowed",1
"895","alive","time",1
"896","alive","whites",1
"897","alkaline","fly",1
"898","alkaline","undreal",1
"899","allies","lose",1
"900","allies","see",1
"901","allotment","allowance",1
"902","allotment","dont",1
"903","allotment","make",3
"904","allotment","money",1
"905","allotment","month",1
"906","allotment","mother",2
"907","allotment","take",1
"908","allotment","time",1
"909","allotment","unclear",1
"910","allotmentw","stop",1
"911","allow","ability",1
"912","allow","accord",1
"913","allow","better",1
"914","allow","black",1
"915","allow","brush",1
"916","allow","call",1
"917","allow","camp",1
"918","allow","cap",1
"919","allow","capitalist",1
"920","allow","carry",1
"921","allow","certain",1
"922","allow","chance",9
"923","allow","civilian",1
"924","allow","color",3
"925","allow","colored",2
"926","allow","come",1
"927","allow","comment",1
"928","allow","defend",1
"929","allow","discharge",1
"930","allow","discrimination",1
"931","allow","eat",1
"932","allow","ect",1
"933","allow","equal",1
"934","allow","explain",1
"935","allow","express",2
"936","allow","extend",1
"937","allow","fair",1
"938","allow","feel",1
"939","allow","find",1
"940","allow","five",1
"941","allow","food",1
"942","allow","free",1
"943","allow","freedom",2
"944","allow","garrison",1
"945","allow","get",3
"946","allow","give",2
"947","allow","gun",2
"948","allow","hold",1
"949","allow","important",1
"950","allow","increase",1
"951","allow","intermingle",1
"952","allow","job",1
"953","allow","learn",1
"954","allow","line",1
"955","allow","live",1
"956","allow","make",1
"957","allow","man",2
"958","allow","mix",1
"959","allow","name",1
"960","allow","navigator",1
"961","allow","officer",1
"962","allow","opinion",1
"963","allow","opportunity",3
"964","allow","part",4
"965","allow","participate",1
"966","allow","pass",1
"967","allow","people",1
"968","allow","pick",1
"969","allow","place",2
"970","allow","play",1
"971","allow","population",1
"972","allow","possible",1
"973","allow","post",1
"974","allow","prejudice",1
"975","allow","privilege",2
"976","allow","privileges",1
"977","allow","race",1
"978","allow","ride",3
"979","allow","rights",1
"980","allow","rise",1
"981","allow","say",1
"982","allow","see",1
"983","allow","segregation",1
"984","allow","segrigate",1
"985","allow","service",1
"986","allow","show",2
"987","allow","sign",1
"988","allow","soldier",4
"989","allow","Solider",1
"990","allow","south",1
"991","allow","southern",1
"992","allow","space",1
"993","allow","state",1
"994","allow","station",1
"995","allow","take",2
"996","allow","time",1
"997","allow","town",3
"998","allow","train",3
"999","allow","travel",1
"1000","allow","treat",1
"1001","allow","turn",1
"1002","allow","unclear",1
"1003","allow","uniform",1
"1004","allow","use",1
"1005","allow","visit",2
"1006","allow","vote",5
"1007","allow","walk",2
"1008","allow","want",1
"1009","allow","ware",1
"1010","allow","wear",2
"1011","allow","white",2
"1012","allow","write",1
"1013","allow","yell",1
"1014","allowance","mother",1
"1015","allowances","certain",1
"1016","allowances","condition",1
"1017","allowances","uncontrollable",1
"1018","allright","come",1
"1019","allright","exception",1
"1020","allright","thing",1
"1021","allright","win",1
"1022","allso","unclear",1
"1023","allways","put",1
"1024","allways","unit",1
"1025","ally","lesson",1
"1026","ally","paragraph",1
"1027","alment","happen",1
"1028","almost","condition",1
"1029","along","improve",1
"1030","alot","better",1
"1031","alot","unclear",1
"1032","alottment","get",1
"1033","aloud","opirtunt",1
"1034","aloude","sic",1
"1035","alow","cap",1
"1036","alow","chance",1
"1037","alow","day",2
"1038","alow","think",1
"1039","alow","ware",1
"1040","alow","wear",1
"1041","alow","wonder",2
"1042","alright","affection",1
"1043","alright","answer",1
"1044","alright","army",1
"1045","alright","captain",1
"1046","alright","case",1
"1047","alright","company",1
"1048","alright","give",1
"1049","alright","like",2
"1050","alright","man",3
"1051","alright","none",1
"1052","alright","provide",1
"1053","alright","put",1
"1054","alright","question",1
"1055","alright","see",1
"1056","alright","sort",1
"1057","alright","time",1
"1058","alright","try",1
"1059","alright","white",1
"1060","also","Negroe",1
"1061","alte","opinion",1
"1062","alternative","question",1
"1063","altogether","country",1
"1064","alway","war",1
"1065","alway'","way",1
"1066","alway's","need",1
"1067","alway's","white",1
"1068","always","oppressed",1
"1069","amazing","West",1
"1070","ambition","aspire",1
"1071","ambition","differance",1
"1072","ambition","feel",1
"1073","ambition","part",1
"1074","ambition","remark",1
"1075","ambitious","want",1
"1076","ambulance","driver",1
"1077","amenmend","constitution",1
"1078","amercian","speaky",1
"1079","america","rule",1
"1080","america","time",1
"1081","america","war",1
"1082","america","wont",1
"1083","american","'nt",1
"1084","american","acknowledge",1
"1085","american","air",1
"1086","american","allow",1
"1087","american","armed",1
"1088","american","army",2
"1089","american","Army",1
"1090","american","bear",1
"1091","american","bit",1
"1092","american","change",1
"1093","american","citizen",9
"1094","american","citizens",1
"1095","american","civilians",1
"1096","american","color",1
"1097","american","company",1
"1098","american","country",2
"1099","american","creed",1
"1100","american","currency",1
"1101","american","day",1
"1102","american","dependency",1
"1103","american","die",2
"1104","american","discrimination",1
"1105","american","express",1
"1106","american","fair",1
"1107","american","feel",2
"1108","american","fight",3
"1109","american","flag",2
"1110","american","force",2
"1111","american","freedom",1
"1112","american","friendly",1
"1113","american","give",1
"1114","american","great",1
"1115","american","hang",1
"1116","american","history",1
"1117","american","hold",1
"1118","american","hope",2
"1119","american","keep",1
"1120","american","know",1
"1121","american","life",4
"1122","american","live",1
"1123","american","living",1
"1124","american","look",1
"1125","american","love",2
"1126","american","man",4
"1127","american","mind",1
"1128","american","mob",1
"1129","american","negro",9
"1130","american","negroe",1
"1131","american","Negroes",1
"1132","american","opinion",1
"1133","american","paragraph",1
"1134","american","people",8
"1135","american","pledge",1
"1136","american","poor",1
"1137","american","population",1
"1138","american","pound",1
"1139","american","power",1
"1140","american","practice",1
"1141","american","production",1
"1142","american","proud",3
"1143","american","self",1
"1144","american","serve",2
"1145","american","shine",1
"1146","american","soldier",9
"1147","american","Soldiers",1
"1148","american","spend",1
"1149","american","standard",1
"1150","american","tact",1
"1151","american","today",1
"1152","american","transportation",1
"1153","american","treatment",1
"1154","american","unclear",2
"1155","american","underlin",1
"1156","american","uniform",1
"1157","american","want",1
"1158","american","war",4
"1159","american","wars",1
"1160","american","way",3
"1161","american","white",7
"1162","american","whiteman",1
"1163","american","wish",1
"1164","american","woman",1
"1165","american","year",1
"1166","American","one",1
"1167","American","patriotic",1
"1168","American","soldier",1
"1169","American","stupidity",1
"1170","American","true",1
"1171","American","want",1
"1172","Americanism","spirit",1
"1173","Americanism","turn",1
"1174","amiable","chance",1
"1175","amiable","give",1
"1176","amist","extray",1
"1177","amist","good",1
"1178","amm","Riful",1
"1179","ammendment","basis",1
"1180","ammendment","check",1
"1181","ammendment","give",1
"1182","ammendment","help",1
"1183","ammendment","point",1
"1184","ammendment","state",1
"1185","ammunition","memorie",1
"1186","ammunition","old",1
"1187","ammunition","truck",1
"1188","amo","colored",1
"1189","amo","respect",1
"1190","amo","soldy",1
"1191","amount","fight",1
"1192","amount","food",2
"1193","amount","improvement",1
"1194","amount","inadequate",1
"1195","amount","law",1
"1196","amount","make",1
"1197","amount","Negros",1
"1198","amount","privlage",1
"1199","amount","segregation",1
"1200","amount","self",1
"1201","amount","thing",1
"1202","amount","time",1
"1203","amount","unclear",1
"1204","amount","whites",1
"1205","amount","work",1
"1206","ample","opportunity",1
"1207","ample","sound",1
"1208","amt","thing",1
"1209","amusement","boy",1
"1210","amusement","enlist",1
"1211","amusement","let",1
"1212","amusement","soldier",1
"1213","amusement","treatment",1
"1214","analysis","unclear",1
"1215","ance","brode",1
"1216","ance","unclear",1
"1217","ancestor","country",1
"1218","angle","army",1
"1219","angle","today",1
"1220","angry","Army",1
"1221","angry","deletion",1
"1222","angry","kick",1
"1223","angry","roll",1
"1224","angry","sight",1
"1225","angry","state",1
"1226","angry","tear",1
"1227","angry","threaten",1
"1228","angry","unfit",1
"1229","animal","americ",1
"1230","animal","Beasts",1
"1231","animal","M.Ps",1
"1232","animal","man",1
"1233","animal","realize",1
"1234","animal","think",2
"1235","animal","white",1
"1236","ank","unclear",1
"1237","ankle","army",1
"1238","ankle","break",1
"1239","ann","sq.",1
"1240","ann","unclear",1
