"","source","target","weight"
"207","considerate","V2","0.000243902143062561"
"208","constant","V2","0.00036524649284493"
"209","constter","V2","0.000243902143062561"
"210","contact","V2","0.000607935192409668"
"211","content","V2","0.000122557793280193"
"212","contention","V2","0.00036524649284493"
"213","continue","V2","0.000122557793280193"
"214","Contradiction","V2","1.21344349782369e-06"
"215","control","V2","0.00036524649284493"
"216","cooperate","V2","0.00182137869023336"
"217","cooperation","V2","0.000850623891974406"
"218","cooperative","V2","1.21344349782369e-06"
"219","coordination","V2","1.21344349782369e-06"
"220","corps","V2","0.000486590842627299"
"221","Corps","V2","0.000243902143062561"
"222","cotofer","V2","0.000243902143062561"
"223","couldent","V2","0.000122557793280193"
"224","couldnt","V2","1.21344349782369e-06"
"225","count","V2","1.21344349782369e-06"
"226","counting","V2","0.000122557793280193"
"227","country","V2","0.00145734564088625"
"228","court","V2","1.21344349782369e-06"
"229","courtmartial","V2","0.000486590842627299"
"230","create","V2","0.00170003434045099"
"231","credit","V2","0.00109331259153914"
"232","creed","V2","0.00036524649284493"
"233","Creep","V2","0.000243902143062561"
"234","criminal","V2","0.000122557793280193"
"235","crit","V2","0.000122557793280193"
"236","crowd","V2","0.000122557793280193"
"237","custom","V2","0.00036524649284493"
"238","customs","V2","0.000243902143062561"
"239","cuuse","V2","0.000122557793280193"
"240","dam","V2","0.000122557793280193"
"241","damne","V2","0.000122557793280193"
"242","date","V2","0.000122557793280193"
"243","day","V2","0.00036524649284493"
"244","deal","V2","0.00121465694132151"
"245","decieses","V2","1.21344349782369e-06"
"246","decrid","V2","1.21344349782369e-06"
"247","defeat","V2","1.21344349782369e-06"
"248","definite","V2","0.00036524649284493"
"249","defnitley","V2","0.000243902143062561"
"250","deletion","V2","0.00157868999066862"
"251","democratic","V2","0.000243902143062561"
"252","demonstration","V2","0.000243902143062561"
"253","depend","V2","0.00145734564088625"
"254","desease","V2","0.000243902143062561"
"255","Desecration","V2","0.000122557793280193"
"256","deserve","V2","0.000122557793280193"
"257","desirable","V2","0.000243902143062561"
"258","destroy","V2","0.000243902143062561"
"259","detrimental","V2","0.00036524649284493"
"260","develop","V2","0.000243902143062561"
"261","develope","V2","0.00036524649284493"
"262","DEVENRTy","V2","0.000243902143062561"
"263","devils","V2","0.000607935192409668"
"264","die","V2","0.000486590842627299"
"265","diease","V2","0.000243902143062561"
"266","difer","V2","0.000122557793280193"
"267","differ","V2","0.00036524649284493"
"268","differance","V2","0.000122557793280193"
"269","difference","V2","0.0043696100356631"
"270","different","V2","0.00934472837674023"
"271","differiant","V2","1.21344349782369e-06"
"272","difficulty","V2","0.000243902143062561"
"273","difrent","V2","0.000243902143062561"
"274","direct","V2","0.000850623891974406"
"275","dirty","V2","0.000729279542192037"
"276","disagreiment","V2","0.000122557793280193"
"277","disastr","V2","1.21344349782369e-06"
"278","disastrous","V2","1.21344349782369e-06"
"279","discipline","V2","0.000486590842627299"
"280","discontent","V2","0.00036524649284493"
"281","discontentment","V2","0.000122557793280193"
"282","discord","V2","0.000971968241756775"
"283","discrepacy","V2","0.00036524649284493"
"284","discriminate","V2","1.21344349782369e-06"
"285","discrimination","V2","0.000243902143062561"
"286","discrimmation","V2","1.21344349782369e-06"
"287","discuss","V2","0.000243902143062561"
"288","disease","V2","0.000243902143062561"
"289","Disease","V2","0.00036524649284493"
"290","diseases","V2","0.000607935192409668"
"291","disharmony","V2","0.000122557793280193"
"292","disintion","V2","0.000122557793280193"
"293","dislike","V2","0.000971968241756775"
"294","disliking","V2","0.000122557793280193"
"295","disorder","V2","0.000486590842627299"
"296","disrespect","V2","0.000122557793280193"
"297","dissatisfaction","V2","0.00036524649284493"
"298","dissension","V2","0.000243902143062561"
"299","dissention","V2","0.00036524649284493"
"300","distinction","V2","0.000607935192409668"
"301","distinguish","V2","0.000122557793280193"
"302","disturbance","V2","0.00036524649284493"
"303","Disturbance","V2","0.000122557793280193"
"304","disunity","V2","0.00036524649284493"
"305","divide","V2","0.000122557793280193"
"306","dog","V2","0.000122557793280193"
"307","dont","V2","1.21344349782369e-06"
"308","dorp","V2","0.000243902143062561"
"309","doubt","V2","0.00036524649284493"
"310","draft","V2","0.000122557793280193"
"311","draw","V2","0.000122557793280193"
"312","dress","V2","0.000243902143062561"
"313","drill","V2","0.000122557793280193"
"314","drink","V2","0.00036524649284493"
"315","drive","V2","0.000486590842627299"
"316","drop","V2","0.000729279542192037"
"317","duty","V2","0.000122557793280193"
"318","early","V2","1.21344349782369e-06"
"319","ease","V2","0.000122557793280193"
"320","easier","V2","0.000243902143062561"
"321","eat","V2","0.00121465694132151"
"322","educate","V2","0.000122557793280193"
"323","education","V2","0.00036524649284493"
"324","educational","V2","0.000243902143062561"
"325","effective","V2","0.000122557793280193"
"326","efficiency","V2","0.000850623891974406"
"327","efficient","V2","0.000243902143062561"
"328","effort","V2","0.000971968241756775"
"329","either","V2","0.000243902143062561"
"330","element","V2","0.000243902143062561"
"331","eliminate","V2","0.00036524649284493"
"332","else","V2","0.000486590842627299"
"333","eme","V2","1.21344349782369e-06"
"334","emergency","V2","0.000243902143062561"
"335","emphasize","V2","0.000243902143062561"
"336","enable","V2","0.000122557793280193"
"337","ence","V2","0.000122557793280193"
"338","end","V2","0.000486590842627299"
"339","enemy","V2","0.000122557793280193"
"340","enjoy","V2","0.000243902143062561"
"341","enlist","V2","0.000850623891974406"
"342","enmity","V2","0.000243902143062561"
"343","enough","V2","0.00145734564088625"
"344","entanglement","V2","0.000122557793280193"
"345","entitle","V2","0.000122557793280193"
"346","epnian","V2","0.000122557793280193"
"347","equal","V2","0.00279213348849231"
"348","equality","V2","0.000486590842627299"
"349","equipment","V2","0.000243902143062561"
"350","erase","V2","0.000122557793280193"
"351","essential","V2","0.00036524649284493"
"352","establish","V2","0.000243902143062561"
"353","eternal","V2","1.21344349782369e-06"
"354","exception","V2","0.000122557793280193"
"355","excuse","V2","0.000243902143062561"
"356","exist","V2","0.00145734564088625"
"357","existend","V2","0.000243902143062561"
"358","expect","V2","0.000122557793280193"
"359","experience","V2","0.000122557793280193"
"360","experienced","V2","0.000122557793280193"
"361","explain","V2","0.00036524649284493"
"362","explanation","V2","1.21344349782369e-06"
"363","express","V2","0.000122557793280193"
"364","extent","V2","0.00036524649284493"
"365","extreme","V2","0.000607935192409668"
"366","face","V2","0.000122557793280193"
"367","fact","V2","0.00036524649284493"
"368","faction","V2","1.21344349782369e-06"
"369","factor","V2","0.000243902143062561"
"370","fair","V2","0.000243902143062561"
"371","faith","V2","1.21344349782369e-06"
"372","familiar","V2","0.000122557793280193"
"373","family","V2","0.00036524649284493"
"374","fancy","V2","0.000243902143062561"
"375","fault","V2","1.21344349782369e-06"
"376","favoritism","V2","0.000243902143062561"
"377","fealing","V2","1.21344349782369e-06"
"378","feel","V2","0.00703918573087522"
"379","feeling","V2","0.004005576986316"
"380","fel","V2","0.000122557793280193"
"381","fell","V2","0.00036524649284493"
"382","felling","V2","0.000486590842627299"
"383","fellow","V2","0.00267078913870994"
"384","fellows","V2","1.21344349782369e-06"
"385","field","V2","0.000122557793280193"
"386","fight","V2","0.0108008605741287"
"387","fightig","V2","0.000486590842627299"
"388","fighting","V2","0.000971968241756775"
"389","filthy","V2","0.000122557793280193"
"390","find","V2","0.00145734564088625"
"391","fine","V2","0.000607935192409668"
"392","finger","V2","0.000243902143062561"
"393","finish","V2","0.000486590842627299"
"394","fire","V2","0.000122557793280193"
"395","first","V2","0.000850623891974406"
"396","fit","V2","0.000486590842627299"
"397","fite","V2","0.000122557793280193"
"398","fiter","V2","0.00036524649284493"
"399","folk","V2","0.000122557793280193"
"400","follow","V2","0.000486590842627299"
"401","food","V2","0.000243902143062561"
"402","fooling","V2","0.000243902143062561"
"403","foot","V2","0.000243902143062561"
"404","force","V2","0.000486590842627299"
"405","forceful","V2","1.21344349782369e-06"
"406","foreman","V2","0.000122557793280193"
"407","forget","V2","0.000243902143062561"
"408","form","V2","0.00036524649284493"
"409","foxcut","V2","0.000243902143062561"
"410","fraternalize","V2","0.00036524649284493"
"411","free","V2","0.000486590842627299"
"412","freedom","V2","0.00036524649284493"
"413","fresh","V2","0.000122557793280193"
"414","friction","V2","0.00388423263653363"
"415","friend","V2","0.000486590842627299"
"416","friendly","V2","0.00036524649284493"
"417","friendship","V2","0.000243902143062561"
"418","front","V2","0.000122557793280193"
"419","full","V2","0.000729279542192037"
"420","function","V2","0.000729279542192037"
"421","funny","V2","1.21344349782369e-06"
"422","furlough","V2","0.000729279542192037"
"423","future","V2","0.00036524649284493"
"424","gain","V2","0.000607935192409668"
"425","garbage","V2","0.00036524649284493"
"426","gather","V2","0.000486590842627299"
"427","geather","V2","0.000122557793280193"
"428","gel","V2","0.000122557793280193"
"429","general","V2","0.000486590842627299"
"430","get","V2","0.0203870642069358"
"431","gether","V2","0.000607935192409668"
"432","girl","V2","1.21344349782369e-06"
"433","git","V2","0.000243902143062561"
"434","give","V2","0.00764590747978706"
"435","goat","V2","0.000122557793280193"
"436","good","V2","0.0117716153723876"
"437","government","V2","0.000243902143062561"
"438","gradual","V2","0.000122557793280193"
"439","grate","V2","0.000243902143062561"
"440","grave","V2","0.000122557793280193"
"441","greasy","V2","1.21344349782369e-06"
"442","great","V2","0.00109331259153914"
"443","greatest","V2","0.000243902143062561"
"444","group","V2","0.00364154393696889"
"445","grudge","V2","0.00036524649284493"
"446","gut","V2","0.00036524649284493"
"447","habit","V2","0.000729279542192037"
"448","hall","V2","0.00036524649284493"
"449","hand","V2","0.000122557793280193"
"450","handle","V2","0.00036524649284493"
"451","happen","V2","0.00036524649284493"
"452","happier","V2","0.00194272304001573"
"453","hard","V2","0.00182137869023336"
"454","harder","V2","0.000607935192409668"
"455","harmony","V2","0.00157868999066862"
"456","hat","V2","0.000486590842627299"
"457","hate","V2","0.000122557793280193"
"458","hatered","V2","0.000486590842627299"
"459","hatred","V2","0.00036524649284493"
"460","head","V2","0.000971968241756775"
"461","health","V2","0.000122557793280193"
"462","healthy","V2","0.000243902143062561"
"463","heart","V2","0.000971968241756775"
"464","heat","V2","0.00036524649284493"
"465","heate","V2","0.000122557793280193"
"466","hell","V2","0.000607935192409668"
"467","help","V2","0.00279213348849231"
"468","high","V2","0.000607935192409668"
"469","higher","V2","0.00109331259153914"
"470","hold","V2","0.000122557793280193"
"471","hole","V2","1.21344349782369e-06"
"472","home","V2","0.000729279542192037"
"473","hope","V2","1.21344349782369e-06"
"474","hostile","V2","1.21344349782369e-06"
"475","hot","V2","0.000243902143062561"
"476","human","V2","0.00121465694132151"
"477","hurrie","V2","0.00036524649284493"
"478","hurry","V2","0.000243902143062561"
"479","hygene","V2","1.21344349782369e-06"
"480","idea","V2","0.00521902048413969"
"481","ideal","V2","0.000607935192409668"
"482","ignorance","V2","0.000243902143062561"
"483","imagine","V2","0.000122557793280193"
"484","Immaterial","V2","0.000122557793280193"
"485","impair","V2","0.000243902143062561"
"486","impartiality","V2","0.000122557793280193"
"487","important","V2","0.00036524649284493"
"488","impose","V2","0.000122557793280193"
"489","impossible","V2","0.000122557793280193"
"490","impractical","V2","0.000122557793280193"
"491","impression","V2","0.000243902143062561"
"492","inborn","V2","0.000243902143062561"
"493","inch","V2","0.00036524649284493"
"494","include","V2","0.000729279542192037"
"495","independent","V2","0.000243902143062561"
"496","indifference","V2","0.000122557793280193"
"497","individual","V2","0.0020640673897981"
"498","induct","V2","0.000122557793280193"
"499","industry","V2","0.00036524649284493"
"500","inferior","V2","0.00157868999066862"
"501","infiror","V2","1.21344349782369e-06"
"502","inform","V2","0.000122557793280193"
"503","insertion","V2","0.00218541173958046"
"504","insertion]white","V2","0.000243902143062561"
"505","instance","V2","0.000243902143062561"
"506","instuctor","V2","0.000122557793280193"
"507","insult","V2","0.000122557793280193"
"508","int","V2","0.000122557793280193"
"509","intelligence","V2","0.000486590842627299"
"510","intelligent","V2","0.000607935192409668"
"511","intent","V2","0.000122557793280193"
"512","interbree","V2","0.000122557793280193"
"513","interest","V2","0.000607935192409668"
"514","interesting","V2","1.21344349782369e-06"
"515","intermingle","V2","0.000122557793280193"
"516","intermingling","V2","0.000729279542192037"
"517","intermix","V2","0.000243902143062561"
"518","internal","V2","0.000243902143062561"
"519","interspersed","V2","0.000243902143062561"
"520","Irregardless","V2","0.000486590842627299"
"521","jealousy","V2","0.00036524649284493"
"522","jelousy","V2","0.00036524649284493"
"523","job","V2","0.00109331259153914"
"524","join","V2","0.00036524649284493"
"525","keep","V2","0.0059470865828339"
"526","kicking","V2","1.21344349782369e-06"
"527","kill","V2","1.21344349782369e-06"
"528","killing","V2","0.000243902143062561"
"529","kind","V2","0.00194272304001573"
"530","know","V2","0.0043696100356631"
"531","labor","V2","0.000243902143062561"
"532","lack","V2","0.000243902143062561"
"533","large","V2","0.000850623891974406"
"534","larged","V2","0.000243902143062561"
"535","last","V2","0.000243902143062561"
"536","latrine","V2","0.000243902143062561"
"537","lead","V2","0.00133600129110388"
"538","leader","V2","1.21344349782369e-06"
"539","leading","V2","0.00036524649284493"
"540","learn","V2","0.00121465694132151"
"541","leave","V2","0.000607935192409668"
"542","less","V2","0.00194272304001573"
"543","Lessens","V2","1.21344349782369e-06"
"544","let","V2","0.00218541173958046"
"545","level","V2","0.000486590842627299"
"546","liable","V2","0.00036524649284493"
"547","liberation","V2","0.00036524649284493"
"548","life","V2","0.00303482218805705"
"549","light","V2","0.00036524649284493"
"550","liive","V2","0.00036524649284493"
"551","like","V2","0.0094660727265226"
"552","likes","V2","0.000243902143062561"
"553","liking","V2","0.000243902143062561"
"554","limit","V2","1.21344349782369e-06"
"555","line","V2","0.00036524649284493"
"556","link","V2","0.00036524649284493"
"557","list","V2","1.21344349782369e-06"
"558","little","V2","0.000850623891974406"
"559","live","V2","0.0078885961793518"
"560","living","V2","0.00121465694132151"
"561","locale","V2","0.000243902143062561"
"562","logic","V2","0.000122557793280193"
"563","long","V2","0.00036524649284493"
"564","look","V2","0.00170003434045099"
"565","lose","V2","0.00133600129110388"
"566","lost","V2","0.000122557793280193"
"567","lot","V2","0.00655380833174574"
"568","love","V2","0.000243902143062561"
"569","lower","V2","0.000850623891974406"
"570","Lower","V2","0.000122557793280193"
"571","lowere","V2","0.000122557793280193"
"572","M.P.","V2","1.21344349782369e-06"
"573","machine","V2","0.000243902143062561"
"574","maintain","V2","0.000243902143062561"
"575","majority","V2","0.000971968241756775"
"576","make","V2","0.0094660727265226"
"577","makers","V2","0.000122557793280193"
"578","man","V2","0.0190522763593297"
"579","manner","V2","0.000486590842627299"
"580","many","V2","0.0059470865828339"
"581","mark","V2","0.000486590842627299"
"582","married","V2","0.00036524649284493"
"583","marry","V2","0.000243902143062561"
"584","martial","V2","1.21344349782369e-06"
"585","mass","V2","0.000486590842627299"
"586","matched","V2","0.000122557793280193"
"587","matter","V2","0.000607935192409668"
"588","mean","V2","0.00157868999066862"
"589","meaning","V2","0.000486590842627299"
"590","means","V2","0.00036524649284493"
"591","meet","V2","0.000486590842627299"
"592","member","V2","0.000607935192409668"
"593","men","V2","0.000243902143062561"
"594","merger","V2","0.000122557793280193"
"595","mess","V2","0.000607935192409668"
"596","method","V2","0.00036524649284493"
"597","mexican","V2","0.000486590842627299"
"598","migore","V2","0.000243902143062561"
"599","migro","V2","1.21344349782369e-06"
"600","mile","V2","0.000122557793280193"
"601","military","V2","0.000486590842627299"
"602","mind","V2","0.00109331259153914"
"603","minded","V2","0.000243902143062561"
"604","minds","V2","0.00036524649284493"
"605","mingle","V2","0.00145734564088625"
"606","minority","V2","0.000122557793280193"
"607","misatreate","V2","1.21344349782369e-06"
"608","mistake","V2","0.00036524649284493"
"609","mistreat","V2","0.000122557793280193"
"610","misunderstanding","V2","1.21344349782369e-06"
"611","mix","V2","0.013227747569776"
"612","mixe","V2","1.21344349782369e-06"
"613","mixed","V2","0.00109331259153914"
"614","mixen","V2","0.00036524649284493"
"615","mixer","V2","0.000122557793280193"
"616","mixing","V2","0.00036524649284493"
"617","mixture","V2","0.00036524649284493"
"618","monkeying","V2","0.000243902143062561"
"619","mor","V2","0.000122557793280193"
"620","moral","V2","0.00121465694132151"
"621","morale","V2","0.00267078913870994"
"622","motion","V2","0.000243902143062561"
"623","move","V2","0.000243902143062561"
"624","much","V2","0.00618977528239864"
"625","myth","V2","0.000243902143062561"
"626","narrow","V2","0.000243902143062561"
"627","nasty","V2","0.000243902143062561"
"628","national","V2","0.000122557793280193"
"629","nativity","V2","0.000243902143062561"
"630","natural","V2","0.00170003434045099"
"631","nature","V2","0.000486590842627299"
"632","NCO","V2","0.000486590842627299"
"633","necessary","V2","0.000486590842627299"
"634","necessity","V2","0.000243902143062561"
"635","need","V2","0.000486590842627299"
"636","negor","V2","0.00036524649284493"
"637","Negor","V2","0.00036524649284493"
"638","negro","V2","0.0325214991851727"
"639","Negro","V2","0.00157868999066862"
"640","negro'","V2","0.00036524649284493"
"641","Negro's","V2","0.000122557793280193"
"642","negroe","V2","0.0152906015160763"
"643","Negroe","V2","0.00036524649284493"
"644","Negroes","V2","0.00303482218805705"
"645","negros","V2","0.00036524649284493"
"646","Negros","V2","0.00170003434045099"
"647","neogro","V2","0.000122557793280193"
"648","nergoe","V2","0.000122557793280193"
"649","nerve","V2","0.000243902143062561"
"650","new","V2","1.21344349782369e-06"
"651","next","V2","0.000607935192409668"
"652","nice","V2","0.000486590842627299"
"653","nigger","V2","0.000122557793280193"
"654","night","V2","0.000486590842627299"
"655","nigore","V2","1.21344349782369e-06"
"656","non","V2","0.000243902143062561"
"657","non-com","V2","0.00121465694132151"
"658","non-commissioned","V2","0.00036524649284493"
"659","noncom","V2","0.00036524649284493"
"660","Noncom","V2","0.000243902143062561"
"661","noncommissioned","V2","0.00036524649284493"
"662","nonComs","V2","0.000122557793280193"
"663","none","V2","1.21344349782369e-06"
"664","nonsense","V2","0.000122557793280193"
"665","north","V2","1.21344349782369e-06"
"666","NORTH","V2","0.000243902143062561"
"667","northern","V2","0.000486590842627299"
"668","Northern","V2","0.000607935192409668"
"669","northerner","V2","0.000486590842627299"
"670","note","V2","0.000243902143062561"
"671","null","V2","1.21344349782369e-06"
"672","number","V2","0.000243902143062561"
"673","O.k","V2","0.000122557793280193"
"674","o.k.","V2","0.000607935192409668"
"675","obey","V2","0.000243902143062561"
"676","object","V2","0.000243902143062561"
"677","objection","V2","0.00036524649284493"
"678","obtain","V2","0.000122557793280193"
"679","occur","V2","1.21344349782369e-06"
"680","oder","V2","0.00036524649284493"
"681","odor","V2","0.000729279542192037"
"682","offend","V2","0.000243902143062561"
"683","offense","V2","0.000243902143062561"
"684","officer","V2","0.00254944478892757"
"685","Officer","V2","0.00036524649284493"
"686","officers","V2","0.000243902143062561"
"687","officr","V2","0.00194272304001573"
"688","oil","V2","0.000243902143062561"
"689","oklahoma","V2","0.000122557793280193"
"690","old","V2","0.0020640673897981"
"691","one","V2","0.000850623891974406"
"692","open","V2","0.000122557793280193"
"693","operate","V2","0.000850623891974406"
"694","opertunity","V2","0.000122557793280193"
"695","opinion","V2","0.000850623891974406"
"696","oppinion","V2","0.000243902143062561"
"697","opportunity","V2","0.00036524649284493"
"698","oppose","V2","0.000729279542192037"
"699","order","V2","0.00145734564088625"
"700","ordr","V2","0.000122557793280193"
"701","organization","V2","0.000607935192409668"
"702","outcast","V2","0.000122557793280193"
"703","outfin","V2","0.000243902143062561"
"704","outfit","V2","0.0191736207091121"
"705","outfits","V2","0.000486590842627299"
"706","outlook","V2","1.21344349782369e-06"
"707","Outlook","V2","0.000122557793280193"
"708","outshine","V2","0.000122557793280193"
"709","overbear","V2","0.000243902143062561"
"710","overlook","V2","0.000243902143062561"
"711","overrun","V2","0.000486590842627299"
"712","owe","V2","0.000122557793280193"
"713","P.X.","V2","1.21344349782369e-06"
