,PROJECT_ID,ABSTRACT,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,PROJECT_START_DATE,PROJECT_END_DATE,FY,FY_TOTAL_COST
24,90059,"SciGirls, produced by Twin Cities Public Television, is a new PBS 13-part half-hour television series with accompanying Web and outreach activities targeted to girls ages 8 - 13-year olds.  The intended impacts are to 1) to foster a greater interest in STEM among girls ages 8 to 13 and their parents, with girls from diverse communities the highest priority; 2) connect girls to existing, quality STEM education opportunities in their communities; and 3) contribute to the growing body of research to deepen understanding of the most effective ways to engage girls in STEM activities and encourage them to pursue STEM careers.  The project?s two strategic partners are the National Girls Collaborative Project (NGCP) in Seattle, and The Franklin Institute in Philadelphia.  The NGCP will link SciGirls TV with its network of 500 community-based science programs for girls, and The Franklin Institute will help form an affiliate network of science museums to implement SciGirls TV outreach activities.  In addition to the broadcasts on PBS Plus, the videos will be distributed via online streaming and DVD?s, as well as via versions that can be downloaded to portable video players.  The most significant web component will be a social networking feature that will allow girls interested in science to connect with others across the nation.  Barbara Flagg of Multimedia Research will conduct formative evaluation of the first rough cuts, and a subsequent summative evaluation of the completed programs and of the social networking web site.",13 year old; Age; base; career; Cities; Communities; Education; Evaluation; Fostering; girls; Hour; Institutes; interest; Internet; Link; Multimedia; Museums; outreach; Parents; Philadelphia; programs; Research; Science; Series; Social Network; social networking website; Stream; Television; Twin Multiple Birth,SCIGIRLS - A NEW NATIONAL TV SERIES,NSF,NSF,9/15/2008,8/31/2011,2008,2598634.0
25,90060,THERMAL EMISSION ANALYSIS OF EXTINCT COMET CANDIDATES AND M-TYPE ASTEROIDS We propose thermal and compositional analysis of thermal emission spectra (5.2 / 38 microns) of two groups of small bodies: Extinct comet candidates and M-type asteroids. Together,Minor Planets,THERMAL EMISSION ANALYSIS OF EXTINCT COMET CANDIDATES AND M-TYPE ASTEROIDS WE PROPOSE THERMAL AND COMPOSITIONAL ANALYSIS OF THERMAL EMISSION SPECTRA (5.2 / 38 MICRONS) OF TWO GROUPS OF SMALL BODIES: EXTINCT COMET CANDIDATES AND M-TYPE ASTEROIDS. TOGETHER,NASA,NASA,7/18/2008,7/17/2011,2008,53233.0
26,90062,"Morgan State University and Baltimore City Public School System (BCPSS) are core partners for the MSP-Start  BRAIN-STEM  project which is building the necessary institutional infrastructure, in both the university and the school system, to implement activities that integrate mathematical and biological concepts in a manner that can be incorporated into high school mathematics and science courses.  From a content perspective, they are focusing on discrete mathematics and genomics as material that is interesting, engaging, and at an appropriate level for success.  They are conducting a needs analysis in the BCPSS by collecting and analyzing student achievement and teacher characteristic data in grades 9 - 12 math and science.  They are using these results in designing a project that addresses the content and pedagogical needs of Baltimore City Public School System (BCSS) life sciences and mathematics teachers through the use of integrated problem-based learning that incorporates standards-based mathematics instruction and inquiry-based science instruction.  Furthermore, they are using their evaluation outcomes as the basis for developing a full MSP Targeted Partnership proposal.Morgan State University is a public, coeducational university which primarily serves students from underrepresented minority backgrounds.  Baltimore City Public School System (BCPSS) serves over 87,000 students in urban and non-urban settings in Baltimore, Maryland, including 37 different high schools.  About 75% of the school age children in the Baltimore City Public School district are African American.",Achievement; Address; African American; Baltimore; base; Biological; Biological Sciences; Characteristics; Child; Cities; Data; design; Evaluation; Genomics; high school; innovation; Instruction; interest; Maryland; Mathematics; Outcome; Problem-Based Learning; Research; Research Infrastructure; School-Age Population; Schools; Science; Students; success; System; teacher; Underrepresented Minority; Universities,BALTIMORE RESEARCH AND INNOVATIONS FOR NEW-STEM PARTNERSHIPS,NSF,NSF,9/1/2008,8/31/2011,2008,299986.0
27,90063,"Much of the literature on technological innovation focuses on analyzing measures of the scientific, technical, or commercial productivity of specific types of innovation-related activities in isolation, and does not consider the overall productivity of the linked sequences of these activities that constitute an innovation chain, from scientific discovery through commercialization. There currently is a gap in understanding of how different types of individual innovative activities come to be linked sequentially in a chain of events that ultimately may produce new commercial products or processes. Similarly, little is known about the organizational and institutional determinants of the overall productivity of linked sequences of such innovative events over time and space. This project analyzes the economic, organizational, and institutional determinants of the probability of a successful transition between such innovative events, and ultimately, toward commercially successful innovation, at each stage along the innovation chain. Data gleaned from patents, scientific publications, literature and patent citations, licensing agreements, research funding, and collaborative agreements are being used to construct a novel database of spatial and temporal linkages between activities and entities at each stage along an innovation chain, and to develop qualitative and quantitative indicators of knowledge and technology flows within these chains of linked events. The database is being constructed using case studies of nano-electronic innovations in the semiconductor industry, and applications of biotechnology innovations in the pharmaceutical industry. This research focus is inspired by efforts within these two mature high technology industries to experiment with novel strategies to integrate emerging technologies into their innovation pipelines. The variety and breadth of organizational, institutional, and funding strategies used to coordinate innovative activities in these industries provides a rich and varied set of data to be used in developing indicators and understanding of knowledge and technology flows. Broader Impacts: Although this research focuses on the semiconductor and pharmaceutical industries, the analysis should also have a broader impact in the development of more generally applicable stylized facts about determinants of the innovative process. The indicators of knowledge and technology flows being constructed are available for use as data in estimation of econometric models of determinants of the probability of a given R&D project successfully transitioning to various possible types of successor projects along an innovation chain, and ultimately, resulting in commercialization. Analysis of this database using a structural model provides empirical insights into the economic, organizational and structural factors that maximize the probability of success for innovation-related projects. These insights are a significant contribution to the development of a science of science and innovation policy. Further, decision makers in both the public and private sectors should be able to use these results to help choose among different possible organizational, institutional, and funding strategies, and improve the odds of successful innovation resulting from supported projects.",Agreement; Biotechnology; Case Study; case-based; commercialization; Data; Data Set; Databases; Development; Drug Industry; Econometric Models; Economics; Emerging Technologies; Event; Funding; Glean; improved; Individual; Industry; innovation; insight; Knowledge; Legal patent; Licensing; Link; Literature; Measures; Modeling; nanoelectronics; novel; novel strategies; Policies; Private Sector; Probability; Process; Productivity; Publications; Research; research and development; research study; Science; Semiconductors; Staging; Structural Models; success; technological innovation; Technology; Time,MODELING INNOVATION CHAINS USING CASE-BASED ECONOMETRICS: NANO-ELECTRONICS AND BIOTECHNOLOGY APPLICATIONS,NSF,NSF,9/15/2008,8/31/2012,2008,374221.0
28,90065,"Computer Engineering (32)This project involves the running of the Information Assurance Capacity Building Program (IACBP), intended to improve the capacity of Minority-Serving Institutions (MSIs), including both Historically Black Colleges and Universities (HCBUs) and Hispanic Serving Institutions (HSIs), to offer high quality Information Assurance (IA) education and a specialization in Computer Forensics Science. The IACBP aids MSIs to develop IA curricula under advisement and with academic enrichment from established leaders in the field, leading to the implementation of new IA activities at the MSIs. The objectives are to build new capacity or expand existing capacity to offer IA courses and programs at MSIs not currently designated as Centers of Academic Excellence (CAE) in IA Education; to expand the research opportunities in IA; and to help build expertise in Cyber Forensics Science. As a two-year workshop, the program gives a two-week session during the first year that presents IA theory and practice, and then gives a three-day follow-up session during the second year where participants present their initial outcomes and results to their peers. This method integrates three main components: technological knowledge, pedagogical support and an individual curriculum development plan.",Computers; Development Plans; Education; Educational Curriculum; Educational workshop; Engineering; follow-up; Forensic Sciences; Hispanics; Historically Black Colleges and Universities; improved; Individual; information assurance; Institution; Knowledge; Methods; Minority-Serving Institution; Outcome; Participant; peer; programs; Research; Running; theories,INFORMATION ASSURANCE CAPACITY BUILDING PROGRAM,NSF,NSF,10/1/2008,9/30/2011,2008,299420.0
29,90067,"The research objective of the project is the design of a photovoltaic (PV) grid-connected system for remote rural health clinics in Egypt. The work encompasses data collection of load and weather parameters, selection and comparison of PV grid-connected system configurations, modeling and simulation of PV-grid-connected operation, design of power management system, economic assessment of the proposed system and specification of the proposed system.This project is being supported by the U.S.-Egypt Joint Board For Science and Technology which is funding both the U.S. and Egyptian sides of the collaboration.  Intellectual Merit:The project represents a natural continuation of the scientific cooperation between the Electronics Research Institute and the University of Nevada in the new research area of photovoltaic (PV) energy as an alternative and clean energy source. The project will focus on a detailed study of PV-grid connected energy system configuration, components, mode of operation and control, and costs. The second main objective of the project is to study the utilization of PV grid-connected energy systems to supply remote rural emergency health clinics in Egypt with electrical energy. This includes assessing the required size of the PV system. Broader Impacts:The project's objectives are to develop new approaches to energy systems that will provide reliable service to remote hospitals in Egypt where grid power is currently unreliable. Moreover, the approach to PV grid-connected energy systems will encourage government and private investment in PV energy in Egypt. This will provide currently underserved areas with access to reliable clean energy while saving fossil fuels and protecting the environment from harmful emissions. In addition, some of the developed solutions will benefit states with remote sparsely populated areas, like Nevada. As part of the effort young Egyptian scientists will be trained in the use of sophisticated software for power system analysis that is not available in their institutions.",Area; Clinic; Collaborations; Computer software; Cost Control; Data Collection; design; Economics; Egypt; Electronics; Emergency Situation; Energy-Generating Resources; Environment; Fossil Fuels; Funding; Government; Health; Hospitals; Institution; Investments; Joints; models and simulation; Nevada; novel strategies; operation; Research; Research Institute; Rural; Rural Health Centers; Science; Scientist; Services; Side; Solutions; System; Systems Analysis; Technology; Training; Universities; Weather; Work,PV-GRID-CONNECTED SYSTEM FOR EMERGENCY HEALTH CLINIC,NSF,NSF,10/1/2008,9/30/2010,2008,30000.0
30,90069,THE ROLE OF WATER IN THE EARLY FORMATION OF MARS: WET MAGMA OCEAN CRYSTALIZATION / THE GROWTH OF A WATER ATMOSPHERE / AND RETENTION OF WATER IN THE MANTLE Introduction: On Mars crater densities indicate that crust in both hemispheres dates from the early,density; Growth; Oceans; Planet Mars; planetary Atmosphere; Role; Water,THE ROLE OF WATER IN THE EARLY FORMATION OF MARS: WET MAGMA OCEAN CRYSTALIZATION / THE GROWTH OF A WATER ATMOSPHERE / AND RETENTION OF WATER IN THE MANTLE INTRODUCTION: ON MARS CRATER DENSITIES INDICATE THAT CRUST IN BOTH HEMISPHERES DATES FROM THE EARLY,NASA,NASA,9/19/2008,4/18/2011,2008,195437.0
31,90070,LIGHT RUNNERS STEREO SPACE MISSION E/PO  Light Runners  is a touring E/PO program that provides unprecedented access to STEREO space mission imagery data to the blind and visually handicapped as well as sighted populations across the country. The program,blind; Country; Data; Disabled Persons; handicapping condition; Imagery; Light; Mission; Population; programs; Vision,LIGHT RUNNERS STEREO SPACE MISSION E/PO ''LIGHT RUNNERS'' IS A TOURING E/PO PROGRAM THAT PROVIDES UNPRECEDENTED ACCESS TO STEREO SPACE MISSION IMAGERY DATA TO THE BLIND AND VISUALLY HANDICAPPED AS WELL AS SIGHTED POPULATIONS ACROSS THE COUNTRY. THE PROGRAM,NASA,NASA,9/19/2008,7/22/2010,2008,123714.0
32,90073,"Health care delivery in the U.S. is experiencing severe and worsening problems.  Costs are higher than in other countries and continue to increase, yet the overall quality of care delivered is not improving.  Increasing demand for health care as baby boomers become elderly is further straining the care delivery system.  Thus, dramatic changes are needed in health care delivery in the U.S. over the next decade.  One proposed solution is computer systems designed for health care, called health information technology (HIT).  These HIT systems, particularly electronic health records (EHR) that store patients? medical history and their interactions with physicians, promise significant improve¬ments in quality, effectiveness and productivity of care delivery.  Yet simply installing HIT without significantly changing existing work processes is unlikely to produce needed results. What is needed is an in-depth under¬standing of how HIT and process design techniques should be conceptualized and applied in health care. This project develops theories that can transform health care delivery processes in the U.S., through a deep understanding of the changes needed to make effective use of HIT and process design techniques.  The questions we address are: What capabilities does an EHR provide and which are used by health care organizations?  Which characteristics of the health care context, including characteristics of countries, the physician and nursing professions, and health care organizations, enable and inhibit the ability of health care organizations to take advantage of what EHR systems provide?  What are the dynamics of change by which EHR capabilities affect care delivery processes?  How and why do new EHR systems improve or reduce the quality and productivity of health care delivery processes?  How do health care organizations and individuals working in them need to change to make the most effective use of new EHR systems?  Answers to these questions will provide the knowledge needed to transform health care delivery processes in the U.S.This team will conduct multiple case studies of EHR implementation in health care organizations to understand the dynamics of change as the EHR implementation alters health care delivery processes.  The case studies will be carried out at our partner organizations, Fallon Clinic, UMass Memorial Health Care, Canada?s single payer system in British Columbia, and two of Israel?s four Health Fund systems.  These four settings provide different health care contexts, enabling us to observe and learn from their differences.  Improving the quality of health care delivered in the U.S. as well as reducing its cost has become a critically important societal goal.  The health care system is reaching a breaking point, and needs to be changed.  Simplistic solutions, however, will not work. Solutions require an interdisciplinary approach and the holistic, in-depth understanding of the variety of forces influencing change that will be studied in this project.  The work produced will provide a foundation for a larger community of researchers transforming HIT and process design ideas to solve health care delivery problems.",Address; Affect; British Columbia; Canada; care delivery; Case Study; Characteristics; Clinic; Communities; computer system design; cost; Country; design; Discipline of Nursing; Effectiveness; Elderly; Electronic Health Record; experience; Foundations; Funding; Goals; Health; health care delivery; health care quality; health care service organization; health information technology; Healthcare; Healthcare Systems; improved; Individual; Information Systems; interdisciplinary approach; Israel; Knowledge; Learning; Medical History; Patients; Physicians; Process; Productivity; Quality of Care; Research Personnel; Single-Payer System; Solutions; System; Techniques; theories; Work,AOC: HEALTH INFORMATION TECHNOLOGY AS AN AGENT OF CHANGE FOR IMPROVING HEALTH CARE DELIVERY PROCESSES,NSF,NSF,10/1/2008,9/30/2011,2008,749985.0
33,90074,"Computer Science (31)Scholarships for both undergraduate and graduate students are being given by this institution to students seeking degrees in a broad-based Information Assurance (IA) program with a special focus on computer forensics.  The institution's IA program offers a blend of education, research, experiential learning, and professional development.  The computer forensics program focus benefits from a close association with a nearby Regional Computer Forensics Laboratory.  Each scholarship recipient completing this IA degree program serves for two years as an IA professional in a Federal government agency.",Active Learning; base; computer science; Computers; Development; Education; Educational Curriculum; Federal Government; Forensic Medicine; Government Agencies; graduate student; information assurance; Institution; Laboratories; programs; Research; Scholarship; Students,SFS (SCHOLARSHIP TRACK): AN INTERDISCIPLINARY INFORMATION ASSURANCE CURRICULUM,NSF,NSF,9/1/2008,8/31/2011,2008,695297.0
34,90075,"Goals: This Research Infrastructure Improvement award seeks to improve observational modeling and analysis of high elevation hydroclimatology by strengthening the instrumentation and modeling infrastructure. A second goal is to address a critical state problem with global significance ? understanding and forecasting the effects of climate change on water supply and water quality in arid regions. Climate changes are affecting natural environments around the world. In New Mexico, climate changes are altering processes associated with water supply, which sustains New Mexico?s economy and determines, to a large extent, the quality of life. This multidisciplinary effort will transform climate change science and policymaking in New Mexico by providing the tools required for quantitative, science-driven discussion of difficult water policy options facing the state, and will create a citizenry that is informed about climate change and its impact on natural resources.Project Major Foci: The research will address the influence of large scale atmospheric circulations on regional and local atmospheric processes and explore how hydrometeorological fluctuations propagate into changes in surface flows downstream.Given the uncertainties associated with global coupled model projections across southwestern North America, the research will examine the covariability of precipitation and land anomalies in these projections as they relate to the Southwest. Land-atmosphere feedbacks associated with snowpack at high elevation may be of first-order importance in modulating the transition from winter to summer precipitation in the current climate. Thus, characterizing and properly simulating the full seasonal hydrological cycle in regions with winter snowpack is critical for process-based analysis and for projections of stream flows in New Mexico, motivating the proposal?s focus on the upstream portion of the Rio Grande in northern New Mexico.Intellectual MeritThe impacts of climate change on New Mexico are profound and are altering processes associated with the water supply for the region. Proposed research infrastructure improvements will enable scientists to observe processes at the watershed scale and to understand the effects of climate change on water supply, water sources, and water quality in arid regions. New Mexico EPSCoR proposes to strategically invest in building a robust hydrologic infrastructure to develop a better understanding of the relationship of high elevation events to downstream water supplies. This capability is needed for meaningful forecasting and decision support. New cyberinfrastructure will support multi-scale modeling and rapid delivery of climate change data and information to scientists, educators, decision-makers, and the public.Broader ImpactsNew Mexico EPSCoR research foci are of global scientific and societal importance. The investment in research, cyberinfrastructure and human infrastructure will establish New Mexico as a laboratory for climate change and a model for science-based public policy that can serve science and society. Education, outreach and diversity programs will create a citizenry that is informed about climate change and its impact on natural resources.",Address; Affect; Award; base; Blood Circulation; Climate; climate change; Coupled; Data; Education and Outreach; Environment; Event; Feedback; Goals; Human; improved; instrumentation; Investments; Laboratories; Modeling; multidisciplinary; multi-scale modeling; Natural Resources; New Mexico; North America; planetary Atmosphere; Policies; Precipitation; Process; programs; Public Policy; Quality of life; Research; Research Infrastructure; Science; science and society; Scientist; Simulate; Source; Stream; Surface; tool; Uncertainty; Water; water quality; Water Supply,NEW MEXICO EPSCOR RII3: CLIMATE CHANGE IMPACTS ON NEW MEXICO''S MOUNTAIN SOURCES OF WATER,NSF,NSF,9/1/2008,8/31/2013,2008,9000000.0
35,90081,"PI: Gurmukh (Guri) S. Johal, Purdue UniversityCo-PI: Clifford F. Weil, Purdue UniversityCo-PI: James. W. Moyer, North Carolina State UniversityCo-PI: Peter J. Balint-Kurti, North Carolina State UniversityPlant disease resistance (R) genes encode proteins that respond to pathogen invasion by triggering a rapid, localized  hypersensitive reaction  (HR), in which host tissue immediately adjacent to the site of infection undergoes programmed cell death. Although, HR is a fundamental part of the immune response in plants, very little is known about the genes that trigger, signal, execute, and then contain it. Exhaustive mutagenesis screens have been conducted in Arabidopsis, but have turned up only a few genes linked to HR, possibly because of genetic redundancy or lethality of HR mutants. An alternate and potentially huge resource of HR variation is available in natural germplasm.  If effectively tapped and delineated, this resource has the potential to advance considerably our understanding of HR . By taking advantage of a constitutive-active allele of the Rp1 gene, which confers resistance to the common rust disease of maize, we have demonstrated that the maize germplasm contains vast amounts of variation capable of impacting HR. This project will test the broad use of an innovative approach, which looks for naturally occurring alleles that suppress mutant phenotypes to rapidly detect and explore natural variation underlying HR. Using this approach, one HR-modulating locus (Hrml1) has already been identified and mapped in a preliminary test using the IBM population of maize; this QTL will be cloned.  In addition, many more QTL will be identified and characterized by broadening the screen to the 5000-line Nested Association Mapping (NAM) population currently available to the maize community. The broader impacts of the project are many-fold.  First, the approach of discovering and harnessing genetic diversity is likely to be broadly applicable to a large number of important traits in most plant species. Second, an outreach component will bring the uses of biodiversity to middle school curricula (Grades 6-8) and the topics of DNA sequence analysis and quantitative trait analysis to high school curricula, with the development and test of teaching materials that can be widely distributed.  Third, these teaching modules will be developed for and with students from a wide range of cultural, racial and educational backgrounds, and their teachers.  This approach will allow development of several versions of these modules, using different examples, different assessments and different forms of presentation so that they can be applied  effectively in a variety of settings.  The goal is to overturn the stereotype that these subjects are too complex for middle and high school students to grasp, and to prime student to investigate plant diversity and genetics in greater detail later in their education so that they are better able to understand the issues.  These topics are not generally covered in most science curricula at these levels, despite their increasing importance scientifically and socially. The outcomes and biological resources generated by this project will be available through the project website: http://www.Rp1-MAGIC.purdue.edu.",Alleles; Apoptosis; Arabidopsis; Biodiversity; Biological; Communities; Complex; Development; Disease; Disease Resistance; DNA Sequence Analysis; Education; Educational Background; Educational Curriculum; Educational process of instructing; Genes; Genetic; Goals; grasp; high school; Immune response; Immunity; Infection; innovation; junior high school; Link; Maize; Maps; Mediating; middle school; Mutagenesis; mutant; North Carolina; Outcome; outreach; pathogen; Phenotype; Plant Diseases; Plants; Population; Proteins; Quantitative Trait Loci; Reaction; Resistance; Resources; Science; Signal Transduction; Site; Stereotyping; Students; teacher; Teaching Materials; Testing; Tissues; trait; Universities; Variant; vpr Genes; web site,MUTANT-ASSISTED EXPLORATION OF NATURAL VARIATION UNDERLYING R GENE-MEDIATED IMMUNITY IN MAIZE,NSF,NSF,9/15/2008,8/31/2011,2008,2331864.0
36,90084,"Computer gaming and simulations enjoy great popularity and are used by the military and corporate world to enhance training. Their potential to support science learning, however, is relatively untapped. The Board on Science Education (BOSE) at the National Research Council (NRC) proposes to hold a two-day workshop to explore the connections between what is known about science learning and computer gaming and simulations, the role computer gaming and simulations could play in assessing learning, and the pathways by which they could be used on a large scale. The workshop will be the basis for the development of a research agenda to gain a better of understanding of how gaming and simulations can support learning and assessment in science.",base; computer science; Computers; Development; Education; Educational workshop; Learning; Military Personnel; Pathway interactions; Play; Research; Role; Science; science education; simulation; Training,"SGER: LEARNING SCIENCE: COMPUTER GAMES, SIMULATIONS, AND EDUCATION",NSF,NSF,9/15/2008,4/30/2011,2008,200000.0
37,89964,EVOLVING NONLINEAR FORCE-FREE MAGNETIC MODELS OF THE SOLAR CORONA Despite considerable progress in observing the structure and evolution of the solar corona the root causes of many phenomena remain elusive. The dynamics associated with coronal heating pro,Evolution; Heating; Magnetism; Modeling; Plant Roots; Structure,EVOLVING NONLINEAR FORCE-FREE MAGNETIC MODELS OF THE SOLAR CORONA DESPITE CONSIDERABLE PROGRESS IN OBSERVING THE STRUCTURE AND EVOLUTION OF THE SOLAR CORONA THE ROOT CAUSES OF MANY PHENOMENA REMAIN ELUSIVE. THE DYNAMICS ASSOCIATED WITH CORONAL HEATING PRO,NASA,NASA,9/18/2008,9/17/2011,2008,374795.0
38,89963,"This proposal responds to the need for realizing the potential of cyber-infrastructure for education and argues that in order for cyber-enabled learning to be realized and used, three important issues must be addressed: (a) It is critical to be able to characterize what is meant by cyber-enabled learning; (b) multiple approaches to gathering evidence of sophisticated cyber-enabled learning must be developed; and (c) learning must be attributable to participation in the identified cyber-enabled learning. The project, therefore, has three goals: (1) to characterize cyber-enabled learning using a case study; (2) to identify the assessment and psychometric issues related to assessing cyber-enabled learning; and (3) to propose methodological solutions to modeling learning in such complex learning environments. The focus of the stduy is on a substantial case study in geoscience, which employs science content that is accessible to a wide range of the education community, and which draws on known areas of research, particularly scientific visualization: the study of earthquakes, tsunamis, and related phenomena. This project asks: What is the character of analytical reasoning for geoscience within a networked, cyber-infrastructure framework, and what counts as evidence for such reasoning? What assessment and psychometric issues must be addressed? What are the methodological challenges in modeling and assessing learning within this cyber-infrastructure project? For example, how are claims of causality handled in a complex networked and nested learning environment, and what evidence would make such claims credible? This project addresses potentially new concepts by examining the transformative and dynamic nature of cyber-infrastructure.",Address; Area; Case Study; Community Health Education; Complex; cyber infrastructure; Earthquakes; Education; Educational process of instructing; Environment; Etiology; Goals; Imagery; Learning; Measurement; Modeling; Nature; Psychometrics; Research; Science; Solutions; Tsunami,MODELING CYBER-ENABLED LEARNING AND TEACHING: ADDRESSING METHODOLOGICAL AND MEASUREMENT ISSUES,NSF,NSF,9/15/2008,8/31/2010,2008,198845.0
39,90090,"The Binding Principles, perhaps the most well studied principles in human language, state where in a sentence nominals (e.g., pronouns, common and proper nouns, etc.) may occur, and what they may/may not refer to. Many prominent researchers argue that these principles are part of our innate linguistic endowment because (i) they occur in the vast majority of languages for which we have data, and (ii) children in every language studied to date exhibit them at the very earliest testable ages. This argument for innateness is threatened somewhat by the existence of a handful of languages, e.g., Thai, in which the Binding Principles appear not to hold. If these principles are innate, exceptional languages like Thai should not exist.So why don't Thai speakers obey the Binding Principles? Thai children hold the answer to this puzzle: if Thai children, unlike Thai adults, exhibit knowledge of the Binding Principles at young ages, this will show that the principles are indeed part of our innate linguistic endowment, and that as children mature, they 'unlearn' these principles on the basis of adult input. However, if Thai children show no evidence of the Binding Principles at any stage in development, this will suggest that the principles are not innate. If this is the case, children acquiring other languages (e.g., English) do not have access to these innate principles, and must simply learn them on the basis of experience and other (non-linguistic) mechanisms. This project will test 80 Thai children aged 3yrs-7yrs and 20 adult Thai speakers on six experiments, each targeting a different aspect of the Binding Principles. The project will not only address one of the biggest debates in cognitive science (nature versus nurture), but it will also gather data from an understudied language, as well as establish and foster relations between academic institutions in Thailand and the United States. Moreover, this work will lay the foundation for the development of standards for the acquisition of Thai that may be used for Speech Pathology or educational assessment purposes.",Address; Adult; Age; aged; base; Child; Cognitive Science; Data; Development; Educational Assessment; Endowment; English Language; Exhibits; experience; Fostering; Foundations; Human; Institution; Knowledge; Language; Learning; Linguistics; nature versus nurture; Research Personnel; research study; Speech Pathology; Staging; Testing; Thailand; United States; Work,BINDING IN ADULT AND CHILD THAI,NSF,NSF,9/15/2008,8/31/2011,2008,138841.0
40,90093,"TECHNICAL SUMMARY:This award supports research and education on emergent properties of highly correlated electronic systems. The main thrust of the research undertaken here is the effort at  theoretical characterization of qualitatively new behaviors of interacting electrons (i.e. new states of matter) as well as new regimes of parameters in which familiar states of matter behave in new and different ways. In addition, some of the research explores qualitatively the relation between the microscopic interactions between electrons and the effective parameters that control the macroscopic behavior of solids.The search for new states of matter continues an ongoing effort by the PI in the theory of ''electronic liquid crystals.'' This work is based on an analogy between classical liquid crystals and corresponding phases of strongly interacting electrons.  Electronic liquid crystals are quantum states with behaviors intermediate between a Fermi liquid and a Wigner crystal. Examples of such states have recently been observed experimentally: the anisotropic states (quantum Hall nematics) that are seen in high mobility quantum Hall devices and the metamagnetic nematic phase that has recently been identified in Sr3Ru2O7. The more microscopic issues to be addressed involve the physics of the superconducting Tc. A number of questions are addressed theoretically.  What is it about superconductivity that causes transition temperatures, generally, to be so low, while other orders, such as ferromagnetism, frequently onset at much higher temperatures? Why is there, in the cuprate high temperature superconductors, an ''optimal'' doping at which Tc is maximal ? what is there an excess of in ''overdoped'' cuprates? Are there optimal mesoscale structures for superconductivity, structures that enhance the strength of the electron pairing without too strongly suppressing the superfluid stiffness? The research also seeks to interpret the importance of evidence of wide-spread mesoscale inhomogeneities in the cuprates ? both self-organized (i.e. stripes) and nucleated by disorder. The research is motivated by a need to clarify  whether these observations are complicating details or essential to the mechanism of high temperature superconductivity.The effort undertaken has  broader impacts with  both scientific and educational consequences. Scientifically, there is impact in extending the understanding of the origins of high temperature superconductivity because that opens new theoretical opportunities as well as providing better ability to design materials with this highly desirable property.  Involving students and postdoctoral researchers in the diverse   problems and theoretical techniques used  provides an exceptional training for talented young people. Past students and postdoctoral researchers have gone on to university faculty positions and their own careers in teaching and research and some have found successful positions in high tech companies and a variety of other fields outside of mainstream physics.NONTECHNICAL SUMMARY:This award supports research and education on exotic properties and unexplained electronic states  of unusual materials. The broad thrust of the research undertaken here is the theoretical characterization of qualitatively new behaviors and new states of matter as well as investigating how familiar forms matter can be made to behave in new and different ways. This research explores these unusual states of matter by looking at the behavior of electrons and the microscopic level of the atoms that make up the material and then connecting those behaviors with the large scale properties which are seen in the material as a solid whole.The search for new states of matter continues an ongoing effort by the PI in the theory of ''electronic liquid crystals.'' This work develops theories of why some materials have electrons that are not just quiescently distributed more or less uniformly but which instead group together in various patterns.The  issues to be addressed also involve the physics of the superconducting materials, those which can conduct electricity with no resistance and thus no waste of energy. The questions are quite basic.  What is it about superconductivity that causes working temperatures, generally, to be so low? Why is there, in some high temperature superconductors, an ''optimal'' composition at which the working temperature is highest? Are there optimal ways of creating structures for superconductivity, structures that enhance performance? The research is motivated by a need to clarify which experimental  observations are complicating details and which are essential clue to discovering to the mechanism needed to explain high temperature superconductivity.The effort undertaken has  broader impacts with  both scientific and educational consequences. Scientifically, there is impact in extending the understanding of the origins of high temperature superconductivity because that opens new theoretical opportunities as well as providing better ability to design materials with this highly desirable property.  Involving students and postdoctoral researchers in the diverse   problems and theoretical techniques used  provides an exceptional training for talented young people. Past students and postdoctoral researchers have gone on to university faculty positions and their own careers in teaching and research and some have found successful positions in high tech companies and a variety of other fields outside of mainstream physics.",Address; Award; base; Behavior; career; design; Devices; Disease; Education; Educational process of instructing; Electricity; Electronics; Electrons; Faculty; High temperature of physical object; liquid crystal; Liquid substance; Microscopic; Pattern; Performance; Phase; Physics; Positioning Attribute; Property; Psychological Techniques; quantum; Research; Research Personnel; Research Support; Resistance; Solid; Structure; Students; superconductivity; System; Temperature; theories; Training; Transition Temperature; Universities; wasting; Work,EMERGENT PROPERTIES OF HIGHLY CORRELATED ELECTRONIC SYSTEMS,NSF,NSF,10/1/2008,9/30/2012,2008,420000.0
