"","id","login","deg_cent","wtd_deg_cent","eigen_cent","page_rank","auth_score","hub_score","k_core","component","louvain_comm","fstgrdy_comm"
"22","22","Certified Healthcare Technology Specialist -  Technical/Software Support Staff",41,42,2.31157923245432e-15,0.00106874557149199,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"23","23","Associate in Information Technology",41,42,2.34368449957174e-15,0.00106874557149195,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"24","24","Avid Certified Support Representative: Pro Tools",41,42,2.31157923245432e-15,0.00106874557149192,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"25","25","Avid Certified Support Representative: ISIS",41,42,2.31157923245432e-15,0.00106874557149188,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"26","26","Avid Certified Support Representative: MediaCentral | Asset Management",41,42,2.31157923245432e-15,0.00106874557149185,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"27","27","Avid Certified Support Representative: Media Composer",41,42,2.35973713313045e-15,0.00106874557149181,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"28","28","Citrix Endpoint Management Certified",41,42,2.31157923245432e-15,0.00106874557149178,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"29","29","Citrix Virtual Apps and Desktops Service on Citrix Cloud Certified",41,42,2.37578976668917e-15,0.00106874557149174,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"30","30","Citrix Virtual Apps and Desktops Service Integration with Microsoft Azure Certified",41,42,2.32763186601303e-15,0.0010687455714917,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"31","31","Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate",41,42,2.32763186601303e-15,0.00106874557149167,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"32","32","SAP Certified Application Associate - SAP Sales Cloud 1911",41,42,2.31157923245432e-15,0.00106874557149163,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"33","33","SAP Certified Application Associate - SAP CPQ Implementation",41,42,2.34368449957174e-15,0.00106874557149159,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"34","34","Computer Service Technician",41,42,2.29552659889561e-15,0.00106874557149155,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"35","35","KCS Foundation",41,42,2.29552659889561e-15,0.00106874557149151,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"36","36","Juniper Networks Certified Certified Data Center Design Professional",41,42,2.32763186601303e-15,0.00106874557149148,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"37","37","Certified Wireless Design Professional",41,42,2.31157923245432e-15,0.00106874557149144,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"38","38","Certified Wireless Technology Specialist",41,42,2.31157923245432e-15,0.0010687455714914,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"39","39","Apple Certified iOS Technician (ACiT) Certification (2019)",42,43,2.23131606466077e-15,0.00122343257502215,4.17368472526477e-16,4.17368472526477e-16,41,3,3,2
"40","40","Avid Certified User: iNEWS",41,42,2.32763186601303e-15,0.00106874557149132,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"41","41","Avid Certified Support Representative: Avid NEXIS",41,42,2.32763186601303e-15,0.00106874557149128,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"42","42","HDI Support Center Team Lead",41,42,2.2794739653369e-15,0.00106874557149124,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"43","43","Certified Cyber Security Professional - Associate/Practitioner",41,42,2.31157923245432e-15,0.0010687455714912,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"44","44","Certified Cyber Security Professional - Foundation",41,42,2.35973713313045e-15,0.00106874557149116,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"45","45","Microsoft Certified: Dynamics 365 Fundamentals",41,42,2.29552659889561e-15,0.00106874557149112,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"46","46","CompTIA IT Fundamentals",41,42,2.34368449957174e-15,0.00106874557149108,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"47","47","Network Systems Technician",41,42,2.29552659889561e-15,0.00106874557149103,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"48","48","Specialist - Implementation Engineer, Campus Networking Version 1.0",41,42,2.31157923245432e-15,0.00106874557149099,4.01315838967767e-16,4.01315838967767e-16,41,3,3,2
"49","49","Web Foundations Associate",47,49,4.94421113608286e-15,0.00103681928670186,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"50","50","WOW Certified Professional Web Designer",47,49,5.0084216703177e-15,0.00103681928670183,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"51","51","Certified Usability Analyst",47,49,4.97631640320028e-15,0.00103681928670181,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"52","52","CIW Web Security Specialist",47,49,5.0084216703177e-15,0.00103681928670178,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"53","53","CIW Web Security Professional",47,49,5.0084216703177e-15,0.00103681928670175,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"54","54","CIW Perl Specialist",47,49,4.97631640320028e-15,0.00103681928670173,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"55","55","Oracle WebLogic Server 12c Essentials",47,49,4.97631640320028e-15,0.0010368192867017,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"56","56","Adobe Campaign Standard Developer",47,49,4.97631640320028e-15,0.00103681928670167,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"57","57","IBM Certified Specialist - FileNet Content Manager V5.2",47,49,5.07263220455254e-15,0.00103681928670165,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"58","58","Cisco Certified DevNet Professional",47,49,4.97631640320028e-15,0.00103681928670162,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"59","59","Big Data Foundation Certification",47,49,4.97631640320028e-15,0.00103681928670159,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"60","60","Professional Scrum Master level I",47,49,4.97631640320028e-15,0.00103681928670156,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"61","61","CWP Associate Certification",47,49,5.04052693743512e-15,0.00103681928670154,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"62","62","Certified Web Designer Associate",47,49,5.04052693743512e-15,0.00103681928670151,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"63","63","Site Development Associate",47,49,4.94421113608286e-15,0.00103681928670148,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"64","64","WOW Certified Web Consultant",47,49,4.97631640320028e-15,0.00103681928670145,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"65","65","WOW Certified Professional Web Developer",47,49,5.0084216703177e-15,0.00103681928670142,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"66","66","Certified Associate Webmaster",47,49,4.97631640320028e-15,0.0010368192867014,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"67","67","CIW Certified Web Design Professional",47,49,4.97631640320028e-15,0.00103681928670137,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"68","68","CIW E-Commerce Specialist",47,49,4.97631640320028e-15,0.00103681928670134,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"69","69","Certified Internet Webmaster",47,49,4.97631640320028e-15,0.00103681928670131,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"70","70","AEM 6 Lead Developer",47,49,4.97631640320028e-15,0.00103681928670128,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"71","71","Adobe Experience Manager Forms Developer",47,49,4.97631640320028e-15,0.00103681928670125,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"72","72","SAP Certified Technology Associate - SAP Fiori System Administration",47,49,5.0084216703177e-15,0.00103681928670122,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"73","73","Oracle Application Express 18: Developing Web Applications",47,49,4.97631640320028e-15,0.00103681928670119,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"74","74","Oracle WebLogic Server 12c: Administration I",47,49,4.97631640320028e-15,0.00103681928670116,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"75","75","IBM Certified Associate Developer - Rational Application Developer V8",47,49,4.97631640320028e-15,0.00103681928670113,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"76","76","Adobe Experience Manager Architect",47,96,1.21036857032678e-14,0.00188214439902097,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"77","77","Adobe Campaign Classic Developer",47,96,1.21357909703852e-14,0.00188214439902085,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"78","78","Adobe Illustrator CC 2015",47,49,5.0084216703177e-15,0.00103681928670098,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"79","79","GIAC Certified Web Application Defender",47,49,4.97631640320028e-15,0.00103681928670094,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"80","80","Certified Webmaster Professional",47,49,5.0084216703177e-15,0.00103681928670091,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"81","81","WOW Certified Professional Webmaster",47,49,4.97631640320028e-15,0.00103681928670088,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"82","82","WOW Certified Web Developer Apprentice",47,49,4.97631640320028e-15,0.00103681928670085,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"83","83","Certified Web Associate Webmaster",47,49,5.0084216703177e-15,0.00103681928670082,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"84","84","Certified Web Developer Associate",47,49,5.04052693743512e-15,0.00103681928670078,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"85","85","CIW Web Development Professional",47,49,5.0084216703177e-15,0.00103681928670075,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"86","86","CIW JavaScript Specialist",47,49,4.97631640320028e-15,0.00103681928670072,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"87","87","CIW Web Design Specialist",47,49,4.94421113608286e-15,0.00103681928670069,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"88","88","CIW Web Security Associate",47,49,5.0084216703177e-15,0.00103681928670065,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"89","89","Web Application Developer Associate 10.4",47,49,5.0084216703177e-15,0.00103681928670062,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"90","90","Adobe Analytics Developer",47,49,5.0084216703177e-15,0.00103681928670059,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"91","91","Professional Scrum Master level II",47,49,4.97631640320028e-15,0.00103681928670055,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"92","92","Cisco Certified DevNet Associate",47,49,5.04052693743512e-15,0.00103681928670052,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"93","93","WebYoda Certified Webmaster",47,49,4.97631640320028e-15,0.00103681928670048,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"94","94","WebYoda Associate Webmaster",47,49,5.0084216703177e-15,0.00103681928670045,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"95","95","Professional Scrum Master level III",47,49,5.04052693743512e-15,0.00103681928670041,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"96","96","Oracle Cloud Platform Content and Experience 2020 Specialist",47,49,4.97631640320028e-15,0.00103681928670038,4.17368472526477e-16,4.17368472526477e-16,47,4,4,48
"97","97","Certified Photogrammetric Technologist",2,2,0,0.00107204116638047,1.70559231561301e-17,1.70559231561301e-17,2,5,5,31
"98","98","Certified Photogrammetrist (ASPRS)",2,2,0,0.00107204116637983,1.70559231561301e-17,1.70559231561301e-17,2,5,5,31
"99","99","GEOINT Professional Certification Imagery Science",2,2,0,0.00107204116637912,1.70559231561301e-17,1.70559231561301e-17,2,5,5,31
"100","100","Autodesk Certified Professional in Revit for Structural Design",8,8,0,0.00112194380580461,6.82236926245203e-17,6.82236926245203e-17,8,6,8,15
"101","101","LEED AP Building Design + Construction",8,8,0,0.00112194380580442,6.82236926245203e-17,6.82236926245203e-17,8,6,8,15
"102","102","Certified in Plumbing Design",8,8,0,0.00112194380580422,6.82236926245203e-17,6.82236926245203e-17,8,6,8,15
"103","103","Autodesk Certified Professional in Revit for Architectural Design",8,8,0,0.00112194380580401,6.82236926245203e-17,6.82236926245203e-17,8,6,8,15
"104","104","Certified Design Drafter",8,8,0,0.0011219438058038,6.82236926245203e-17,6.82236926245203e-17,8,6,8,15
"105","105","Certified Aging-In-Place Specialist",8,8,0,0.00112194380580358,6.82236926245203e-17,6.82236926245203e-17,8,6,8,15
"106","106","Architectual Certified Drafter",8,8,0,0.00112194380580334,6.82236926245203e-17,6.82236926245203e-17,8,6,8,15
"107","107","Architectural Apprentice Drafter",8,8,0,0.00112194380580311,6.82236926245203e-17,6.82236926245203e-17,8,6,8,15
"108","108","Autodesk Certified Professional in Civil 3D for Infrastructure Design",12,12,0,0.00178859188630776,1.2039475169033e-16,1.2039475169033e-16,8,6,8,15
"109","109","Certified Interconnect Designer",2,2,1.80407274721972e-07,0.000326614458248292,1.80407274747056e-07,1.80407274747056e-07,2,7,9,28
"110","110","Advanced Certified Interconnect Designer",2,2,1.80407274720969e-07,0.00032661445824828,1.80407274747056e-07,1.80407274747056e-07,2,7,9,28
"111","111","Autodesk Certified Professional in Revit for Electrical Design",42,42,3.17876388206048e-05,0.00133397625701646,3.17876388182452e-05,3.17876388182452e-05,40,7,9,28
"112","112","Mechanical Certified Drafter",28,28,0,0.00107204116638194,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"113","113","Certified PDM Administrator Professional",28,28,0,0.0010720411663819,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"114","114","Certified SOLIDWORKS Associate - Simulation",28,28,0,0.00107204116638185,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"115","115","Certified SOLIDWORKS Expert - Simulation",28,28,0,0.0010720411663818,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"116","116","Autodesk Certified Professional in Inventor for Mechanical Design",28,28,0,0.00107204116638176,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"117","117","Certified SOLIDWORKS Associate - Electrical",28,28,0,0.00107204116638171,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"118","118","Autodesk Certified Professional in Revit for Mechanical Design",28,28,0,0.00107204116638166,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"119","119","Autodesk Certified Professional in Design for Manufacturing",28,28,0,0.00107204116638161,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"120","120","Certified Additive Manufacturing Associate",28,28,0,0.00107204116638156,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"121","121","Certified SOLIDWORKS Advanced Professional Drawing Tools",28,28,0,0.00107204116638151,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"122","122","Certified SOLIDWORKS Professional API",28,28,0,0.00107204116638146,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"123","123","Certified SOLIDWORKS Professional - Academic",28,28,0,0.00107204116638141,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"124","124","Certified SOLIDWORKS Professional Model Based Design",28,28,0,0.00107204116638136,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"125","125","Autodesk Certified Expert in Generative Design for Manufacturing",28,28,0,0.00107204116638131,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"126","126","Certified SOLIDWORKS Professional - Simulation",28,28,0,0.00107204116638125,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"127","127","Certified SOLIDWORKS Professional - Flow Simulation",28,28,0,0.0010720411663812,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"128","128","Autodesk Certified Associate in CAD for Mechanical Design",28,28,0,0.00107204116638115,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"129","129","Mechanical Apprentice Drafter",28,28,0,0.00107204116638109,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"130","130","Certified SOLIDWORKS Advanced Professional Surfacing",28,28,0,0.00107204116638104,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"131","131","Certified SOLIDWORKS Associate - Academic",28,28,0,0.00107204116638098,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"132","132","Certified SOLIDWORKS Associate Sustainability",28,28,0,0.00107204116638092,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"133","133","Certified SOLIDWORKS Expert- Mechanical Design",28,28,0,0.00107204116638087,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"134","134","Autodesk Certified Professional in AutoCAD for Design and Drafting",28,28,0,0.00107204116638081,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"135","135","Certified SOLIDWORKS Advanced Professional Sheet Metal",28,28,0,0.00107204116638075,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"136","136","Certified SOLIDWORKS Advanced Professional Weldments",28,28,0,0.00107204116638069,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"137","137","Certified SOLIDWORKS Professional CAM",28,28,0,0.00107204116638063,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"138","138","Certified SOLIDWORKS Advanced Professional Mold Making",28,28,0,0.00107204116638057,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"139","139","Certified SOLIDWORKS Professional - Mechanical Design",28,28,0,0.00107204116638051,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"140","140","Certified SOLIDWORKS Associate",28,28,0,0.00107204116638045,2.4078950338066e-16,2.4078950338066e-16,28,8,6,6
"141","141","SpaceTEC Certified Aerospace Technician",4,4,0,0.00107204116638135,3.6118425507099e-17,3.6118425507099e-17,4,9,7,23
"142","142","SpaceTEC Vehicle Processing Certification",4,4,0,0.00107204116638103,3.6118425507099e-17,3.6118425507099e-17,4,9,7,23
"143","143","SpaceTEC Composites Certification",4,4,0,0.0010720411663807,3.6118425507099e-17,3.6118425507099e-17,4,9,7,23
"144","144","Certification in Aerospace Physiology",4,4,0,0.00107204116638034,3.6118425507099e-17,3.6118425507099e-17,4,9,7,23
"145","145","SpaceTEC Aerospace Manufacturing",4,4,0,0.00107204116637996,3.6118425507099e-17,3.6118425507099e-17,4,9,7,23
"146","146","Certified in Green Plumbing Design",4,4,0,0.000793098207551546,3.6118425507099e-17,3.6118425507099e-17,4,6,8,15
"147","147","Certified Plumbing Design Technician",4,4,0,0.000793098207551298,3.6118425507099e-17,3.6118425507099e-17,4,6,8,15
"148","148","Diplomate, Geotechnical Engineering",4,4,0,0.000793098207551034,3.6118425507099e-17,3.6118425507099e-17,4,6,8,15
"149","149","Certified Engineering Technician - Special Hazards Suppression Systems",4,4,0,0.000793098207550752,3.6118425507099e-17,3.6118425507099e-17,4,6,8,15
"150","150","Master Certified Electronics Technician",40,40,3.17856140399869e-05,0.00106080891656332,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"151","151","Certified Electronic Systems Technician",40,40,3.1785614040019e-05,0.0010608089165633,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"152","152","CEDIA Electronic Systems Certified Networking Specialist",40,40,3.17856140399869e-05,0.00106080891656328,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"153","153","Certified Engineering Technologist",47,51,3.2597275327285e-05,0.00136717139820539,3.25972753244278e-05,3.25972753244278e-05,40,7,9,28
"154","154","General Communications Technician - Level 2",40,40,3.1785614040003e-05,0.00106080891656323,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"155","155","General Communications Technician - Level 1",40,40,3.17856140399869e-05,0.00106080891656321,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"156","156","Certified Portable Power Distribution Technician",40,40,3.17856140400511e-05,0.00106080891656319,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"157","157","ISA Certified Control Systems Technician - Level I",40,40,3.17856140399869e-05,0.00106080891656317,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"158","158","Student Electronics Technician",40,40,3.17856140399869e-05,0.00106080891656315,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"159","159","Commercial Electrical Inspector",123,125,0.00438620691441178,0.00209638150688785,0.00438620691435363,0.00438620691435363,83,7,23,1
"160","160","Industrial Electronics",40,40,3.1785614040003e-05,0.0010608089165631,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"161","161","Radio Frequency Identification Technical Specialist",40,40,3.1785614040019e-05,0.00106080891656308,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"162","162","PMMI Mechatronics: Programmable Logic Controllers 1",40,40,3.17856140399709e-05,0.00106080891656306,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"163","163","SACA Certified Industry 4.0 Automation Systems Specialist II",48,61,3.32180116074838e-05,0.00165187580380927,3.32180116041129e-05,3.32180116041129e-05,40,7,9,28
"164","164","SACA C-102 Certified Industry 4.0 Associate - Advanced Operations",48,61,3.32180116074838e-05,0.0016518758038092,3.32180116041129e-05,3.32180116041129e-05,40,7,9,28
"165","165","Electrical Generator Systems Technician Certification",40,40,3.17856140399548e-05,0.00106080891656299,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"166","166","Certification in Electrical Power Testing - Level III",40,40,3.17856140399709e-05,0.00106080891656297,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"167","167","Associate Electronics Technician - Comprehensive",40,40,3.17856140400511e-05,0.00106080891656294,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"168","168","Certified Satellite Installer - C and KU Band",40,40,3.1785614040019e-05,0.00106080891656292,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"169","169","Radio Frequency Interference Mitigation",40,40,3.17856140400511e-05,0.0010608089165629,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"170","170","Wireless Communications",40,40,3.17856140399388e-05,0.00106080891656287,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"171","171","CEDIA Electronic Systems Certified Designer",40,40,3.17856140400351e-05,0.00106080891656285,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"172","172","CEDIA Electronic Systems Certified Technician",40,40,3.1785614040019e-05,0.00106080891656282,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"173","173","Senior Certified Electronics Technician",40,40,3.17856140399869e-05,0.0010608089165628,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"174","174","Certification in Electrical Power Testing",40,40,3.1785614040019e-05,0.00106080891656278,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"175","175","Passive Intermodulation Testing",40,40,3.1785614040003e-05,0.00106080891656275,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"176","176","Certification in Electrical Power Testing - Level IV",40,40,3.17856140399388e-05,0.00106080891656272,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"177","177","SACA C-103 Certified Industry 4.0 Associate - Robot System Operations",48,61,3.32180116075159e-05,0.00165187580380885,3.32180116041129e-05,3.32180116041129e-05,40,7,9,28
"178","178","SACA Certified Industry 4.0 Production Systems Specialist II",48,61,3.32180116074517e-05,0.00165187580380877,3.32180116041129e-05,3.32180116041129e-05,40,7,9,28
"179","179","Associate Electronics Technician - Direct Current",40,40,3.1785614040003e-05,0.00106080891656265,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"180","180","Associate Electronics Technician - Analog",40,40,3.17856140399869e-05,0.00106080891656262,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"181","181","Associate Electronics Technician - Digital",40,40,3.17856140399869e-05,0.0010608089165626,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"182","182","Mobile Communications and Electronics Installer",40,40,3.17856140400511e-05,0.00106080891656257,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"183","183","Associate Electronics Technician - Alternating Current",40,40,3.1785614040003e-05,0.00106080891656254,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"184","184","Termination and Testing Technician",40,40,3.1785614040003e-05,0.00106080891656252,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"185","185","CEDIA Electronic Systems Certified",40,40,3.1785614040003e-05,0.00106080891656249,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"186","186","Certified Satellite Installer - S-MATV",40,40,3.17856140400351e-05,0.00106080891656246,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"187","187","SAE Fabricator",40,40,3.17856140399709e-05,0.00106080891656244,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"188","188","Certified Satellite Installer - Antenna",40,40,3.17856140400351e-05,0.00106080891656241,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
"189","189","Certified Satellite Installer - Commercial",40,40,3.17856140400511e-05,0.00106080891656238,3.1785614037515e-05,3.1785614037515e-05,40,7,9,28
