"","soc","certificate","confidence_entry","confidence_cert","confidence","College","Raw","Awarding.Entity","Cluster","Credit.NonCredit","Email.Contact"
"16","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"Virginia Western","adobe certified associate - photoshop cs5","Adobe Systems Incorporated ","Information Technology","Credit","rkoudelikjones@virginiawestern.edu"
"17","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Southwest Virginia","adobe certified associate - indesign","Adobe Systems Incorporated ","Information Technology","Credit","workforce@sw.edu"
"18","adobe systems incorporated","adobe illustrator cc 2015",0.232308929498396,0.496287189827452,0.140066253260001,"Southwest Virginia","adobe certified associate - illustrator","Adobe Systems Incorporated ","Information Technology","Credit","workforce@sw.edu"
"19","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Southwest Virginia","adobe certified associate - premiere cs5","Adobe Systems Incorporated ","Information Technology","Credit","workforce@sw.edu"
"20","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"Southwest Virginia","adobe certified associate - photoshop cs5","Adobe Systems Incorporated ","Information Technology","Credit","workforce@sw.edu"
"21","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Southwest Virginia","adobe certified associate - flash cs5","Adobe Systems Incorporated ","Information Technology","Credit","workforce@sw.edu"
"22","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Southwest Virginia","adobe certified associate - dreamweaver cs6","Adobe Systems Incorporated ","Information Technology","Credit","workforce@sw.edu"
"23","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"Southside Virginia","adobe certified associate - photoshop cs5","Adobe Systems Incorporated ","Information Technology","Credit","www.southside.edu"
"24","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Southside Virginia","adobe certified associate - flash cs5","Adobe Systems Incorporated ","Information Technology","Credit","www.southside.edu"
"25","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Southside Virginia","adobe certified associate - dreamweaver cs3","Adobe Systems Incorporated ","Information Technology","Credit","www.southside.edu"
"26","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","adobe certified associate - dreamweaver cs4","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"27","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","adobe certified associate - dreamweaver cs3","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"28","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"New River","adobe certified associate - photoshop cs5","Adobe Systems Incorporated ","Information Technology","Credit","mrowh@nr.edu"
"29","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"New River","adobe certified associate - photoshop cs4","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"30","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"New River","adobe certified associate - photoshop cs3","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"31","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","adobe certified associate - flash cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"32","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","adobe certified associate - flash cs5","Adobe Systems Incorporated ","Information Technology","Credit","mrowh@nr.edu"
"33","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","adobe certified associate - flash cs4","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"34","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","adobe certified associate - dreamweaver cs6","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"35","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","adobe certified associate - dreamweaver cs5","Adobe Systems Incorporated ","Information Technology","Credit","mrowh@nr.edu"
"36","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","adobe certified associate - indesign","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"37","adobe systems incorporated","adobe illustrator cc 2015",0.232308929498396,0.496287189827452,0.140066253260001,"New River","adobe certified associate - illustrator","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"38","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","adobe certified associate - premiere cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","credentials@nr.edu"
"39","avid technology, inc.","avid certified user: media composer",0.2430053135372,0.32,0.094471386858296,"New River","interactive media using adobe flash professional","Adobe Systems Incorporated ","Information Technology","Credit","ltaylor@nr.edu"
"40","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"New River","visual communication using adobe photoshop","Adobe Systems Incorporated ","Information Technology","Credit","ltaylor@nr.edu"
"41","autodesk, inc.","autodesk certified expert in generative design for manufacturing",0.211638341453323,0.226064056096341,0.058124657610074,"New River","adobe certified expert (ace): design specialist","Adobe Systems Incorporated ","Information Technology","Credit","ltaylor@nr.edu"
"42","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"New River","web authoring using adobe dreamweaver","Adobe Systems Incorporated ","Information Technology","Credit","ltaylor@nr.edu"
"43","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"Lord Fairfax","adobe certified associate - photoshop cs4","Adobe Systems Incorporated ","Information Technology","Non Credit","lfccworkforce@lfcc.edu"
"44","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Lord Fairfax","adobe certified associate - flash cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","lfccworkforce@lfcc.edu"
"45","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Lord Fairfax","adobe certified associate - flash cs4","Adobe Systems Incorporated ","Information Technology","Non Credit","lfccworkforce@lfcc.edu"
"46","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Lord Fairfax","adobe certified associate - dreamweaver cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","lfccworkforce@lfcc.edu"
"47","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Lord Fairfax","adobe certified associate - dreamweaver cs4","Adobe Systems Incorporated ","Information Technology","Non Credit","lfccworkforce@lfcc.edu"
"48","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Lord Fairfax","adobe certified associate - dreamweaver cs3","Adobe Systems Incorporated ","Information Technology","Non Credit","lfccworkforce@lfcc.edu"
"49","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Lord Fairfax","adobe certified associate - indesign","Adobe Systems Incorporated ","Information Technology","Credit","afoltz@lfcc.edu"
"50","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Lord Fairfax","adobe certified associate - premiere cs5","Adobe Systems Incorporated ","Information Technology","Credit","afoltz@lfcc.edu"
"51","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"Lord Fairfax","adobe certified associate - photoshop cs5","Adobe Systems Incorporated ","Information Technology","Credit","afoltz@lfcc.edu"
"52","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"John Tyler","adobe certified associate - dreamweaver cs3","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"53","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"John Tyler","adobe certified associate - premiere cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","trainer@ccwa.vccs.edu"
"54","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"John Tyler","adobe certified associate - photoshop cs5","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"55","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"John Tyler","adobe certified associate - photoshop cs4","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"56","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"John Tyler","adobe certified associate - photoshop cs3","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"57","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"John Tyler","adobe certified associate - flash cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","trainer@ccwa.vccs.edu"
"58","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"John Tyler","adobe certified associate - flash cs4","Adobe Systems Incorporated ","Information Technology","Non Credit","trainer@ccwa.vccs.edu"
"59","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"John Tyler","adobe certified associate - dreamweaver cs5","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"60","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"John Tyler","adobe certified associate - dreamweaver cs4","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"61","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"J. Sargeant Reynolds","adobe certified associate - premiere cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","trainer@ccwa.vccs.edu"
"62","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"J. Sargeant Reynolds","adobe certified associate - photoshop cs5","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"63","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"J. Sargeant Reynolds","adobe certified associate - photoshop cs4","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"64","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"J. Sargeant Reynolds","adobe certified associate - photoshop cs3","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"65","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"J. Sargeant Reynolds","adobe certified associate - flash cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","trainer@ccwa.vccs.edu"
"66","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"J. Sargeant Reynolds","adobe certified associate - flash cs4","Adobe Systems Incorporated ","Information Technology","Non Credit","trainer@ccwa.vccs.edu"
"67","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"J. Sargeant Reynolds","adobe certified associate - dreamweaver cs5","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"68","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"J. Sargeant Reynolds","adobe certified associate - dreamweaver cs4","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"69","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"J. Sargeant Reynolds","adobe certified associate - dreamweaver cs3","Adobe Systems Incorporated ","Information Technology","Credit and Non - Credit ","trainer@ccwa.vccs.edu"
"70","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Germanna","adobe certified associate - lightroom","Adobe Systems Incorporated ","Information Technology","Non Credit","gccworkforce@germanna.edu"
"71","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Germanna","adobe certified associate - indesign","Adobe Systems Incorporated ","Information Technology","Non Credit","gccworkforce@germanna.edu"
"72","adobe systems incorporated","adobe illustrator cc 2015",0.232308929498396,0.496287189827452,0.140066253260001,"Germanna","adobe certified associate - illustrator","Adobe Systems Incorporated ","Information Technology","Non Credit","gccworkforce@germanna.edu"
"73","adobe systems incorporated","adobe photoshop cc 2015",0.234046872718158,0.5,0.142169812138611,"Germanna","adobe certified associate - photoshop cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","gccworkforce@germanna.edu"
"74","adobe systems incorporated","adobe analytics developer",0.117023436359079,0.333333333333333,0.0473899373795368,"Germanna","adobe certified associate - dreamweaver cs5","Adobe Systems Incorporated ","Information Technology","Non Credit","gccworkforce@germanna.edu"
"75","north american technician excellence, inc.","light commercial refrigeration service",0.647949548070779,0.463751882403778,0.365057621114563,"Virginia Highlands","hvac light commercial heating and air conditioning","Air Conditioning and Refrigeration Institute","Architecture and Construction","Non Credit","vthomas@vhcc.edu"
"76","north american technician excellence, inc.","light commercial refrigeration service",0.647949548070779,0.463751882403778,0.365057621114563,"Virginia Highlands","hvac light commercial heating and air conditioning","Air Conditioning and Refrigeration Institute","Architecture and Construction","Credit","info@vhcc.edu"
"77","north american technician excellence, inc.","light commercial refrigeration service",0.647949548070779,0.463751882403778,0.365057621114563,"Southwest Virginia","hvac light commercial heating and air conditioning","Air Conditioning and Refrigeration Institute","Architecture and Construction","Credit","workforce@sw.edu"
"78","north american technician excellence, inc.","light commercial refrigeration service",0.647949548070779,0.463751882403778,0.365057621114563,"Patrick Henry","hvac light commercial heating and air conditioning","Air Conditioning and Refrigeration Institute","Architecture and Construction","Credit","wdce@patrickhenry.edu"
"79","north american technician excellence, inc.","light commercial refrigeration service",0.647949548070779,0.463751882403778,0.365057621114563,"New River","hvac light commercial heating and air conditioning","Air Conditioning and Refrigeration Institute","Architecture and Construction","Non Credit","credentials@nr.edu"
"80","north american technician excellence, inc.","light commercial refrigeration service",0.647949548070779,0.463751882403778,0.365057621114563,"New River","hvac light commercial heating and air conditioning","Air Conditioning and Refrigeration Institute","Architecture and Construction","Credit","mrowh@nr.edu"
"81","american health information management association","american health information management association",0.178265842755833,0.19117777120191,0.0414037877418119,"J. Sargeant Reynolds","alldata certified automotive information specialist","ALLDATA","Transportation, Distribution and Logistics","Credit","lluchsinger@reynolds.edu"
"82","american health information management association","american health information management association",0.178265842755833,0.19117777120191,0.0414037877418119,"Tidewater","alldata certified automotive information specialist","ALLDATA","Transportation, Distribution and Logistics","Credit","smeslang@tcc.edu"
"83","national center for construction education and research","national center for construction education and research",0.186581068340866,0.227770087460275,0.0516296055056672,"Southwest Virginia","pediatric education for prehospital professionals (pepp)","American Academy of Pediatrics ","Health Science","Credit","workforce@sw.edu"
"84","national center for construction education and research","national center for construction education and research",0.186581068340866,0.227770087460275,0.0516296055056672,"Mountain Empire","pediatric education for prehospital professionals (pepp)","American Academy of Pediatrics ","Health Science","Credit","info@mecc.edu"
"85","national center for construction education and research","master trainer",0.168636420191758,0.5,0.102436780718113,"Virginia Highlands","personal trainer certification","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","Health Science","Credit","jrussell@vhcc.edu"
"86","national center for construction education and research","master trainer",0.168636420191758,0.5,0.102436780718113,"Virginia Highlands","personal trainer certification","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","Health Science","Non Credit","jrussell@vhcc.edu"
"87","national court reporters association","certified realtime reporter",0.239687201059312,0.349399426635213,0.101742305498858,"Tidewater","certified electronic court reporter","American Association of Electronic Reporters and Transcribers","Business, Management and Administration","Non Credit","erichardson@tcc.edu"
"88","national center for construction education and research","construction superintendant certification",0.168636420191758,0.147016089080106,0.0301197097582669,"Tidewater","pre-professional certification in education fundamentals","American Association of Family and Consumer Sciences","Education and Training","Credit","erichardson@tcc.edu"
"89","dental assisting national board","certified preventative functions dental assistant",0.115884055419696,0.198052730333629,0.0278829719419374,"Tidewater","certified medical assistant (cma)","American Association of Medical Assistants (AAMA)","Health Science","Non Credit","erichardson@tcc.edu"
"90","dental assisting national board","certified preventative functions dental assistant",0.115884055419696,0.198052730333629,0.0278829719419374,"Tidewater","certified medical assistant (cma)","American Association of Medical Assistants (AAMA)","Health Science","Credit","info@tcc.edu"
"91","dental assisting national board","certified preventative functions dental assistant",0.115884055419696,0.198052730333629,0.0278829719419374,"Patrick Henry","certified medical assistant (cma)","American Association of Medical Assistants (AAMA)","Health Science","Non Credit","wdce@patrickhenry.edu"
"92","dental assisting national board","certified preventative functions dental assistant",0.115884055419696,0.198052730333629,0.0278829719419374,"John Tyler","certified medical assistant (cma)","American Association of Medical Assistants (AAMA)","Health Science","Non Credit","trainer@ccwa.vccs.edu"
"93","dental assisting national board","certified preventative functions dental assistant",0.115884055419696,0.198052730333629,0.0278829719419374,"J. Sargeant Reynolds","certified medical assistant (cma)","American Association of Medical Assistants (AAMA)","Health Science","Credit","mmcginty@ccwa.vccs.edu"
"94","dental assisting national board","certified preventative functions dental assistant",0.115884055419696,0.198052730333629,0.0278829719419374,"J. Sargeant Reynolds","certified medical assistant (cma)","American Association of Medical Assistants (AAMA)","Health Science","Non Credit","trainer@ccwa.vccs.edu"
"95","american association for laboratory animal science","assistant laboratory animal technician",0.10850578385878,0.23180353276808,0.0305567725721111,"Blue Ridge","registered medical assistant (rma)","American Association of Medical Technologists (AAMT)","Health Science","Non Credit","wce@brcc.edu"
"96","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Mountain Empire","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Non Credit","sward@mecc.edu"
"97","world organization of webmasters","wow certified web developer apprentice",0.178431580062907,0.209639655981128,0.0454443297326802,"Tidewater","certified professional coder - apprentice","American Association of Professional Coders (AAPC)","Health Science","Non Credit","erichardson@tcc.edu"
"98","world organization of webmasters","wow certified web developer apprentice",0.178431580062907,0.209639655981128,0.0454443297326802,"Southwest Virginia","certified professional coder - apprentice","American Association of Professional Coders (AAPC)","Health Science","Credit","workforce@sw.edu"
"99","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"John Tyler","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Non Credit","trainer@ccwa.vccs.edu"
"100","world organization of webmasters","wow certified web developer apprentice",0.178431580062907,0.209639655981128,0.0454443297326802,"Virginia Western","certified professional coder - apprentice","American Association of Professional Coders (AAPC)","Health Science","Credit","sshelton@virginiawestern.edu"
"101","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Virginia Western","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","rkoudelikjones@virginiawestern.edu"
"102","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Virginia Highlands","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","info@vhcc.edu"
"103","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Virginia Highlands","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Non Credit","vthomas@vhcc.edu"
"104","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Tidewater","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit and Non - Credit ",""
"105","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Thomas Nelson","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Non Credit","englishsu@tncc.edu"
"106","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Southwest Virginia","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","workforce@sw.edu"
"107","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Southwest Virginia","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Non Credit","workforce@sw.edu"
"108","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Southside Virginia","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","chad.patton@southside.edu"
"109","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Piedmont Virginia","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","admissions@pvcc.edu"
"110","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Piedmont Virginia","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Non Credit","workforce@pvcc.edu"
"111","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Northern Virginia","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Non Credit","eperantoni@nvcc.edu"
"112","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"New River","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","mrowh@nr.edu"
"113","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Mountain Empire","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","sward@mecc.edu"
"114","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Lord Fairfax","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","afoltz@lfcc.edu"
"115","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"J. Sargeant Reynolds","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","mmcginty@ccwa.vccs.edu"
"116","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Central Virginia","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Non Credit","workforce@centralvirginia.edu"
"117","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Central Virginia","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","hartlessl@cvcc.vccs.edu"
"118","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Blue Ridge","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Credit","Nursing@brcc.edu"
"119","american bankers association","certified ira services professional",0.0631460869235902,0.134900514136823,0.0103489095359752,"Blue Ridge","certified professional coder (cpc)","American Association of Professional Coders (AAPC)","Health Science","Non Credit","wce@brcc.edu"
"120","academy of internal medicine for veterinary technicians","veterinary internal medicine technician - neurology",0.158412859428104,0.270736981166788,0.0521041790958503,"Northern Virginia","veterinary technician","American Association of Veterinary State Boards","Health Science","Credit","eperantoni@nvcc.edu"
"121","academy of internal medicine for veterinary technicians","veterinary internal medicine technician - neurology",0.158412859428104,0.270736981166788,0.0521041790958503,"Blue Ridge","veterinary technician","American Association of Veterinary State Boards","Health Science","Credit","vettech@brcc.edu"
"122","association of boards of certification","very small water systems operator",0.132885682645611,0.138899867140375,0.0224240764166045,"Rappahannock","abyc marine systems certification","American Boat and Yacht Council (ABYC)","Transportation, Distribution and Logistics","Non Credit","jperry@rappahannock.edu"
"123","international code council","international code council",0.259580433434834,0.309071377024106,0.0974687245423603,"Tidewater","american boat and yacht council marine electrical certification","American Boat and Yacht Council (ABYC)","Transportation, Distribution and Logistics","Credit","aarispe@tcc.edu"
"124","equipment & engine training council","two stroke engine certification test",0.166898476971997,0.285239405310026,0.0578357588896991,"Tidewater","abyc gasoline engine certification","American Boat and Yacht Council (ABYC)","Transportation, Distribution and Logistics","Credit","Smeslang@tcc.edu"
"125","equipment & engine training council","compact diesel technician certification",0.282183970111314,0.356549256637532,0.122232422023797,"Tidewater","abyc marine diesel engine certification","American Boat and Yacht Council (ABYC)","Transportation, Distribution and Logistics","Credit","Smeslang@tcc.edu"
