an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
HAMW000020130719e97q003nd,"Abbott Healthcare Private Limited; Agency Reviews Patent Application Approval Request for ""Controlled Release Pharmaceutical Composition""",,
PZON000020140117ea1h0000n,"Tauriga Sciences, Inc. Elects to Purchase Key Man Insurance Policies for Both Its Chief Executive Officer and Chief Operating Officer for $6,000,000 USD and $3,000,000 USD Respectively",,
FDADOC0020160919ec9j00003,Health Canada and United States Food and Drug Administration Joint Public Consultation on International Council for Harmonisation of Technical Requirements for Pharmaceuticals for Human Use; Public Meeting and Webcast,,
INDFED0020150603eb630010d,FORM 8-K: ISATORI FILES CURRENT REPORT,,
DJDN000020140602ea620026n,Teva Pharmaceutical Unveils Organizational Revamp,,
DJDN000020130220e92k006pv,PRESS RELEASE: Implant Sciences Sells Desktop and Handheld Explosives Trace Detectors to New Customer in Middle East,,
MLCF000020150626eb7500002,Cerapedics; Cerapedics Announces FDA Advisory Committee Panel Is Not Required for i-FACTOR(TM) PMA Approval,,
LFSW000020131220e9co002sh,TetraLogic Pharmaceuticals Corp. Patent Issued for SMAC Mimetic,,
PHBW000020141205eac8000bv,"Commercial Physical and Biological Research; Sorrento Therapeutics, Inc. Files SEC Form 10-Q, Quarterly Report [Sections 13 Or 15(D)] [Amend] (Nov. 25, 2014)",,
PHBW000020150515eb5i000ix,"Pharmaceutical Preparations; Spectrum Pharmaceuticals Inc. Files SEC Form DEFA14A, Additional Definitive Proxy Soliciting Materials And Rule 14(A)(12) Material (Apr. 30, 2015)",,
XNEWS00020140402ea42009na,U.S. FDA approves first pill for certain pollen allergies,,
CHEMEC0020140808ea8f001cf,Health and Medicine; Researchers from AstraZeneca Detail Findings in Medicinal Chemistry [Towards the next generation of dual Bcl-2/Bcl-x(L) inhibitors],,
ATPHAM0020170602ed62000h5,Bristol-Myers Squibb and Seattle Genetics Expand Clinical Collaboration to Evaluate Combination of Opdivo (Nivolumab) and ADCETRIS (Brentuximab Vedotin) in Pivotal Phase 3 Clinical Trial in Relapsed Hodgkin Lymphoma,,
AMHL000020141211eacb00004,"Sebelius: ACA 'Working,' Despite Negative 'Obamacare' Brand",,
CTRW000020150213eb2g000b6,Clinical Research; New Clinical Trials and Studies Study Findings Have Been Reported by Investigators at Nanyang Technological University (Review on teaching and learning of computational thinking through programming: What is next for K-12?),,
AIWBRN0020180914ee9d00014,"CUBA SEEKS MALAYSIAN COLLABORATION VIA PHARMACEUTICAL INDUSTRY, VACCINE PRODUCTION",,
DJDN000020150821eb8l00205,"CEO JI Buys 8,888 Of SORRENTO THERAPEUTICS INC >SRNE",,
PHBW000020140214ea2h0003k,Pharmaceutical Companies; Tetraphase Pharmaceuticals to Present at the 16th Annual BIO CEO & Investor Conference,,
ACUSBC0020160127ec1r000av,"Agentur für Unternehmensnachrichten GmbH, mutual fund holdings - St. Jude Medical Inc.",,
ATPHAM0020180921ee9k000mg,Taconic Biosciences Becomes the First Animal Model Provider on General Services Administration Contract Schedule,,
ATPHAM0020180106edcj000um,FDA Issues Warning Letter to C. O. Truxton,,
CTRW000020140404ea470006o,"Avanir Pharmaceuticals, Inc. Avanir Pharmaceuticals Announces Acceptance of New Drug Application for AVP-825 for the Acute Treatment of Migraine",,
RAUNEW0020181011eeaa00004,Gardasil 9 Approved for Use in Women and Men 27 Through 45 Years Old,,
MDST000020140919ea9s000kt,"Surgical and Medical Instruments and Apparatus; Intellicell Biosciences, Inc. Files SEC Form 8-K, Current Report (Sept. 9, 2014)",,
NBPPBS0020171226edcq0004b,Pruzanski Mark of Intercept Pharmaceuticals in second quartile of Mid Cap CEO Scorecard for past quarter,,
DJDN000020140210ea2a0029e,NYSE Amex New 52-Week Highs And Lows,,
INDFED0020180924ee9o0008q,"FOOD AND DRUG ADMINISTRATION ISSUES NOTICE ABOUT DRAFT GUIDANCE FOR FOOD AND DRUG ADMINISTRATION STAFF, RESPONSIBLE PARTIES",,
POLGOV0020130503e959001u5,"DePuy Spine, Inc. Patent Application Titled ""Pivoting Implant Holder"" Published Online",,
BTBW000020141128eac100062,"Surgical and Medical Instruments and Apparatus; Oculus Innovative Sciences, Inc. Files SEC Form 10-Q, Quarterly Report [Sections 13 Or 15(D)] (Nov. 13, 2014)",,
MDT0000020130306e9310001z,"Lowest-Power Octal, 100-MSPS ADC",,
DJDN000020130610e96a002zg,PRESS RELEASE: Meridian Bioscience Receives FDA Clearance for New Molecular Amplification Test: illumigene(R) Mycoplasma,,
BTBW000020130823e98q0006c,"Pharmaceutical Preparations; Nektar Therapeutics Files SEC Form 10-Q, Quarterly Report [Sections 13 Or 15(D)] (Aug. 9, 2013)",,
ATPHAM0020170921ed9k000e6,Amphastar Pharmaceuticals Receives FDA Approval for Sodium Bicarbonate Injection,,
BTBW000020140905ea980006f,"Trademarks; An Application for the Trademark ""MARPOSIS"" Has Been Filed by Gilead Sciences",,
PHBW000020150522eb5p0005t,"Pharmaceutical Preparations; Amarantus Bioscience Holdings, Inc. Files SEC Form 8-K, Current Report (May. 13, 2015)",,
CDCW000020140801ea840003p,University of Kansas Medical Center; Patent Issued for HIV DNA Vaccine Methods of Use,,
PHBW000020140328ea3v000es,"Pharmaceutical Preparations; Relypsa Inc. Files SEC Form S-1, General Form For Registration of Securities Under The Securities Act of 1933 (Mar. 19, 2014)",,
CHPR000020180418ee4a0004a,Pfizer signs lease for The Spiral at Hudson yards in Manhattan.,,
ATPHAB0020140418ea4i0002v,Teva settles generic Celebrex patent litigation with Pfizer,,
LFSW000020140404ea48002nj,Herpesviridae Infections; Studies from Institute for Cellular Therapeutics Reveal New Findings on Cytomegalovirus,,
BTBW000020150410eb4d0003y,"Biotechnology Companies; Acucela Inc. Files SEC Form 8-K, Current Report (Apr. 1, 2015)",,
BWR0000020160426ec4q0003v,"Top 100 Manufacturers Of IVD Reagents, Instruments & Accessories Worldwide - Research and Markets",,
NVADAI0020180601ee5v00005,"Big Pharma, Culinary Health Fund concerned about regulations on insulin pricing transparency law ahead of hearing",,
CHEMEC0020150213eb2k000tm,Medicinal Chemistry; New Findings on Medicinal Chemistry from Vertex Pharmaceuticals Inc. Summarized (Synthesis of Fused Bicyclic Piperidines: Potential Bioactive Templates for Medicinal Chemistry),,
DJDN000020181106eeb6001pf,Press Release: Kadmon Presents New Preclinical Data on its Immuno-Oncology Fusion Protein at SITC Annual Meeting,,
LBA0000020151001eba10099d,Germany's Merck sells rights to Kuvan back to BioMarin Pharma,,
LFSW000020140613ea6h003h0,"Laboratory Analytical Instruments; Harvard Bioscience Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (May. 29, 2014)",,
LFSW000020141128eac2001u2,Biological Factors; Studies from University of Utah Describe New Findings in Mollusk Venoms (alpha-Conotoxin RgIA protects against the development of nerve injury-induced chronic pain and prevents both neuronal and glial derangement),,
DJDN000020170808ed88004k5,US Generic Drug Prices Causing Pain for Mayne Pharma -- Market Talk,,
CDCW000020150501eb540002o,"Los Alamos National Security, LLC; Patent Issued for Nucleic Acids Encoding Mosaic Clade M Human Immunodeficiency Virus Type 1 (HIV-1) Envelope Immunogens",,
WDAN000020160620ec6k0001t,Revance discontinues development of crow's feet candidate following Phase III failure,,
PNN0000020161024ecao0000l,New Addition to DuPont(TM) Kalrez® Portfolio offers New Alternatives for Pharmaceutical Production Processes and Medical Packaging,,
ACUSBC0020180711ee7b000al,"Agentur für Unternehmensnachrichten GmbH, mutual fund holdings - Amgen Inc.",,
DJDN000020150505eb55003f5,"Chmn WALBERT Acquires 86,598 Of HORIZON PHARMA PLC >HZNP",,
CTRW000020130927e99u000a4,Clinical Research; Investigators at Victor Babes University of Medicine and Pharmacy Describe Findings in Clinical Trials and Studies,,
RTNW000020180919ee9j000ek,NASDAQ New 52-Week Highs And Lows,,
CHPR000020140716ea780001l,Unleash the immune system on cancer.,,
POLGOV0020140815ea8l001di,"Nitecap Inc. Patent Application Titled ""Device for the Hindrance of Snoring and Obstructive Sleep Apnea"" Published Online",,
NANLEB0020150703eb73000vd,K2M Launches the MESA(R) 2 Deformity Spinal System in the US,,
CHEMEC0020140207ea2e002d9,Novartis AG; Patent Issued for Method for Making Medical Devices Having Antimicrobial Coatings Thereon,,
OFBOAR0020150914eb9d000qg,"NuVasive - The organizational chart displays its 20 executives, including Gregory Lucier and Lesley Howe",,
FLYWAL0020170912ed9c001rx,06:08 EDT AC Immune completes recruitment for Phase 1b study of ACI-24 for...,,
PHBW000020151123ebbn00012,"Pharmaceutical Companies; Agile Therapeutics Inc. Files SEC Form 8-K, Current Report (Nov. 9, 2015)",,
HAMW000020140815ea8m004o5,"Trademarks; Bayer's Trademark Application for ""INNOA"" Filed",,
FNDW000020130509e951000p2,Q1 2013 Staar Surgical Co Earnings Conference Call - Final,,
FEDREG0020160301ec2o00003,Manufacturer of controlled substances registration: Cedarburg Pharmaceuticals Inc. [1 table in original article],,
ATPHAM0020181101eean000mb,Two Labs Acquires Pennside Partners Ltd,,
HOUBJO0020161117ecbh0005l,Texas awards Houston cancer company more than $16 million,,
DRGW000020141003eaaa0002d,Drugs and Therapies; Findings from Ben-Gurion University of the Negev Yields New Data on Drug Delivery Systems (Quantitative analysis of drug delivery to the brain via nasal route),,
DJDN000020161227eccr000r3,Pernix Therapeutics Files 8K - Regulation FD >PTX,,
DJDN000020180724ee7o0016h,Press Release: GSK and Adaptimmune Complete Transition of NY-ESO SPEAR T-cell Therapy Program to GSK,,
DJDN000020160323ec3n001k4,*Great Basin Receives FDA 510(k) Clearance For Shiga Toxin Direct Test >GBSN,,
ATPHAM0020180928ee9r000mj,Spectrum Health Announces Pennock Leadership Change,,
PHBW000020170320ed3k00050,Pharmaceutical Companies; FDA Lifts Clinical Hold on Seattle Genetics' Phase 1 Trials of Vadastuximab Talirine,,
PHBW000020160808ec880001r,"Pharmaceutical Companies; Bristol-Myers Squibb's Trademark Application for ""JEPSYON"" Filed",,
