an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
ICROWDN020170919ed9j000gp,Global Fetal Monitoring 2017 Market Research Reports – Industry Analysis,,
FLYWAL0020170605ed6500fid,Total score from baseline. The study researchers analyzed efficacy results in...,,
OBWK000020140704ea7c001qy,"Trademarks; An Application for the Trademark ""BANETTE"" Has Been Filed by Watson Pharmaceuticals",,
PHBW000020170529ed5t0008v,"Pharmaceutical Preparations; Madrigal Pharmaceuticals, Inc. Files SEC Form 10-Q, Quarterly Report [Sections 13 Or 15(D)] (May. 11, 2017)",,
DJDN000020140714ea7e003mq,Officer HERSHBERGER Sells 843 Of NXSTAGE MEDICAL INC >NXTM,,
NBPPBS0020180320ee3k00041,STAAR Surgical director William P. Wall awarded shares 19 March 2018,,
RESNEW0020150818eb8j0001s,"RWE (MI) Peach Dishes Up $8 Million in Funding to Expand to Boston, DC",,
CONW000020150227eb320003s,"Pharmaceutical Companies; An Application for the Trademark ""TARGETED ONCOLOGY"" Has Been Filed by Eli Lilly",,
INDFED0020150203eb23000jl,FORM 8-K: KALOBIOS PHARMACEUTICALS FILES CURRENT REPORT,,
PHBW000020170522ed5m0003g,"Pharmaceutical Preparations; Array Biopharma Inc. Files SEC Form 8-K, Current Report (May. 8, 2017)",,
BWR0000020140924ea9o00042,Genzyme Collaborates on Gene Therapy for Rare Disease that Causes Childhood Blindness,,
PHBW000020140530ea62000by,"Wholesale Drugs, Proprietaries and Druggist Sundries; Mit Holding, Inc. Files SEC Form NT 10-Q, Notification of Inability To Timely File Form 10-Q Or 10-QSB (May. 15, 2014)",,
NCIW000020131108e9bc0001d,Oncology; Findings on Colon Cancer Discussed by A. Maamer-Azzabi and Co-Researchers,,
DJDN000020161205ecc50035b,*Juno Therapeutics Presents Data From TRANSCEND Study Showing 60% Complete Response in Patients With Relapsed or Refractory Aggressive CD19+ Non-Hodgkin Lymphoma,,
DJDN000020141111eabb0030k,*Ackman's Pershing Square Capital Takes Stake In Zoetis -- Sources,,
DJDN000020130715e97f00385,DJ CHART Momenta Pharmaceuticals Inc ST: the RSI is overbought,,
BWR0000020161020ecak000eh,United States Gastric and Gastroesophageal Junction Adenocarcinoma Drug Forecast and Market Analysis 2015-2024 - Research and Markets,,
HNASNI0020170720ed7k000e1,New strategy could yield more effective flu shots,,
ATPHAM0020150107eb160000s,Inovio Pharmaceuticals HIV Immunotherapy Shows Characteristics Considered Vital to Treating HIV,,
DBWK000020140627ea6u0006p,"Pharmaceutical Companies; Sanofi Reports Positive Phase 3 Results for Toujeo(R) insulin glargine [rDNA origin] injection, 300 U/mL",,
DJDN000020141203eac30003h,"COO KOCMOND JR Sells 13,846 Of CEPHEID INC >CPHD",,
PZON000020160523ec5n0000n,Akari Therapeutics Receives Positive Opinion for Orphan Drug Designation for Coversin in the European Union for Treatment of Guillain Barré Syndrome,,
PHBW000020140425ea4s0000e,Astellas Us Llc; Astellas US Promotes Jeffrey Bloss to SVP of Medical Affairs for the Americas,,
RTTNEW0020161102ecb2002s4,Henry Schein Inc. Earnings Advance 6% In Q3,,
DGAPRE0020161025ecap001gt,"DGAP-PVR: Merck KGaA: Release according to Article 26, Section 1 of the WpHG [the German Securities Trading Act] with the objective of Europe-wide distribution",,
GLOMCP0020151029ebat0015n,"Guided Therapeutics, Inc. - Company Overview",,
PHBW000020140627ea6u000dl,"Pharmaceutical Preparations; Versartis, Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Jun. 13, 2014)",,
DJDN000020160602ec62001jr,Johnson & Johnson to Buy Hair-Care Company Vogue,,
ATPHAM0020180817ee8g000b5,Companion Medical and One Drop Announce Partnership in Integrated Diabetes Management,,
PORTDT0020180114ee1e0008e,Children of the opioid crisis,,
MMM0000020140228ea310000a,Therapeutic Focus 2014: Metabolic,,
DJDN000020130214e92e006b1,"DJ COO MACKANESS Sells 9,000 Of IRIDEX CORP >IRIX",,
POLGOV0020150605eb6b0020n,"Biomet C.v. Patent Application Titled ""Plate Benders and System"" Published Online",,
NANOWK0020150522eb5p000it,"Merck Patent GmbH; Patent Issued for Substituted dibenzo[FG,OP]tetracenes and Formulations Or Electronic Devices Containing the Same",,
DRGW000020161014ecae0002l,Pharmaceutical Companies; New Study Showcases Economic Impact of Allergan's Operations on New Jersey Economy,,
RTNW000020161028ecas000k0,NYSE Amex New 52-Week Highs And Lows,,
OBWK000020151030ebau000ei,"Boehringer Ingelheim Pharmaceuticals, Inc. New Results From a Patient Registry Reveal Insights About Idiopathic Pulmonary Fibrosis IPF",,
DJDN000020181217eech002li,"Officer Kapusta Registers 3,643 Of Johnson & Johnson >JNJ",,
FNWIR00020150319eb3j001e3,OxySure names two new regional sales managers,,
MDST000020170303ed33000l4,"Surgical and Medical Instruments and Apparatus; Universal Biosensors Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Feb. 16, 2017)",,
VACW000020180704ee7400004,RNA Viruses - Rotavirus; Findings in Rotavirus Reported from Georgetown University (Introducing rotavirus vaccine to the Palestinian territories: the role of public-private partnerships),,
HEALBE0020130604e9640001s,Access Scientific Presents POWERWAND Catheter Data at INS,,
PERRYCT020180919ee9j0000c,Physical therapy aids in recovery as alternative to opioid use,,
CLMBSTGM20170504ed520001e,"Half of U.S. Docs Get Payments From Drug, Device Industries: Study",,
INDFED0020130713e97d000e6,SPECTRANETICS REPORTS MULTIPLE TRANSACTIONS BY SENIOR VP MAKETING STRATEGY AND PORT MANAGEMENT FORD-SERBU (Colorado),,
OBWK000020170407ed470026z,Drugs and Therapies - Drug Delivery Systems; Recent Studies from University of Missouri Add New Data to Drug Delivery Systems (The principles and applications of avidin-based nanoparticles in drug delivery and diagnosis),,
CTRW000020130920e99n0004x,Nutritional and Metabolic Diseases and Conditions; Research Results from University of Colorado School of Medicine Update Knowledge of Hyperglycemia,,
DJDN000020150707eb77002ai,Lamar Advertising Bulks Up Airport Efforts -- Market Talk,,
ATPHAM0020180714ee7e000mm,Freezpen to Attend AAFP FMX Annual Meeting 2018,,
INDFED0020140524ea5o0001u,"US Patent Issued to e-Vision on May 20 for ""Electro-active opthalmic lens having an optical power blending region"" (Virginia, Washington Inventors)",,
NBPPBS0020160929ec9t0015q,Kathryn E. Falberg - Medivation director resigns 29 September 2016,,
OBWK000020150417eb4p000r2,Cardiovascular Diseases and Conditions; New Aneurysm Data Have Been Reported by Researchers at Penumbra Inc. (Safety and performance of the Penumbra Liberty stent system in a rabbit aneurysm model),,
ATDOMB0020140422ea4m0008g,"Ackman, Valeant team up to buy Botox maker Allergan for $42 bn",,
KRTOC00020150918eb9i0008g,"Roll up your sleeve, this year's new flu vaccine seems a match",,
MDST000020151225ebcp0000u,"Surgical and Medical Instruments and Apparatus; Becton Dickinson & Co Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Dec. 9, 2015)",,
KUWNA00020170202ed21000b7,"Japan,United States : Exelixis and Takeda Enter Into Exclusive Licensing Agreement to Commercialize and Develop Novel Cancer Therapy Cabozantinib in Japan",,
MDST000020140613ea6m000hz,"Surgical and Medical Instruments and Apparatus; Anika Therapeutics, Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Jun. 3, 2014)",,
LBA0000020170724ed7o00fth,"Merck, Samsung Bioepis launch discounted U.S. Remicade alternative",,
MDT0000020130204e91100016,Board-Level Connector,,
DRGW000020140815ea8m0006f,Drugs and Therapies; New Antibiotics Data Have Been Reported by Researchers at University of Paris (Antagonism between Bacteriostatic and Bactericidal Antibiotics Is Prevalent),,
ATPHAM0020150708eb770000z,"Research and Markets: 2015-2019 US Decentralized/POC Diagnostic Testing Market: Supplier Shares, Volume, Sales Forecasts for 300 Tests, Emerging Technologies, Competitive Strategies",,
RTNW000020181127eebr0009i,NASDAQ New 52-Week Highs And Lows,,
ICROWDN020180725ee7p000rt,Global Digital Dentistry Market Gaining Traction due to Faster Processing by 2025,,
DEFAER0020171011edab0002b,The United States of America as Represented by the Administrator of National Aeronautics and Space A; Patent Issued for Pulse Generator (USPTO 9772344),,
FNDW000020180517ee5g007n1,Henry Schein Inc at Bank of America Merrill Lynch Healthcare Conference - Final,,
MTEU000020170721ed7l001jl,NeuroVia Closes USD 14m Series A Financing Round; Will Fund X-ALD Disease Treatment,,
MDST000020130111e91k0002p,"General Medical and Surgical Hospitals; Community Health Systems Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Jan. 2, 2013)",,
ACIIBC0020130116e91g000do,"Agentur für Unternehmensnachrichten GmbH, mutual fund holdings - Mylan Inc.",,
BIOELSE020170517ed5a00015,Geron (GERN) reports 1Q 2017 financial results and recent events.,,
BRFP000020150203eb2300006,Tax proposal could cost Apple $10B,,
BIOELSE020150622eb6g00007,Acadia (ACAD) presents integrated data from its phase III programme with NUPLAZID (pimavanserin) for Parkinson's disease psychosis at the 19th International Congress of Parkinson's Disease and Movement Disorders.,,
MFGCLU0020130131e91v0002c,Briscoe Law Firm and Powers Taylor Report Investigating Sale to Allergan,,
VACW000020130222e92r00002,Allergy and Immunology; Study Data from Duke University Medical Center Provide New Insights into Allergy and Immunology,,
