an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
INDFED0020130509e959001kd,FDA ISSUES NOTICE ABOUT PHARMACEUTICAL ENGINEERING CO-SPONSORSHIP EDUCATIONAL WORKSHOP,,
FNWIR00020150518eb5i000gq,AbbVie extends exchange offer to purchase Pharmacyclics to 22 May 2015,,
BBPUB00020150202eb22000mr,Supreme Court Calls For Greater Deference To District Court Claim Construction,,
DRGW000020180316ee3g0000j,"Purdue Pharma; An Application for the Trademark ""HYSINGLA ER"" Has Been Filed by Purdue Pharma",,
FNDW000020140213ea2b005v6,Q3 2014 Dr. Reddy's Laboratories Earnings Conference Call - Final,,
PHBW000020140207ea2a00085,"Pharmaceutical Preparations; Gentium S.P.A. Files SEC Form 6-K, Report of Foreign Issuer [Rules 13A-16 And 15D-16] (Jan. 24, 2014)",,
CHPR000020151022ebae0001z,IsoRay's proprietary cesium-131 product line will be on display at the American Society for Radiation Oncology (ASTRO) convention.,,
SEPHA00020181005eea5000dx,UK biopharma Orchard RX targets US 170m in Nasdaq IPO,,
PHBW000020150403eb4600083,"Electromedical and Electrotherapeutic Apparatus; Guided Therapeutics Inc. Files SEC Form 424B3, Prospectus [Rule 424(B)(3)] (Mar. 19, 2015)",,
BTBW000020130412e94f0003x,"Laboratory Analytical Instruments; Illumina Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Apr. 1, 2013)",,
DATMON0020160407ec44001n0,"ICU Medical, Inc. - Key Employees and Biographies",,
J000000020150407eb470003o,Skin Cancer Removal With Miniaturized Radiation,,
DJDN000020180611ee6b001cl,Press Release: Fresenius Medical Care and Humacyte announce strategic global partnership supported by a $150M equity investment,,
RTDJGE0020160421ec4l0003s,PRESS RELEASE: curasan AG: curasan presents strategic investor,,
AWOPEN0020131107e9b70002u,newsbox: Gaining market share with accelerating revenue growth driven by,,
DENV000020181205eec50005l,Amazon hires Seattle-based benefits expert for its push into the pharmacy industry,,
FLYWAL0020170914ed9e00c1d,"15:00 EDT Market 'ignoring' that Glaukos 'could own' glaucoma market, says...",,
PHBW000020140912ea9f000b7,"Trademarks; An Application for the Trademark ""AVANSOT"" Has Been Filed by Ranbaxy Inc.",,
NBPPBS0020150209eaci001sp,CareFusion president Leonard Thomas J sells 18 December 2014,,
BIOELSE020140908ea940000m,"GenSpera announces generic name ""mipsagargin"" for lead drug candidate G-202 per recommendation by World Health Organization.",,
PBRELS0020150123eb1g0000a,Depomed agrees to buy Janssen's Nucynta US licence for $1.05 bn.,,
POLGOV0020160218ec2i00001,"ULSee Inc. ""2d Image-Based 3d Glasses Virtual Try-On System"" in Patent Application Approval Process (USPTO 20160035133)",,
ATPHAM0020161005eca3000be,K2M Group Holdings to Release Third Quarter 2016 Financial Results on Nov. 2,,
LBA0000020151116ebbg00e4d,Genfit could bring NASH liver disease treatment to market in 2019,,
HAMW000020170811ed8b0019q,Masimo; Study Compares Performance of Masimo Acoustic Respiration Rate RRa(R) and Nellcor Plethysmographic Respiration Rate in Volunteers,,
DJDN000020160510ec5a0012a,FDA Seeks to Redefine 'Healthy',,
BRISHC0020170905ed940000b,Officials consider current laws inadequate to curb opioid crisis,,
ATPATN0020160120ec1k000gr,Johnson & Johnson Vision Care Inc Files Patent Application for Silicone Containing Contact Lens having Reduced Amount of Silicon on the Surface,,
POLGOV0020151126ebbq0006l,"Patents; ""High-Frequency Surgical Device"" in Patent Application Approval Process (USPTO 20150320477)",,
VACW000020170920ed9k0000n,Vaccination; Researchers at UNC Eshelman School of Pharmacy Have Reported New Data on Vaccination (Implementation of a pharmacist-driven immunization program designed to improve overall vaccination rates in indigent and uninsured patients),,
RTTNEW0020150616eb6g005br,ZS Pharma Appoints Jeffrey Farrow CFO,,
LFSW000020131115e9bj003he,"Biological Products, (No Diagnostic Substances); Nps Pharmaceuticals Inc. Files SEC Form 8-K, Current Report (Nov. 6, 2013)",,
CTRW000020150508eb5b0004a,Biotechnology; Studies from University of Naples Federico II Have Provided New Data on Gene Therapy (Gene Therapy of Inherited Retinal Degenerations: Prospects and Challenges),,
LFSW000020131004e9a80030x,"Savient Pharmaceuticals, Inc. Patent Issued for Variant Forms of Urate Oxidase and Use",,
NYTFEED020160701ec71006el,UnitedHealthcare Sues Dialysis Chain Over Billing,,
HAMW000020150320eb3r000yd,"Ironwood Pharmaceuticals, Inc. and Exact Sciences Corp. Exact Sciences and Ironwood Pharmaceuticals Enter Co-Promotion Agreement for Cologuard(R)",,
PZON000020170713ed7d0004r,Meridian Bioscience Comments on Recent FDA Press Statement,,
PHBW000020170612ed6c00005,"Pharmaceutical Preparations; Actinium Pharmaceuticals, Inc. Files SEC Form 8-K/A, Current Report (May. 26, 2017)",,
BIOELSE020170424ed4i0000i,Cancer biotech G1 Therapeutics files for $115 M IPO.,,
FNWIR00020170310ed3a000gp,Servier awarded US FDA clearance of IND application for UCART19 in the treatment of relapsed/refractory acute lymphoblastic leukemia,,
DJDN000020141016eaag0002v,Press Release: Esperion Therapeutics Prices Public Offering of Common Stock,,
HAMW000020140912ea9j003yg,"Trademarks; An Application for the Trademark ""ATHENIX"" Has Been Filed by Bayer",,
AMHL000020140911ea9b00004,House GOP 'Keep Your Plan' Bill Moves Forward,,
BIWK000020140502ea570015u,"Genentech, Inc. Patent Issued for Reduced-Viscosity Concentrated Protein Formulations",,
DJDN000020150722eb7m003ok,"VP SULLIVAN Registers 12,500 Of ZELTIQ AESTHETICS INC >ZLTQ",,
RDFN000020150701eb6p0000i,"DURECT trial planned (Phase III), USA (pain).",,
PSVCLU0020130401e93v0005k,United Spinal President Paul J. Tobin Gets Academy of Spinal Cord Injury Professionals Leadership Award,,
PHBW000020151207ebc7000a2,"Pharmaceutical Preparations; Tobira Therapeutics, Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Nov. 19, 2015)",,
DRGW000020151002eba20002c,YM Biosciences Australia Pty Ltd. Patent Issued for Substituted Pyrazines as Tubulin Inhibitors (USPTO 9139560),,
PHBW000020140328ea3v0009c,"Pharmaceutical Preparations; Fibrocell Science, Inc. Files SEC Form 10-K, Annual Report [Section 13 And 15(D), Not S-K Item 405] (Mar. 17, 2014)",,
INVWK00020181019eeaj0010o,"Hologic Inc. Patent Application Titled ""Power Modulated Endometrial Lining Tissue Ablation"" Published Online (USPTO 20180280072)",,
PBRELS0020150225eb2i0000c,"VistaGen, NIMH partner for Phase II trial of AV-101 to treat major depressive disorder.",,
DJDN000020161207ecc7003u8,Press Release: USANA Appoints New President And CIO,,
DJ00000020130123e91n000bw,"MARKET TALK: ABT CEO: Eyeing Device Mkt M&A, Geographic Expansion",,
ATPHAM0020180315ee3e0008e,La Jolla Pharmaceutical Company Announces $100 Million Public Offering of Common Stock,,
DJDN000020140509ea59002ap,Press Release: Zoetis to Participate in BMO Capital Markets 2014 Farm to Market Conference,,
ATPHAM0020181119eeb80008f,CENTOGENE Earns Accreditation to ISO 15189:2012 from CAP,,
HENRYDH020180628ee6s0000b,"Medical marijuana users can't legally own firearms, federal government says",,
NBPPBS0020131101e9b2002h5,"Ron Cohen celebrates second anniversary of appointment as Director, Dyax Corp.",,
WTRLCDRF20181128eebs0000i,4 things to know about medical marijuana kicking off in Iowa,,
DJDN000020180906ee96003is,"Holder Shrotriya Registers 100,000 Of Spectrum Pharmaceuticals Inc >SPPI",,
JOENG00020140207ea2c001uk,"DePuy Synthes Products, LLC; Patent Issued for Dynamized Interspinal Implant",,
ATPHAM0020150214eb2d0005s,Actavis Launches 'Unconditional Love' Campaign to Recognize Alzheimer's Disease Caregivers,,
DEALNEW020180221ee2e00008,Collaboration Could Result in Nektar's Sale to Bristol-Myers,,
FDWKN00020150220eb2q00030,Skin Diseases and Conditions; New Atopic Dermatitis Study Findings Have Been Reported from Institute of Occupational (Risk factors for the development of atopic dermatitis and early wheeze),,
DJDN000020180803ee830038x,Press Release: SeaSpine Reports Granting of Inducement Awards,,
BWR0000020180510ee5a000a7,"Research Findings from the J. Vernon Luck, Sr., Research Center at the Orthopaedic Institute for Children Presented at National Conference",,
