an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
INDFED0020150911eb9b0010w,Clinical Trial: Acute and Long-term Cardiovascular Toxicity After Modern Radiotherapy for Breast Cancer,,
OBWK000020140801ea89000hj,Drugs and Therapies; Investigators from Food and Drug Administration Have Reported New Data on Pharmaceutical Research (Thermodynamic and Kinetic Investigation on the Crucial Factors Affecting Adefovir Dipivoxil-Saccharin Cocrystallization),,
MDST000020150515eb5o000vq,"Surgical and Medical Instruments and Apparatus; Nuvasive Inc. Files SEC Form DEFA14A, Additional Definitive Proxy Soliciting Materials And Rule 14(A)(12) Material (Apr. 30, 2015)",,
ACUSBC0020170906ed960009f,"Agentur für Unternehmensnachrichten GmbH, mutual fund holdings - Endo International Plc",,
DAYB000020180910ee9c0001o,The Washington Daybook - Federal Agencies - Futures,,
TRCOREP020180814ee8d00014,"DIFFUSION PHARMACEUTICALS: Registers 580,785 Shares Under 2015 EIP",,
DJDN000020160226ec2q003pv,Biota Pharmaceuticals Files 8K - Other Events >BOTA,,
LBA0000020170727ed7r00uic,BRIEF-Harvard Bioscience Q2 loss per share $0.01,,
DLYHM00020130807e9870000i,Medicaid cuts and Alabama children,,
FBCOM00020140129ea1r0018m,Herbalife Shares Rise After William Stiritz Hires Bullish Analyst,,
PZON000020130501e9510001q,Sigma-Tau Pharmaceuticals Launches CYSTARAN(TM) for the Treatment of Corneal Cystine Crystal Accumulation in Patients With Cystinosis,,
GRNISL0020161106ecb50001s,Infection Control: Keep the Germs Away,,
PLASTI0020130927e99i00005,"It is not all about carbon fibre: carmakers using traditional composites, too.",,
NYPO000020150203eb2300013,Chris 'pro-choice' - on vaccines,,
PHBW000020140829ea91000q9,"Trademarks; Trademark Application for ""BEXLAMSA"" Filed by Bristol-Myers Squibb",,
OBWK000020131108e9bg002bg,Analgesics; Researchers from University of Nebraska Describe Findings in Analgesics,,
STAN000020181220eecj00005,Opioid ODs down for November,,
OBWK000020150130eb27000m5,Cardiology; Investigators at University of Pittsburgh Report Findings in Cardiology [Computed Tomographic Analysis of Left Ventricular Volumes and Function after Implantation of the Parachute (R) Endoventricular Partitioning Device],,
LBA0000020170216ed2g00795,BUZZ-India's Dr. Reddy's Labs hits over 1-year low; firm's drug infringes U.S. patents,,
MSP0000020131005e9a40001n,company roundup,,
DJDN000020140416ea4g001qx,U.S. Stocks End Broadly Higher,,
PHBW000020180423ee4n0000z,"American College of Medical Genetics and Genomics; Amanda Freed, M.D. and Kim Ng, M.D. Receive the Pfizer/ACMG Foundation Next Generation Award",,
DJDN000020131118e9bi003hh,*Pfizer Announces FDA Approval Of Supplemental Application To Expand XELJANZ(R) (tofacitinib Citrate) Labeling To Include Additional Patient-Reported Outcomes Data For Adults With Moderately To Severely Active Rheumatoid Arthritis >PFE,,
PRTRIN0020180531ee5v00dfd,Lupin appoints Nicholas Hart as head of specialty biz in US,,
TOR0000020180109ee190018n,Ohio judge urges action to address '100 per cent man-made' opioid crisis,,
