an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
RTTNEW0020180503ee5300209,EMA Validates BMY's Type II Application For Opdivo Plus Yervoy Combination,,
DJDN000020151127ebbr002mr,Press Release: Mallinckrodt Completes Sale Of Its Contrast Media And Delivery Systems Imaging Business To Guerbet For $270 Million,,
PZON000020130528e95s0001r,RedHill Biopharma to Present at the Jefferies 2013 Global Healthcare Conference in New York,,
APRS000020140128ea1s0029t,How the Dow Jones industrial average and other major indexes fared on Tuesday,,
CAMERA0020180413ee4b00009,Louisville's Rezolute lays off half of staff,,
BIOELSE020170517ed5a00013,Intra-Cellular Therapies (ITCI) reports 1Q 2017 financial results and provides corporate update.,,
DJDN000020141110eaba004gv,"Holder FLYNN Sells 214,164 Of DICERNA PHARMACEUTICALS INC >DRNA",,
BTBW000020140411ea4e0001s,"Inovio Pharmaceuticals, Inc. Inovio Pharmaceuticals Continues Building Its Senior Team With the Appointment of VP of Quality",,
PHBW000020170605ed650004u,"Pharmaceutical Preparations; G1 Therapeutics, Inc. Files SEC Form 3/A, Initial Statement of Beneficial Ownership of Securities (May. 19, 2017)",,
NBPPBS0020150320eb3l002ro,Michael A. Stein - Apartment Investment and Management updates director's profile 17 March 2015,,
PHBW000020130322e93p0002y,"Pharmaceutical Preparations; Peregrine Pharmaceuticals Inc. Files SEC Form 10-Q, Quarterly Report [Sections 13 Or 15(D)] (Mar. 12, 2013)",,
MDST000020140620ea6t000qe,Drugs and Therapies; Researchers at Hallym University Have Reported New Data on Antibiotics,,
GLOMCP0020160204ec240054k,"Synthetic Biologics, Inc. - Company Locations and Subsidiaries",,
INDFED0020140311ea3b000q9,SUNSHINE HEART REPORTS DISPOSITION BY EXECUTIVE VP REGULATORY AFFAIRS KRIDNER (Minnesota),,
MTPW000020151119ebbi001s0,"Clostridium Difficile Infections (Clostridium Difficile Associated Disease) - Pipeline Review, H1 2015: Report By Radiant Insights, Inc.",,
NBPPBS0020180404ee45004df,Novocure director Palti Yoram sells 04 April 2018,,
EMNEAG0020150308eb370008i,United States : FDA approves first biosimilar product Zarxio,,
ATPHAM0020180301ee2s000bf,"Actinium Pharmaceuticals Highlights Key Activities and Progress at BMT Tandem Meetings, the Combined Annual Meetings of the Two Leading Transplant Organizations",,
PHBW000020140815ea8i000a6,"Wholesale Drugs, Proprietaries and Druggist Sundries; Luckycom Inc. Files SEC Form NTN 10Q, Notices of Late Filings of Form 10-Q Or 10-QSB (Aug. 4, 2014)",,
DJDN000020130117e91h001oh,PRESS RELEASE: Stryker Announces Definitive Offer to Acquire Trauson Holdings Company Limited,,
DLYHLDWA20161228eccr00003,Chinese hackers charged with trading on stolen law firm data,,
NSHR000020140401ea3v00001,"PBS NewsHour for March 31, 2014",,
LFSW000020160126ec1q0016e,"Novozymes Biologicals, Inc. Patent Issued for Bacillus Amyloliquefaciens Strain (USPTO 9234251)",,
MDST000020150220eb31000p7,"Trademarks; An Application for the Trademark ""REVELUTION DES"" Has Been Filed by Medtronic",,
CTA0000020161018ecai00004,Kite Pharma Submitting BLA for CAR-T Therapy Using Phase II Data,,
TBRALB0020160325ec3p00003,"Week in medical marijuana: Tweaking the law, banking green, fighting Google",,
ATPHAM0020180927ee9q000ne,"Aimmune Therapeutics to Present at the Cantor Global Healthcare Conference on Wednesday, October 3",,
GLOMCP0020160201ec21002q3,"Cima Labs, Inc. - Company Overview",,
DJDN000020150219eb2j001rw,"Morning Movers: EOG Resources Tumbles on Earnings, Oil Drop; Barrick Gold Gains -- Barron's Blog",,
OBWK000020170707ed77000md,Oncology; New Findings on Oncology Discussed by Researchers at AstraZeneca (Comparative analysis of primary versus relapse/refractory DLBCL identifies shifts in mutation spectrum),,
GRAY000020140724ea7n00001,Boston Scientific Launches Three Interventional Cardiology Devices,,
ICROWDN020170626ed6q0010h,Windmill Cardiovascular Systems: Develops left ventricular assist devices (LVADs) for the treatment of heart failure.,,
INDFED0020150912eb9c002xl,FORM 8-K: ACCELERON PHARMA FILES CURRENT REPORT,,
LBA0000020140610ea6a009su,"MARKET PULSE-Achillion, Ehealth, Receptos, Scientific Games",,
PHBW000020161107ecb70002c,"Pharmaceutical Preparations; Cerulean Pharma Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Oct. 20, 2016)",,
INCMS00020161103ecb30000b,CMS CUTS PAY 0.7 PERCENT FOR HOME HEALTH SERVICES,,
ATPHAM0020181211eeca000jn,Pfenex Submits New Drug Application to U.S. FDA Seeking Approval of PF708 for the Treatment of Osteoporosis,,
FNDW000020170307ed36000ru,Ionis Pharmaceuticals Inc and Akcea Conference Call to Discuss Positive Results from Pivotal Study of Volanesorsen - Final,,
ABPBUS0020180518ee5h0000l,"Granules Pharmaceuticals, Inc., a Wholly Owned Subsidiary of Granules India Limited Received US FDA Approval for Generic Methylergonovine Tablets",,
BEATRICE20161208ecc70004c,Congress Passes Sweeping Health Care Bill,,
PHBW000020151207ebc700048,"Pharmaceuticals, Biotechnology; Flamel Technologies Appoints Michael Kanan Chief Financial Officer",,
PHBW000020150716eb7g0006d,"Medicinal Chemicals and Botanical Products; Mannatech Inc. Files SEC Form 8-K, Current Report (Jul. 2, 2015)",,
SOLRADIN20140402ea42007bz,Deals of the day,,
FBCOM00020180709ee79000jl,Vivek Ramaswamy's Enzyvant Asks FDA To Approve Treatment For Dying Babies,,
POLGOV0020170413ed4d001q4,"Patents; Researchers Submit Patent Application, ""Pressure Relief Pad for the Prevention of Pressure Ulcers"", for Approval (USPTO 20170087002)",,
DRGW000020160304ec340002d,Patheon; Patheon Selected by Grunenthal to Develop Drugs Using INTAC(R) Abuse Deterrent Formulations Technology,,
HTHEAL0020161107ecb700105,Cases of Fungal Infection Staggering in America: CDC,,
PHBW000020130222e92p0001v,"Pharmaceutical Companies; New Legislation Will Increase Prescription Drug Costs $1.7 Billion for Oklahoma Seniors, Employers, and Consumers",,
BMCFDA0020171002eda20001t,Industry Brief - FDA Accepts Aradigm’s Linhaliq NDA For Filing With Priority Review,,
XMAD000020151124ebbo00001,Ian Read shakes up world's drug market,,
DJDN000020161223eccn002au,"CEO Wilkinson Surrenders 97,219 Of Impax Laboratories Inc >IPXL-Amended",,
PACBNO0020150227eb2r0002v,HVCA honors Hank Wuh’s TruTag Technologies for Deal of the Year,,
ATPHAM0020150205eb23000jo,"Merck's Insomnia Medicine BELSOMRA (suvorexant) C-IV, First & only Orexin Receptor Antagonist, Now Available in United States",,
JOENG00020140429ea4u00088,"Medtronic Minimed, Inc. Patent Application Titled ""Infusion Device with a Grooved Piston Channel Wall"" Published Online",,
MDSNVLMG20170112ed1c00001,Readers Write,,
XFTC000020160527ec5r00003,IPOs not dead yet as four companies sell $1.5B in stock,,
GLCI000020140520ea510002z,Events.(Brief article)(Calendar),,
CGTW000020140411ea4e00009,"Kite Pharma, Inc. Kite Pharma Announces the Appointment of Arie Belldegrun, M.D., as President and Chief Executive Officer",,
TAN0000020141117eabh00001,"FDA Will Face Reforms, Oversight In Republican Congress – Analysts",,
BEEF000020170216ed2g00003,How to respond to consumer concerns about antibiotics,,
DJDN000020150101eb11000sw,Broken Deals Rein In a Strong M&A Market,,
PRESSA0020160317ec3h0015p,Chronix Biomedical to Present Clinical Data on Its Cell-Free DNA Approach as an Early Predictor of Response to Chemotherapy at the AACR Annual Meeting,,
RTDW000020171105edb40002s,Biz Bites: Local business highlights from the past week,,
ATPHAM0020180920ee9j000jr,Shriners for Children Medical Center Pasadena Announces Multiple Physicians Honored as TOP Doctors,,
FNDW000020160819ec81001ry,Q1 2017 Shionogi & Co Ltd Earnings Call - Final,,
NBPPBS0020170630ed6u001gw,Roka Bioscience Elects 03 Directors,,
DJDN000020141202eac2001cj,Medtronic Files 8K - Other Events >MDT,,
OBWK000020140131ea28000el,Biotechnology; Findings from V. Spahn and Co-Authors Reveals New Information on Molecular Pharmacology,,
ATPHAM0020140819ea8i0005m,"Clinical Study Shows Neo40 Nitric Oxide Supplement Reduces High Blood Pressure, Prehypertension",,
BTBW000020150320eb3n00042,"Biotechnology Companies; Alkermes Plc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Mar. 5, 2015)",,
HAMW000020130614e96l000qi,Vaccines; Data from Center for Disease Control and Prevention Provide New Insights into Vaccines,,
GLOMCP0020160129ec1t0024d,"Mannatech, Incorporated - Company Locations and Subsidiaries",,
