an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
MDST000020130222e933000k6,"Surgical and Medical Instruments and Apparatus; Uroplasty Inc. Files SEC Form SC 13G, Statement of Acquisition of Beneficial Ownership By Individuals [Amend] (Feb. 13, 2013)",no,no
FLYWAL0020160621ec6l00233,Aptose Biosciences provides corporate update,no,no
OBWK000020170929ed9t000bz,Imago BioSciences; Imago BioSciences Doses First Patients in Phase 1/2 Study of IMG-7289 in Myelofibrosis,no,no
INDFED0020130627e96r00170,FORM 8-K: SHIRE FILES CURRENT REPORT,no,no
NBPPBS0020180922ee9m001uq,Robert J. Coury of Mylan in top quartile of Large MCap Chairmen Scorecard for past year,no,no
INDFED0020150707eb7700132,FORM 8-K: NORTHWEST BIOTHERAPEUTICS FILES CURRENT REPORT,no,no
MDST000020160610ec6a000bh,"Surgical and Medical Instruments and Apparatus; Pavmed Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (May. 25, 2016)",no,no
DJDN000020180731ee7v003lf,*Neurocrine 2Q Loss/Shr 7c >NBIX,no,no
PHBW000020141121eabo000g5,"Pharmaceutical Preparations; Oragenics Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Nov. 12, 2014)",no,no
DJDN000020140825ea8p002tl,OneChicago Futures Close - Aug 25,no,no
PNWK000020130531e963000ba,"Hospitals; Spine Pain Management, Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (May. 17, 2013)",no,no
HNIANS0020150706eb760058z,Media shifts parents' perception about vaccinations,no,no
COMWKN0020171123edbn000fq,"Siemens Healthcare GmbH; Patent Application Titled ""Computer-Supported Method for Processing an Examination Step"" Published Online (USPTO 20170322277)",yes,no
CTRW000020140919ea9m0008d,Health and Medicine; Findings from Catholic University of Leuven Has Provided New Data on Respiratory Medicine (Acute Outcomes and 1-Year Mortality of Intensive Care Unit-acquired Weakness A Cohort Study and Propensity-matched Analysis) (Acute Outcomes and 1-Year ...),no,no
DJDN000020140718ea7i003fc,FedEx: Drug Prosecution Means Customer Privacy 'Is Now at Risk' -- WSJ Blog,no,no
POLGOV0020160107ec17000z8,"Patents; Patent Application Titled ""Steerable Medical Device"" Published Online (USPTO 20150366572)",yes,no
DJDN000020150331eb3v00589,Dyax Shares Jump as Angioedema Drug Shows Promise,no,no
DJDN000020181105eeb5000zw,*Eli Lilly: Trulicity(R) (dulaglutide) Demonstrates Superiority in Reduction of Cardiovascular Events for Broad Range of People With Type 2 Diabetes,no,no
CTRW000020141128eac1000aw,"Pharmaceutical Companies; PTC Therapeutics Appoints Dr. Tuyen Ong SVP, Head of Clinical Development and Translational Research",no,no
FNDW000020150510eb57004mr,Henry Schein Inc at Deutsche Bank Health Care Conference - Final,no,no
PHBW000020160118ec1i00054,"Pharmaceutical Preparations; Lilly Eli & Co Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Jan. 4, 2016)",no,no
EDULTR0020151104ebb400046,Pharmaceutical Education; Studies from University of Georgia in the Area of Pharmaceutical Education Reported (Evaluating the Effects of Flexible Learning about Aseptic Compounding on First-year Students in a Pharmacy Skills Laboratory),no,no
SLMO000020131122e9bl0001i,BUSINESS DIGEST,no,no
LBA0000020130626e96q000fn,U.S. employer held captive in China factory keeps his hopes up,no,no
PHBW000020150206eb290009v,"Pharmaceutical Preparations; Rexahn Pharmaceuticals, Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Jan. 27, 2015)",no,no
POLGOV0020180823ee8n000tj,"W. L. Gore & Associates Inc. Researchers Submit Patent Application, ""Vertical Coaptation Zone In A Planar Portion Of Prosthetic Heart Valve Leaflet"", for Approval (USPTO 20180221144)",yes,no
DRGW000020180202ee220002j,"Pharmaceutical Preparations; Orexigen Therapeutics, Inc. Files SEC Form 8-K, Current Report: (Jan. 19, 2018)",no,no
BWR0000020170907ed970002j,Bristol-Myers Squibb to Announce Results for Third Quarter 2017 on October 26,no,no
PSVCLU0020140628ea6s0002m,XenoPort Begins Phase 2 Clinical Trial of XP23829 in Patients with Psoriasis,no,no
ICROWDN020170908ed98000ma,"Hemostatic Forceps Market 2022 | Industry Outlook, Developments, Trends and Forecast",no,no
ASNHTE0020130715e97f0000y,Taliban vaccine ban has crippling effects,no,no
MDST000020171215edcf000ss,Surgery - Hysterectomy; Study: Patients only use about half of opioids prescribed after hysterectomy,no,no
