an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
NBPPBS0020180205ee260025w,Bluebird Bio chief scientific officer Philip D. Gregory sells 05 February 2018,,
PHBW000020130927e99u000bn,"Metal Mining; Tonix Pharmaceuticals Holding Corp. Files SEC Form 8-K, Current Report (Sept. 16, 2013)",,
DRGW000020140829ea950002z,Antibiotics; Harnessing the power of bacteria's sophisticated immune system,,
VACW000020140725ea7u0000h,Immunization; Investigators at Novartis Vaccines Discuss Findings in Vaccines (Glycan surface antigens from Bacillus anthracis as vaccine targets: current status and future perspectives),,
PZON000020170816ed8g0002y,Abeona Therapeutics Announces Pivotal Expansion of ABO-102 Gene Therapy Clinical Trials in Sanfilippo Syndrome Type A,,
WSJO000020160719ec7i001ur,Finance Watch,,
MENAFI0020150604eb63000az,Director of QA and Regulatory Compliance for Fagron Praises US Compliance Corp,,
DRGW000020130816e98n000il,Pharmacology; Researchers from Department of Physical Medicine & Rehabilitation Report Details of New Studies and Findings in the Area of Pharmacology,,
DJDN000020180712ee7c001ja,*Abbott Receives FDA Approval For Next-Generation MitraClip(R) Device To Treat People With Leaky Heart Valves >ABT,,
DJDN000020131125e9bp002ue,Press Release: Athersys to Present at 25th Annual Piper Jaffray Healthcare Conference,,
DJDN000020131223e9cn002xm,Jos. A. Bank Rejects Bid from Men's Wearhouse,,
HAMW000020171006eda60000p,BioCardia; BioCardia Announces Successful Interim Safety Analysis in Its Phase 3 Clinical Trial of CardiAMP Stem Cell Therapy for Heart Failure,,
DJDN000020170605ed65001b9,Press Release: PTC Therapeutics Announces Executive Promotions,,
ATPHAM0020161202ecc10008o,Enzo Biochem Schedules Teleconference to Discuss First Quarter 2017 Results Dec. 9,,
ENIDNE0020130901e98v0000f,Aiding adoptions: Ringwood church group provides grants to parents,,
FNDW000020130509e95200a9h,Event Brief of Q1 2013 Smith & Nephew Earnings Conference Call - Final,,
JOENG00020130104e919002c1,Bayer MaterialScience AG; Patent Issued for Processes for the Regeneration of an Anion Exchanger Loaded with Hexachlorostannate,,
BIWK000020140613ea6i000qe,Drugs and Therapies; Researchers from Chongqing University Report Recent Findings in Antimicrobials,,
RTWK000020150313eb3g0002v,Inflammation; Researchers from Cedars-Sinai Medical Center Describe Findings in Inflammation (Alternatively Spliced Myeloid Differentiation Protein-2 Inhibits TLR4-Mediated Lung Inflammation),,
PRTRIN0020140305ea3500466,Dr Reddy's launches antibiotic drug in US market,,
CCNWS00020160718ec7i000m9,Arch Biopartners Forms Clinical and Medical Advisory Board for AB569,,
J000000020170130ed1u0001g,Pension Fund Strategy Rocks Brooklyn Food Co-op,,
BTBW000020140627ea6u000ac,"Pharmaceutical Companies; Trademark Application for ""POSITIVE CHARGE"" Filed by Bristol-Myers Squibb",,
BWR0000020160718ec7i000dr,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Announces an Investigation Concerning Possible Violations of Federal Securities Laws by Certain Officers and Directors of CytRx Corporation",,
PHBW000020171016edag0007m,Pharmaceutical Companies; RG7916 Increased SMN Protein Production in SUNFISH Clinical Trial in Patients with Type 2/3 Spinal Muscular Atrophy,,
MDST000020150213eb2m000x4,"Trademarks; Trademark Application for ""FINISHING WIRE"" Filed by Boston Scientific",,
ATPHAM0020180728ee7r000m9,Guthrie Welcomes New Providers,,
MDST000020150227eb38000i9,"Orthopedic, Prosthetic and Surgical Appliances and Supplies; Edwards Lifesciences Corp. Files SEC Form 5, Annual Statement of Changes in Beneficial Ownership of Securities (Feb. 13, 2015)",,
DJDN000020160218ec2i001qo,Press Release: Symmetry Surgical Reports Fourth Quarter and Full Year 2015 Financial Results,,
NBPPBS0020150720eb7k0002t,Nader Z. Pourhassan - CytoDyn updates CEO and president's profile 19 July 2015,,
WSJO000020170227ed2r004se,Shop Talk: Bain Capital's Chris Gordon and QuVa Pharma's Stuart Hinchen on Rebuilding the Drug Compounding Market,,
DJDN000020180328ee3s0008r,Cigna Plans Even-Tighter Limits on Opioids -- Market Talk,,
FNDW000020140215ea2c0005m,Mazor Robotics Ltd at Leerink Swann Global Healthcare Conference - Final,,
DJDN000020150611eb6b001ky,Press Release: EndoChoice(R) Announces Closing of Its Initial Public Offering,,
DJDN000020170328ed3s001d6,Press Release: Albireo to Present at Upcoming Investor Conferences,,
CGAZ000020130108e9170000o, Drugstore remains after century,,
DJDN000020171026edaq000ju,Press Release: Theraclion Makes Substantial Progress towards Market Access for Echopulse(R) in The US,,
PNWK000020140620ea6n000ey,OptiNose; OptiNose Announces Positive Results of COMPASS: A Head-to-Head Comparison of a New Migraine Treatment Using Bi-Directional(TM) Breath Powered(TM) Technology AVP-825 versus Oral Sumatriptan,,
NBPPBS0020160607ec67000a5,INTREXON UPDATES DIRECTOR PROFILES,,
BWR0000020180815ee8f000ct,"Corporate Reputation of Pharma, 2017-2018 - The Patient Perspective of 169 US Patients - ResearchAndMarkets.com",,
INDFED0020140114ea1e0009c,FORM 8-K: AMICUS THERAPEUTICS FILES CURRENT REPORT,,
CTRW000020170424ed4o00004,Bernstein Liebhard Llp; DePuy Elbow Implant Lawsuit Evaluations Offered By Bernstein Liebhard LLP Following Class II Recall for Synthes Radial Head Prosthesis System,,
DJDN000020140815ea8f000et,"VP GREGORY Registers 15,000 Of SANGAMO BIOSCIENCES INC >SGMO",,
LBA0000020140326ea3q009ex,"U.S. RESEARCH ROUNDUP-Arch Coal , BlackBerry , Walgreen , WebMD Health, Garmin",,
DJDN000020130909e999002at,DJ CFA Substantial Insider Sales: Morning Report,,
DAYB000020160711ec7c0000n,The Washington Daybook - Federal Agencies,,
DJDN000020181025eeap0028v,Daiichi Sankyo Reaches Collaboration Agreement on Trials for Breast Cancer Treatment,,
ALBNYHLD20180909ee980001i,Pollution impacts animals in waterways,,
ATPHAM0020170612ed6c000bf,Intercept Announces New Data Analysis From FLINT Trial of OCA in NASH Patients with Type 2 Diabetes,,
PHBW000020141030eaad0005g,"Pharmaceutical Companies; Amag Pharmaceuticals Inc. Files SEC Form 8-A12B, Registration of Securities [Section 12(B)] [Amend] (Sept. 29, 2014)",,
DJDN000020180123ee1n000o1,"DJ Achieve Life Sciences Inc, Inst Holders, 4Q 2017 (ACHV)",,
ATPHAM0020180525ee4o00006,Jonsson Comprehensive Cancer Center Listed a New Clinical Trial of TCR Genetically Engineered PBMC and PBSC After Melphalan Conditioning Regimen in Treating Participants with Relapsed and Refractory Multiple Myeloma,,
PHBW000020160815ec8f00071,"Pharmaceutical Preparations; Nivalis Therapeutics, Inc. Files SEC Form 10-Q, Quarterly Report [Sections 13 Or 15(D)] (Aug. 2, 2016)",,
ATPHAM0020170210ed28000ei,Diffusion Pharmaceuticals' TSC Phase 1/2 Glioblastoma Multiforme Clinical Trial Results Published in February 2017 Edition of Journal of Neurosurgery,,
ATPHAM0020180503ee52000jm,Johnson & Johnson to Host Consumer and Medical Devices Business Review,,
OBWK000020131227ea1400083,Drug Resistance; Findings from Queen's University Yields New Data on Drug Resistance,,
CTA0000020130103e91300006,FDA Asks Drugmakers to Avoid Using Two Phthalate Products,,
CMCOPR0020181129eebt00007,"Xinjiang Tianshan Pharmaceutical Ind. Co., Ltd.",,
DEALNEW020160115ec180000z,Short-selling in SEC crosshairs after Valeant campaign,,
DJDN000020170314ed3e000vs,HK Bourse: Results Announcement From Shandong Xinhua Pharmaceutical Co. Ltd.,,
BWR0000020151209ebc90000y,SciBase Submits Application for Pre-Market Approval to FDA,,
RNGZ000020180802ee8200061,DNA might be shared with drug companies; Companies vow to tell you when that happens,,
NBPPBS0020160505ec550002h,INFINITY PHARMACEUTICALS UPDATES DIRECTOR PROFILES,,
DJDN000020151102ebb2003vy,VP Smith Acquires 175 Of Cepheid Inc >CPHD,,
