an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
JOENG00020170821ed8l001en,H. Lundbeck A/S; Patent Issued for Nalmefene Salts as Medicaments for Reducing Alcohol Consumption Or for Preventing Excessive Alcohol Consumption (USPTO 9725458),,
PHBW000020130816e98j000dc,"Pharmaceutical Preparations; Mast Therapeutics, Inc. Files SEC Form 8-K, Current Report (Aug. 5, 2013)",,
MANAVG0020180309ee39000mb,Seattle Genetics Closes Acquisition of Cascadian Therapeutics,,
PZON000020150303eb3300053,Celldex Therapeutics Announces Upcoming Presentation at the Cowen and Company 35th Annual Health Care Conference,,
GRAY000020131028e9as0000e,"News Briefs: Approvals For Abbott’s MitraClip, Allergan’s Juvéderm; Diagnostics News",,
CTRW000020130913e99g00048,Musculoskeletal Diseases and Conditions; New Findings on Rhabdomyolysis Discussed by Researchers at West Virginia University,,
OBWK000020160603ec63000qm,Health and Medicine; New Cardiovascular Research Study Results from Columbia University Described (Modified Contrast Microinjection Technique to Facilitate Chronic Total Occlusion Recanalization),,
DJDN000020170802ed82002a9,Press Release: Bioline Launches New JetSeq(TM) Clean Kit for Next-Generation Sequencing,,
DJDN000020150814eb8e00004,"CEO WORTHINGTON Sells 6,000 Of FLUIDIGM CORP >FLDM",,
WLNW000020130129e91t0001t,Mylan Specialty Taps Winners of Get Schooled in Anaphylaxis Challenge,,
DTMNTR0020131104e9b400015,ICT forms strategic partnership with Massachusetts General Hospital,,
JOENG00020150619eb6o0008t,Chemical Engineering; Findings from University of Padua Provides New Data on Chemical Engineering (Bracketing the Design Space within the Knowledge Space in Pharmaceutical Product Development),,
RDFN000020130928e99o0002e,"Agios phase change I, France, USA (hematological cancer).",,
IHR0000020171220edck00006,FDA Proposes Risk-Based Regulatory Framework For Homeopathic Products,,
T000000020180825ee8p00098,American approval for medicine is shot in the arm for Shire takeover,,
HEALBE0020140408ea480005r,VasoPrep Surgical Names Dr. James Hart as New Chief Medical Officer,,
WSJO000020131108e9b800ayi,"You Can't Predict Destiny by Designing Your Baby's Genome; New innovations promise parents more control over a child's traits, but human life is too multifaceted to be reduced to a formula.",,
BIOELSE020150828eb8k0000o,Biota Pharmaceuticals Inc (BOTA) advances RSV programme with commencement of dosing in phase I trial for direct-acting antiviral BTA585.,,
FLYWAL0020161103ecb30040l,07:28 EDT Intercept lowers FY16 adj. operating expenses of $320M-$340MIntercept...,,
NBPPBS0020170308ed380000j,ContraVir Pharmaceuticals chief executive officer and director Sapirstein James E. awarded Stock Options 07 March 2017,,
BTBW000020150123eb1q00030,"Biotechnology Companies; Acorda Therapeutics Inc. Files SEC Form 8-K, Current Report (Jan. 12, 2015)",,
HUNTHD0020170726ed7q00014,WV treasurer joins threat against opioid distributor,,
RCHD000020141023ea6701qw3,Judge grants part of McDonnell’s request,,
LBA0000020150121eb1l00q2x,BUZZ-Momenta Pharmaceuticals Inc: Supreme Court rules for rival in patent row,,
CQTDAY0020160228ec2o0018i,Zika Bill Could Dovetail With Broader Research Initiative,,
INVWK00020170804ed8400067,"C. R. Bard, Inc. Bard Announces Second Quarter Results",,
GLOMCP0020160307ec37002tt,"Apricus Biosciences, Inc. - Company Overview",,
XNEWS00020140204ea2400cf9,"U.S. government , drug companies team up to develop new medicines",,
PHBW000020130531e9630003a,"CAMS Medical Instruments, Inc. Patent Issued for Therapy Tools and Treatment Methods",,
INDFED0020150417eb4h003rg,Clinical Trial: Melphalan for Use With the Hepatic Delivery System Treatment in Patients With Unresectable Hepatocellular Carcinoma or Intra Hepatic Cholangiocarcinoma,,
NBPPBS0020170504ed540001l,Egalet director Andrea Heslin Smiley awarded Stock Options 03 May 2017,,
BUFF000020140207ea2700008,More training available for holistic therapies,,
REWKN00020150703eb7300004,"Alexandria Real Estate Equities, Inc. Alexandria Real Estate Equities, Inc. Announces 15-Year Anchor Lease of 208,000 RSF with Bristol-Myers Squibb at 100 Binney Street at the Alexandria Center(R) at Kendall Square in Cambridge, MA",,
CRNW000020160803ec830000q,Diabetes drug shunned by Express Scripts; Business briefing,,
BTBW000020130621e96o0004x,"Pharmaceutical Preparations; Puma Biotechnology, Inc. Files SEC Form 8-K, Current Report (Jun. 12, 2013)",,
CHDR000020180706ee6400041,Walgreens introduces SkinID tool.(BEAUTY CARE REPORT),,
BIOELSE020171227edck00004,Millendo Therapeutics sweeps up Phase II asset with acquisition of small biotech.,,
DRGW000020140307ea3e0002s,Drugs and Therapies; Findings from M. Bowman and Co-Authors Broaden Understanding of Drug Research,,
DJDN000020171021edal000el,"DJ Adamas Pharmaceuticals Inc, Inst Holders, 3Q 2017 (ADMS)",,
DJDN000020180511ee5b003pb,"Press Release: Hill-Rom Inaugurates 100,000-Square-Foot Welch Allyn Campus Expansion",,
PEHUB00020171204edc40003g,VC-backed Outpost Medicine hires chief medical officer,,
DJDN000020130927e99r003c5,DJ CHART Nektar Therapeutics ST: below its lower Bollinger band,,
DLYCOU0020170825ed8p0002v,Opioid overdose-reversal kits available in region,,
FNDW000020140606ea64005sf,"ARIAD Pharmaceuticals, Inc. at Jefferies Global Healthcare Conference - Final",,
WP00000020181117eebh0000u,Digest,,
LFSW000020180508ee5800024,"Pharmaceutical Preparations; Aytu Bioscience, Inc. Files SEC Form 8-K, Current Report: (Apr. 24, 2018)",,
ATPATN0020151006eba600007,Bayer Healthcare LLC Files Patent Application for Accuracy Improving Desiccants,,
INDFED0020150610eb6a001mk,FORM 8-K: LANTHEUS MEDICAL IMAGING FILES CURRENT REPORT,,
ENPNEW0020180713ee7d000bf,UroGen Pharma Submits Investigational New Drug Application for UGN-102 for the Treatment of Low-Grade Non-Muscle Invasive Bladder Cancer,,
PZON000020170530ed5u00012,ADMA Biologics Stockholders Vote to Approve Acquisition of Certain Assets from Biotest Pharmaceuticals Corporation,,
BIWK000020140314ea3j00014,Pharmaceutical Companies; ISIS Pharmaceuticals Earns $1 Million from GSK for Advancing ISIS-TTR Rx,,
OBWK000020170929ed9t000so,Ophthotech Corporation; Ophthotech Provides Update on Zimura(R) Complement Programs for Treatment of Eye Diseases,,
BNZNGA0020170330ed3u000p8,Going To The Big Show: Former Pink-Sheet Neurotrope's First Day On The Nasdaq,,
ATPHAM0020180123ee1m0008l,Halozyme to Host Fourth Quarter and Full-Year 2017 Financial Results Conference Call,,
ARNEWS0020161018ecai0008e,TiGenix Announces Orphan Drug Designation (ODD) for Cx601 in Switzerland,,
ATPHAB0020180217ee2h0002t,"Oxford BioDynamics receives Indian patent for its proprietary technology platform, EpiSwitc",,
DJDN000020150512eb5c00483,Collegium Pharmaceutical Files 8K - Changes To Articles >COLL,,
DJDN000020160128ec1s001dj,Neos Therapeutics Files 8K - Other Events >NEOS,,
ASXTEX0020130905e9950003c,PSIVIDA CORP. pSivida to Present At Two Investment Conferences in Sept.,,
PSVCLU0020140613ea6d0001e,PDL BioPharma Posts 2nd Quarter 2014 Revenue Guidance,,
FLYWAL0020130405e94500231,On The Fly: Pre-market Movers,,
DJDN000020180722ee7m000ah,"DJ Cara Therapeutics Inc, Inst Holders, 2Q 2018 (CARA)",,
PRTRIN0020170305ed3500bnh,Vaccine breakthrough of 1962 saved about 10 mln lives: study,,
DRGW000020180209ee1c000b0,Trustees of the University of Pennsylvania; Patent Issued for Rapid Surface Disinfection Method and Apparatus (USPTO 9855357),,
BHLD000020140908ea960005o,Patents protect U.S. drug re$earch,,
DRGW000020150327eb4300029,Pharmacokinetics; Findings from Hoshi University Broaden Understanding of Pharmacokinetics (Effects of Menthol on the Pharmacokinetics of Triazolam and Phenytoin),,
INVWK00020130322e93u0006j,"Cordis Corporation; Cordis Acquires Flexible Stenting Solutions, Inc.",,
SFVBJ00020140603ea5j0000f,Largest public companies.(THE LIST),,
ATPHAM0020161222eccj000e3,Fibrocell Announces Leadership Changes,,
OBWK000020130719e97r001wn,"NPS Pharmaceuticals, Inc. Patent Issued for Ex Vivo Method for Determining Potential GLP-2 Receptor Modulators",,
HAMW000020140516ea5n002ea,"Protalex, Inc. Protalex Adds Three Industry Leaders to Clinical Development Team",,
BIWK000020170816ed8g0001m,"Janssen Biotech, Inc. FDA Advisory Committee Does Not Recommend Approval Of Sirukumab For The Treatment Of Moderately To Severely Active Rheumatoid Arthritis",,
PHBW000020140516ea5j000d0,"Pharmaceutical Preparations; Palatin Technologies Inc. Files SEC Form DEFA14A, Additional Definitive Proxy Soliciting Materials And Rule 14(A)(12) Material (May. 6, 2014)",,
PZON000020181120eebk0009n,"DEADLINE TODAY: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against AbbVie Inc. and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",,
ATPHAM0020181103eeb10005m,Alexion Announces Upcoming Data Presentations at American Society of Hematology Annual Meeting,,
MFGCLU0020130725e97p0001y,ResearchDx Expands into a New Facility,,
FLYWAL0020150610eb6a0005r,DBV Technologies announces data demonstrating usefulness of Viaskin,,
LFSW000020130809e98d002ws,"Biological Products, (No Diagnostic Substances); Onyx Pharmaceuticals Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Jul. 29, 2013)",,
LBA0000020161122ecbm00nxi,Morning News Call Canadienne - Novembre 22,,
PHBW000020150220eb2n0000q,"CoLucid Pharmaceuticals, Inc; CoLucid Pharmaceuticals Appoints Matthew Dallas as Chief Financial Officer and Treasurer",,
PRSNSSUN20170204ed240000o,Indicator of heart disease; what is 'non-HDL',,
PSVCLU0020130929e99t0003w,FierceBiotech Honors CytomX Therapeutics as a 2013 'Fierce 15' Biotech Company,,
JOENG00020130726e97v001fa,Drager Medical GmbH; Patent Issued for Breathing Mask,,
DRGW000020130816e98n000cq,Drugs and Therapies; New Findings on Antibiotics from Lomonosov Moscow State University Summarized,,
