an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
POLGOV0020130215e92l000zm,"Patents; Agency Reviews Patent Application Approval Request for ""Fluidic Components, Systems, and Methods for Use in Ophthalmic Surgeries""",,
DJDN000020130923e99n00295,DJ Morning Movers: Walgreen Gains on Morgan Stanley Upgrade; Michael Kors Falls on Jefferies Cut -- Barron's Blog,,
MDST000020170616ed6g000d8,"Devicor Medical Products, Inc. Patent Issued for Biopsy Device with Variable Side Aperture (USPTO 9668717)",,
DJDN000020140909ea990039s,Press Release: Cochlear Launches New York City Hearing Awareness Initiative Aimed at Educating the Public About Solutions Beyond Hearing Aids,,
CHPR000020130314e92s0000i,"Bayer annual report 2012: Research, development, innovation: CropScience: Crop protection products.",,
LFSW000020150723eb7n001nr,Influenza; Report Summarizes Influenza Study Findings from Rockefeller University (Anti-HA Glycoforms Drive B Cell Affinity Selection and Determine Influenza Vaccine Efficacy),,
PSVCLU0020130131e91v0001e,ImmunoGen Posts 2Q Fiscal Year 2013 Financial Results,,
RTTNEW0020160713ec7d002bd,"Teva Pharma Lifts Q2 Adj. EPS, Revenue Forecast Above Market Estimates",,
DRGW000020150130eb26000ah,Drugs and Therapies; Reports from Shionogi & Co. Ltd. Provide New Insights into Isoproterenol Therapy (Plasma miR-208 as a useful biomarker for drug-induced cardiotoxicity in rats),,
SDU0000020131102e9b10000k,SCRIPPS CONTRIBUTES TO KEY HIV STUDY; Scientists make discovery that could lead to vaccine,,
DJDN000020151028ebas0046z,Press Release: Lannett Announces Preliminary Fiscal 2016 First Quarter Financial Results,,
PHBW000020130510e95d0001p,"Fibrocell Science, Inc. Fibrocell Science Expands Potential Medical Applications for Azficel-T",,
GLBGAZET20160316ec3f0000w,"Don't Take Short Cuts With Contact Lens Care, FDA Warns",,
DJDN000020150520eb5k002hz,Press Release: Novartis announces two positive US phase III programs in COPD for QVA149 and NVA237,,
ICROWDN020180320ee3k0008l,"Bone Growth Therapy Devices Market Analysis by Manufacturers, Drivers, Strategies, Segmentation and Application",,
NBPPBS0020160218ec2i0013a,HANSEN MEDICAL INSIDERS SELL,,
NBPPBS0020150728eb7s000ji,Keryx Biopharmaceuticals appoints Scott A. Holmes as CFO 28 July 2015,,
ACWIRE0020180224ee2o000dx,"EQUITY ALERT: Levi & Korsinsky, LLP Reminds Shareholders of Tesaro, Inc. of a Class Action Lawsuit and a Lead Plaintiff Deadline of March 19, 2018 - TSRO",,
RVESEN0020160610ec6a009q1,US Should Crack Down on Drug Firms Misleading Doctors About Opioid Risks - Senator,,
