an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
DJDN000020140910ea9a0032w,Google Pours More Cash into Solar Projects -- Market Talk,,
PZON000020150827eb8r0001j,"Photo Release -- Hemispherx Biopharma Posts Photographs of the Ampligen Facility in New Brunswick, New Jersey",,
MDST000020130614e96n000dq,"Orthopedic, Prosthetic and Surgical Appliances and Supplies; Reva Medical, Inc. Files SEC Form 8-K, Current Report (May. 30, 2013)",,
ICROWDN020180731ee7v000nr,"Global Medical oxygen equipment Market – Industry Analysis, Size, Share, Growth, Forecast 2025",,
CHPR000020140130ea1k00009,Johnson Matthey Catalysis & Chiral Technologies announces commercial-scale tethered catalyst offer.,,
DJDN000020150819eb8j001uz,BofA Names Co-Heads of Americas Healthcare Investment Banking,,
DJDN000020180308ee380043p,Press Release: IRIDEX Announces 2017 Fourth Quarter and Full Year Financial Results,,
DJDN000020130917e99h000ad,"DJ Dir SLAVKIN Registers 12,000 Of PATTERSON COS INC >PDCO",,
BOSBJO0020130729e97t0008g,How Verastem hopes to get from founding to NDA in 6 years,,
ELKHRT0020150109eb190001c,Vivid dreams may be linked to medications,,
GANAGEN020180329ee3s000e4,United States : AcelRx announces appointment of John Saia as General Counsel,,
DRGW000020160909ec990001w,Platinum Compounds; New Findings from Ohio State University in Platinum Compounds Provides New Insights (Ototoxicity of 12 mg/kg cisplatin in the Fischer 344/NHsd rat using multiple dosing strategies),,
BWR0000020160826ec8q0003z,Invacare Declares Quarterly Dividend,,
BIWK000020150716eb7g00090,"Drugs and Therapies; Findings on Metformin Therapy Reported by Investigators at University of Lodz (Metformin, but not sitagliptin, enhances WP 631-induced apoptotic HepG2 cell death)",,
DRIDY00020170517ed5h00003,J&J's Blockbuster Diabetes Drug Invokana Receives Boxed Warning Over Amputation Risk,,
BIOELSE020140821ea8d0000o,"San Diego's Otonomy Inc (OTIC) prices upsized IPO high end of range, $16/share.",,
WLNW000020130328e93s0002b,"Fitch: Medical Device Tax Already Factored, Repeal Welcome",,
MDST000020151218ebci00021,"Dental Equipment and Supplies; Dentsply International Inc. Files SEC Form EFFECT, Notice of Effectiveness (Dec. 8, 2015)",,
INDFED0020130805e9850003b,"US Patent Issued to Amderma Pharmaceuticals on July 30 for ""Methods of use for 2,5-dihydroxybenzene sulfonic acid compounds for the treatment of cancer, rosacea and psoriasis"" (Spanish Inventor)",,
JAPCOR0020131108e9b800001,Eisai Enters Global Agreement with Broad Institute to Develop New Drugs for Neglected Tropical Diseases and Tuberculosis,,
PREX000020131022e99100009,Pathology in the Era of Personalized Medicine,,
DJDN000020170227ed2r0021e,Press Release: Celsion Presents Two Posters on its GEN-1 IL-12 Gene-Mediated Immunotherapy at the ASCO-SITC Clinical Immuno-Oncology Symposium,,
ATPHAM0020170220ed2f0005p,"CRISPR Therapeutics, Intellia Therapeutics, Caribou Biosciences, ERS Genomics Provide Update on CRISPR/Cas9 US Patent Interference Proceedings, Grants of Corresponding Patents in UK",,
PHBW000020130823e98q000ad,"Pharmaceutical Preparations; Intelgenx Technologies Corp. Files SEC Form 10-Q, Quarterly Report [Sections 13 Or 15(D)] (Aug. 8, 2013)",,
PHBW000020151228ebcs0001f,"Pharmaceutical Companies; An Application for the Trademark ""LIVE2THRIVE"" Has Been Filed by Allergan",,
BTBW000020130215e92i0004q,"Biological Products, (No Diagnostic Substances); Heska Corp. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Jan. 31, 2013)",,
DJDN000020130509e959001cv,"DJ Holder CARE CAP Registers 5,136 Of ACURA PHARMACEUTICALS >ACUR",,
CHEMEC0020140307ea3e001er,Drugs and Therapies; Researchers from Procter & Gamble Report New Studies and Findings in the Area of Pharmaceutical Research,,
NANLEB0020160430ec4u0005m,"ENB Therapeutics, LLC Wins Mid-Atlantic Bio Angels 1st Pitch Life Science Competition",,
DJDN000020151007eba7001wx,Indian Court Bars Company from Selling Generic Version of Merck Drug,,
MDST000020140328ea46000qi,"Surgical and Medical Instruments and Apparatus; Icu Medical Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Mar. 17, 2014)",,
DJDN000020150715eb7f001fd,"Press Release: Integra LifeSciences to Host Its Second Quarter 2015 Earnings Results Conference Call on July 30, 2015",,
POLGOV0020140307ea3d000xf,"Intuitive Surgical Operations, Inc. Patent Application Titled ""Anatomical Model and Method for Surgical Training"" Published Online",,
ATPHAM0020180322ee3l000h2,Cantel Medical Acquires Aexis Medical,,
ATPHAB0020160121ec1l0008d,EMA grants orphan drug status to Arrowhead's ARC-AAT treat congenital alpha-1 antitrypsin deficiency,,
ICROWDN020180822ee8m000js,"Pharmaceutical Testing Services Market – Global Industry Analysis, Size, Share, Growth, Trends and Forecast 2018-2025",,
ATINTM0020161117ecbh000bd,Alkem Laboratories Ltd Receives Approval for Trademark GLUCORYL M4 FORTE,,
ICROWDN020181031eeav001bx,"Negative Pressure Wound Therapy (NPWT) Devices Market New Technology, Application, Type, Customer Segments, and Top Key Players ConvaTec Group plc, Mölnlycke Health Care AB, Cardinal Health, Medela AG, Devon International Group (Devon Medical Products), A",,
ADNK000020151023eban00007,Protect Ohio seniors from drug price gouging,,
DJDN000020160916ec9g001xz,Novavax Has To Watch Cash Carefully -- Market Talk,,
BWR0000020130517e95h00094,Loma Linda University Medical Center Urges Women With Family History of Cancer to Seek Genetic Counseling,,
BTBW000020160704ec740001p,"Pharmaceutical Preparations; Novo Nordisk A S Files SEC Form SC 13G/A, Statement of Acquisition of Beneficial Ownership By Individuals (Jun. 16, 2016)",,
SANMDJ0020170519ed5j0001e,California bill would ban drug company gifts to doctors,,
TODELS0020140908ea8s00001,Plastics continue to dominate the caps & closures market.,,
DJDN000020161118ecbi0003u,Press Release: Coherus BioSciences Announces New Employment Inducement Grants,,
RTTNEW0020181106eeb6000e0,Regeneron : FDA Grants Priority Review For Dupixent,,
DJDN000020151211ebcb003xc,News Highlights: Top Global Markets News of the Day,,
CHABJO0020160425ec4p0002u,​CBJ Morning Buzz: NC legislators face big questions on HB 2 and more; big night for the Hornets (PHOTOS),,
NBPPBS0020150314eb3f000om,Alan J. Levy - Intuitive Surgical updates director's profile 09 March 2015,,
DJDN000020170505ed55003hb,NASDAQ New 52-Week Highs And Lows,,
INDFED0020150820eb8k0019d,KITE PHARMA REPORTS MULTIPLE TRANSACTIONS BY VP REGULATORY AFFAIRS SPROULE (California),,
LAGRDN0020170720ed7k0000c,Hogansville Police Dept. adds drug collection unit,,
DJDN000020130415e94f003it,U.S. Top Court Rejects Glaxo's Avandia Appeal,,
DJDN000020160308ec38002n9,Press Release: Cogentix Medical to Participate in the 28th Annual ROTH Conference,,
ICROWDN020180619ee6j000fr,Global Bronchitis Drug Market Aims Bigger With Technological Innovations,,
LBA0000020150723eb7n004bo,BUZZ-Australia's Anteo Diagnostics hits over 2-mth high,,
DJDN000020171215edcf0032m,Press Release: Blueprint Medicines Announces Closing of Public Offering and Full Exercise of Option to Purchase Additional Shares of Common Stock,,
HAMW000020150313eb3k000ht,Digestive System Diseases and Conditions; Recent Findings in Pouchitis Described by Researchers from Cleveland Clinic (Autoimmune Features Are Associated with Chronic Antibiotic-refractory Pouchitis),,
CTRW000020150709eb790002y,Clinical Trials and Studies; Reports Summarize Post-Trial Research Study Results from University of Texas (Is There a Difference in Stability or Neurosensory Function Between Bilateral Sagittal Split Ramus Osteotomy and Intraoral Vertical Ramus Osteotomy for Mandibular ...),,
ENRGWK0020150410eb4h000im,"Patents; Patent Application Titled ""Aseptic Bag to Encapsulate an Energy Source of a Surgical Instrument"" Published Online",,
FLYWAL0020150630eb6u00235,"Juno pact leaves Celgene set for growth past Revlimid, says Deutsche Bank",,
OBWK000020151120ebbk0000d,Toshiba America Medical Systems; ASRT Foundation and Toshiba Announce Winners of the Inaugural Safety FiRsT Grants,,
DJDN000020170406ed46002v3,Press Release: INC Research Bolsters Support for Vaccine Trials through Expanded Site and Patient Initiatives,,
DJDN000020141014eaae003l8,"Holder URBANSKI Sells 80,000 Of SCRIPSAMERICA INC >SCRC",,
INDY000020160213ebbl000xq,Novartis agrees to pay $370M penalty for pharmacy kickbacks,,
CTRW000020150410eb4d0005f,"Ariosa Diagnostics, Inc. Ariosa's Harmony(TM) Prenatal Test shown to be superior to conventional pregnancy screening for Down syndrome Trisomy 21 in largest clinical trial",,
HOLLND0020140127ea1r0000j,business briefs,,
PLANTPR020190114eeca00001,"Plant Shut-Downs, Closings & Layoffs Profile -- Rinat Neuroscience Corporation",,
BTBW000020150123eb1q0000s,"Biotechnology Companies; PharmaPoint Report: Colorectal Cancer - Current and Future Players: Roche/Genentech, Sanofi, Eli Lilly and Co, Merck KGaA, Bayer & Taiho Pharmaceutical",,
NYTFEED020131118e9bj004h9,Bill on Regulating Drug Compounding Clears Senate,,
INVDAI0020180830ee8u00065,Dow's Pfizer Scraps A Pair Of Studies — Prodding These Rivals To Pop,,
CCNWS00020151103ebb3002ut,"64% of Life Sciences Companies Utilize a Centralized Team to Handle US Government Reimbursement Activities ; Large Drug Companies, However, Tend to Decentralize Government Reimbursement Teams, According to Cutting Edge Information",,
HEALBE0020130212e92c0001j,Celtic Pharma Pleased with the Sale Process of Inspiration Biopharmaceutical's Hemophilia Assets to Cangene Corp.,,
HAMW000020140704ea7b003bw,"In Vitro and In Vivo Diagnostic Substances; Response Genetics Inc. Files SEC Form 8-K, Current Report (Jun. 24, 2014)",,
CPR0000020130123e91n000c0,"Johnson & Johnson's 4Q profit rises sharply on lower one-time charges, higher overseas sales",,
DJON000020130606e9660001e,U.S. HOT STOCK FUTURES: HOT STOCKS TO WATCH,,
PHBW000020140207ea2a000ci,"Metal Mining; Tonix Pharmaceuticals Holding Corp. Files SEC Form 8-K, Current Report (Jan. 29, 2014)",,
UNIONDT020151016ebag000gp,‘The Gift of Life' at the county fair; Couple raising funds for kidney transplant,,
BTBW000020150123eb1q0005m,"Pharmaceutical Preparations; Theravance Inc. Files SEC Form 8-K, Current Report (Jan. 12, 2015)",,
SYRANA0020180320ee3k0008h,"NanoViricides Drug Candidates to be Tested in Animal Models of Dermal, Ocular and Genital Herpes Virus Infection at the University of Wisconsin",,
HAMW000020150508eb5f0048l,"Trademarks; An Application for the Trademark ""VIP+"" Has Been Filed by Edwards Lifesciences",,
GLOMCP0020160209ec2900faq,"TG Therapeutics, Inc. - Company Overview",,
