an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
GLOMCP0020180827ee8r002l6,Neurosigma Inc - Company Overview,,
DJDN000020140414ea4e002e4,VP HELSEL Surrenders 328 Of HAEMONETICS CORPORATION >HAE,,
LFSW000020180102ee120009a,Gram-Positive Bacteria - Clostridium perfringens; Patent Issued for Antibiotic Sensitive Bacillus Strains Having Antimicrobial Effect against E. Coli and Clostridium Perfringens and Having High Sporulation Capacity (USPTO 9844573),,
PZON000020160720ec7k0001e,"Data Shows pSivida's Tethadur(TM) Provides Prolonged, Sustained Release of Avastin(R) With High Drug Efficacy",,
INDFED0020130105e9150010t,FORM 8-K: A.P. PHARMA FILES CURRENT REPORT,,
PZON000020180821ee8l0005k,Rexahn Pharmaceuticals Announces Clinical Collaboration with Merck to Evaluate RX-5902 (Supinoxin(TM)) in combination with KEYTRUDA(R) (pembrolizumab) for Triple Negative Breast Cancer,,
PHBW000020140822ea8p000na,"Trademarks; An Application for the Trademark ""FOGO"" Has Been Filed by Pfizer",,
WDAN000020170524ed5o00016,Merck's Keytruda granted US FDA approval for advanced MSI-H and dMMR solid tumours,,
LBA0000020180314ee3e00bfy,UPDATE 2-Drugmaker Hikma sees more layoffs in generics business,,
CPR0000020160514ec5d0006e,"Weekly Summary Corporate dividends, name changes, new listings",,
PHBW000020140808ea8b00070,"Biological Products, (No Diagnostic Substances); La Jolla Pharmaceutical Co Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Jul. 25, 2014)",,
LBA0000020160628ec6s011ch,U.S. FDA panel backs claim Lilly diabetes drug cuts cardiac death,,
DRGW000020150327eb430000y,"Anika Therapeutics, Inc. Anika Therapeutics to Present at Canaccord Genuity Musculoskeletal Conference March 24",,
DJDN000020130612e96c0030s,Barron's Blog:St. Jude Pops On Surprise Defibrillator Approval,,
BIWK000020140926eaa1000sh,Biotechnology Companies; Patent Issued for Apparatus and Method for Loading and Delivering a Stent Using a Suture Retaining Mechanism,,
JOENG00020131101e9b6001x3,Roche Diagnostics Operations Inc. Patent Issued for Enhancement of Vanadium-Containing Phosphatase Inhibitors,,
OBWK000020160304ec34000a6,Drugs and Therapies; Findings on Pharmaceutical Research Detailed by Investigators at Merck Research Labs (Rheological and solid-state NMR assessments of copovidone/clotrimazole model solid dispersions),,
ATPHAM0020171007ed9t000um,Timothy M. Ring and David F. Melcher to Join BD Board of Directors,,
ATPHAM0020170303ed31000gr,"Profiles of Top 200 Developers of In-Vitro Diagnostics Tests for Cancer, Infectious Diseases 2017 - Research and Markets",,
OBWK000020131129e9c700190,"Biodesix, Inc. Patent Issued for Monitoring Treatment of Head and Neck Cancer Patients with Drugs Targeting EGFR Pathway Using Mass Spectrometry of Patient Samples",,
DJDN000020161114ecbe003xe,Press Release: HTG Molecular Diagnostics Reports Third Quarter 2016 Results,,
ATPATN0020150807eb870008t,Gilead Sciences Inc Files Patent Application for Derivatives of Purine or Deazapurine Useful for the Treatment of (inter Alia) Viral Infections,,
PHBW000020180101ee1100012,"Pharmaceutical Companies; An Application for the Trademark ""AHEFCI"" Has Been Filed by Bristol-Myers Squibb",,
LBA0000020130523e95n000vn,UPDATE 1-Ranbaxy slumps after Daiichi Sankyo says was misled,,
PZON000020180821ee8l0006s,"New Research Coverage Highlights pdvWireless, Fortuna Silver Mines, Nordic American Tankers, Amarin, Himax Technologies, and Retrophin -- Consolidated Revenues, Company Growth, and Expectations for 2018",,
INDFED0020150903eb93002es,Clinical Trial: Developing a Self-persuasion Intervention Promoting Adolescent HPV Vaccination: Feasibility Trial,,
ASHCT00020180514ee5b0006u,"Friday Business Briefs, 5-11-18",,
DTMNTR0020170726ed7p00005,Merck and Pfizer partner with Corning for pharma glass packaging project,,
DJDN000020180213ee2d0042h,"*CSL 1H Net Profit US$1.1 Bln, Up 35%",,
MWDN000020180606ee6600001,FRAMINGHAM - The city of Framingham will seek damages from,,
PHBW000020150907eb970003b,"Blue Skies, LLC; Blue Skies, LLC Launches Digital Enterprise Consulting Services",,
ATPHAM0020190101eecv0002y,"Nuvo Pharmaceuticals Announces Completion of the Acquisition of Aralez Pharmaceuticals Canada, U.S. and International Rights to Vimovo and other Related Assets",,
FCARES0020140918ea9h00003,IPCA LABORATORIES LTD Detail Report (No. of pages: 12),,
INDFED0020130304e9340012j,FORM 8-K: WRIGHT MEDICAL GROUP FILES CURRENT REPORT,,
CPR0000020140418ea4h0009e,Herbalife says it will co-operate with investigation by attorney general of Illinois,,
ATPHAM0020180922ee9l000ei,New Data on Patient Acceptability and Genitourinary Effects of Evofem Biosciences' Amphora and its Role as a Multipurpose Vaginal pH Regulator (MVP-R) to be Presented at the 2018 American Society For Reproductive Medicine (ASRM) Annual Congress,,
