summary_type,main_type,sub_type,sourceforge_count,count_asof,terms,terms_asof,links
Application,Education,Languages,561,6/17/21 12:20,,,
Application,Education,Administration,534,6/17/21 12:20,,,
Application,Formats/Protocols,,6500,6/17/21 12:20,,,
Application,Formats/Protocols,Data Formats,5268,6/17/21 12:20,,,
Application,Formats/Protocols,Protocols,1635,6/17/21 12:20,,,
Application,Games/Entertainment,,29097,6/17/21 12:20,,,
Application,Games/Entertainment,Role-Playing,4813,6/17/21 12:20,,,
Application,Games/Entertainment,Similation,3030,6/17/21 12:20,,,
Application,Games/Entertainment,Board Games,2635,6/17/21 12:20,,,
Application,Games/Entertainment,Side-Scrolling/Arcade Games,2251,6/17/21 12:20,,,
Application,Games/Entertainment,Puzzle Games,2078,6/17/21 12:20,,,
Application,Games/Entertainment,Turn-Based Strategy,1948,6/17/21 12:20,,,
Application,Games/Entertainment,First-Person Shooters,1856,6/17/21 12:20,,,
Application,Games/Entertainment,Multiuser Dungeons,1661,6/17/21 12:20,,,
Application,Games/Entertainment,Real Time Strategy,1642,6/17/21 12:20,,,
Application,Games/Entertainment,Multiplayer,1027,6/17/21 12:20,,,
Application,Games/Entertainment,Game Development Frameworks,960,6/17/21 12:20,,,
Application,Games/Entertainment,Card Games,938,6/17/21 12:20,,,
Application,Games/Entertainment,Console-based Games,862,6/17/21 12:20,,,
Application,Games/Entertainment,MMORPG,822,6/17/21 12:20,,,
Application,Games/Entertainment,Hobbies,618,6/17/21 12:20,,,
Application,Games/Entertainment,Sports,345,6/17/21 12:20,,,
Application,Games/Entertainment,Flight Similators,195,6/17/21 12:20,,,
Application,Games/Entertainment,Real Time Tactical,102,6/17/21 12:20,,,
Application,Games/Entertainment,Sandbox Games,34,6/17/21 12:20,,,
Application,Internet,,36604,6/17/21 12:20,,,
Application,Internet,WWW/HTTP,28646,6/17/21 12:20,,,
Application,Internet,File Transfer Protocol,1069,6/17/21 12:20,,,
Application,Internet,Log Analysis,848,6/17/21 12:20,,,
Application,Internet,Name Service,510,6/17/21 12:20,,,
Application,Internet,Wireless Application Protocol (WAP),245,6/17/21 12:20,,,
Application,Internet,Other File Transfer Protocols,184,6/17/21 12:20,,,
Application,Internet,Secure Shell Protocol (SSH),179,6/17/21 12:20,ssh,,
Application,Internet,Finger,55,6/17/21 12:20,,,
Application,Internet,Cloud Services,53,6/17/21 12:20,,,
Application,Internet,Cloud Storage,28,6/17/21 12:20,,,
Application,Mobile,,1616,6/17/21 12:20,,,
Application,Multimedia,,23145,6/17/21 12:20,,,
Application,Multimedia,Graphics,10513,6/17/21 12:20,,,
Application,Multimedia,Sound/Audio,8241,6/17/21 12:20,,,
Application,Multimedia,Video,3949,6/17/21 12:20,,,
Application,Multimedia,Home Theater PC,430,6/17/21 12:20,,,
Application,Multimedia,Cataloguing,418,6/17/21 12:20,,,
Application,Multimedia,DVD,167,6/17/21 12:20,,,
Application,Office/Business,,17535,6/17/21 12:20,,,
Application,Office/Business,Enterprise,5084,6/17/21 12:20,,,
Application,Office/Business,Financial,4142,6/17/21 12:20,,,
Application,Office/Business,Scheduling,2170,6/17/21 12:20,,,
Application,Office/Business,Project Management,1493,6/17/21 12:20,,,
Application,Office/Business,Time Tracking,949,6/17/21 12:20,,,
Application,Office/Business,To-Do Lists,933,6/17/21 12:20,,,
Application,Office/Business,Office Suites,906,6/17/21 12:20,,,
Application,Office/Business,E-Commerce/Shopping,837,6/17/21 12:20,,,
Application,Office/Business,Knowledge Management,326,6/17/21 12:20,,,
Application,Office/Business,Desktop Publishing,206,6/17/21 12:20,,,
Application,Office/Business,Report Generators,186,6/17/21 12:20,,,
Application,Office/Business,Modelling,48,6/17/21 12:20,,,
Application,Office/Business,Insurance,21,6/17/21 12:20,,,
Application,Office/Business,Marketing Automation,8,6/17/21 12:20,,,
Application,Printing,,907,6/17/21 12:20,,,
Application,Text Editors,,5160,6/17/21 12:20,,,
Application,Text Editors,Text Processing,1725,6/17/21 12:20,,,
Application,Text Editors,Integrated Development Environments,1249,6/17/21 12:20,,,
Application,Text Editors,Word Processors,562,6/17/21 12:20,,,
Application,Text Editors,Documentation,371,6/17/21 12:20,,,
Application,Text Editors,Emacs,197,6/17/21 12:20,,,
Application,Text Editors,Computer-Aided Translation,62,6/17/21 12:20,,,
Application,Text Editors,Vi/Vim,40,6/17/21 12:20,,,
Other/Nonlisted Topic,,,5822,6/17/21 12:20,,,
Programming,,,NA,6/17/21 12:20,,,
Programming,,Java,54960,6/17/21 12:20,java|java8|eclipse|intellij|netbeans|angularjs|spring mvc|jsf|tomcat|wildfly|junit|mockito|jenkins|hibernate|jpa|jdbc|findbugs|sonarqube|checkstyle|sonatype|jfrog|visualvm|yourkit|jmeter|loadrunner|maven|gradle|log4j|,,
Programming,,C++,44438,6/17/21 12:20,c++|boost|qt|gsl|active template|asio|eigen|dlib|opencv|poco|juce|asio|cinder|floatx|wt|yocto|c-plus-plus|cpp|cplusplus|cpp17|cpp11|cpp14|modern-cpp|cpp20|cpp-library|rcpp|cpp03|cpp98,,
Programming,,PHP,34361,6/17/21 12:20,php|laravel|sympfony|codeigniter|faker|composer|guzzle|yii2|phpmailer|phpunit|phalcon|parsedown|mobile detect|cakephp|whoops|laravel|php-parser|goutte|php7|php-framework|php-library|cakephp-plugin|amphp|php71|php74|php72|phpbb-extension|php-fpm|phpbb|php-sdk|php5|php73|php-cms|php56|thinkphp5|wordpress-php-library|framework-php|graphql-php|php-container|reactphp|thinkphp|cakephp3|commercetools-php-sdk,,
Programming,,C,32638,6/17/21 12:20,c|cgit|cello|edlib|expat|bstrlib|datastd|str|eglibc|ck|bzip2|lz4|zlib|libcurl|libmicrohttpd|libsagui|gsoap|zeromq|nanomsg|mqtt-c|kcp|ucx|libxdgdirs|libconfig|libconfini|gdbus|dbus|dee|cario|babl|sail|sdl|sigil|allegro|gsl|argyll|atlas|acl|aften,,
Programming,,C#,18134,6/17/21 12:20,c#|csharp|c-sharp|c-sharp-library|csharp-library|csharp-code|csharp-script|newtonsoft|json.net|nzbdrone|abp|dnspy|jetbrains|cake|dotnetnuke|osu|nunit|xunit|orleans|easynetq|zextensionmethods|smartformat.net|,,
Programming,,Python,17464,6/17/21 12:20,python|sci-kit|pycharm|numpy|tensorflow|pyqt|pandas|pytest|urllib3|six|botocore|boto|s3transfer|pip|dateutil|requests|docutils|jmespath|certifi|idna|pyyaml|pyasn1|chardet|rsa|python3|python-3|python-library|python2|discord-py|sqlalchemy|python-2|micropython|sklearn|python27|python-3-6|python-script|ipython|python-api|cpython|appengine-python|python-3-5|pure-python|python-3-7|python-telegram-bot|scikit-hep|idiomatic-python|ipython-notebook|learning-python|opencv-python|scikit|python-3-4|python-37|python-app|python-application|python-bitcoin-library|python-burp|python-bytecode|python-celery|python-chess|python-cli|python-cpp|python-data|python-database-api|python-docker|python-docstring|python-engine|python-environment|python-equivalent|python-eve|python-exercises|python-extension|python-fabric|python-fastimport|python-fitparse|python-flask|python-game-engine|python-generators|python-gui|python-implementation|python-irc-bot|python-language|python-ldap|python-levenshtein|python-lib|python-meep|python-microscopy|python-modules|python-notebook|python-notes|python-open-courseware|python-optimization-library|python-pa|python-plugin|python-programming-language|python-pytm|python-responder|python-scripts|python-search|python-sibilant|python-tcod|python-template|python-terminal|python-toolkit|python-utility|python-web-scraper|python-wrappings|python2x|python3-2|python3-3|python3-4|python3-6|python3-only|python3-port|python30-37|python31|python32|python33|python34|python365|pythonapplication|qtforpython|scikit-build|scikit-rf|sklearn-library|sklearn-tree-decision|sklearn-tree,
Programming,,JavaScript,15040,6/17/21 12:20,javascript|js|lodash|chalk|react|debug|commander|request|async|express|moment|fsextra|angular|vue|gulp|nodejs|sublime|jquery|bootstrap|d3|axios|deno|threejs|next|react-native|angularjs|react-redux|angular4|react-component|angular-cli|angular-material|angular-components|angular5|angular6|angular8|angular-2|angular-applications|angular-directives|angular-universal|angular11|angular-framework|angulardart|angularfire|angularjs-material|angulartics2|angular-apps||angular-boilerplate|angular-component|angular-data-grids|angular-extensions|angular-forms|angular-fullstack|angular-grid|angular-material-8|angular-material2|angular-meteor|angular-modules|angular-package-format|angular-pipes|angular-powerpoint|angular-scaffolding|angular-schema-form|angular-schematics|angular-server|angular-translate|angular-ui-components|angular2-chartjs|angular2-grid|angular2-jwt|angular2-meteor|angular2-service|angular2-test|angular6-component|angular6-library|angular6-table|angular7-boilerplate|angularfaces|angulario|angularjs-libraries|angularjs-service|angularjs-training,,
Programming,,Perl,10134,6/17/21 12:20,perl|mojolicious|moose|moo|dbi|cpanminus|plack|dist-zilla|test-simple|devel-nytprof|try-tiny|perlbrew|libwww|catalyst-runtime|dancer|data-printer|dancer2,,
Programming,,Stata,NA,6/17/21 12:20,stata|distinct|labutil|asgen|outreg2|estout|asdoc|windsor2|logout|reghdfe|psmatch2|windsor|psmatch,,
Programming,,SAS,NA,6/17/21 12:20,sas,,
Programming,,HTML,NA,6/17/21 12:20,html|ultraedit|notetab|notepad|sublime|textpad|bbedit|html5,,
Programming,,Unix Shell,5063,6/17/21 12:20,zsh,,
Programming,,Visual Basic .NET,4304,6/17/21 12:20,,,
Programming,,Delphi/Kylix,4243,6/17/21 12:20,,,
Programming,,Virtual Basic,3757,6/17/21 12:20,,,
Programming,,Assembly,2824,6/17/21 12:20,,,
Programming,,JSP,2184,6/17/21 12:20,,,
Programming,,Ruby,2128,6/17/21 12:20,bundler|rspec-expectations|rspec-core|diff-lcs|rspec-mocks|rspec-support|rspec|multi_json|aws-sdk-core|rack|rake|i18n|activesupport|izinfo|mime-types|thor|nokogiri|rubygems|ruby|gems|rails|ruby-on-rails,,
Programming,,PL/SQL,1949,6/17/21 12:20,,,
Programming,,ASP.NET,1711,6/17/21 12:20,,,
Programming,,ASP.NET,1711,6/17/21 12:20,,,
Programming,,ActionScript,1700,6/17/21 12:20,,,
Programming,,Objective C,1693,6/17/21 12:20,objective-c|socketrocket|cocoa,,
Programming,,Tcl,1418,6/17/21 12:20,,,
Programming,,Lua,1379,6/17/21 12:20,lua|luajit|llvm-lua|lua.vm.js|moonshine|fengari|moonsharp|unilua|lupa|golua|gopherlua|luabridge|luarocks|luabild|luastatic|omnia|profi|luatrace|stacktraceplus|mobdebug|lovebird|zerobranestudio|babelua|lua-mode|vscode-lua|moses|penlight|lua-stdlib|microlight|compat53|rxlua|moai|corona sdk|drystal|amulet|lua-log|luayslog|openresty|turbo|awesome-resty|lua-term|aniscolors|lumen|llthreads|luaproc|lustache|etlua|ldoc|30log|luafilesystem|luaposix|lunix|luadate|magick|luafft|worp|elua|scilua|lua-cjson|luaexpat|lua-messagepack|lpeglyaml|lua-pb|i18n|lua-zlib|luacrypto|luasql|luasocket|lua-zmq|lzmq|punchdrunk.js|luakit|kpie|lumail|koreader,,
Programming,,XSL,1270,6/17/21 12:20,,,
Programming,,MATLAB,1041,6/17/21 12:20,matlab|gibbon|enigma|go-redis|mex-sqlite3|dotenv|topotoolbox|matconvnet|vlfeat|mexopencv|drtoolbox|emgr|hapod|kermor|morlab|psssmor|rbmatlab|redbkit|slicot|sumo|node-matlab|jsonlab|antijet|gramm|matlab2tikz|plot2svg|mathscript|chebfun|ifiss|wavelab|bct,,
Programming,,BASIC,999,6/17/21 12:20,,,
Programming,,Pascal,928,6/17/21 12:20,,,
Programming,,Object Pascal,729,6/17/21 12:20,,,
Programming,,Fortran,673,6/17/21 12:20,fortran|dislin|f90gl|fo3gl|gtk-fortran|pgplot|vtkfortran|vlas|cernlib|eispack|fgsl|imsl|lis|nag|netcdf|openblas|fson|json-fortran|fox|xml-fortran|datetime-fortran|fruit|ftunit|pfunit|befor64|penf|flap|options.f90|fobis|preform|,,
Programming,,Lazarus,585,6/17/21 12:20,,,
Programming,,Free Pascal,527,6/17/21 12:20,,,
Programming,,Lisp,464,6/17/21 12:20,,,
Programming,,Groovy,461,6/17/21 12:20,gradle|rundeck|groovy|jenkins|nextflow|geb|maven|okreplay|espresso|akhikhl|tomcat|jetty|gretty,,
Programming,,S/R,357,6/17/21 12:20,,,
Programming,,VBScript,355,6/17/21 12:20,,,
Programming,,Scheme,323,6/17/21 12:20,,,
Programming,,Visual Basic for Applications,302,6/17/21 12:20,,,
Programming,,AutoIt,299,6/17/21 12:20,,,
Programming,,Flex,287,6/17/21 12:20,,,
Programming,,Ada,274,6/17/21 12:20,,,
Programming,,Prolog,237,6/17/21 12:20,,,
Programming,,AppleScript,232,6/17/21 12:20,,,
Programming,,VHDL/Verilog,232,6/17/21 12:20,,,
Programming,,OCaml,211,6/17/21 12:20,menhir|ocalm|csexp|jsonrpc|dot-merlin-reader|yojson|atd|zarith|cohttp|conduit|opam|ctypes|ocamlgraph|utop|elpi|dune|lwt|ocamlbuild|ocamlformat|ounit2|ounit|merlin,,
Programming,,AWK,186,6/17/21 12:20,,,
Programming,,D,182,6/17/21 12:20,,,
Programming,,Haskell,180,6/17/21 12:20,haskell|binary|cereal|hascore|vect|vector|aeson|attoparsec|bytestring|stringsearch|moo|git-annex|pandoc|cardano|detexify|shellcheck|prelude,,
Programming,,Cold Fusion,179,6/17/21 12:20,,,
Programming,,REALbasic,176,6/17/21 12:20,,,
Programming,,Common Lisp,172,6/17/21 12:20,,,
Programming,,Zope,169,6/17/21 12:20,,,
Programming,,Project is a Coding Language,163,6/17/21 12:20,,,
Programming,,Go,160,6/17/21 12:20,go|realize|copier|grequests|svgo|chglog|v8go|dicom|konfig|koanf|proto|socks|ttrpc|gocialite|grace|golang|gin|beego|echo|kit|fasthttp|cli|glide|gocui|govalidator|gouuid,,
Programming,,Scala,154,6/17/21 12:20,scala|kafka|xgboost|flink|deeplearning4j|playframework|finagle|gitbucket|jobserver|zio|sbt|dotty|scalaz|http4s|circe|scaloid|quill|fs2|transmogrifai|sangria,,
Programming,,Yacc,149,6/17/21 12:20,,,
Programming,,ALGOL,148,6/17/21 12:20,,,
Programming,,GLSL,147,6/17/21 12:20,,,
Programming,,Erlang,143,6/17/21 12:20,erlang|asdf|otp|emqx|hexpm|relx|stillir|elvis|axiom|chicagoboss|cowboy|gaillo|lager|logplex|entop|rebar|tx|dq|datum|cbadmin|hackney|entop,,
Programming,,Standard ML,142,6/17/21 12:20,,,
Programming,,AspectJ,123,6/17/21 12:20,,,
Programming,,Forth,122,6/17/21 12:20,,,
Programming,,LabVIEW,117,6/17/21 12:20,,,
Programming,,Emacs-Lisp,108,6/17/21 12:20,,,
Programming,,Smalltalk,108,6/17/21 12:20,,,
Programming,,Eiffel,100,6/17/21 12:20,,,
Programming,,IDL,95,6/17/21 12:20,,,
Programming,,TypeScript,86,6/17/21 12:20,cyberd|kaim-tools|dw-mx|typescript|ionic-pochivalin|d3-slider|ntestypeorm|ice-project-analysis|webpack|demolayout|cherow|ypedsafe,,
Programming,,Rexx,80,6/17/21 12:20,,,
Programming,,System,74,6/17/21 12:20,,,
Programming,,COBOL,67,6/17/21 12:20,,,
Programming,,PROGRESS,55,6/17/21 12:20,,,
Programming,,Swift,53,6/17/21 12:20,alamofire|afnetworking|fastlane|grpc|sdwebimage|lottie-ios|swiftyjson|vapor|rxswift|hero|reactivecocoa|kingfisher|snapkit|mbprogresshud|swiftlint|realm-cocoa|carthage|promisekit|swift,,
Programming,,Visual FoxPro,47,6/17/21 12:20,,,
Programming,,APL,42,6/17/21 12:20,,,
Programming,,Euphoria,41,6/17/21 12:20,,,
Programming,,XBasic,41,6/17/21 12:20,,,
Programming,,Mathematica,40,6/17/21 12:20,mathematica,,
Programming,,Gambas,37,6/17/21 12:20,,,
Programming,,MUMPS,37,6/17/21 12:20,,,
Programming,,XBase/Clipper,37,6/17/21 12:20,,,
Programming,,Curl,35,6/17/21 12:20,,,
Programming,,BlitzMax,34,6/17/21 12:20,,,
Programming,,PowerShell,34,6/17/21 12:20,,,
Programming,,Logo,33,6/17/21 12:20,,,
Programming,,Oberon,30,6/17/21 12:20,,,
Programming,,haXe,27,6/17/21 12:20,,,
Programming,,Kotlin,27,6/17/21 12:20,kotlin|compressor|arrow|chucker|spitties|fancyshowcaseview|clikt|drawtabletoolbox|ktx|kandroid|motiontoast|leakcanary|p3c|koin|kotlin-android,,
Programming,,REBOL,27,6/17/21 12:20,,,
Programming,,Rust,26,6/17/21 12:20,clap|serde|reqwest|rust|rayon|slog|log|itertools|hyper|actix|pyo3|proptest|libloading|grex|juniper|tera|imgui|askama|photon|log,,
Programming,,Simulink,26,6/17/21 12:20,,,
Programming,,Pike,24,6/17/21 12:20,,,
Programming,,Boo,22,6/17/21 12:20,,,
Programming,,LPC,22,6/17/21 12:20,,,
Programming,,Scilab,18,6/17/21 12:20,,,
Programming,,Clarion,17,6/17/21 12:20,,,
Programming,,Modula,16,6/17/21 12:20,,,
Programming,,GameMaker,13,6/17/21 12:20,,,
Programming,,OpenCL,11,6/17/21 12:20,,,
Programming,,Vala,11,6/17/21 12:20,,,
Programming,,PL/I,10,6/17/21 12:20,,,
Programming,,R,10,6/17/21 12:20,r|ggplot|rlang|lifecycle|vctrs|dplyr|ellipsis|ragg|textshaping|pillar|cli|tibble|jsonlite|sf|devtools|magrittr|pkgdown|tidyverse|tidyr|tidytable|forcats|plyr|data.table|RPostgreSQL|readr|widyr|purrr|stringr|tidy,,
Programming,,Dart,7,6/17/21 12:20,dart|angulardart|flutter|mdl|overreact|vuedart|jaguar|start|shelf|vane|rikulo|alfred|flame|stagexl|dartrocket|pixi|ranger|spine|mustache|jaded|pub|quiver|frappe|constrain|validator|freezed|sentry|dart2js|js2dart|crossdart|gulp-dart|darrrt,,
Programming,,Oz,7,6/17/21 12:20,,,
Programming,,Julia,6,6/17/21 12:20,julia|flux|pluto|jump|plots|turing|makie|alphazero|distributions|jl|symbolics|franklin|cuda,,
Programming,,Dylan,5,6/17/21 12:20,,,
Programming,,Kaya,5,6/17/21 12:20,,,
Programming,,Scriptol,5,6/17/21 12:20,,,
Programming,,Transcript/Revolution,5,6/17/21 12:20,,,
Programming,,CoffeeScript,4,6/17/21 12:20,coffeescript|stich|eco|coffeekup|spine|hem|trix|switchyomega|mojs|zxcvbn,,
Programming,,Elixir,4,6/17/21 12:20,elixir|ecto|httpoison|phoenix|jason|poison|earmark|timex|dialyxir|credo|comeonin|floki|joken|postgrex|chacex|ecto_sql|phoenix_ecto|inflex,,
Programming,,Filemaker Script,4,6/17/21 12:20,,,
Programming,,LotusScript,4,6/17/21 12:20,,,
Programming,,Prism,4,6/17/21 12:20,,,
System,Operating Systems,,NA,6/17/21 12:20,,,
System,Operating Systems,Windows,211590,6/17/21 12:20,,,
System,Operating Systems,Linux,199818,6/17/21 12:20,,,
System,Operating Systems,Mac,147568,6/17/21 12:20,,,
System,Operating Systems,Grouping and Descriptive Categories,139512,6/17/21 12:20,,,
System,Operating Systems,Modern,71820,6/17/21 12:20,,,
System,Operating Systems,BSD,42951,6/17/21 12:20,,,
System,Operating Systems,Other Operating Systems,9391,6/17/21 12:20,,,
System,Operating Systems,Handheld/Embedded Operating Systems,6550,6/17/21 12:20,,,
System,Operating Systems,Emulation and API Compatability,4930,6/17/21 12:20,,,
System,Operating Systems,Android,4521,6/17/21 12:20,android,,
System,Operating Systems,Solaris,2932,6/17/21 12:20,,,
System,Operating Systems,Virtualization,866,6/17/21 12:20,,,
System,Terminals,,1189,6/17/21 12:20,,,
System,Terminals,Terminal Emulators/X Terminals,313,6/17/21 12:20,,,
System,Terminals,Serial,253,6/17/21 12:20,,,
System,Terminals,Telnet,220,6/17/21 12:20,,,
System,,,31992,6/17/21 12:20,,,
System,,Networking,7439,6/17/21 12:20,,,
System,,Systems Administration,5609,6/17/21 12:20,,,
System,,Storage,4509,6/17/21 12:20,,,
System,,Hardware,2848,6/17/21 12:20,,,
System,,Operating System Kernals,2382,6/17/21 12:20,,,
System,,Filesystems,1712,6/17/21 12:20,,,
System,,Distributed Computing,1663,6/17/21 12:20,,,
System,,Installation/Setup,1610,6/17/21 12:20,,,
System,,Logging,1440,6/17/21 12:20,,,
System,,Software Distributution,1388,6/17/21 12:20,,,
System,,Operating System Distribution,1332,6/17/21 12:20,,,
System,,Emulators,1122,6/17/21 12:20,,,
System,,System Shells,946,6/17/21 12:20,,,
System,,Clustering,748,6/17/21 12:20,,,
System,,Embedded Systems,607,6/17/21 12:20,,,
System,,Search,556,6/17/21 12:20,,,
System,,Boot,514,6/17/21 12:20,,,
System,,Benchmark,492,6/17/21 12:20,,,
System,,Home Automation,286,6/17/21 12:20,,,
System,,Cron and Scheduling,112,6/17/21 12:20,,,
System,,Power,100,6/17/21 12:20,,,
System,,Internet of Things,53,6/17/21 12:20,,,
Topics,Religion/Philosophy,,659,6/17/21 12:20,,,
Topics,Religion/Philosophy,New Age,92,6/17/21 12:20,,,
Topics,Religion/Philosophy,Humanitarianism,30,6/17/21 12:20,,,
Topics,Scientific/Engineering,,27097,6/17/21 12:20,,,
Topics,Scientific/Engineering,Artificial Intelligence,3976,6/17/21 12:20,,,
Topics,Scientific/Engineering,Mathematics,3943,6/17/21 12:20,,,
Topics,Scientific/Engineering,Bio-Informatics,3517,6/17/21 12:20,,,
Topics,Scientific/Engineering,Simulations,3139,6/17/21 12:20,,,
Topics,Scientific/Engineering,Visualization,3071,6/17/21 12:20,,,
Topics,Scientific/Engineering,Information Analysis,2233,6/17/21 12:20,,,
Topics,Scientific/Engineering,Physics,1655,6/17/21 12:20,,,
Topics,Scientific/Engineering,Mapping,1424,6/17/21 12:20,,,
Topics,Scientific/Engineering,Medical Science Applications,1224,6/17/21 12:20,,,
Topics,Scientific/Engineering,Robotics,1164,6/17/21 12:20,,,
Topics,Scientific/Engineering,Human Machine Interfaces,1140,6/17/21 12:20,,,
Topics,Scientific/Engineering,Chemistry,832,6/17/21 12:20,,,
Topics,Scientific/Engineering,Electronic Design Automation,786,6/17/21 12:20,,,
Topics,Scientific/Engineering,Earth Sciences,737,6/17/21 12:20,,,
Topics,Scientific/Engineering,Astronomy,715,6/17/21 12:20,,,
Topics,Scientific/Engineering,Test and Measurement,656,6/17/21 12:20,,,
Topics,Scientific/Engineering,Molecular Science,554,6/17/21 12:20,,,
Topics,Scientific/Engineering,Linguistics,455,6/17/21 12:20,,,
Topics,Scientific/Engineering,Interace Engine/Protocol Translator,440,6/17/21 12:20,,,
Topics,Scientific/Engineering,Mechanical and Civil Engineering,400,6/17/21 12:20,,,
Topics,Scientific/Engineering,Ecosystem Sciences,299,6/17/21 12:20,,,
Topics,Scientific/Engineering,SCADA,151,6/17/21 12:20,,,
Topics,Scientific/Engineering,Building Automation,114,6/17/21 12:20,,,
Topics,Scientific/Engineering,Medical Physics,85,6/17/21 12:20,,,
Topics,Scientific/Engineering,Molecular Mechanics,41,,,,
Topics,Scientific/Engineering,Quantum Computing,34,6/17/21 12:20,,,
Topics,Social Sciences,,773,6/17/21 12:20,,,
Topics,Social Sciences,Geneology,181,6/17/21 12:20,,,
Topics,Social Sciences,History,135,6/17/21 12:20,,,
Topics,Social Sciences,Psychology,75,6/17/21 12:20,,,
Topics,Social Sciences,Voting,47,6/17/21 12:20,,,
Topics,Social Sciences,Politics,45,6/17/21 12:20,,,
Topics,Software Development,,44976,6/17/21 12:20,,,
Topics,Software Development,Internationalization and Location (I18N),7968,6/17/21 12:20,,,
Topics,Software Development,Libraries,3779,6/17/21 12:20,,,
Topics,Software Development,Code Generators,3647,6/17/21 12:20,,,
Topics,Software Development,User Interfaces,3407,6/17/21 12:20,,,
Topics,Software Development,Build tools,3386,6/17/21 12:20,,,
Topics,Software Development,Testing,2432,6/17/21 12:20,,,
Topics,Software Development,Object Oriented,2394,6/17/21 12:20,,,
Topics,Software Development,Compilers,2256,6/17/21 12:20,,,
Topics,Software Development,Algorithms,1983,6/17/21 12:20,,,
Topics,Software Development,Version Control,1220,6/17/21 12:20,,,
Topics,Software Development,Debuggers,1161,6/17/21 12:20,,,
Topics,Software Development,Quality Assurance,1146,6/17/21 12:20,,,
Topics,Software Development,Design,1114,6/17/21 12:20,,,
Topics,Software Development,Modeling,1074,6/17/21 12:20,,,
Topics,Software Development,Frameworks,1050,6/17/21 12:20,,,
Topics,Software Development,Virtual Machines,742,6/17/21 12:20,,,
Topics,Software Development,Usability,736,6/17/21 12:20,,,
Topics,Software Development,Application Servers,497,6/17/21 12:20,,,
Topics,Software Development,Object Brokering,484,6/17/21 12:20,,,
Topics,Software Development,Agile development tools,447,6/17/21 12:20,,,
Topics,Software Development,Profiling,405,6/17/21 12:20,,,
Topics,Software Development,CASE,401,6/17/21 12:20,,,
Topics,Software Development,Source Code Analysis,352,6/17/21 12:20,,,
Topics,Software Development,Templates,337,6/17/21 12:20,,,
Topics,Software Development,Cross compilers,330,6/17/21 12:20,,,
Topics,Software Development,Collaborative Development Tools,240,6/17/21 12:20,,,
Topics,Software Development,Object Relational Mapping (ORM),227,6/17/21 12:20,,,
Topics,Software Development,Source Code Browsing,147,6/17/21 12:20,,,
Topics,Software Development,Source Code Review,139,6/17/21 12:20,,,
Topics,Software Development,Assemblers,107,6/17/21 12:20,,,
Topics,Software Development,Binary editors,90,6/17/21 12:20,,,
Topics,Software Development,Package Manager,31,6/17/21 12:20,,,
Utility,Security,,6977,6/17/21 12:20,,,
Utility,Security,Cryptography,2267,6/17/21 12:20,,,
Utility,Security,Password Manager,333,6/17/21 12:20,,,
Utility,Security,Anti-Malware,163,6/17/21 12:20,,,
Utility,Security,Anti-Virus,144,6/17/21 12:20,virus,,
