"","EIN","FisYr","NAME","STATE","CAT","CONT"
"155",222447017,"2000","FELLOWSHIP HOUSE FND IN","NY","HE",4516
"156",222502088,"2000","RHODE ISLAND SOCIETY OF HEALTH- SYSTEM PHARMACISTS","RI","HE",13663
"157",222533700,"2000","NYS COALITION OF NURSE PRACTIONERS INC","NY","HE",43082
"158",222559695,"2000","ASSOCIATION OF SCHOOL NURSES OF CONNECTICUT INC","CT","HE",1743
"159",223076359,"2000","BERGENFIELD VOLUNTEER AMBULANCE CORPS INC","NJ","HE",82392
"160",223120926,"2000","HEYCO INC EMPLOYEE HEALTHCARE TR","NJ","HE",1119669
"161",223141758,"2000","ACADEMY OF MEDICAL-SURGICAL NURSES INC","NJ","HE",1000
"162",223247059,"2000","EMS ALLIANCE OF CAMDEN COUNTY","NJ","HE",49750
"163",223462574,"2000","EASTAMPTON EMERGENCY SQUAD INC","NJ","HE",35545
"164",223519709,"2000","NORTH JERSEY HEALTH CARE PROPERTIES INC","NJ","HE",634990
"165",223642737,"2000","TROY CONFERENCE GERIATRIC FOUNDATION INC","NY","HE",71001
"166",223738262,"2000","SUKH SHAM TRUST INC","NJ","HE",80825
"167",226014957,"2000","SOMERSET HOSPITAL AUXILIARY","NJ","HE",10000
"168",226046169,"2000","SCOTCH PLAINS RESCUE SQUAD OF THE TOWNSHIP OF SCOTCH PLAINS","NJ","HE",87469
"169",226046470,"2000","WATCHUNG RESCUE SQUAD INC","NJ","HE",135780
"170",226102753,"2000","MIDDLESEX BORO RESCUE SQUAD","NJ","HE",120106
"171",230961120,"2000","PENNSYLVANIA DENTAL ASSOCIATION","PA","HE",3402
"172",230961200,"2000","PENNSYLVANIA STATE NURSES ASSOC","PA","HE",4596
"173",231548659,"2000","PENNSYLVANIA PSYCHIATRIC SOCIETY","PA","HE",25000
"174",231675157,"2000","YORK COUNTY MEDICAL SOCIETY OF PENNSYLVANIA","PA","HE",7152
"175",231677576,"2000","PENNSYLVANIA HEALTH CARE ASSOCIATION","PA","HE",2000
"176",231999297,"2000","PENN TOWNSHIP AMBULANCE CLUB INC","PA","HE",28591
"177",232000910,"2000","DELAWARE TOWNSHIP VOLUNTEER AMBULANCE CORPS INC","PA","HE",4981
"178",232058833,"2000","PROVIDENCE TOWNSHIP AMBULANCE ASSOC","PA","HE",17538
"179",232100116,"2000","LOCAL 22 PHILA FIREFIGHTERS HEALTH FUND","PA","HE",24701
"180",232128471,"2000","COTTAGE HOSE AMBULANCE CORP INC","PA","HE",50280
"181",232155696,"2000","LEHIGH VALLEY BUS CONF HEALTH CARE","PA","HE",2998
"182",232270398,"2000","DOVER AREA AMBULANCE CLUB","PA","HE",22584
"183",232354134,"2000","SOCIETY FOR RADIATION ONCOLOGY ADMINISTRATORS","IL","HE",44900
"184",232520948,"2000","PENNSYLVANIA ASSOC OF DIRECTORS OF NURSING ADMINISTRATION","PA","HE",2200
"185",232557473,"2000","CHRISTIANA COMMUNITY AMBULANCE ASSOC INC","PA","HE",9479
"186",232566014,"2000","KREUTZ CREEK VALLEY AMBULANCE CLUB INC","PA","HE",20620
"187",232620246,"2000","PENNS CREEK AMBULANCE CLUB","PA","HE",4127
"188",232693372,"2000","NATIONAL BREAST CANCER COALITION","DC","HE",1404048
"189",232749619,"2000","PARTNERSHIP HEALTH PLAN","PA","HE",2349405
"190",232887686,"2000","NCCR","PA","HE",67000
"191",232981910,"2000","","","HE",40000
"192",233046771,"2000","LOYALSOCK VOLUNTEER FIRE CO NO 1 RELIEF ASSOCIATION","PA","HE",51872
"193",236296031,"2000","FAIRVIEW HOSE CO NO 2","PA","HE",29257
"194",236297368,"2000","MUNCY VALLEY AREA VOLUNTEER FIRE COMPANY NO 1","PA","HE",43226
"195",236298402,"2000","WEST PITTSTON COMMUNITY AMBULANCE ASSOCIATION","PA","HE",8137
"196",236390789,"2000","HAMBURG AMERICAN LEGION COMMUNITY AMBULANCE SERVICE","PA","HE",142872
"197",236391089,"2000","LYCOMING FOUNDATION","PA","HE",87905
"198",236395539,"2000","D H & L CO AMBULANCE LEAGUE","PA","HE",1598
"199",236448684,"2000","PENNSYLVANIA DENTAL HYGIENISTS ASSOCIATION","PA","HE",3795
"200",236518832,"2000","AMIVETS POST 19 HOME ASSOCIATION","PA","HE",233171
"201",237009019,"2000","HECKTOWN VOLUNTEER AMBULANCE CORPS INC","PA","HE",140836
"202",237010865,"2000","VETERANS OF FOREIGN WARS OF THE DEPT OF TEXAS LADIES AUXILARY","TX","HE",379
"203",237026263,"2000","FLORIDA MEDICAL ASSOCIATION INC","FL","HE",2050
"204",237040250,"2000","NORTH CAROLINA NURSES ASSOCIATION","NC","HE",4113
"205",237045370,"2000","ST MARYS HOSPITAL MEMORIAL FOUNDATION","IN","HE",1599906
"206",237055291,"2000","MASSACHUSETTS MEDICAL SOCIETY AUXILIARY INC","MA","HE",40000
"207",237057651,"2000","NEWFOUNDLAND AREA AMBULANCE ASSOCIATION","PA","HE",41211
"208",237064019,"2000","ALAMEDA COUNTY DENTAL SOCIETY DISTRICT 4","CA","HE",5475
"209",237067770,"2000","AMERICAN ACADEMY OF PHYSICIAN ASSISTANTS INC","VA","HE",146000
"210",237072804,"2000","BELINGTON EMERGENCY SQUAD INC","WV","HE",18491
"211",237072913,"2000","SOUTHEASTERN PSYCHOLOGICAL ASSOCIATION DEPARTMENT OF PSYCHOLO","FL","HE",1975
"212",237075118,"2000","HALF WAY HOUSE OF NORTH GEORGIA INC","GA","HE",124152
"213",237085359,"2000","GEORGIA PSYCHIATRIC ASSOCIATION INC","GA","HE",72490
"214",237085936,"2000","CHARLES RIVER DISTRICT MEDICAL SOCIETY","MA","HE",5000
"215",237085990,"2000","FAIRFIELD RESCUE SQUAD","SC","HE",42947
"216",237088516,"2000","OREGON AMBULANCE SERVICE INC","IL","HE",1882
"217",237088952,"2000","CHURCH HILL RESCUE SQUAD INC","TN","HE",64902
"218",237091208,"2000","WESTERN ANGIOGRAPHY SOCIETY","CO","HE",46210
"219",237092694,"2000","INDIANA PUBLIC HEALTH ASSOCIATION","IN","HE",101343
"220",237094933,"2000","","","HE",25
"221",237099974,"2000","BRANDON AREA RESCUE SQUAD INC","VT","HE",30654
"222",237104593,"2000","EDISON FIRST AID SQUAD 2 INC","NJ","HE",208078
"223",237106856,"2000","KINGWOOD TOWNSHIP FIRST AID & RESCUE SQUAD","NJ","HE",89270
"224",237109699,"2000","MICHIGAN COUNSELING ASSOCIATION","MI","HE",250
"225",237112677,"2000","ARIZONA STATE DENTAL HYGIENISTS ASSOCIATION","AZ","HE",5500
"226",237112768,"2000","VOLUNTEER AMBULANCE CORPS OF ENGLEWOOD CLIFFS NJ","NJ","HE",35905
"227",237113346,"2000","ABERDEEN TOWNSHIP FIRST AID & RESCUE SQUAD INC","NJ","HE",44394
"228",237121127,"2000","VIRGINIA PSYCHOLOGICAL ASSOCIATION INCORPORATED","VA","HE",1820
"229",237123957,"2000","OHIO STATE CHIROPRACTIC ASSOCIATION INC","OH","HE",49455
"230",237124733,"2000","NORTHWESTERN AMBULANCE CORPS","PA","HE",45456
"231",237125571,"2000","MAPLE SHADE FIRST AID SQUAD INC","NJ","HE",26831
"232",237129588,"2000","WILLIAMSON VOLUNTEER AMBULANCE SERVICE INC","NY","HE",117895
"233",237135197,"2000","C & O VOLUNTEERS INC","MA","HE",5305
"234",237135931,"2000","ARLINGTON RESCUE SQUAD INC","VT","HE",40234
"235",237140026,"2000","LOS ANGELES SOCIETY OF PATHOLOGISTS","CA","HE",9675
"236",237147398,"2000","AMERICAN COLLEGE OF EMERCENCY PHYSICANS","CT","HE",1500
"237",237147401,"2000","AMERICAN COLLEGE OF EMERGENCY PHYSICIANS","IL","HE",2600
"238",237147412,"2000","AMERICAN COLLEGE OF EMERGENCY PHYSICIANS","VA","HE",4700
"239",237152507,"2000","OLD BRIDGE FIRST AID AND RESCUE SQUAD OF MADISON TOWNSHIP INC","NJ","HE",62825
"240",237154108,"2000","IOWA PSYCHOLOGICAL ASSOCIATION","IA","HE",550
"241",237154650,"2000","TOWN OF MARLBOROUGH VOLUNTEER AMBULANCE CORPS","NY","HE",33633
"242",237161352,"2000","VIRGINIA ASSOCIATION OF HOSPITAL AUXILIARIES","VA","HE",53222
"243",237168568,"2000","GLAZIERS LOCAL 1162 S U B FUND","OH","HE",31652
"244",237190208,"2000","RACINE COUNTY MEDICAL SOCIETY OF RACINE WISCONSIN","WI","HE",100
"245",237206114,"2000","MASSACHUSETTS MEDICAL SOCIETY","MA","HE",5000
"246",237209594,"2000","MINNESOTA ASSOCIATION OF OPHTHALMOLOGY","MN","HE",5650
"247",237216045,"2000","ARIZONA VETERINARY MEDICAL ASSOCIATION","AZ","HE",1000
"248",237225391,"2000","VERMONT PSYCHOLOGICAL ASSOCIATION INC","VT","HE",10000
"249",237227400,"2000","INDEPENDENT ORDER OF FORESTERS","CA","HE",130
"250",237234902,"2000","LAKE GEORGE EMERGENCY SQUAD","NY","HE",80296
"251",237238795,"2000","MEDICAL & DENTAL STAFF OF THE QUEEN OF ANGELS HOSPITAL","CA","HE",30529
"252",237239824,"2000","WILLIAMS TOWNSHIP EMERGENCY CO INC","PA","HE",78708
"253",237240541,"2000","PLYMOUTH COMMUNITY AMBULANCE ASSN","PA","HE",163969
"254",237249143,"2000","MICHIGAN ACADEMY OF PLASTIC SURGEONS","MI","HE",13400
"255",237254301,"2000","BEHAVIOR GENETICS ASSOCIATION","MN","HE",325
"256",237256199,"2000","AMERICAN PHYSICAL THERAPY ASSOCIATION MONTANA CHAPTER","MT","HE",2514
"257",237259398,"2000","REB NURSING HOME INC","NY","HE",94291
"258",237260836,"2000","MICHIGAN HEALTH INFORMATION MANAGEMENT ASSOCIATION","MI","HE",3695
"259",237263971,"2000","HEALTH SCIENCE FOUNDATION INC","NC","HE",4634971
"260",237264929,"2000","PLATTE CANYON RESCUE SERVICE INC","CO","HE",10346
"261",237265088,"2000","JACKSON TWP EMERGENCY AMBULANCE SERVICE INC","IN","HE",72510
"262",237268165,"2000","SPRING CITY AREA AMBULANCE INC","PA","HE",5640
"263",237269832,"2000","MINNESOTA PSYCHOLOGICAL ASSOCIATION","MN","HE",4654
"264",237271872,"2000","AMERICAN HEALTHCARE RADIOLOGY ADMINISTRATORS INC","MA","HE",18000
"265",237288053,"2000","PARSHALL RURAL AMBULANCE SERVICE","ND","HE",1977
"266",237289087,"2000","ALLIANCE OF THE CALIFORNIA DENTAL ASSOCIATION","CA","HE",5000
"267",237289335,"2000","FLORIDA OCCUPATIONAL THERAPY ASSOCIATION","FL","HE",47
"268",237290540,"2000","MASSACHUSETTS BRANCH OF THE INTERNATIONAL DYSLEXIA ASSOC INC","MA","HE",2491
"269",237290575,"2000","CALIFORNIA CANCER REGISTRARS ASSOCIATION","CA","HE",4649
"270",237291783,"2000","PENNSYLVANIA ASSOCIATION OF COMMUNITY MENTAL HEALTH/MENTAL RET","PA","HE",122234
"271",237296288,"2000","TEXAS SOCIETY OF HEALTH-SYSTEM PHARMACISTS","TX","HE",2800
"272",237297938,"2000","OHIO DENTAL ASSOCIATION","OH","HE",8054
"273",237300370,"2000","MARSHALLTOWN AREA COMMUNITY HOSP AUX","IA","HE",45
"274",237316086,"2000","TEXAS OCCUPATIONAL THERAPY ASSOCIATION INC","TX","HE",1613
"275",237316510,"2000","VIRGINIA CHAPTER AMERICAN COLLEGE OF SURGEONS","VA","HE",3000
"276",237318720,"2000","WAKEFIELD AMBULANCE ASSOCIATION","PA","HE",14073
"277",237328053,"2000","PENN TOWNSHIP AMBULANCE ASSOCIATION RESCUE NO 6","PA","HE",13372
"278",237328431,"2000","AMERICAN COLLEGE OF EMERGENCY PHYSICIANS","GA","HE",800
"279",237328436,"2000","AMERICAN COLLEGE OF EMERGENCY PHYSICIANS","OR","HE",2525
"280",237335302,"2000","LAMBS WOMENS BOARD","IL","HE",1725
"281",237337219,"2000","GLADSTONE RESCUE SQUAD INC","VA","HE",36637
"282",237339584,"2000","ERIE EMERGENCY CARE UNIT","KS","HE",57067
"283",237350948,"2000","RENAL PHYSICIANS ASSOCIATIONS","MD","HE",1006197
"284",237355700,"2000","INGERSOLL MILLING MACHINE COMPANY HEALTH CARE TRUST","IL","HE",11284873
"285",237357101,"2000","SYKESVILLE AMBULANCE SERVICE INC","PA","HE",5743
"286",237371200,"2000","VIRGINIA CHAPTER OF AMER ACADEMY OF PEDIATRICS & VA PEDIATRICS SOCIETY","VA","HE",20375
"287",237371800,"2000","FLORIDA PHYSICIANS ASSOCIATION INC","FL","HE",124865
"288",237379956,"2000","LENAWEE COUNTY MEDICAL SOCIETY","MI","HE",24100
"289",237385639,"2000","INLAND EMPIRE HOSPITAL SERVICES ASSOCIATION","WA","HE",240444
