"","EIN","FisYr","NAME","STATE","CAT","CONT"
"192",61399319,"2000","PUTNAM HOSPITAL CENTER FOUNDATION INC","NY","HE",166912
"193",61400293,"2000","FAIRFIELD COUNTY AIDS WALK INC","CT","HE",34626
"194",61403527,"2000","ROBERT A WELKE CANCER RESEARCH FOUNDATION INC","CT","HE",143113
"195",61412359,"2000","KIRYAS JOEL VOLUNTEER EMERGENCY MEDICAL SERVICES INC","NY","HE",718175
"196",61418609,"2000","GOOD SAMARITAN MINISTRIES INC","CT","HE",249784
"197",61456429,"2000","SUNSHINE HOUSE INC","CT","HE",69814
"198",61472346,"2000","MEDICAL MENTAL HEALTH CONFERENCE ASSOCIATION","RI","HE",54002
"199",61481133,"2000","ORTHOPEDIC SECTION OF THE CONNECTICUT STATE MEDICAL SOCIETY","CT","HE",6100
"200",61495780,"2000","WELLSPRINGS CENTER FOR NATURAL HEALING INC","CT","HE",19560
"201",61508178,"2000","PAIN AND EDUCATION RESEARCH FOUNDATION INC","CT","HE",80850
"202",61529394,"2000","GLOBAL EYE CARE INC","NY","HE",440303
"203",61548409,"2000","HAROLD LEEVER REGIONAL CANCER CENTER INC","CT","HE",1229780
"204",61551288,"2000","HEALTH WAY INC","CT","HE",29512
"205",61554959,"2000","TARGET AUTISM GENOME INC","CT","HE",155828
"206",61579297,"2000","THERAPEUTIC EQUINE ASSISTED MENTAL HELATH INC","CT","HE",41927
"207",61579858,"2000","SABRA DALBY RIGHTMIRE FOUNDATION FOR MELANOMA EDUCATION & RESEARCH","PA","HE",34237
"208",61582256,"2000","WORLD IS OUR NEIGHBORHOOD INC","CT","HE",58450
"209",61601918,"2000","KHODADOUST EYE FOUNDATION INC","CT","HE",31490
"210",66068721,"2000","WETHERSFIELD VOLUNTEER AMBULANCE ASSN INC","CT","HE",2565
"211",66076247,"2000","CONNECTICUT ASSOCIATION FOR CHILDREN AND ADULTS WITH LEARNING","CT","HE",123137
"212",111631759,"2000","KINGSBROOK JEWISH MEDICAL CENTER","NY","HE",605747
"213",111631799,"2000","NEW YORK CONGREGATIONAL HOME FOR THE AGED","NY","HE",53326
"214",111661349,"2000","BROOKLYN METHODIST CHURCH HOME","NY","HE",35341
"215",111661359,"2000","CENTRAL SUFFOLK HOSPITAL","NY","HE",852253
"216",111679599,"2000","SAINT MARYS HOSPITAL FOR CHILDREN INC","NY","HE",2309020
"217",111840049,"2000","BLEULER PSYCHOTHERAPY CENTER INC","NY","HE",645
"218",111871039,"2000","ST CHARLES HOSPITAL CORP","NY","HE",1063570
"219",111971539,"2000","COOLEYS ANEMIA FOUNDATION INC","NY","HE",676473
"220",111973249,"2000","BROOKLYN COMMUNITY COUNSELING CENTER INC","NY","HE",180
"221",112150039,"2000","LYNDON BAINES JOHNSON HEALTH COMPLEX INC","NY","HE",1623604
"222",112167809,"2000","OZANAM HALL OF QUEENS NURSING HOME INC","NY","HE",105358
"223",112224539,"2000","ELMCOR YOUTH & ADULT ACTIVITIES INC","NY","HE",3231032
"224",112268139,"2000","DYNAMITE YOUTH CENTER FOUNDATION INC","NY","HE",129582
"225",112315849,"2000","ROOSEVELT COMMUNITY MENTAL HEALTH CENTER INC","NY","HE",118000
"226",112326039,"2000","BENSONHURST MENTAL HEALTH CLINIC INC","NY","HE",304045
"227",112342689,"2000","SAYVILLE CABINET FOR THE SICK INC","NY","HE",41004
"228",112554369,"2000","UNIVERSITY HOSPITAL AUXILIARY INC","NY","HE",12433
"229",112608229,"2000","MALMONIDES RESEARCH AND DEVELOPMENT FOUNDATION","NY","HE",239714
"230",112666969,"2000","SUFFOLK COUNTY MAKE-A-WISH FOUNDATION INC","NY","HE",1576444
"231",112689399,"2000","LONG ISLAND INFANT DEVELOPMENT PROGRAM","NY","HE",2459250
"232",112809739,"2000","LONG ISLAND ASSOCIATION FOR AIDS CARE INC","NY","HE",4166071
"233",112823309,"2000","GUY M STEWART CANCER FUND INC","NY","HE",3202
"234",112908239,"2000","HEALTH WATCH INFORMATION & PROMATION SERVICE INC","NY","HE",449702
"235",112920549,"2000","AIDS TREATMENT DATA NETWORK INC","NY","HE",356226
"236",112965829,"2000","ZICHRON SHLOMA REFUAH FUND INC","NY","HE",423895
"237",112999119,"2000","PROJECT CHALLENGE OF L I NY INC","NY","HE",121924
"238",113104169,"2000","LONG ISLAND HEARING SCREENING PROGR AM","NY","HE",870
"239",113151199,"2000","SOUTHAMPTON VILLAGE VOLUNTEER EMERGENCY AMBULANCE SERVICES INC","NY","HE",53458
"240",113154369,"2000","LONG ISLAND MINORITY AIDS COALITION INC","NY","HE",401609
"241",113313259,"2000","BAY SHORE SCHOOLS ARTS ENDOWMENT FUND INC","NY","HE",20385
"242",113332619,"2000","EDUCATION CENTER FOR PROSTATE CANCER PATIENTS INC","NY","HE",177855
"243",113355949,"2000","AMERICAN FRIENDS OF HALA","OH","HE",393270
"244",113464989,"2000","HELPING HANDS UNLIMITED INC","NY","HE",6500
"245",113583569,"2000","MANHASSET COMMUNITY COALITION AGAINST SUBSTANCE ABUSE INC","NY","HE",59772
"246",116017689,"2000","SOCIETY FOR LENDING COMFORTS TO THE SICK OF THE TOWNSHIP OF SMITHTOWN","NY","HE",10152
"247",131624009,"2000","FOUNTAIN HOUSE INC","NY","HE",2794708
"248",131624169,"2000","THE FLOATING HOSPITAL","NY","HE",2351757
"249",131641079,"2000","UNITED CEREBRAL PALSY ASSOCIATIONS INC","DC","HE",7174696
"250",131677399,"2000","ASSOCIATION FOR THE ADVANCEMENT OF PSYCHOANALYSIS INC","NY","HE",1025
"251",131683279,"2000","JEWISH BRAILLE INSTITUTE OF AMERICA INC","NY","HE",2221882
"252",131690769,"2000","UNITED CEREBRAL PALSY ASSOCIATION OF WESTCHESTER COUNTY INC","NY","HE",183380
"253",131740119,"2000","NYACK HOSPITAL","NY","HE",1120344
"254",131740129,"2000","UNITED HOSPITAL","NY","HE",2247349
"255",131825919,"2000","CANCER CARE INC","NY","HE",15900082
"256",131923959,"2000","ACKERMAN INSTITUTE FOR THE FAMILY","NY","HE",1803337
"257",131948279,"2000","BELLEVUE ASSOCIATION INC","NY","HE",93416
"258",131954019,"2000","AMERICAN LUNG ASSOCIATION OF NEW YORK STATE INC","NY","HE",5731429
"259",132508249,"2000","SEX INFORMATIONS & EDUCATION COUNCIL OF THE UNITED STATES","NY","HE",2766705
"260",132631069,"2000","PARKER JEWISH INSTITUTE FOR HEALTH CARE AND REHABILITATION","NY","HE",3807731
"261",132647109,"2000","CENTRAL LABOR REHABILITATION COUNCIL OF NEW YORK INC","NY","HE",547581
"262",132720369,"2000","VOLUNTEER COUNSELING SERVICE OF ROCKLAND COUNTY INC","NY","HE",897189
"263",132818209,"2000","OHASHI INSTITUTE","NY","HE",1055
"264",132828349,"2000","HUDSON RIVER HEALTHCARE INC","NY","HE",9740885
"265",132869909,"2000","END STAGE RENAL DISEASE NETWORK OF NEW YORK INC","NY","HE",981876
"266",132911059,"2000","VILLAGE CENTER FOR CARE","NY","HE",795281
"267",132937329,"2000","SOCIETY FOR SEX THERAPY & RESEARCH INC","IL","HE",25000
"268",132945229,"2000","NEW YORK ORGAN DONOR NETWORK","NY","HE",10239
"269",133002279,"2000","INTERAMERICAN COLLEGE OF PHYSICIANS AND SURGEONS INC","NY","HE",714366
"270",133020559,"2000","HOME HEALTH MANAGEMENT SERVICES INC","NY","HE",27066357
"271",133020609,"2000","PHOENIX HOUSE DEVELOPMENT FUND INC","NY","HE",3843614
"272",133086309,"2000","KATERI RESIDENCE INC","NY","HE",100396
"273",133088149,"2000","EHCCI HOME CARE SERVICES CORP","NY","HE",9930527
"274",133106729,"2000","CHILDRENS IMMUNOLOGY RESEARCH FUND INC","NY","HE",31350
"275",133117119,"2000","SEARCH FOR CHANGE COMUNITY RESIDENCE CO III INC","NY","HE",5299
"276",133120759,"2000","AMERICAN ACADEMIC OF IMPLANT DENTISTRY RESEARCH FOUNDATION INC","IL","HE",45012
"277",133155199,"2000","TOMORROWS CHILDRENS FUND INC","NJ","HE",3103411
"278",133174839,"2000","GLAUCOMA FOUNDATION INC","NY","HE",1418234
"279",133190169,"2000","THE KNEE SOCIETY INC","IL","HE",41735
"280",133246249,"2000","HSS PROPERTIES CORPORATION","NY","HE",75000
"281",133259649,"2000","CALVARY FUND INC","NY","HE",2315738
"282",133263539,"2000","JULIE ECHOLS GOULD FUND FOR MEDICAL RESEARCH INC","FL","HE",44689
"283",133269599,"2000","ROCKLAND COUNCIL ON ALCOHOLISM INC","NY","HE",159931
"284",133341249,"2000","DANIEL HEUMANN FUND FOR SPINAL COR D RESEARCH INC","NY","HE",320662
"285",133376279,"2000","NATIONAL ALLIANCE OF BREAST CANCER ORGANIZATIONS INC 2ND FLOOR","NY","HE",1856577
"286",133384059,"2000","SEA VIEW HOSPITAL AND HOME AUXILIARY INC","NY","HE",6261
"287",133393329,"2000","AMERICAN FOUNDATION FOR SUICIDE PREVENTION","NY","HE",2156657
"288",133412239,"2000","SOCIETY FOR THE STUDY OF INGESTIVE BEHAVIOR INC","NY","HE",17973
"289",133421139,"2000","JOHN THOMAS TRAVIS DRUG & ALCOHOL INFORMATION CENTER INC","NY","HE",32140
"290",133433779,"2000","SEVENTY NINTH STREET WORKSHOP INC","NY","HE",92419
"291",133471439,"2000","COCAINE ANONYMOUS-NEW YORK INC","NY","HE",31647
"292",133484329,"2000","CENTER FOR COMPREHENSIVE HEALTH PRACTICE INC","NY","HE",3356692
"293",133530299,"2000","HEALTH INDUSTRIES RESOURCES ENTERPRISES INC","NY","HE",11926554
"294",133593049,"2000","SOUND SHORE MEDICAL CENTER OF WESTCHESTER FOUNDATION INC","NY","HE",2784846
"295",133603599,"2000","SISTERS OF CHARITY HEALTH CARE SYSTEM NURSING HOME INC","NY","HE",63861
"296",133615529,"2000","AMERICAN CANCER SOCIETY FOUNDATION","GA","HE",10008106
"297",133618419,"2000","ANGELA HOUSE INC","NY","HE",183479
"298",133626299,"2000","IMRAN KHAN CANCER APPEAL TR","KY","HE",323788
"299",133639999,"2000","PROJECT FOR PSYCHIATRIC OUTREACH TO THE HOMELESS","NY","HE",989349
"300",133666149,"2000","WEST SIDE HATZOLOH","NY","HE",128943
"301",133722669,"2000","DIRECT AIDS ALTERNATIVE INFORMATION RESOURCES","NY","HE",21092
"302",133775799,"2000","NEUROLOGY RESEARCH FOUNDATION INC","NY","HE",115640
"303",133804689,"2000","FOUNDATION FOR RESEARCH IN SLEEP DISORDERS INC","NY","HE",164231
"304",133873719,"2000","WAR CHILD INC","NY","HE",187932
"305",133899699,"2000","HOME-LIFE SERVICES INC","NY","HE",3449029
"306",133929019,"2000","INSTITUTE OF EAST-WEST MEDICINE","NY","HE",37833
"307",133934289,"2000","HEALTH ADVANTAGE PLAN INC","NY","HE",155360
"308",133975189,"2000","HEALING CONNECTIONS INC","NY","HE",35045
