"","X","source","target","weight"
"378",378,"bunk","enlist",1
"380",380,"business","reason",1
"382",382,"call","buddy",1
"383",383,"call","negro",1
"384",384,"camp","basic",1
"385",385,"camp","feel",1
"386",386,"camp","officer",1
"387",387,"camp","start",1
"389",389,"camp","training",1
"394",394,"capable","type",1
"395",395,"car","stripe",1
"396",396,"car","suit",1
"399",399,"care","mix",2
"400",400,"care","negro",1
"401",401,"care","negro",1
"403",403,"care","object",1
"404",404,"care","sleep",2
"405",405,"carry","diseases",1
"411",411,"cast","tradition",1
"446",446,"cent","negro",1
"447",447,"cent","stand",1
"448",448,"cent","trust",1
"452",452,"chain","strong",1
"453",453,"chance","ability",1
"454",454,"chance","advance",1
"455",455,"chance","advancement",4
"456",456,"chance","discontentment",1
"457",457,"chance","express",1
"458",458,"chance","friction",3
"460",460,"chance","life",1
"461",461,"chance","outfit",1
"462",462,"chance","persons",1
"463",463,"chance","prevent",1
"464",464,"chance","promotion",1
"465",465,"chance","prove",3
"466",466,"chance","race",1
"467",467,"chance","racial",1
"468",468,"chance","riot",1
"469",469,"chance","serve",1
"470",470,"chance","share",1
"472",472,"chance","undesirable",1
"473",473,"chance","undesirable",1
"474",474,"chance","white",2
"475",475,"chance","worth",1
"476",476,"change","army",2
"477",477,"change","belief",1
"478",478,"change","mind",1
"479",479,"change","tradition",1
"482",482,"characteristic","unclear",1
"483",483,"check","mark",1
"484",484,"chinese","accept",1
"485",485,"chinese","american",1
"486",486,"choose","fight",1
"487",487,"city","negro",1
"488",488,"city","run",1
"489",489,"civil","war",1
"490",490,"civilian","life",3
"491",491,"civilian","negro",1
"492",492,"civilize","people",1
"495",495,"class","people",3
"496",496,"class","race",1
"497",497,"class","remember",1
"498",498,"class","whites",1
"499",499,"classify","limit",1
"500",500,"classify","service",1
"502",502,"clean","people",1
"504",504,"clean","white",2
"505",505,"climate","white",1
"506",506,"close","association",1
"507",507,"close","discord",1
"508",508,"close","emphasize",1
"509",509,"close","harmony",1
"511",511,"close","relationship",1
"512",512,"code","instuctor",1
"513",513,"code","phase",1
"514",514,"cold","time",1
"515",515,"color","people",1
"516",516,"color","association",1
"517",517,"color","boy",1
"518",518,"color","boys",1
"520",520,"color","creed",1
"521",521,"color","die",1
"522",522,"color","dirty",1
"523",523,"color","feel",1
"524",524,"color","fight",1
"528",528,"color","mix",2
"529",529,"color","negro",1
"530",530,"color","object",1
"531",531,"color","people",3
"532",532,"color","race",3
"534",534,"color","whites",1
"538",538,"colored","happier",1
"539",539,"colored","inferior",1
"541",541,"colored","mix",1
"542",542,"colored","officer",1
"543",543,"colored","operate",1
"544",544,"colored","people",1
"545",545,"colored","race",3
"546",546,"colored","separate",1
"547",547,"colored","soldier",1
"548",548,"colored","southerner",1
"549",549,"colored","troops",2
"550",550,"colored","unclear",2
"551",551,"colored","white",2
"554",554,"combat","duty",1
"559",559,"combat","outfit",1
"560",560,"combat","serve",1
"561",561,"combat","zone",1
"562",562,"combine","outfit",1
"563",563,"combine","races",1
"578",578,"comfortable","live",1
"579",579,"comm","comm",1
"581",581,"comment","common",1
"582",582,"comment","apply",1
"584",584,"comment","question",1
"586",586,"commission","enlist",1
"588",588,"commission","officer",1
"589",589,"commission","officer",1
"591",591,"common","level",1
"592",592,"common","negro",1
"593",593,"company","soldier",1
"594",594,"compete","soldier",1
"595",595,"compete","white",1
"596",596,"competition","competition",1
"597",597,"competition","unified",1
"598",598,"competitive","spirit",1
"599",599,"competitive","unclear",1
"600",600,"complete","equal",1
"601",601,"complete","unity",1
"603",603,"complex","result",1
"604",604,"complicated","machine",1
"609",609,"condition","camp",1
"610",610,"condition","change",1
"612",612,"condition","eliminate",1
"613",613,"condition","friction",1
"617",617,"condition","outfit",1
"618",618,"condition","races",1
"619",619,"condition","separate",1
"620",620,"condition","soldier",1
"621",621,"condition","white",1
"623",623,"conduct","whites",1
"624",624,"connect","outfit",1
"626",626,"constant","contention",1
"627",627,"constant","quarrel",1
"630",630,"contact","negro",1
"631",631,"contact","negro",1
"632",632,"contention","bound",1
"633",633,"continue","sort",1
"636",636,"cooperate","noncom",1
"637",637,"cooperate","officer",1
"638",638,"cooperate","officer",1
"639",639,"cooperate","outfit",1
"640",640,"cooperate","separate",1
"642",642,"cooperation","mix",2
"643",643,"cooperation","outfit",1
"644",644,"cooperation","separate",1
"646",646,"corps","bear",1
"647",647,"corps","natural",1
"650",650,"country","civilize",1
"651",651,"country","negro",1
"652",652,"country","people",1
"653",653,"country","seldom",1
"655",655,"country","white",1
"656",656,"country","world",1
"657",657,"court","eat",1
"658",658,"court","martial",1
"659",659,"courtmartial","assault",1
"660",660,"courtmartial","day",1
"661",661,"create","disturbance",1
"662",662,"create","fight",1
"663",663,"create","friction",1
"665",665,"create","lack",1
"667",667,"create","outfit",1
"668",668,"create","trouble",2
"670",670,"credit","achievement",1
"671",671,"credit","credit",1
"672",672,"credit","race",1
"673",673,"creed","bind",1
"674",674,"criminal","intent",1
"675",675,"custom","tradition",1
"676",676,"customs","belief",1
"677",677,"damn","mix",1
"678",678,"damn","negro",1
"679",679,"damned","sleep",1
"680",680,"date","accustom",1
"681",681,"day","assault",1
"682",682,"day","battery",1
"683",683,"deal","hurry",1
"684",684,"deal","negro",1
"685",685,"deal","prejudice",1
"686",686,"deal","race",2
"687",687,"deal","unclear",1
"693",693,"deletion","abusive",1
"694",694,"deletion","deletion",8
"695",695,"deletion","fight",1
"697",697,"deletion","outfit",1
"698",698,"deletion","people",1
"700",700,"democratic","leave",1
"702",702,"demonstration","method",1
"703",703,"depend","amount",1
"704",704,"depend","circumstance",1
"705",705,"depend","individual",1
"706",706,"depend","locale",1
"707",707,"depend","negro",1
"708",708,"depend","section",1
"709",709,"desecration","rank",1
"710",710,"desirable","odor",1
"711",711,"destroy","apply",1
"712",712,"detrimental","morale",1
"713",713,"develop","separate",1
"714",714,"develop","segregate",1
"717",717,"devils","human",1
"718",718,"die","quick",1
"719",719,"disease","whites",1
"724",724,"difference","race",1
"725",725,"difference","civilian",1
"726",726,"difference","class",1
"727",727,"difference","condition",2
"728",728,"difference","create",1
"730",730,"difference","habit",1
"731",731,"difference","hard",1
"732",732,"difference","live",4
"733",733,"difference","living",1
"734",734,"difference","negro",1
"735",735,"difference","nerve",1
"736",736,"difference","opinion",1
"737",737,"difference","soldier",1
"738",738,"difference","standard",2
"739",739,"difference","tend",1
"740",740,"difference","trouble",1
"793",793,"difficulty","prejudice",1
"794",794,"difficulty","race",1
"797",797,"direct","contact",1
"799",799,"direct","negro",1
"800",800,"direct","variance",1
"801",801,"dirty","body",1
"802",802,"dirty","fellow",1
"803",803,"dirty","human",1
"805",805,"dirty","mind",1
"806",806,"dirty","unclear",1
"807",807,"dirty","white",1
"808",808,"disaster","arise",1
"809",809,"disaster","faction",1
"811",811,"discord","avoid",1
"812",812,"discord","negro",1
"813",813,"discord","negro",1
"814",814,"discrepancy","officer",1
"815",815,"discrepancy","white",1
"816",816,"discriminate","colored",1
"817",817,"discriminate","white",1
"819",819,"discrimination","disunity",1
"820",820,"discrimination","prejudice",1
"821",821,"discrimination","racial",1
"822",822,"discuss","condition",1
"824",824,"disease","rate",1
"825",825,"diseases","spread",1
"826",826,"dislike","mixing",1
"827",827,"dislike","negro",2
"828",828,"dislike","people",1
"829",829,"dislike","white",1
"831",831,"disliking","white",1
"832",832,"dissatisfaction","resentment",1
"834",834,"distinction","people",1
"835",835,"distinction","power",1
"836",836,"distinction","race",1
"837",837,"distinction","white",1
"838",838,"disturbance","mix",1
"839",839,"disturbance","unclear",1
"840",840,"disunity","disunity",1
"841",841,"disunity","lose",1
"842",842,"disunity","war",1
"843",843,"drop","drop",1
"844",844,"doubt","negro",1
"846",846,"doubt","white",1
"847",847,"dress","unclear",1
"848",848,"drill","eat",1
"850",850,"drill","sleep",1
"851",851,"drill","white",1
"852",852,"drink","matter",1
"853",853,"drink","soldier",1
"854",854,"drive","garbage",1
"856",856,"drop","happen",1
"857",857,"drop","morale",1
"858",858,"ease","comfort",1
"859",859,"easier","discipline",1
"860",860,"easier","maintain",1
"862",862,"eat","essential",1
"864",864,"eat","live",1
"865",865,"eat","mess",2
"866",866,"eat","negro",2
"867",867,"eat","negro",2
"868",868,"eat","sleep",3
"869",869,"eat","whites",1
"871",871,"education","actual",1
"872",872,"educational","body",1
"873",873,"educational","cleanliness",1
"874",874,"efficiency","attain",1
"875",875,"efficiency","lose",1
"876",876,"efficiency","lower",1
"877",877,"efficiency","outfit",3
"878",878,"efficiency","white",1
"879",879,"efficient","negro",1
"881",881,"effort","lower",1
"882",882,"effort","meaning",1
"883",883,"effort","morale",1
"884",884,"effort","unclear",1
"885",885,"effort","understand",1
"888",888,"eliminate","argument",1
"890",890,"eliminate","policy",1
"893",893,"ease","unclear",1
"895",895,"enable","cooperate",1
"900",900,"enlist","finish",1
"903",903,"enmity","troops",1
"914",914,"entitle","rights",1
"915",915,"equal","chance",1
"916",916,"equal","people",1
"917",917,"equal","privileges",1
"918",918,"equal","rank",1
"919",919,"equal","rights",2
"920",920,"equal","treatment",1
"921",921,"equal","white",2
"922",922,"equipment","connect",1
"923",923,"equipment","outfit",1
"924",924,"essential","army",1
"925",925,"essential","perform",1
"926",926,"eternal","question",1
"927",927,"eternal","races",1
"928",928,"eternal","superior",1
"929",929,"exception","cent",1
"930",930,"exception","trust",1
"931",931,"excuse","trouble",1
"932",932,"excuse","whites",1
"933",933,"exist","common",1
"935",935,"exist","level",1
"936",936,"exist","spirit",1
"937",937,"exist","unclear",1
"938",938,"expect","carry",1
"939",939,"experienced","trainy",1
"940",940,"explain","unclear",1
"941",941,"extent","live",1
"943",943,"extreme","condition",1
"944",944,"extreme","difference",1
"945",945,"extreme","emergency",1
"946",946,"extreme","live",1
"954",954,"faction","arise",1
"955",955,"factor","result",1
"958",958,"familiar","code",1
"959",959,"family","furlough",1
"961",961,"fancy","bunking",1
"962",962,"fancy","idea",1
"963",963,"favoritism","color",1
"964",964,"feeling","people",1
"966",966,"feel","equal",1
"967",967,"feel","free",1
"968",968,"feel","home",1
"969",969,"feel","inferior",3
"970",970,"feel","natural",1
"971",971,"feel","negro",2
"973",973,"feel","satisfied",1
"974",974,"feel","soldier",1
"975",975,"feel","talk",1
"976",976,"feel","unclear",3
"977",977,"feel","unequal",1
"978",978,"feel","white",3
"980",980,"feeling","black",1
"981",981,"feeling","detrimental",1
"982",982,"feeling","favoritism",1
"986",986,"feeling","morale",1
"987",987,"feeling","races",1
"988",988,"feeling","soldier",1
"989",989,"feeling","unclear",1
"990",990,"feeling","unity",1
"991",991,"feeling","white",2
"994",994,"feeling","people",1
"995",995,"feeling","white",1
"1000",1000,"fellow","negro",1
"1001",1001,"fellow","negro",1
"1002",1002,"fellow","react",1
"1003",1003,"fellow","sleeping",1
"1004",1004,"fellow","soldier",1
"1005",1005,"fellow","south",1
"1006",1006,"fellow","stand",1
"1009",1009,"fellows","soldier",1
"1010",1010,"fellows","white",1
"1011",1011,"fight","battle",1
"1014",1014,"fight","country",1
"1016",1016,"fight","disorder",1
"1017",1017,"fight","enemy",1
"1018",1018,"fight","equal",1
"1019",1019,"fight","feel",1
"1020",1020,"fight","fellow",1
"1021",1021,"fight","forget",1
"1022",1022,"fight","freedom",1
"1025",1025,"fight","harder",1
"1026",1026,"fight","interspersed",1
"1027",1027,"fight","killing",1
"1029",1029,"fight","mix",1
"1031",1031,"fight","negro",3
"1032",1032,"fight","people",1
"1033",1033,"fight","race",1
"1034",1034,"fight","reason",1
"1035",1035,"fight","rights",1
"1036",1036,"fight","ring",1
"1037",1037,"fight","riot",1
"1040",1040,"fight","separate",3
"1042",1042,"fight","soldiers",1
"1043",1043,"fight","sort",1
"1044",1044,"fight","southern",1
"1046",1046,"fight","time",1
"1047",1047,"fight","top",1
"1048",1048,"fight","trouble",1
"1049",1049,"fight","unit",1
"1050",1050,"fight","war",2
"1052",1052,"fight","white",3
"1053",1053,"fight","whites",2
"1054",1054,"fighting","liberation",1
"1055",1055,"fighting","war",1
"1056",1056,"fighting","mark",1
"1057",1057,"fighting","outfit",1
"1058",1058,"fighting","unit",1
"1067",1067,"fine","child",1
"1070",1070,"fine","people",1
"1071",1071,"finish","war",1
"1072",1072,"fire","range",1
"1078",1078,"outfit","white",1
"1079",1079,"fight","drop",1
"1081",1081,"follow","officer",1
"1082",1082,"food","army",1
"1083",1083,"food","ration",1
"1084",1084,"fooling","lot",1
"1086",1086,"force","obey",1
"1087",1087,"forget","race",1
"1088",1088,"form","trouble",1
"1090",1090,"fraternalize","negro",1
"1091",1091,"free","act",1
"1092",1092,"free","talk",1
"1094",1094,"fresh","minds",1
"1096",1096,"friction","colored",1
"1097",1097,"friction","eliminate",1
"1100",1100,"friction","negro",1
"1101",1101,"friction","negro",1
"1102",1102,"friction","negro",1
"1103",1103,"friction","races",1
"1104",1104,"friction","time",1
"1105",1105,"friction","trouble",1
"1106",1106,"friction","unclear",1
"1107",1107,"friction","white",3
"1108",1108,"friction","whites",1
"1109",1109,"friction","whites",1
"1116",1116,"function","unit",1
"1119",1119,"furlough","outfit",1
"1120",1120,"future","life",1
"1121",1121,"future","war",1
"1122",1122,"gain","basic",1
"1124",1124,"gain","reputation",1
"1173",1173,"gather","negro",1
"1263",1263,"gradual","process",1
"1264",1264,"grate","army",1
"1265",1265,"grave","mistake",1
"1292",1292,"grudge","negro",1
"1293",1293,"gut","foot",1
"1294",1294,"habit","color",1
"1295",1295,"habit","living",1
"1296",1296,"habit","race",2
"1297",1297,"habit","respects",1
"1298",1298,"habit","standard",1
"1299",1299,"hall","sleep",2
"1301",1301,"handle","races",1
"1302",1302,"happen","negro",1
"1305",1305,"happier","buddy",1
"1306",1306,"happier","leave",1
"1307",1307,"happier","negro",1
"1308",1308,"happier","outfit",1
"1310",1310,"hard","break",1
"1311",1311,"hard","custom",1
"1312",1312,"hard","feeling",2
"1315",1315,"hard","job",1
"1316",1316,"hard","races",1
"1317",1317,"hard","stamp",1
"1318",1318,"hard","white",1
"1320",1320,"harmony","combine",1
"1321",1321,"harmony","develop",1
"1322",1322,"harmony","discord",1
"1324",1324,"harmony","organization",1
"1325",1325,"harmony","result",1
"1326",1326,"hate","negro",1
"1328",1328,"hatred","colored",1
"1330",1330,"hatred","black",1
"1331",1331,"hatred","white",1
"1333",1333,"health","race",1
"1334",1334,"heart","fighting",1
"1335",1335,"heart","soldier",1
"1337",1337,"heat","bad",1
"1338",1338,"heat","condition",1
"1339",1339,"heat","argument",1
"1340",1340,"heat","trouble",1
"1341",1341,"hell","country",1
"1342",1342,"hell","pay",1
"1367",1367,"hold","negro",1
"1368",1368,"hold","soldier",1
"1369",1369,"hold","white",1
"1371",1371,"home","live",1
"1373",1373,"hostile","attitude",1
"1374",1374,"hostile","southern",1
"1375",1375,"hostile","whites",1
"1376",1376,"hot","water",1
"1377",1377,"human","disease",1
"1378",1378,"human","fight",1
"1380",1380,"human","nature",2
"1381",1381,"human","question",1
"1382",1382,"hurry","wait",1
"1383",1383,"hurry","fooling",1
"1384",1384,"hygene","morale",1
"1385",1385,"idea","bunking",1
"1386",1386,"idea","change",1
"1387",1387,"idea","condition",1
"1388",1388,"idea","eat",1
"1389",1389,"idea","future",1
"1392",1392,"idea","life",1
"1393",1393,"idea","living",1
"1396",1396,"idea","mix",1
"1398",1398,"idea","race",1
"1399",1399,"idea","separate",1
"1400",1400,"idea","sleep",1
"1401",1401,"idea","soldier",1
"1402",1402,"idea","superiority",1
"1405",1405,"idea","white",2
"1407",1407,"ideal","living",1
"1408",1408,"ideal","means",1
"1409",1409,"ignorance","races",1
"1412",1412,"impair","efficiency",1
"1418",1418,"impossible","harmony",1
"1419",1419,"impractical","hostile",1
"1420",1420,"impression","outfits",1
"1421",1421,"impression","segregate",1
"1422",1422,"inborn","aversion",1
"1424",1424,"include","negro",1
"1425",1425,"include","officer",2
"1426",1426,"include","outfit",1
"1427",1427,"independent","feeling",1
"1428",1428,"individual","color",1
"1429",1429,"individual","feel",1
"1431",1431,"individual","life",1
"1432",1432,"individual","liking",1
"1433",1433,"individual","negro",1
"1434",1434,"individual","pride",1
"1435",1435,"individual","soldier",1
"1436",1436,"individual","units",1
"1437",1437,"individual","white",1
"1439",1439,"induct","draft",1
"1440",1440,"industry","war",1
"1441",1441,"inferior","destroy",1
"1442",1442,"inferior","people",1
"1443",1443,"inferior","race",1
"1444",1444,"inferior","white",1
"1445",1445,"inferior","complex",1
"1446",1446,"inferior","superior",1
"1447",1447,"inform","subject",1
"1454",1454,"instance","finish",1
"1456",1456,"in the","army",1
"1457",1457,"intelligence","complicated",1
"1458",1458,"intelligence","operate",1
"1464",1464,"intermingling","races",1
"1465",1465,"intermix","fight",1
"1467",1467,"internal","strain",1
"1468",1468,"interspersed","separate",1
"1469",1469,"irregardless","color",1
"1470",1470,"irregardless","race",1
"1471",1471,"jealousy","indifference",1
"1475",1475,"join","negro",1
"1476",1476,"join","outfit",1
"1504",1504,"kicking","occur",1
"1505",1505,"kicking","unclear",1
"1531",1531,"labor","heat",1
"1541",1541,"latrine","colored",1
"1542",1542,"latrine","troops",1
"1543",1543,"lead","argument",1
"1544",1544,"lead","entanglement",1
"1545",1545,"lead","equality",1
"1546",1546,"lead","heat",1
"1547",1547,"lead","individual",1
"1548",1548,"lead","life",1
"1550",1550,"lead","trouble",1
"1551",1551,"leading","follow",1
"1555",1555,"learn","discrimination",1
"1556",1556,"learn","disunity",1
"1557",1557,"learn","mix",1
"1558",1558,"learn","prejudice",1
"1559",1559,"learn","quell",1
"1561",1561,"leave","white",1
"1572",1572,"lessens","complex",1
"1573",1573,"lessens","inferior",1
"1574",1574,"lessens","superior",1
"1583",1583,"level","head",1
"1585",1585,"liable","trouble",2
"1586",1586,"liberation","deletion",1
"1587",1587,"life","feel",1
"1588",1588,"life","liking",1
"1589",1589,"life","live",1
"1590",1590,"life","majority",1
"1592",1592,"life","negro",1
"1593",1593,"life","treat",1
"1594",1594,"life","war",1
"1595",1595,"life","white",1
"1596",1596,"light","finger",1
"1639",1639,"likes","pecularity",1
"1640",1640,"likes","peculiarity",1
"1641",1641,"limit","reception",1
"1642",1642,"limit","service",1
"1643",1643,"line","draw",1
"1644",1644,"link","bad",1
"1645",1645,"link","feeling",1
"1647",1647,"list","question",1
"1652",1652,"live","amount",1
"1653",1653,"live","associate",1
"1654",1654,"live","barrack",2
"1655",1655,"live","bath",1
"1656",1656,"live","color",1
"1658",1658,"live","condition",3
"1659",1659,"live","create",1
"1661",1661,"live","eat",4
"1662",1662,"live","fight",1
"1663",1663,"live","gut",1
"1664",1664,"live","habit",1
"1666",1666,"live","mexican",1
"1667",1667,"live","negro",2
"1668",1668,"live","negro",3
"1669",1669,"live","outfit",1
"1670",1670,"live","race",1
"1671",1671,"live","reason",1
"1672",1672,"live","roof",1
"1674",1674,"live","section",1
"1675",1675,"live","separate",1
"1676",1676,"live","sleep",3
"1677",1677,"live","stomach",1
"1678",1678,"live","tighter",1
"1679",1679,"live","train",1
"1680",1680,"live","trouble",1
"1681",1681,"live","war",1
"1682",1682,"live","white",1
"1685",1685,"living","idea",1
"1686",1686,"living","negro",1
"1687",1687,"living","speech",1
"1688",1688,"living","standard",2
"1689",1689,"locale","station",1
"1698",1698,"lose","control",1
"1699",1699,"lose","life",1
"1701",1701,"lose","war",1
"1702",1702,"lost","army",1
"1703",1703,"lost","motion",1
"1705",1705,"lot","bunk",1
"1706",1706,"lot","camp",1
"1707",1707,"lot","class",1
"1708",1708,"lot","deletion",1
"1709",1709,"lot","discord",1
"1710",1710,"lot","discrimination",1
"1711",1711,"lot","dissension",1
"1712",1712,"lot","fellow",1
"1713",1713,"lot","fight",1
"1714",1714,"lot","friction",1
"1715",1715,"lot","happier",1
"1716",1716,"lot","lower",1
"1717",1717,"lot","negro",2
"1718",1718,"lot","negro",1
"1719",1719,"lot","nonsense",1
"1720",1720,"lot","outfit",2
"1721",1721,"lot","racial",1
"1722",1722,"lot","separate",3
"1723",1723,"lot","soldier",3
"1724",1724,"lot","start",1
"1725",1725,"lot","time",1
"1726",1726,"lot","trouble",2
"1727",1727,"lot","white",1
"1728",1728,"lot","whites",1
"1729",1729,"love","hold",1
"1730",1730,"lower","class",1
"1731",1731,"lower","efficiency",1
"1732",1732,"lower","hygene",1
"1733",1733,"lower","living",1
"1734",1734,"lower","morale",2
"1735",1735,"lower","morale",3
"1736",1736,"lower","standard",2
"1737",1737,"lower","standard",1
"1738",1738,"lower","white",1
"1739",1739,"lower","prejudice",1
"1740",1740,"m.p.","unit",1
"1741",1741,"maintain","discipline",1
"1743",1743,"majority","negro",1
"1744",1744,"majority","people",1
"1745",1745,"majority","unclean",1
"1847",1847,"manner","fight",1
"1849",1849,"manner","offense",1
"1889",1889,"mark","attain",1
"1890",1890,"mark","guide",1
"1891",1891,"married","army",1
"1893",1893,"marry","home",1
"1895",1895,"martial","eat",1
"1896",1896,"mass","color",1
"1897",1897,"mass","irregardless",1
"1898",1898,"matched","alike",1
"1911",1911,"meaning","american",1
"1912",1912,"meaning","rights",1
"1914",1914,"means","living",1
"1915",1915,"means","lot",1
"1920",1920,"merger","lower",1
"1921",1921,"merger","morale",1
"1922",1922,"mess","hall",4
"1923",1923,"mess","sleep",2
"1925",1925,"method","army",1
"1927",1927,"mexican","negro",1
"1928",1928,"mexican","seperate",1
"1929",1929,"negro","unclear",1
"1931",1931,"negro","gather",1
"1932",1932,"military","counting",1
"1933",1933,"military","police",1
"1934",1934,"military","police",1
"1935",1935,"mind","free",1
"1936",1936,"mind","negro",1
"1938",1938,"mind","white",1
"1941",1941,"minds","soldier",1
"1942",1942,"mingle","[/unclear",1
"1943",1943,"mingle","negro",1
"1944",1944,"mingle","negro",1
"1945",1945,"mingle","whites",1
"1946",1946,"minority","race",1
"1947",1947,"minority","unclear",1
"1948",1948,"mistreat","unclear",1
"1950",1950,"mix","army",1
"1952",1952,"mix","black",1
"1953",1953,"mix","camp",1
"1954",1954,"mix","class",1
"1955",1955,"mix","content",1
"1956",1956,"mix","create",1
