family_interview_id-2001,psid_state_of_residence_code-2001,family_composition_change-2001,age-2001,sex-2001,number_of_children_in_fu-2001,1968_family_identifier-2001,marital_status-2001,health_status-2001,race-2001,religion-2001,wtr_donated-2001,wtr_donated_to_health_org-2001,amt_of_health_donations-2001,total_family_income-2001,wealth_wo_equity-2001,wealth_with_equity-2001,sequence_number-2001,relation_to_rp-2001,year-2001,family_interview_id-2003,psid_state_of_residence_code-2003,family_composition_change-2003,1968_family_identifier-2003,age-2003,sex-2003,number_of_children_in_fu-2003,marital_status-2003,health_status-2003,race-2003,religion-2003,wtr_donated-2003,wtr_donated_to_health_org-2003,amt_of_health_donations-2003,total_family_income-2003,wealth_wo_equity-2003,wealth_with_equity-2003,sequence_number-2003,relation_to_rp-2003,year-2003,family_interview_id-2005,psid_state_of_residence_code-2005,family_composition_change-2005,1968_family_identifier-2005,age-2005,sex-2005,number_of_children_in_fu-2005,marital_status-2005,health_status-2005,race-2005,religion-2005,wtr_donated-2005,wtr_donated_to_health_org-2005,amt_of_health_donations-2005,total_family_income-2005,wealth_wo_equity-2005,wealth_with_equity-2005,sequence_number-2005,relation_to_rp-2005,year-2005,family_interview_id-2007,psid_state_of_residence_code-2007,family_composition_change-2007,1968_family_identifier-2007,age-2007,sex-2007,number_of_children_in_fu-2007,marital_status-2007,health_status-2007,race-2007,religion-2007,wtr_donated-2007,wtr_donated_to_health_org-2007,amt_of_health_donations-2007,total_family_income-2007,wealth_wo_equity-2007,wealth_with_equity-2007,sequence_number-2007,relation_to_rp-2007,year-2007,family_interview_id-2009,psid_state_of_residence_code-2009,family_composition_change-2009,1968_family_identifier-2009,age-2009,sex-2009,number_of_children_in_fu-2009,marital_status-2009,health_status-2009,race-2009,religion-2009,wtr_donated-2009,wtr_donated_to_health_org-2009,amt_of_health_donations-2009,total_family_income-2009,wealth_wo_equity-2009,wealth_with_equity-2009,sequence_number-2009,relation_to_rp-2009,year-2009,family_interview_id-2011,psid_state_of_residence_code-2011,family_composition_change-2011,1968_family_identifier-2011,age-2011,sex-2011,number_of_children_in_fu-2011,marital_status-2011,health_status-2011,race-2011,religion-2011,wtr_donated-2011,wtr_donated_to_health_org-2011,amt_of_health_donations-2011,total_family_income-2011,wealth_wo_equity-2011,wealth_with_equity-2011,sequence_number-2011,relation_to_rp-2011,year-2011,family_interview_id-2013,psid_state_of_residence_code-2013,family_composition_change-2013,1968_family_identifier-2013,age-2013,sex-2013,number_of_children_in_fu-2013,marital_status-2013,health_status-2013,race-2013,religion-2013,wtr_donated-2013,wtr_donated_to_health_org-2013,amt_of_health_donations-2013,total_family_income-2013,wealth_wo_equity-2013,wealth_with_equity-2013,sequence_number-2013,relation_to_rp-2013,year-2013,family_interview_id-2015,psid_state_of_residence_code-2015,family_composition_change-2015,1968_family_identifier-2015,age-2015,sex-2015,number_of_children_in_fu-2015,marital_status-2015,health_status-2015,race-2015,religion-2015,wtr_donated-2015,wtr_donated_to_health_org-2015,amt_of_health_donations-2015,total_family_income-2015,wealth_wo_equity-2015,wealth_with_equity-2015,sequence_number-2015,relation_to_rp-2015,year-2015,family_interview_id-2017,psid_state_of_residence_code-2017,family_composition_change-2017,1968_family_identifier-2017,age-2017,sex-2017,number_of_children_in_fu-2017,marital_status-2017,health_status-2017,race-2017,religion-2017,wtr_donated-2017,wtr_donated_to_health_org-2017,amt_of_health_donations-2017,total_family_income-2017,wealth_wo_equity-2017,wealth_with_equity-2017,sequence_number-2017,relation_to_rp-2017,year-2017,family_interview_id-2019,psid_state_of_residence_code-2019,family_composition_change-2019,1968_family_identifier-2019,age-2019,sex-2019,number_of_children_in_fu-2019,marital_status-2019,health_status-2019,race-2019,religion-2019,wtr_donated-2019,wtr_donated_to_health_org-2019,amt_of_health_donations-2019,total_family_income-2019,wealth_wo_equity-2019,wealth_with_equity-2019,sequence_number-2019,relation_to_rp-2019,year-2019,individual_id
29.0,23.0,0.0,54.0,1.0,1.0,644.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,25500.0,500.0,30500.0,1,10,2001,803.0,23.0,0.0,644.0,56.0,1.0,1.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,51100.0,10350.0,45350.0,1,10,2003,67.0,23.0,0.0,644.0,58.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,30810.0,4400.0,42400.0,1,10,2005,10.0,23.0,0.0,644.0,60.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,36600.0,0.0,35000.0,1,10,2007,999.0,23.0,1.0,644.0,62.0,1.0,0.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,73500.0,14000.0,14000.0,1,10,2009,1033.0,23.0,0.0,644.0,64.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,41706.0,11000.0,71000.0,1,10,2011,1993.0,23.0,0.0,644.0,66.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,33450.0,1500.0,61500.0,1,10,2013,3101.0,23.0,0.0,644.0,68.0,1.0,0.0,1.0,5.0,1.0,8.0,1.0,5.0,0.0,20800.0,7700.0,99727.0,1,10,2015,1312.0,23.0,0.0,644.0,70.0,1.0,0.0,1.0,4.0,1.0,8.0,1.0,1.0,30.0,45720.0,16000.0,76000.0,1,10,2017,98.0,23.0,0.0,644.0,72.0,1.0,0.0,1.0,4.0,1.0,6.0,1.0,5.0,0.0,34000.0,58500.0,118500.0,1,10,2019,644021
3185.0,23.0,0.0,26.0,1.0,0.0,644.0,2.0,3.0,1.0,8.0,5.0,0.0,0.0,47680.0,12700.0,12700.0,1,10,2001,720.0,23.0,0.0,644.0,28.0,1.0,0.0,2.0,2.0,1.0,8.0,5.0,0.0,0.0,20000.0,4000.0,4000.0,1,10,2003,265.0,23.0,0.0,644.0,30.0,1.0,0.0,2.0,3.0,1.0,8.0,5.0,0.0,0.0,23328.0,1300.0,1300.0,1,10,2005,34.0,23.0,0.0,644.0,32.0,1.0,0.0,2.0,3.0,1.0,8.0,5.0,0.0,0.0,25000.0,3800.0,3800.0,1,10,2007,1230.0,23.0,0.0,644.0,34.0,1.0,0.0,2.0,4.0,1.0,8.0,5.0,0.0,0.0,20000.0,1200.0,1200.0,1,10,2009,3058.0,23.0,0.0,644.0,36.0,1.0,0.0,2.0,4.0,1.0,8.0,5.0,0.0,0.0,20645.0,42200.0,68005.0,1,10,2011,1928.0,23.0,0.0,644.0,38.0,1.0,0.0,2.0,3.0,1.0,8.0,5.0,0.0,0.0,23050.0,-4490.0,36130.0,1,10,2013,530.0,23.0,0.0,644.0,40.0,1.0,0.0,2.0,4.0,1.0,8.0,5.0,0.0,0.0,34000.0,-5000.0,127137.0,1,10,2015,1290.0,23.0,0.0,644.0,42.0,1.0,0.0,2.0,3.0,1.0,8.0,5.0,0.0,0.0,37000.0,-7050.0,37950.0,1,10,2017,16.0,23.0,0.0,644.0,44.0,1.0,0.0,2.0,4.0,1.0,1.0,5.0,0.0,0.0,45002.0,1600.0,51600.0,1,10,2019,644030
5000.0,23.0,2.0,44.0,1.0,0.0,647.0,4.0,1.0,1.0,8.0,1.0,5.0,0.0,38945.0,25600.0,52600.0,1,10,2001,5044.0,23.0,2.0,647.0,46.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,109519.0,337000.0,462000.0,1,10,2003,6321.0,23.0,0.0,647.0,48.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,500.0,121000.0,110000.0,290000.0,1,10,2005,128.0,23.0,0.0,647.0,49.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,200.0,69200.0,51000.0,251000.0,1,10,2007,2252.0,23.0,0.0,647.0,52.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,200.0,115500.0,1173000.0,1333000.0,1,10,2009,7101.0,23.0,0.0,647.0,54.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,250.0,135000.0,55000.0,220000.0,1,10,2011,1332.0,23.0,0.0,647.0,56.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,100.0,63750.0,125000.0,285000.0,1,10,2013,2289.0,23.0,0.0,647.0,58.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,115200.0,405000.0,570000.0,1,10,2015,3914.0,23.0,0.0,647.0,59.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,2000.0,116750.0,550000.0,719000.0,1,10,2017,7129.0,23.0,0.0,647.0,62.0,1.0,0.0,1.0,3.0,1.0,13.0,1.0,1.0,100.0,70050.0,327000.0,502000.0,1,10,2019,647004
6013.0,23.0,5.0,23.0,1.0,0.0,647.0,2.0,2.0,1.0,8.0,5.0,0.0,0.0,64500.0,5850.0,9850.0,1,10,2001,4449.0,23.0,2.0,647.0,25.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,57500.0,-7200.0,-2200.0,1,10,2003,5290.0,23.0,0.0,647.0,27.0,1.0,0.0,1.0,5.0,1.0,8.0,1.0,5.0,0.0,46218.0,21000.0,26000.0,1,10,2005,1275.0,23.0,0.0,647.0,29.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,72510.0,-10500.0,12500.0,1,10,2007,3957.0,23.0,1.0,647.0,31.0,1.0,1.0,1.0,2.0,1.0,8.0,5.0,0.0,0.0,78000.0,16000.0,51000.0,1,10,2009,6619.0,23.0,1.0,647.0,33.0,1.0,2.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,78500.0,4000.0,54000.0,1,10,2011,962.0,23.0,2.0,647.0,35.0,1.0,2.0,1.0,2.0,1.0,8.0,5.0,0.0,0.0,81500.0,12000.0,12000.0,1,10,2013,5507.0,23.0,8.0,647.0,37.0,1.0,2.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,84000.0,9000.0,9000.0,1,10,2015,7133.0,23.0,1.0,647.0,39.0,1.0,0.0,4.0,3.0,1.0,8.0,1.0,5.0,0.0,55050.0,6000.0,46000.0,1,10,2017,9187.0,23.0,0.0,647.0,41.0,1.0,0.0,4.0,3.0,1.0,6.0,1.0,5.0,0.0,39000.0,5000.0,5000.0,1,10,2019,647030
4504.0,2.0,2.0,23.0,1.0,1.0,647.0,2.0,1.0,1.0,8.0,5.0,0.0,0.0,29500.0,16600.0,16600.0,1,10,2001,546.0,2.0,1.0,647.0,24.0,1.0,1.0,2.0,1.0,1.0,8.0,5.0,0.0,0.0,46400.0,14500.0,14500.0,1,10,2003,6589.0,2.0,2.0,647.0,27.0,1.0,2.0,1.0,4.0,1.0,8.0,1.0,5.0,0.0,83120.0,-109000.0,-31000.0,1,10,2005,838.0,2.0,0.0,647.0,28.0,1.0,2.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,80700.0,54000.0,104000.0,1,10,2007,2554.0,2.0,0.0,647.0,30.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,69181.0,-189000.0,-210000.0,1,10,2009,7314.0,2.0,0.0,647.0,33.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,48906.0,54000.0,29000.0,1,10,2011,4610.0,2.0,0.0,647.0,34.0,1.0,2.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,111406.0,5000.0,35000.0,1,10,2013,5758.0,2.0,0.0,647.0,37.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,112010.0,32800.0,73800.0,1,10,2015,9560.0,2.0,1.0,647.0,39.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,118347.0,104000.0,153000.0,1,10,2017,9517.0,2.0,0.0,647.0,41.0,1.0,1.0,1.0,2.0,1.0,13.0,1.0,5.0,0.0,161012.0,163000.0,247000.0,1,10,2019,647031
3895.0,21.0,0.0,58.0,1.0,0.0,649.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,56000.0,50000.0,136101.0,1,10,2001,1212.0,21.0,0.0,649.0,59.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,35.0,40100.0,218000.0,308000.0,1,10,2003,2967.0,21.0,0.0,649.0,61.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,33200.0,370000.0,550000.0,1,10,2005,67.0,21.0,0.0,649.0,63.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,50.0,42840.0,254000.0,434000.0,1,10,2007,64.0,21.0,0.0,649.0,65.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,400.0,42953.0,218000.0,307000.0,1,10,2009,81.0,21.0,0.0,649.0,67.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,100.0,51794.0,302000.0,412000.0,1,10,2011,8.0,21.0,0.0,649.0,69.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,100.0,49574.0,170500.0,320500.0,1,10,2013,269.0,21.0,0.0,649.0,71.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,125.0,33149.0,277000.0,437000.0,1,10,2015,1753.0,21.0,0.0,649.0,74.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,50400.0,658000.0,808000.0,1,10,2017,3298.0,21.0,0.0,649.0,76.0,1.0,0.0,1.0,2.0,1.0,14.0,5.0,0.0,0.0,48500.0,346000.0,521000.0,1,10,2019,649001
2811.0,21.0,0.0,36.0,1.0,2.0,649.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,57964.0,176923.0,178923.0,1,10,2001,2760.0,21.0,0.0,649.0,38.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,66050.0,92300.0,176300.0,1,10,2003,5738.0,21.0,0.0,649.0,40.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,64400.0,163700.0,247700.0,1,10,2005,7710.0,21.0,0.0,649.0,42.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,80007.0,25000.0,75000.0,1,10,2007,353.0,21.0,1.0,649.0,43.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,94489.0,64600.0,96600.0,1,10,2009,356.0,21.0,1.0,649.0,45.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,76192.0,52000.0,135000.0,1,10,2011,262.0,21.0,0.0,649.0,47.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,91000.0,32200.0,73200.0,1,10,2013,1192.0,21.0,0.0,649.0,49.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,300.0,122020.0,24000.0,117000.0,1,10,2015,2351.0,21.0,0.0,649.0,52.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,50.0,104523.0,73000.0,193000.0,1,10,2017,3400.0,21.0,0.0,649.0,54.0,1.0,0.0,1.0,3.0,1.0,13.0,1.0,1.0,50.0,117006.0,38000.0,109000.0,1,10,2019,649171
2943.0,21.0,1.0,38.0,1.0,1.0,649.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,54075.0,115000.0,160000.0,1,10,2001,664.0,21.0,0.0,649.0,40.0,1.0,1.0,1.0,2.0,1.0,8.0,5.0,0.0,0.0,30070.0,105000.0,160000.0,1,10,2003,1551.0,21.0,0.0,649.0,42.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,29078.0,184000.0,296000.0,1,10,2005,252.0,21.0,0.0,649.0,44.0,1.0,1.0,1.0,2.0,1.0,8.0,5.0,0.0,0.0,28016.0,96750.0,190350.0,1,10,2007,114.0,21.0,0.0,649.0,46.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,5.0,0.0,36667.0,114000.0,174000.0,1,10,2009,662.0,21.0,0.0,649.0,48.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,25.0,36628.0,70200.0,155200.0,1,10,2011,2703.0,21.0,0.0,649.0,50.0,1.0,1.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,42170.0,134700.0,219700.0,1,10,2013,2454.0,21.0,2.0,649.0,52.0,1.0,1.0,3.0,2.0,1.0,8.0,5.0,0.0,0.0,47413.0,264600.0,389600.0,1,10,2015,1930.0,21.0,0.0,649.0,54.0,1.0,1.0,3.0,3.0,1.0,8.0,5.0,0.0,0.0,30424.0,272000.0,402000.0,1,10,2017,3081.0,21.0,0.0,649.0,56.0,1.0,0.0,3.0,4.0,1.0,1.0,5.0,0.0,0.0,10246.0,281000.0,421000.0,1,10,2019,649172
5177.0,48.0,0.0,38.0,1.0,2.0,652.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,90500.0,234300.0,359300.0,1,10,2001,3309.0,48.0,0.0,652.0,40.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,81666.0,270000.0,405000.0,1,10,2003,2152.0,48.0,0.0,652.0,41.0,1.0,2.0,1.0,3.0,1.0,8.0,1.0,1.0,200.0,85735.0,233000.0,383000.0,1,10,2005,3425.0,48.0,0.0,652.0,44.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,109948.0,446200.0,621200.0,1,10,2007,534.0,48.0,0.0,652.0,45.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,112400.0,470000.0,653000.0,1,10,2009,2984.0,48.0,0.0,652.0,48.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,114802.0,250000.0,436000.0,1,10,2011,3399.0,48.0,0.0,652.0,50.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,100426.0,275000.0,425000.0,1,10,2013,4320.0,48.0,0.0,652.0,52.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,108921.0,140000.0,312000.0,1,10,2015,8866.0,48.0,0.0,652.0,54.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,50.0,122600.0,320000.0,492000.0,1,10,2017,4336.0,48.0,0.0,652.0,56.0,1.0,0.0,1.0,2.0,1.0,9.0,1.0,5.0,0.0,147900.0,250000.0,432000.0,1,10,2019,652006
5311.0,22.0,0.0,45.0,1.0,1.0,652.0,1.0,1.0,1.0,8.0,1.0,1.0,50.0,81483.0,34000.0,55818.0,1,10,2001,2979.0,22.0,0.0,652.0,47.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,10.0,100818.0,57500.0,144500.0,1,10,2003,1420.0,22.0,0.0,652.0,49.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,60.0,103545.0,52000.0,194000.0,1,10,2005,3698.0,48.0,1.0,652.0,51.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,119684.0,337000.0,337000.0,1,10,2007,676.0,48.0,0.0,652.0,53.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,55.0,121149.0,259000.0,361000.0,1,10,2009,3101.0,48.0,1.0,652.0,55.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,250.0,132894.0,469000.0,576000.0,1,10,2011,684.0,48.0,0.0,652.0,57.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,300.0,155411.0,380000.0,497100.0,1,10,2013,1006.0,48.0,0.0,652.0,59.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,200.0,150026.0,850000.0,987000.0,1,10,2015,3873.0,48.0,0.0,652.0,61.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,200.0,157010.0,550000.0,705000.0,1,10,2017,4340.0,48.0,0.0,652.0,63.0,1.0,0.0,1.0,1.0,1.0,13.0,1.0,1.0,200.0,66539.0,690000.0,886000.0,1,10,2019,652170
1888.0,37.0,0.0,24.0,1.0,0.0,654.0,2.0,2.0,1.0,8.0,1.0,5.0,0.0,46500.0,4000.0,4000.0,1,10,2001,5685.0,37.0,1.0,654.0,26.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,45708.0,5000.0,11000.0,1,10,2003,7766.0,37.0,2.0,654.0,28.0,1.0,3.0,5.0,3.0,1.0,8.0,5.0,0.0,0.0,61500.0,-26700.0,-26700.0,1,10,2005,1046.0,37.0,2.0,654.0,30.0,1.0,4.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,56913.0,-138500.0,-138500.0,1,10,2007,2036.0,37.0,0.0,654.0,32.0,1.0,4.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,52600.0,-108800.0,-108800.0,1,10,2009,2313.0,37.0,0.0,654.0,34.0,1.0,4.0,4.0,2.0,1.0,8.0,1.0,5.0,0.0,58500.0,-3400.0,-3400.0,1,10,2011,4068.0,37.0,0.0,654.0,36.0,1.0,4.0,4.0,2.0,1.0,8.0,1.0,5.0,0.0,65630.0,-43500.0,-43500.0,1,10,2013,5972.0,37.0,0.0,654.0,38.0,1.0,4.0,4.0,2.0,1.0,8.0,1.0,5.0,0.0,67700.0,-700.0,-700.0,1,10,2015,6762.0,37.0,0.0,654.0,40.0,1.0,4.0,4.0,2.0,1.0,8.0,1.0,5.0,0.0,122900.0,33000.0,58000.0,1,10,2017,962.0,37.0,0.0,654.0,42.0,1.0,4.0,1.0,2.0,1.0,15.0,1.0,5.0,0.0,163800.0,80000.0,105000.0,1,10,2019,654031
1535.0,37.0,4.0,43.0,1.0,0.0,654.0,5.0,9.0,9.0,99.0,5.0,0.0,0.0,54556.0,-500.0,17500.0,1,10,2001,3040.0,37.0,0.0,654.0,45.0,1.0,0.0,5.0,1.0,9.0,99.0,5.0,0.0,0.0,24400.0,-50000.0,-50000.0,1,10,2003,1603.0,37.0,0.0,654.0,47.0,1.0,0.0,5.0,2.0,1.0,99.0,1.0,1.0,25.0,72729.0,-100000.0,-100000.0,1,10,2005,1126.0,37.0,0.0,654.0,49.0,1.0,0.0,4.0,1.0,1.0,99.0,1.0,1.0,30.0,53555.0,-11000.0,-11000.0,1,10,2007,1918.0,37.0,0.0,654.0,51.0,1.0,0.0,4.0,2.0,1.0,99.0,1.0,5.0,0.0,64100.0,-1300.0,-1300.0,1,10,2009,2648.0,37.0,0.0,654.0,53.0,1.0,0.0,4.0,1.0,1.0,99.0,1.0,1.0,50.0,66855.0,12900.0,12900.0,1,10,2011,4010.0,37.0,1.0,654.0,55.0,1.0,2.0,4.0,1.0,1.0,99.0,1.0,1.0,60.0,55548.0,-6400.0,-6400.0,1,10,2013,99.0,37.0,0.0,654.0,57.0,1.0,1.0,4.0,2.0,1.0,99.0,1.0,5.0,0.0,54500.0,-2200.0,-2200.0,1,10,2015,4950.0,37.0,0.0,654.0,59.0,1.0,1.0,4.0,1.0,1.0,99.0,1.0,5.0,0.0,80800.0,-10460.0,-10460.0,1,10,2017,109.0,37.0,0.0,654.0,61.0,1.0,0.0,4.0,1.0,1.0,15.0,1.0,5.0,0.0,47926.0,-29500.0,-29500.0,1,10,2019,654182
1722.0,4.0,0.0,63.0,1.0,0.0,655.0,1.0,2.0,1.0,1.0,1.0,1.0,20000.0,705000.0,11275000.0,12275000.0,1,10,2001,2181.0,4.0,0.0,655.0,65.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,630600.0,7330000.0,8630000.0,1,10,2003,5896.0,4.0,0.0,655.0,67.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4000.0,113900.0,7490000.0,9490000.0,1,10,2005,6456.0,4.0,0.0,655.0,69.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,5000.0,605300.0,8640000.0,10640000.0,1,10,2007,4493.0,4.0,0.0,655.0,71.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,829000.0,4525000.0,6025000.0,1,10,2009,3579.0,4.0,0.0,655.0,73.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,5000.0,196000.0,5855000.0,7355000.0,1,10,2011,307.0,4.0,0.0,655.0,75.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1000.0,208656.0,5744000.0,7244000.0,1,10,2013,1391.0,4.0,0.0,655.0,77.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2000.0,40981.0,6803000.0,8603000.0,1,10,2015,4393.0,4.0,2.0,655.0,79.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2000.0,172750.0,5423000.0,7423000.0,1,10,2017,6914.0,4.0,0.0,655.0,81.0,1.0,0.0,3.0,2.0,1.0,4.0,1.0,5.0,0.0,160000.0,4850000.0,6850000.0,1,10,2019,655001
2498.0,26.0,1.0,37.0,1.0,3.0,655.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,133000.0,253500.0,324500.0,1,10,2001,5052.0,26.0,0.0,655.0,40.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,65000.0,212000.0,302000.0,1,10,2003,2430.0,26.0,0.0,655.0,41.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,100.0,60700.0,568000.0,695000.0,1,10,2005,5916.0,26.0,0.0,655.0,44.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,200.0,139800.0,354300.0,489300.0,1,10,2007,6723.0,26.0,0.0,655.0,46.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,200.0,156000.0,637500.0,825500.0,1,10,2009,4562.0,26.0,0.0,655.0,47.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,192000.0,376000.0,463500.0,1,10,2011,2826.0,26.0,0.0,655.0,49.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,223434.0,423000.0,490000.0,1,10,2013,491.0,26.0,1.0,655.0,51.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,264340.0,977000.0,1062000.0,1,10,2015,7393.0,26.0,1.0,655.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,253100.0,710500.0,912500.0,1,10,2017,8071.0,26.0,1.0,655.0,56.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2000.0,337500.0,648000.0,833000.0,1,10,2019,655003
2866.0,9.0,0.0,45.0,1.0,3.0,656.0,1.0,3.0,5.0,0.0,1.0,5.0,0.0,51000.0,51400.0,145400.0,1,10,2001,4962.0,9.0,0.0,656.0,47.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,5.0,0.0,42009.0,18000.0,125000.0,1,10,2003,473.0,9.0,1.0,656.0,49.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,65790.0,30000.0,177000.0,1,10,2005,773.0,9.0,1.0,656.0,51.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,25.0,103700.0,100000.0,380000.0,1,10,2007,541.0,9.0,1.0,656.0,53.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,40.0,70400.0,61000.0,351000.0,1,10,2009,2098.0,9.0,0.0,656.0,55.0,1.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,76700.0,69500.0,294500.0,1,10,2011,1532.0,9.0,0.0,656.0,57.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,0.0,91500.0,73000.0,323000.0,1,10,2013,1381.0,9.0,1.0,656.0,59.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,200.0,92055.0,155000.0,405000.0,1,10,2015,4716.0,9.0,0.0,656.0,61.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,0.0,133250.0,240000.0,490000.0,1,10,2017,1856.0,9.0,0.0,656.0,63.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,85000.0,180000.0,415000.0,1,10,2019,656172
