family_interview_id-2001,psid_state_of_residence_code-2001,family_composition_change-2001,age-2001,sex-2001,number_of_children_in_fu-2001,1968_family_identifier-2001,marital_status-2001,health_status-2001,race-2001,religion-2001,wtr_donated-2001,wtr_donated_to_health_org-2001,amt_of_health_donations-2001,weight-2001,total_family_income-2001,wealth_wo_equity-2001,wealth_with_equity-2001,sequence_number-2001,relation_to_rp-2001,year-2001,family_interview_id-2003,psid_state_of_residence_code-2003,family_composition_change-2003,1968_family_identifier-2003,age-2003,sex-2003,number_of_children_in_fu-2003,marital_status-2003,health_status-2003,race-2003,religion-2003,wtr_donated-2003,wtr_donated_to_health_org-2003,amt_of_health_donations-2003,total_family_income-2003,weight-2003,wealth_wo_equity-2003,wealth_with_equity-2003,sequence_number-2003,relation_to_rp-2003,year-2003,family_interview_id-2005,psid_state_of_residence_code-2005,family_composition_change-2005,1968_family_identifier-2005,age-2005,sex-2005,number_of_children_in_fu-2005,marital_status-2005,health_status-2005,race-2005,religion-2005,wtr_donated-2005,wtr_donated_to_health_org-2005,amt_of_health_donations-2005,total_family_income-2005,weight-2005,wealth_wo_equity-2005,wealth_with_equity-2005,sequence_number-2005,relation_to_rp-2005,year-2005,family_interview_id-2007,psid_state_of_residence_code-2007,family_composition_change-2007,1968_family_identifier-2007,age-2007,sex-2007,number_of_children_in_fu-2007,marital_status-2007,health_status-2007,race-2007,religion-2007,wtr_donated-2007,wtr_donated_to_health_org-2007,amt_of_health_donations-2007,total_family_income-2007,weight-2007,wealth_wo_equity-2007,wealth_with_equity-2007,sequence_number-2007,relation_to_rp-2007,year-2007,family_interview_id-2009,psid_state_of_residence_code-2009,family_composition_change-2009,1968_family_identifier-2009,age-2009,sex-2009,number_of_children_in_fu-2009,marital_status-2009,health_status-2009,race-2009,religion-2009,wtr_donated-2009,wtr_donated_to_health_org-2009,amt_of_health_donations-2009,total_family_income-2009,wealth_wo_equity-2009,wealth_with_equity-2009,weight-2009,sequence_number-2009,relation_to_rp-2009,year-2009,family_interview_id-2011,psid_state_of_residence_code-2011,family_composition_change-2011,1968_family_identifier-2011,age-2011,sex-2011,number_of_children_in_fu-2011,marital_status-2011,health_status-2011,race-2011,religion-2011,wtr_donated-2011,wtr_donated_to_health_org-2011,amt_of_health_donations-2011,total_family_income-2011,wealth_wo_equity-2011,wealth_with_equity-2011,weight-2011,sequence_number-2011,relation_to_rp-2011,year-2011,family_interview_id-2013,psid_state_of_residence_code-2013,family_composition_change-2013,1968_family_identifier-2013,age-2013,sex-2013,number_of_children_in_fu-2013,marital_status-2013,health_status-2013,race-2013,religion-2013,wtr_donated-2013,wtr_donated_to_health_org-2013,amt_of_health_donations-2013,total_family_income-2013,wealth_wo_equity-2013,wealth_with_equity-2013,weight-2013,sequence_number-2013,relation_to_rp-2013,year-2013,family_interview_id-2015,psid_state_of_residence_code-2015,family_composition_change-2015,1968_family_identifier-2015,age-2015,sex-2015,number_of_children_in_fu-2015,marital_status-2015,health_status-2015,race-2015,religion-2015,wtr_donated-2015,wtr_donated_to_health_org-2015,amt_of_health_donations-2015,total_family_income-2015,wealth_wo_equity-2015,wealth_with_equity-2015,weight-2015,sequence_number-2015,relation_to_rp-2015,year-2015,family_interview_id-2017,psid_state_of_residence_code-2017,family_composition_change-2017,1968_family_identifier-2017,age-2017,sex-2017,number_of_children_in_fu-2017,marital_status-2017,health_status-2017,race-2017,religion-2017,wtr_donated-2017,wtr_donated_to_health_org-2017,amt_of_health_donations-2017,total_family_income-2017,wealth_wo_equity-2017,wealth_with_equity-2017,weight-2017,sequence_number-2017,relation_to_rp-2017,year-2017,family_interview_id-2019,psid_state_of_residence_code-2019,family_composition_change-2019,1968_family_identifier-2019,age-2019,sex-2019,number_of_children_in_fu-2019,marital_status-2019,health_status-2019,race-2019,religion-2019,wtr_donated-2019,wtr_donated_to_health_org-2019,amt_of_health_donations-2019,total_family_income-2019,wealth_wo_equity-2019,wealth_with_equity-2019,weight-2019,sequence_number-2019,relation_to_rp-2019,year-2019,family_interview_id-2021,psid_state_of_residence_code-2021,family_composition_change-2021,1968_family_identifier-2021,age-2021,sex-2021,number_of_children_in_fu-2021,marital_status-2021,health_status-2021,race-2021,religion-2021,wtr_donated_to_health_org-2021,amt_of_health_donations-2021,total_family_income-2021,wealth_wo_equity-2021,wealth_with_equity-2021,weight-2021,sequence_number-2021,relation_to_rp-2021,year-2021,individual_id,wtr_donated-2021,total_donation_amt-2003,total_donation_amt-2005,total_donation_amt-2007,total_donation_amt-2009,total_donation_amt-2011,total_donation_amt-2013,total_donation_amt-2015,total_donation_amt-2017,total_donation_amt-2019,total_donation_amt-2001,total_donation_amt-2021
3849.0,14.0,0.0,37.0,1.0,1.0,674.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,22.846,68500.0,28500.0,28500.0,1,10,2001,2369.0,14.0,1.0,674.0,39.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,72300.0,24.112,12300.0,25300.0,1,10,2003,335.0,14.0,0.0,674.0,41.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,80000.0,24.112,26700.0,56700.0,1,10,2005,1906.0,14.0,2.0,674.0,43.0,1.0,0.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,74000.0,50.295,-4800.0,28200.0,1,10,2007,2488.0,14.0,0.0,674.0,45.0,1.0,0.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,55000.0,13000.0,33000.0,50.295,1,10,2009,6217.0,14.0,0.0,674.0,48.0,1.0,0.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,45000.0,308000.0,310000.0,54.155,1,10,2011,2695.0,14.0,0.0,674.0,49.0,1.0,0.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,45000.0,9000.0,27000.0,54.155,1,10,2013,1403.0,14.0,0.0,674.0,51.0,1.0,0.0,4.0,2.0,1.0,1.0,5.0,0.0,0.0,48000.0,15000.0,15000.0,62.312,1,10,2015,1278.0,14.0,0.0,674.0,53.0,1.0,0.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,52020.0,47500.0,47500.0,62.312,1,10,2017,92.0,14.0,0.0,674.0,55.0,1.0,0.0,4.0,2.0,1.0,4.0,5.0,0.0,0.0,60000.0,372500.0,372500.0,68.578,1,10,2019,1651.0,14.0,0.0,674.0,58.0,1.0,0.0,4.0,1.0,1.0,4.0,0.0,0.0,48000.0,12500.0,77500.0,68.578,1,10,2021,674003,5,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0
3922.0,32.0,0.0,44.0,1.0,1.0,677.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,6.6370000000000005,75928.0,32000.0,97000.0,1,10,2001,7625.0,32.0,1.0,677.0,47.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,106500.0,7.011,179000.0,284000.0,1,10,2003,5185.0,32.0,0.0,677.0,48.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,102000.0,7.011,31000.0,228000.0,1,10,2005,3460.0,32.0,1.0,677.0,50.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,1200.0,115050.0,7.46,233000.0,438000.0,1,10,2007,1086.0,32.0,1.0,677.0,52.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,138560.0,178500.0,329500.0,7.46,1,10,2009,7098.0,32.0,0.0,677.0,54.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,123000.0,10000.0,50000.0,7.96,1,10,2011,854.0,32.0,0.0,677.0,56.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,75000.0,233000.0,241000.0,7.843,1,10,2013,6331.0,32.0,0.0,677.0,58.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,67000.0,22000.0,71000.0,8.791,1,10,2015,2844.0,32.0,0.0,677.0,60.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,77800.0,25000.0,110000.0,8.791,1,10,2017,1424.0,32.0,0.0,677.0,62.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,5.0,0.0,26400.0,255000.0,355000.0,9.753,1,10,2019,4048.0,32.0,2.0,677.0,64.0,1.0,1.0,5.0,3.0,1.0,6.0,0.0,0.0,73932.0,90000.0,292000.0,9.753,1,10,2021,677005,5,2000.0,1200.0,2200.0,1000.0,1200.0,1000.0,1000.0,1000.0,2000.0,1500.0,0.0
3490.0,32.0,2.0,26.0,1.0,2.0,677.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,1.714,39600.0,7000.0,7000.0,1,10,2001,2166.0,32.0,1.0,677.0,28.0,1.0,0.0,1.0,1.0,1.0,8.0,5.0,0.0,0.0,39400.0,1.815,550.0,550.0,1,10,2003,4033.0,32.0,1.0,677.0,30.0,1.0,1.0,1.0,1.0,1.0,8.0,5.0,0.0,0.0,52000.0,3.6310000000000002,19010.0,21010.0,1,10,2005,7566.0,32.0,2.0,677.0,32.0,1.0,0.0,5.0,1.0,1.0,8.0,5.0,0.0,0.0,39510.0,3.883,-5999.0,-5999.0,1,10,2007,1529.0,45.0,2.0,677.0,34.0,1.0,0.0,5.0,1.0,1.0,8.0,5.0,0.0,0.0,35000.0,1200.0,1200.0,3.883,1,10,2009,2724.0,45.0,1.0,677.0,36.0,1.0,1.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,50000.0,2000.0,2000.0,4.124,1,10,2011,1088.0,45.0,1.0,677.0,38.0,1.0,2.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,42900.0,2600.0,2600.0,4.124,1,10,2013,4628.0,45.0,0.0,677.0,40.0,1.0,2.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,55300.0,2000.0,2000.0,4.603,1,10,2015,3145.0,45.0,2.0,677.0,42.0,1.0,0.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,60030.0,23700.0,23700.0,9.131,1,10,2017,1434.0,45.0,0.0,677.0,44.0,1.0,0.0,4.0,2.0,1.0,15.0,5.0,0.0,0.0,59050.0,26000.0,26000.0,10.215,1,10,2019,4170.0,45.0,0.0,677.0,46.0,1.0,0.0,4.0,2.0,1.0,15.0,0.0,0.0,70000.0,11000.0,11000.0,10.215,1,10,2021,677030,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3491.0,32.0,0.0,57.0,1.0,0.0,677.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,6.266,58001.0,4200.0,24200.0,1,10,2001,749.0,32.0,0.0,677.0,59.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,100.0,64000.0,6.525,18000.0,38000.0,1,10,2003,3659.0,32.0,0.0,677.0,61.0,1.0,0.0,1.0,5.0,1.0,8.0,5.0,0.0,0.0,33000.0,6.525,66200.0,86200.0,1,10,2005,1962.0,32.0,0.0,677.0,63.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,16000.0,6.906000000000001,4400.0,54400.0,1,10,2007,1561.0,32.0,0.0,677.0,65.0,1.0,0.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,23097.0,5000.0,68000.0,6.907,1,10,2009,5847.0,32.0,0.0,677.0,67.0,1.0,0.0,1.0,5.0,1.0,8.0,1.0,5.0,0.0,17868.0,-3700.0,-3700.0,7.586,1,10,2011,2071.0,32.0,0.0,677.0,69.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,22912.0,50.0,50.0,7.586,1,10,2013,6176.0,32.0,0.0,677.0,71.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,19274.0,7519.0,7519.0,8.471,1,10,2015,2546.0,32.0,0.0,677.0,73.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,19116.0,8456.0,8456.0,8.471,1,10,2017,1431.0,32.0,0.0,677.0,75.0,1.0,0.0,1.0,4.0,1.0,15.0,5.0,0.0,0.0,27847.0,21750.0,21750.0,9.007,1,10,2019,1971.0,32.0,0.0,677.0,77.0,1.0,0.0,1.0,4.0,1.0,15.0,0.0,0.0,33476.0,19500.0,19500.0,9.007,1,10,2021,677177,5,600.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0
5568.0,16.0,5.0,31.0,1.0,0.0,686.0,2.0,4.0,1.0,8.0,1.0,5.0,0.0,18.9,11160.0,-500.0,-500.0,1,10,2001,4980.0,16.0,2.0,686.0,33.0,1.0,0.0,1.0,4.0,1.0,8.0,1.0,5.0,0.0,12194.0,19.996,-500.0,-500.0,1,10,2003,270.0,16.0,0.0,686.0,35.0,1.0,0.0,1.0,4.0,1.0,8.0,1.0,5.0,0.0,12480.0,19.996,5.0,5.0,1,10,2005,3364.0,16.0,0.0,686.0,37.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,9600.0,21.229,1000.0,1000.0,1,10,2007,2272.0,16.0,0.0,686.0,39.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,11568.0,20.0,20.0,21.23,1,10,2009,3085.0,16.0,0.0,686.0,41.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,12048.0,1004.0,1004.0,22.607,1,10,2011,969.0,16.0,0.0,686.0,43.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,12782.0,600.0,600.0,22.607,1,10,2013,389.0,16.0,0.0,686.0,45.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,14400.0,-3500.0,-3500.0,25.206999999999997,1,10,2015,149.0,16.0,0.0,686.0,47.0,1.0,0.0,1.0,4.0,1.0,8.0,5.0,0.0,0.0,13986.0,-980.0,-980.0,25.206999999999997,1,10,2017,3765.0,16.0,1.0,686.0,49.0,1.0,2.0,1.0,4.0,1.0,6.0,5.0,0.0,0.0,13724.0,-7500.0,-7500.0,31.791999999999998,1,10,2019,4848.0,16.0,0.0,686.0,51.0,1.0,2.0,1.0,3.0,1.0,6.0,0.0,0.0,17948.0,500.0,500.0,31.791999999999998,1,10,2021,686031,5,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0
2746.0,16.0,0.0,58.0,1.0,1.0,686.0,1.0,3.0,1.0,8.0,1.0,1.0,600.0,26.058000000000003,39226.0,-10200.0,12800.0,1,10,2001,4173.0,16.0,0.0,686.0,60.0,1.0,0.0,1.0,5.0,1.0,8.0,5.0,0.0,0.0,45684.0,27.289,-36980.0,-42980.0,1,10,2003,510.0,16.0,0.0,686.0,62.0,1.0,0.0,1.0,5.0,1.0,8.0,1.0,5.0,0.0,50332.0,27.289,8700.0,8700.0,1,10,2005,88.0,16.0,1.0,686.0,64.0,1.0,0.0,1.0,5.0,1.0,8.0,5.0,0.0,0.0,72604.0,28.066999999999997,-400.0,7600.0,1,10,2007,76.0,16.0,0.0,686.0,66.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,73332.0,1900.0,1900.0,28.066999999999997,1,10,2009,3422.0,16.0,0.0,686.0,68.0,1.0,0.0,1.0,4.0,1.0,8.0,1.0,5.0,0.0,74676.0,7700.0,7700.0,31.23,1,10,2011,406.0,16.0,0.0,686.0,70.0,1.0,0.0,1.0,4.0,1.0,8.0,1.0,5.0,0.0,81828.0,18900.0,23900.0,31.23,1,10,2013,1855.0,16.0,0.0,686.0,72.0,1.0,0.0,1.0,4.0,1.0,8.0,1.0,1.0,100.0,84576.0,13500.0,16500.0,36.128,1,10,2015,119.0,16.0,0.0,686.0,74.0,1.0,0.0,1.0,5.0,1.0,8.0,1.0,1.0,0.0,85500.0,-4600.0,-1600.0,36.128,1,10,2017,3793.0,16.0,0.0,686.0,76.0,1.0,0.0,1.0,5.0,1.0,6.0,5.0,0.0,0.0,109908.0,500.0,35500.0,39.773,1,10,2019,5985.0,16.0,0.0,686.0,78.0,1.0,0.0,1.0,4.0,1.0,6.0,0.0,0.0,30288.0,10000.0,165000.0,39.773,1,10,2021,686172,5,0.0,0.0,0.0,5200.0,5390.0,0.0,5300.0,7800.0,0.0,2145.0,0.0
963.0,22.0,0.0,63.0,1.0,0.0,691.0,1.0,2.0,1.0,8.0,1.0,1.0,100.0,45.601000000000006,44700.0,1305000.0,1505000.0,1,10,2001,986.0,22.0,0.0,691.0,65.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,20.0,55920.0,47.256,910000.0,1160000.0,1,10,2003,4827.0,22.0,0.0,691.0,67.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,71180.0,47.256,1030000.0,1380000.0,1,10,2005,2952.0,22.0,0.0,691.0,69.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,83954.0,48.63399999999999,1370000.0,1654100.0,1,10,2007,472.0,22.0,0.0,691.0,71.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,64400.0,1004000.0,1304000.0,48.63399999999999,1,10,2009,1925.0,22.0,0.0,691.0,73.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,50.0,36520.0,1187000.0,1437000.0,53.995,1,10,2011,892.0,22.0,0.0,691.0,75.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,32120.0,1145000.0,1495000.0,53.995,1,10,2013,56.0,22.0,0.0,691.0,77.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,70.0,35350.0,1260000.0,1610000.0,66.952,1,10,2015,1123.0,22.0,2.0,691.0,79.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,38900.0,685000.0,1035000.0,66.952,1,10,2017,5983.0,22.0,0.0,691.0,81.0,1.0,0.0,3.0,2.0,1.0,9.0,1.0,5.0,0.0,12050.0,1190000.0,1540000.0,71.188,1,10,2019,5568.0,22.0,0.0,691.0,83.0,1.0,0.0,3.0,1.0,1.0,9.0,0.0,0.0,30400.0,1312000.0,1762000.0,71.922,1,10,2021,691001,5,3070.0,6250.0,2750.0,3100.0,4250.0,3750.0,4170.0,5750.0,6000.0,2500.0,7000.0
1025.0,22.0,1.0,39.0,1.0,1.0,691.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,27.051,105500.0,173000.0,248000.0,1,10,2001,1027.0,22.0,0.0,691.0,41.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,71050.0,28.561999999999998,95001.0,175001.0,1,10,2003,5115.0,22.0,0.0,691.0,43.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,68000.0,28.561999999999998,155001.0,335001.0,1,10,2005,5115.0,22.0,0.0,691.0,45.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,57000.0,29.503,293000.0,581000.0,1,10,2007,2567.0,22.0,0.0,691.0,47.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,83000.0,155000.0,357000.0,29.504,1,10,2009,1596.0,22.0,0.0,691.0,49.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,91000.0,295000.0,575000.0,31.813000000000002,1,10,2011,467.0,22.0,0.0,691.0,51.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,70300.0,290000.0,570000.0,31.813000000000002,1,10,2013,8398.0,22.0,0.0,691.0,53.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,89120.0,49000.0,279000.0,36.499,1,10,2015,2446.0,22.0,0.0,691.0,55.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,84900.0,179000.0,429000.0,36.499,1,10,2017,6760.0,22.0,0.0,691.0,57.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,91400.0,165000.0,415000.0,40.491,1,10,2019,3722.0,22.0,0.0,691.0,59.0,1.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0,91022.0,319000.0,609000.0,40.491,1,10,2021,691003,1,290.0,1100.0,2500.0,2800.0,2000.0,600.0,3150.0,2600.0,2800.0,250.0,4900.0
1316.0,22.0,0.0,42.0,1.0,2.0,691.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,23.515,115000.0,160000.0,400000.0,1,10,2001,1579.0,22.0,0.0,691.0,44.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,86500.0,24.769000000000002,101000.0,459000.0,1,10,2003,5938.0,22.0,2.0,691.0,46.0,1.0,0.0,4.0,2.0,1.0,8.0,1.0,5.0,0.0,75140.0,24.769000000000002,487000.0,487000.0,1,10,2005,5686.0,22.0,0.0,691.0,48.0,1.0,0.0,4.0,1.0,1.0,8.0,1.0,5.0,0.0,70000.0,38.832,629200.0,629200.0,1,10,2007,2008.0,22.0,0.0,691.0,50.0,1.0,0.0,4.0,1.0,1.0,8.0,1.0,5.0,0.0,400130.0,890000.0,890000.0,38.832,1,10,2009,186.0,22.0,0.0,691.0,52.0,1.0,0.0,4.0,2.0,1.0,8.0,1.0,5.0,0.0,101300.0,1408000.0,1608000.0,40.686,1,10,2011,8409.0,22.0,1.0,691.0,54.0,1.0,0.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,127000.0,1750000.0,1925000.0,27.136,1,10,2013,5076.0,40.0,2.0,691.0,56.0,1.0,0.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,78500.0,1904100.0,2054100.0,31.195,1,10,2015,2206.0,40.0,0.0,691.0,58.0,1.0,0.0,1.0,2.0,1.0,8.0,5.0,0.0,0.0,15000.0,2323000.0,2473000.0,31.195,1,10,2017,5375.0,40.0,0.0,691.0,60.0,1.0,0.0,1.0,2.0,1.0,9.0,1.0,5.0,0.0,25060.0,2012000.0,2112000.0,34.332,1,10,2019,5316.0,40.0,0.0,691.0,62.0,1.0,0.0,1.0,3.0,1.0,9.0,0.0,0.0,66000.0,1195000.0,1435000.0,34.332,1,10,2021,691004,5,2800.0,3400.0,5400.0,400.0,1200.0,0.0,0.0,0.0,680.0,1200.0,0.0
4041.0,22.0,0.0,41.0,1.0,1.0,691.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,26.111,77000.0,40000.0,97000.0,1,10,2001,5945.0,22.0,0.0,691.0,43.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,65186.0,27.506,28000.0,100000.0,1,10,2003,4621.0,22.0,0.0,691.0,45.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,105075.0,27.506,32000.0,206000.0,1,10,2005,3500.0,22.0,0.0,691.0,47.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,78030.0,28.589000000000002,65000.0,224000.0,1,10,2007,4104.0,22.0,0.0,691.0,49.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,110200.0,70000.0,235000.0,28.589000000000002,1,10,2009,798.0,22.0,0.0,691.0,51.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,76020.0,95000.0,298000.0,30.793000000000003,1,10,2011,3953.0,22.0,0.0,691.0,53.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,88200.0,125000.0,325000.0,30.793000000000003,1,10,2013,2840.0,22.0,1.0,691.0,55.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,99200.0,143000.0,361000.0,35.316,1,10,2015,1380.0,22.0,0.0,691.0,57.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,144150.0,215000.0,466000.0,35.316,1,10,2017,6700.0,22.0,0.0,691.0,59.0,1.0,0.0,1.0,2.0,1.0,9.0,1.0,5.0,0.0,125276.0,200000.0,490000.0,40.202,1,10,2019,5174.0,22.0,0.0,691.0,61.0,1.0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,90650.0,220000.0,607000.0,40.202,1,10,2021,691005,1,2000.0,2500.0,4000.0,2000.0,2200.0,2000.0,2200.0,5000.0,2000.0,2000.0,4000.0
4330.0,22.0,0.0,40.0,1.0,2.0,691.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,26.753,95000.0,45200.0,169200.0,1,10,2001,4803.0,22.0,0.0,691.0,42.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,120000.0,28.299,45000.0,245000.0,1,10,2003,6235.0,22.0,0.0,691.0,44.0,1.0,2.0,1.0,1.0,1.0,8.0,5.0,0.0,0.0,122150.0,28.299,135000.0,354050.0,1,10,2005,7398.0,22.0,0.0,691.0,46.0,1.0,2.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,122000.0,29.495,25000.0,275000.0,1,10,2007,3020.0,22.0,0.0,691.0,48.0,1.0,2.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,150000.0,42000.0,292000.0,29.495,1,10,2009,70.0,22.0,1.0,691.0,50.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,158500.0,225000.0,475000.0,31.826,1,10,2011,3593.0,22.0,0.0,691.0,52.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,156500.0,365000.0,545000.0,31.826,1,10,2013,1631.0,22.0,1.0,691.0,54.0,1.0,0.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,149276.0,57000.0,257000.0,36.672,1,10,2015,1170.0,22.0,0.0,691.0,56.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,205150.0,450000.0,665000.0,36.672,1,10,2017,8867.0,22.0,1.0,691.0,59.0,1.0,0.0,1.0,2.0,1.0,9.0,1.0,5.0,0.0,228500.0,48000.0,358000.0,41.347,1,10,2019,7939.0,22.0,1.0,691.0,61.0,1.0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,203000.0,1066000.0,1353000.0,41.347,1,10,2021,691006,5,1200.0,0.0,500.0,900.0,750.0,1500.0,0.0,450.0,500.0,8000.0,0.0
